county,precinct,office,disctrict,party,candidate,votes
Tompkins,Dryden 8 LD 13,State Senate,51,CON,James L. Seward,17
Tompkins,Dryden 9 LD 13,State Senate,51,CON,James L. Seward,12
Tompkins,Dryden 10 LD 14,State Senate,51,CON,James L. Seward,37
Tompkins,Groton 1 LD 9,State Senate,51,CON,James L. Seward,24
Tompkins,Groton 2 LD 9,State Senate,51,CON,James L. Seward,32
Tompkins,Groton 3 LD 9,State Senate,51,CON,James L. Seward,38
Tompkins,Groton 4 LD 9,State Senate,51,CON,James L. Seward,41
Tompkins,Total,State Senate,51,CON,James L. Seward,504
Tompkins,Caroline 1 LD 7,State Senate,51,IND,James L. Seward,11
Tompkins,Caroline 2 LD 7,State Senate,51,IND,James L. Seward,39
Tompkins,Caroline 3 LD 7,State Senate,51,IND,James L. Seward,26
Tompkins,Danby 1 LD 7,State Senate,51,IND,James L. Seward,43
Tompkins,Danby 2 LD 7,State Senate,51,IND,James L. Seward,18
Tompkins,Danby 3 LD 7,State Senate,51,IND,James L. Seward,58
Tompkins,Dryden 1 LD 13,State Senate,51,IND,James L. Seward,38
Tompkins,Dryden 2 LD 14,State Senate,51,IND,James L. Seward,56
Tompkins,Dryden 3 LD 9,State Senate,51,IND,James L. Seward,11
Tompkins,Dryden 4 LD 13,State Senate,51,IND,James L. Seward,46
Tompkins,Dryden 5 LD 13,State Senate,51,IND,James L. Seward,47
Tompkins,Dryden 6 LD 14,State Senate,51,IND,James L. Seward,60
Tompkins,Dryden 7 LD 14,State Senate,51,IND,James L. Seward,51
Tompkins,Dryden 8 LD 13,State Senate,51,IND,James L. Seward,48
Tompkins,Dryden 9 LD 13,State Senate,51,IND,James L. Seward,51
Tompkins,Dryden 10 LD 14,State Senate,51,IND,James L. Seward,38
Tompkins,Groton 1 LD 9,State Senate,51,IND,James L. Seward,31
Tompkins,Groton 2 LD 9,State Senate,51,IND,James L. Seward,36
Tompkins,Groton 3 LD 9,State Senate,51,IND,James L. Seward,46
Tompkins,Groton 4 LD 9,State Senate,51,IND,James L. Seward,42
Tompkins,Total,State Senate,51,IND,James L. Seward,796
Tompkins,Caroline 1 LD 7,State Senate,51,,Blank,105
Tompkins,Caroline 2 LD 7,State Senate,51,,Blank,211
Tompkins,Caroline 3 LD 7,State Senate,51,,Blank,244
Tompkins,Danby 1 LD 7,State Senate,51,,Blank,307
Tompkins,Danby 2 LD 7,State Senate,51,,Blank,47
Tompkins,Danby 3 LD 7,State Senate,51,,Blank,320
Tompkins,Dryden 1 LD 13,State Senate,51,,Blank,133
Tompkins,Dryden 2 LD 14,State Senate,51,,Blank,188
Tompkins,Dryden 3 LD 9,State Senate,51,,Blank,35
Tompkins,Dryden 4 LD 13,State Senate,51,,Blank,243
Tompkins,Dryden 5 LD 13,State Senate,51,,Blank,156
Tompkins,Dryden 6 LD 14,State Senate,51,,Blank,139
Tompkins,Dryden 7 LD 14,State Senate,51,,Blank,120
Tompkins,Dryden 8 LD 13,State Senate,51,,Blank,326
Tompkins,Dryden 9 LD 13,State Senate,51,,Blank,290
Tompkins,Dryden 10 LD 14,State Senate,51,,Blank,146
Tompkins,Groton 1 LD 9,State Senate,51,,Blank,81
Tompkins,Groton 2 LD 9,State Senate,51,,Blank,84
Tompkins,Groton 3 LD 9,State Senate,51,,Blank,105
Tompkins,Groton 4 LD 9,State Senate,51,,Blank,88
Tompkins,Total,State Senate,51,,Blank,3368
Tompkins,Caroline 1 LD 7,State Senate,51,,Void,0
Tompkins,Caroline 2 LD 7,State Senate,51,,Void,1
Tompkins,Caroline 3 LD 7,State Senate,51,,Void,0
Tompkins,Danby 1 LD 7,State Senate,51,,Void,0
Tompkins,Danby 2 LD 7,State Senate,51,,Void,0
Tompkins,Danby 3 LD 7,State Senate,51,,Void,0
Tompkins,Dryden 1 LD 13,State Senate,51,,Void,0
Tompkins,Dryden 2 LD 14,State Senate,51,,Void,0
Tompkins,Dryden 3 LD 9,State Senate,51,,Void,0
Tompkins,Dryden 4 LD 13,State Senate,51,,Void,0
Tompkins,Dryden 5 LD 13,State Senate,51,,Void,0
Tompkins,Dryden 6 LD 14,State Senate,51,,Void,0
Tompkins,Dryden 7 LD 14,State Senate,51,,Void,0
Tompkins,Dryden 8 LD 13,State Senate,51,,Void,0
Tompkins,Dryden 9 LD 13,State Senate,51,,Void,0
Tompkins,Dryden 10 LD 14,State Senate,51,,Void,0
Tompkins,Groton 1 LD 9,State Senate,51,,Void,0
Tompkins,Groton 2 LD 9,State Senate,51,,Void,1
Tompkins,Groton 3 LD 9,State Senate,51,,Void,0
Tompkins,Groton 4 LD 9,State Senate,51,,Void,0
Tompkins,Total,State Senate,51,,Void,2
Tompkins,Caroline 1 LD 7,State Senate,51,,Write-in,1
Tompkins,Caroline 2 LD 7,State Senate,51,,Write-in,2
Tompkins,Caroline 3 LD 7,State Senate,51,,Write-in,5
Tompkins,Danby 1 LD 7,State Senate,51,,Write-in,8
Tompkins,Danby 2 LD 7,State Senate,51,,Write-in,0
Tompkins,Danby 3 LD 7,State Senate,51,,Write-in,4
Tompkins,Dryden 1 LD 13,State Senate,51,,Write-in,2
Tompkins,Dryden 2 LD 14,State Senate,51,,Write-in,5
Tompkins,Dryden 3 LD 9,State Senate,51,,Write-in,0
Tompkins,Dryden 4 LD 13,State Senate,51,,Write-in,6
Tompkins,Dryden 5 LD 13,State Senate,51,,Write-in,7
Tompkins,Dryden 6 LD 14,State Senate,51,,Write-in,4
Tompkins,Dryden 7 LD 14,State Senate,51,,Write-in,2
Tompkins,Dryden 8 LD 13,State Senate,51,,Write-in,23
Tompkins,Dryden 9 LD 13,State Senate,51,,Write-in,5
Tompkins,Dryden 10 LD 14,State Senate,51,,Write-in,1
Tompkins,Groton 1 LD 9,State Senate,51,,Write-in,0
Tompkins,Groton 2 LD 9,State Senate,51,,Write-in,0
Tompkins,Groton 3 LD 9,State Senate,51,,Write-in,4
Tompkins,Groton 4 LD 9,State Senate,51,,Write-in,0
Tompkins,Total,State Senate,51,,Write-in,79
Tompkins,Lansing 1 LD 6,State Senate,54,REP,Michael F. Nozzolio,251
Tompkins,"Lansing 2 LD 6, 8 LD 9",State Senate,54,REP,Michael F. Nozzolio,276
Tompkins,Lansing 3 LD 6,State Senate,54,REP,Michael F. Nozzolio,296
Tompkins,Lansing 4 LD 6,State Senate,54,REP,Michael F. Nozzolio,230
Tompkins,Lansing 5 LD 6,State Senate,54,REP,Michael F. Nozzolio,264
Tompkins,Lansing 6 LD 10 ,State Senate,54,REP,Michael F. Nozzolio,98
Tompkins,Lansing 7 LD 10 ,State Senate,54,REP,Michael F. Nozzolio,145
Tompkins,Total,State Senate,54,REP,Michael F. Nozzolio,1560
Tompkins,Lansing 1 LD 6,State Senate,54,CON,Michael F. Nozzolio,37
Tompkins,"Lansing 2 LD 6, 8 LD 9",State Senate,54,CON,Michael F. Nozzolio,27
Tompkins,Lansing 3 LD 6,State Senate,54,CON,Michael F. Nozzolio,37
Tompkins,Lansing 4 LD 6,State Senate,54,CON,Michael F. Nozzolio,35
Tompkins,Lansing 5 LD 6,State Senate,54,CON,Michael F. Nozzolio,22
Tompkins,Lansing 6 LD 10 ,State Senate,54,CON,Michael F. Nozzolio,9
Tompkins,Lansing 7 LD 10 ,State Senate,54,CON,Michael F. Nozzolio,13
Tompkins,Total,State Senate,54,CON,Michael F. Nozzolio,180
Tompkins,Lansing 1 LD 6,State Senate,54,IND,Michael F. Nozzolio,55
Tompkins,"Lansing 2 LD 6, 8 LD 9",State Senate,54,IND,Michael F. Nozzolio,43
Tompkins,Lansing 3 LD 6,State Senate,54,IND,Michael F. Nozzolio,61
Tompkins,Lansing 4 LD 6,State Senate,54,IND,Michael F. Nozzolio,30
Tompkins,Lansing 5 LD 6,State Senate,54,IND,Michael F. Nozzolio,43
Tompkins,Lansing 6 LD 10 ,State Senate,54,IND,Michael F. Nozzolio,32
Tompkins,Lansing 7 LD 10 ,State Senate,54,IND,Michael F. Nozzolio,45
Tompkins,Total,State Senate,54,IND,Michael F. Nozzolio,309
Tompkins,Lansing 1 LD 6,State Senate,54,,Blank,237
Tompkins,"Lansing 2 LD 6, 8 LD 9",State Senate,54,,Blank,159
Tompkins,Lansing 3 LD 6,State Senate,54,,Blank,215
Tompkins,Lansing 4 LD 6,State Senate,54,,Blank,127
Tompkins,Lansing 5 LD 6,State Senate,54,,Blank,278
Tompkins,Lansing 6 LD 10 ,State Senate,54,,Blank,199
Tompkins,Lansing 7 LD 10 ,State Senate,54,,Blank,212
Tompkins,Total,State Senate,54,,Blank,1427
Tompkins,Lansing 1 LD 6,State Senate,54,,Void,0
Tompkins,"Lansing 2 LD 6, 8 LD 9",State Senate,54,,Void,0
Tompkins,Lansing 3 LD 6,State Senate,54,,Void,0
Tompkins,Lansing 4 LD 6,State Senate,54,,Void,0
Tompkins,Lansing 5 LD 6,State Senate,54,,Void,0
Tompkins,Lansing 6 LD 10 ,State Senate,54,,Void,0
Tompkins,Lansing 7 LD 10 ,State Senate,54,,Void,0
Tompkins,Total,State Senate,54,,Void,0
Tompkins,Lansing 1 LD 6,State Senate,54,,Write-in,6
Tompkins,"Lansing 2 LD 6, 8 LD 9",State Senate,54,,Write-in,3
Tompkins,Lansing 3 LD 6,State Senate,54,,Write-in,2
Tompkins,Lansing 4 LD 6,State Senate,54,,Write-in,4
Tompkins,Lansing 5 LD 6,State Senate,54,,Write-in,7
Tompkins,Lansing 6 LD 10 ,State Senate,54,,Write-in,2
Tompkins,Lansing 7 LD 10 ,State Senate,54,,Write-in,3
Tompkins,Total,State Senate,54,,Write-in,27
Tompkins,Ithaca City 1-1 LD 1,State Senate,58,REP,Thomas F. O'Mara,67
Tompkins,Ithaca City 1-2 LD 1,State Senate,58,REP,Thomas F. O'Mara,48
Tompkins,Ithaca City 1-3 LD 1,State Senate,58,REP,Thomas F. O'Mara,34
Tompkins,Ithaca City 1-4 LD 3,State Senate,58,REP,Thomas F. O'Mara,66
Tompkins,Ithaca City 2-1 LD 1,State Senate,58,REP,Thomas F. O'Mara,53
Tompkins,Ithaca City 2-2 LD 1,State Senate,58,REP,Thomas F. O'Mara,68
Tompkins,Ithaca City 2-3 LD 1,State Senate,58,REP,Thomas F. O'Mara,50
Tompkins,Ithaca City 2-4 LD 4,State Senate,58,REP,Thomas F. O'Mara,27
Tompkins,"Ithaca City 3-1 LD 2, 3-2 LD 3",State Senate,58,REP,Thomas F. O'Mara,44
Tompkins,Ithaca City 3-3 LD 3,State Senate,58,REP,Thomas F. O'Mara,45
Tompkins,Ithaca City 4-1 LD 4,State Senate,58,REP,Thomas F. O'Mara,31
Tompkins,Ithaca City 5-1 LD 2,State Senate,58,REP,Thomas F. O'Mara,67
Tompkins,Ithaca City 5-2 LD 2,State Senate,58,REP,Thomas F. O'Mara,60
Tompkins,Ithaca City 5-3 LD 2,State Senate,58,REP,Thomas F. O'Mara,26
Tompkins,Enfield 1 LD 8,State Senate,58,REP,Thomas F. O'Mara,144
Tompkins,Enfield 2 LD 5,State Senate,58,REP,Thomas F. O'Mara,141
Tompkins,Enfield 3 LD 8,State Senate,58,REP,Thomas F. O'Mara,137
Tompkins,Ithaca 1 LD 5,State Senate,58,REP,Thomas F. O'Mara,120
Tompkins,Ithaca 2 LD 12,State Senate,58,REP,Thomas F. O'Mara,84
Tompkins,Ithaca 3 LD 12,State Senate,58,REP,Thomas F. O'Mara,102
Tompkins,Ithaca 4 LD 11,State Senate,58,REP,Thomas F. O'Mara,116
Tompkins,Ithaca 5 LD 11,State Senate,58,REP,Thomas F. O'Mara,82
Tompkins,Ithaca 6 LD 11,State Senate,58,REP,Thomas F. O'Mara,108
Tompkins,Ithaca 7 LD 10,State Senate,58,REP,Thomas F. O'Mara,134
Tompkins,Ithaca 8 LD 10,State Senate,58,REP,Thomas F. O'Mara,89
Tompkins,Ithaca 9 LD 10 ,State Senate,58,REP,Thomas F. O'Mara,101
Tompkins,Ithaca 10 LD 12,State Senate,58,REP,Thomas F. O'Mara,96
Tompkins,Ithaca 11 LD 11,State Senate,58,REP,Thomas F. O'Mara,114
Tompkins,Ithaca 12 LD 7,State Senate,58,REP,Thomas F. O'Mara,55
Tompkins,Newfield 1 LD 8,State Senate,58,REP,Thomas F. O'Mara,199
Tompkins,Newfield 2 LD 8,State Senate,58,REP,Thomas F. O'Mara,270
Tompkins,Newfield 3 LD 8,State Senate,58,REP,Thomas F. O'Mara,205
Tompkins,Ulysses 1 LD 5,State Senate,58,REP,Thomas F. O'Mara,184
Tompkins,Ulysses 2 LD 5,State Senate,58,REP,Thomas F. O'Mara,160
Tompkins,Ulysses 3 LD 5,State Senate,58,REP,Thomas F. O'Mara,143
Tompkins,Ulysses 4 LD 5,State Senate,58,REP,Thomas F. O'Mara,184
Tompkins,Total,State Senate,58,REP,Thomas F. O'Mara,3654
Tompkins,Ithaca City 1-1 LD 1,State Senate,58,CON,Thomas F. O'Mara,13
Tompkins,Ithaca City 1-2 LD 1,State Senate,58,CON,Thomas F. O'Mara,12
Tompkins,Ithaca City 1-3 LD 1,State Senate,58,CON,Thomas F. O'Mara,4
Tompkins,Ithaca City 1-4 LD 3,State Senate,58,CON,Thomas F. O'Mara,10
Tompkins,Ithaca City 2-1 LD 1,State Senate,58,CON,Thomas F. O'Mara,10
Tompkins,Ithaca City 2-2 LD 1,State Senate,58,CON,Thomas F. O'Mara,11
Tompkins,Ithaca City 2-3 LD 1,State Senate,58,CON,Thomas F. O'Mara,7
Tompkins,Ithaca City 2-4 LD 4,State Senate,58,CON,Thomas F. O'Mara,3
Tompkins,"Ithaca City 3-1 LD 2, 3-2 LD 3",State Senate,58,CON,Thomas F. O'Mara,1
Tompkins,Ithaca City 3-3 LD 3,State Senate,58,CON,Thomas F. O'Mara,5
Tompkins,Ithaca City 4-1 LD 4,State Senate,58,CON,Thomas F. O'Mara,1
Tompkins,Ithaca City 5-1 LD 2,State Senate,58,CON,Thomas F. O'Mara,9
Tompkins,Ithaca City 5-2 LD 2,State Senate,58,CON,Thomas F. O'Mara,9
Tompkins,Ithaca City 5-3 LD 2,State Senate,58,CON,Thomas F. O'Mara,0
Tompkins,Enfield 1 LD 8,State Senate,58,CON,Thomas F. O'Mara,21
Tompkins,Enfield 2 LD 5,State Senate,58,CON,Thomas F. O'Mara,14
Tompkins,Enfield 3 LD 8,State Senate,58,CON,Thomas F. O'Mara,16
Tompkins,Ithaca 1 LD 5,State Senate,58,CON,Thomas F. O'Mara,19
Tompkins,Ithaca 2 LD 12,State Senate,58,CON,Thomas F. O'Mara,11
Tompkins,Ithaca 3 LD 12,State Senate,58,CON,Thomas F. O'Mara,10
Tompkins,Ithaca 4 LD 11,State Senate,58,CON,Thomas F. O'Mara,10
Tompkins,Ithaca 5 LD 11,State Senate,58,CON,Thomas F. O'Mara,4
Tompkins,Ithaca 6 LD 11,State Senate,58,CON,Thomas F. O'Mara,7
Tompkins,Ithaca 7 LD 10,State Senate,58,CON,Thomas F. O'Mara,3
Tompkins,Ithaca 8 LD 10,State Senate,58,CON,Thomas F. O'Mara,6
Tompkins,Ithaca 9 LD 10 ,State Senate,58,CON,Thomas F. O'Mara,9
Tompkins,Ithaca 10 LD 12,State Senate,58,CON,Thomas F. O'Mara,16
Tompkins,Ithaca 11 LD 11,State Senate,58,CON,Thomas F. O'Mara,20
Tompkins,Ithaca 12 LD 7,State Senate,58,CON,Thomas F. O'Mara,2
Tompkins,Newfield 1 LD 8,State Senate,58,CON,Thomas F. O'Mara,32
Tompkins,Newfield 2 LD 8,State Senate,58,CON,Thomas F. O'Mara,33
Tompkins,Newfield 3 LD 8,State Senate,58,CON,Thomas F. O'Mara,32
Tompkins,Ulysses 1 LD 5,State Senate,58,CON,Thomas F. O'Mara,27
Tompkins,Ulysses 2 LD 5,State Senate,58,CON,Thomas F. O'Mara,25
Tompkins,Ulysses 3 LD 5,State Senate,58,CON,Thomas F. O'Mara,14
Tompkins,Ulysses 4 LD 5,State Senate,58,CON,Thomas F. O'Mara,17
Tompkins,Total,State Senate,58,CON,Thomas F. O'Mara,443
Tompkins,Ithaca City 1-1 LD 1,State Senate,58,IND,Thomas F. O'Mara,33
Tompkins,Ithaca City 1-2 LD 1,State Senate,58,IND,Thomas F. O'Mara,25
Tompkins,Ithaca City 1-3 LD 1,State Senate,58,IND,Thomas F. O'Mara,6
Tompkins,Ithaca City 1-4 LD 3,State Senate,58,IND,Thomas F. O'Mara,50
Tompkins,Ithaca City 2-1 LD 1,State Senate,58,IND,Thomas F. O'Mara,32
Tompkins,Ithaca City 2-2 LD 1,State Senate,58,IND,Thomas F. O'Mara,45
Tompkins,Ithaca City 2-3 LD 1,State Senate,58,IND,Thomas F. O'Mara,43
Tompkins,Ithaca City 2-4 LD 4,State Senate,58,IND,Thomas F. O'Mara,23
Tompkins,"Ithaca City 3-1 LD 2, 3-2 LD 3",State Senate,58,IND,Thomas F. O'Mara,20
Tompkins,Ithaca City 3-3 LD 3,State Senate,58,IND,Thomas F. O'Mara,31
Tompkins,Ithaca City 4-1 LD 4,State Senate,58,IND,Thomas F. O'Mara,12
Tompkins,Ithaca City 5-1 LD 2,State Senate,58,IND,Thomas F. O'Mara,49
Tompkins,Ithaca City 5-2 LD 2,State Senate,58,IND,Thomas F. O'Mara,44
Tompkins,Ithaca City 5-3 LD 2,State Senate,58,IND,Thomas F. O'Mara,16
Tompkins,Enfield 1 LD 8,State Senate,58,IND,Thomas F. O'Mara,27
Tompkins,Enfield 2 LD 5,State Senate,58,IND,Thomas F. O'Mara,44
Tompkins,Enfield 3 LD 8,State Senate,58,IND,Thomas F. O'Mara,25
Tompkins,Ithaca 1 LD 5,State Senate,58,IND,Thomas F. O'Mara,30
Tompkins,Ithaca 2 LD 12,State Senate,58,IND,Thomas F. O'Mara,22
Tompkins,Ithaca 3 LD 12,State Senate,58,IND,Thomas F. O'Mara,43
Tompkins,Ithaca 4 LD 11,State Senate,58,IND,Thomas F. O'Mara,51
Tompkins,Ithaca 5 LD 11,State Senate,58,IND,Thomas F. O'Mara,37
Tompkins,Ithaca 6 LD 11,State Senate,58,IND,Thomas F. O'Mara,43
Tompkins,Ithaca 7 LD 10,State Senate,58,IND,Thomas F. O'Mara,26
Tompkins,Ithaca 8 LD 10,State Senate,58,IND,Thomas F. O'Mara,33
Tompkins,Ithaca 9 LD 10 ,State Senate,58,IND,Thomas F. O'Mara,24
Tompkins,Ithaca 10 LD 12,State Senate,58,IND,Thomas F. O'Mara,48
Tompkins,Ithaca 11 LD 11,State Senate,58,IND,Thomas F. O'Mara,35
Tompkins,Ithaca 12 LD 7,State Senate,58,IND,Thomas F. O'Mara,14
Tompkins,Newfield 1 LD 8,State Senate,58,IND,Thomas F. O'Mara,38
Tompkins,Newfield 2 LD 8,State Senate,58,IND,Thomas F. O'Mara,41
Tompkins,Newfield 3 LD 8,State Senate,58,IND,Thomas F. O'Mara,44
Tompkins,Ulysses 1 LD 5,State Senate,58,IND,Thomas F. O'Mara,48
Tompkins,Ulysses 2 LD 5,State Senate,58,IND,Thomas F. O'Mara,35
Tompkins,Ulysses 3 LD 5,State Senate,58,IND,Thomas F. O'Mara,40
Tompkins,Ulysses 4 LD 5,State Senate,58,IND,Thomas F. O'Mara,40
Tompkins,Total,State Senate,58,IND,Thomas F. O'Mara,1217
Tompkins,Ithaca City 1-1 LD 1,State Senate,58,,Blank,249
Tompkins,Ithaca City 1-2 LD 1,State Senate,58,,Blank,165
Tompkins,Ithaca City 1-3 LD 1,State Senate,58,,Blank,101
Tompkins,Ithaca City 1-4 LD 3,State Senate,58,,Blank,348
Tompkins,Ithaca City 2-1 LD 1,State Senate,58,,Blank,336
Tompkins,Ithaca City 2-2 LD 1,State Senate,58,,Blank,347
Tompkins,Ithaca City 2-3 LD 1,State Senate,58,,Blank,342
Tompkins,Ithaca City 2-4 LD 4,State Senate,58,,Blank,204
Tompkins,"Ithaca City 3-1 LD 2, 3-2 LD 3",State Senate,58,,Blank,203
Tompkins,Ithaca City 3-3 LD 3,State Senate,58,,Blank,278
Tompkins,Ithaca City 4-1 LD 4,State Senate,58,,Blank,145
Tompkins,Ithaca City 5-1 LD 2,State Senate,58,,Blank,430
Tompkins,Ithaca City 5-2 LD 2,State Senate,58,,Blank,381
Tompkins,Ithaca City 5-3 LD 2,State Senate,58,,Blank,103
Tompkins,Enfield 1 LD 8,State Senate,58,,Blank,136
Tompkins,Enfield 2 LD 5,State Senate,58,,Blank,136
Tompkins,Enfield 3 LD 8,State Senate,58,,Blank,156
Tompkins,Ithaca 1 LD 5,State Senate,58,,Blank,228
Tompkins,Ithaca 2 LD 12,State Senate,58,,Blank,167
Tompkins,Ithaca 3 LD 12,State Senate,58,,Blank,234
Tompkins,Ithaca 4 LD 11,State Senate,58,,Blank,348
Tompkins,Ithaca 5 LD 11,State Senate,58,,Blank,252
Tompkins,Ithaca 6 LD 11,State Senate,58,,Blank,314
Tompkins,Ithaca 7 LD 10,State Senate,58,,Blank,307
Tompkins,Ithaca 8 LD 10,State Senate,58,,Blank,293
Tompkins,Ithaca 9 LD 10 ,State Senate,58,,Blank,320
Tompkins,Ithaca 10 LD 12,State Senate,58,,Blank,294
Tompkins,Ithaca 11 LD 11,State Senate,58,,Blank,326
Tompkins,Ithaca 12 LD 7,State Senate,58,,Blank,115
Tompkins,Newfield 1 LD 8,State Senate,58,,Blank,178
Tompkins,Newfield 2 LD 8,State Senate,58,,Blank,186
Tompkins,Newfield 3 LD 8,State Senate,58,,Blank,194
Tompkins,Ulysses 1 LD 5,State Senate,58,,Blank,282
Tompkins,Ulysses 2 LD 5,State Senate,58,,Blank,189
Tompkins,Ulysses 3 LD 5,State Senate,58,,Blank,315
Tompkins,Ulysses 4 LD 5,State Senate,58,,Blank,287
Tompkins,Total,State Senate,58,,Blank,8889
Tompkins,Ithaca City 1-1 LD 1,State Senate,58,,Void,0
Tompkins,Ithaca City 1-2 LD 1,State Senate,58,,Void,0
Tompkins,Ithaca City 1-3 LD 1,State Senate,58,,Void,0
Tompkins,Ithaca City 1-4 LD 3,State Senate,58,,Void,0
Tompkins,Ithaca City 2-1 LD 1,State Senate,58,,Void,0
Tompkins,Ithaca City 2-2 LD 1,State Senate,58,,Void,0
Tompkins,Ithaca City 2-3 LD 1,State Senate,58,,Void,0
Tompkins,Ithaca City 2-4 LD 4,State Senate,58,,Void,0
Tompkins,"Ithaca City 3-1 LD 2, 3-2 LD 3",State Senate,58,,Void,0
Tompkins,Ithaca City 3-3 LD 3,State Senate,58,,Void,0
Tompkins,Ithaca City 4-1 LD 4,State Senate,58,,Void,0
Tompkins,Ithaca City 5-1 LD 2,State Senate,58,,Void,0
Tompkins,Ithaca City 5-2 LD 2,State Senate,58,,Void,0
Tompkins,Ithaca City 5-3 LD 2,State Senate,58,,Void,0
Tompkins,Enfield 1 LD 8,State Senate,58,,Void,0
Tompkins,Enfield 2 LD 5,State Senate,58,,Void,0
Tompkins,Enfield 3 LD 8,State Senate,58,,Void,0
Tompkins,Ithaca 1 LD 5,State Senate,58,,Void,0
Tompkins,Ithaca 2 LD 12,State Senate,58,,Void,0
Tompkins,Ithaca 3 LD 12,State Senate,58,,Void,0
Tompkins,Ithaca 4 LD 11,State Senate,58,,Void,1
Tompkins,Ithaca 5 LD 11,State Senate,58,,Void,0
Tompkins,Ithaca 6 LD 11,State Senate,58,,Void,0
Tompkins,Ithaca 7 LD 10,State Senate,58,,Void,0
Tompkins,Ithaca 8 LD 10,State Senate,58,,Void,0
Tompkins,Ithaca 9 LD 10 ,State Senate,58,,Void,0
Tompkins,Ithaca 10 LD 12,State Senate,58,,Void,0
Tompkins,Ithaca 11 LD 11,State Senate,58,,Void,0
Tompkins,Ithaca 12 LD 7,State Senate,58,,Void,0
Tompkins,Newfield 1 LD 8,State Senate,58,,Void,0
Tompkins,Newfield 2 LD 8,State Senate,58,,Void,0
Tompkins,Newfield 3 LD 8,State Senate,58,,Void,0
Tompkins,Ulysses 1 LD 5,State Senate,58,,Void,0
Tompkins,Ulysses 2 LD 5,State Senate,58,,Void,0
Tompkins,Ulysses 3 LD 5,State Senate,58,,Void,0
Tompkins,Ulysses 4 LD 5,State Senate,58,,Void,0
Tompkins,Total,State Senate,58,,Void,1
Tompkins,Ithaca City 1-1 LD 1,State Senate,58,,Write-in,10
Tompkins,Ithaca City 1-2 LD 1,State Senate,58,,Write-in,6
Tompkins,Ithaca City 1-3 LD 1,State Senate,58,,Write-in,1
Tompkins,Ithaca City 1-4 LD 3,State Senate,58,,Write-in,15
Tompkins,Ithaca City 2-1 LD 1,State Senate,58,,Write-in,10
Tompkins,Ithaca City 2-2 LD 1,State Senate,58,,Write-in,10
Tompkins,Ithaca City 2-3 LD 1,State Senate,58,,Write-in,13
Tompkins,Ithaca City 2-4 LD 4,State Senate,58,,Write-in,12
Tompkins,"Ithaca City 3-1 LD 2, 3-2 LD 3",State Senate,58,,Write-in,7
Tompkins,Ithaca City 3-3 LD 3,State Senate,58,,Write-in,9
Tompkins,Ithaca City 4-1 LD 4,State Senate,58,,Write-in,12
Tompkins,Ithaca City 5-1 LD 2,State Senate,58,,Write-in,8
Tompkins,Ithaca City 5-2 LD 2,State Senate,58,,Write-in,17
Tompkins,Ithaca City 5-3 LD 2,State Senate,58,,Write-in,7
Tompkins,Enfield 1 LD 8,State Senate,58,,Write-in,3
Tompkins,Enfield 2 LD 5,State Senate,58,,Write-in,1
Tompkins,Enfield 3 LD 8,State Senate,58,,Write-in,3
Tompkins,Ithaca 1 LD 5,State Senate,58,,Write-in,3
Tompkins,Ithaca 2 LD 12,State Senate,58,,Write-in,0
Tompkins,Ithaca 3 LD 12,State Senate,58,,Write-in,6
Tompkins,Ithaca 4 LD 11,State Senate,58,,Write-in,6
Tompkins,Ithaca 5 LD 11,State Senate,58,,Write-in,7
Tompkins,Ithaca 6 LD 11,State Senate,58,,Write-in,7
Tompkins,Ithaca 7 LD 10,State Senate,58,,Write-in,3
Tompkins,Ithaca 8 LD 10,State Senate,58,,Write-in,4
Tompkins,Ithaca 9 LD 10 ,State Senate,58,,Write-in,9
Tompkins,Ithaca 10 LD 12,State Senate,58,,Write-in,7
Tompkins,Ithaca 11 LD 11,State Senate,58,,Write-in,14
Tompkins,Ithaca 12 LD 7,State Senate,58,,Write-in,2
Tompkins,Newfield 1 LD 8,State Senate,58,,Write-in,2
Tompkins,Newfield 2 LD 8,State Senate,58,,Write-in,1
Tompkins,Newfield 3 LD 8,State Senate,58,,Write-in,6
Tompkins,Ulysses 1 LD 5,State Senate,58,,Write-in,0
Tompkins,Ulysses 2 LD 5,State Senate,58,,Write-in,3
Tompkins,Ulysses 3 LD 5,State Senate,58,,Write-in,2
Tompkins,Ulysses 4 LD 5,State Senate,58,,Write-in,3
Tompkins,Total,State Senate,58,,Write-in,229
Tompkins,Ithaca City 1-1 LD 1,State Assembly,125,DEM,Barbara S. Lifton,234
Tompkins,Ithaca City 1-2 LD 1,State Assembly,125,DEM,Barbara S. Lifton,146
Tompkins,Ithaca City 1-3 LD 1,State Assembly,125,DEM,Barbara S. Lifton,90
Tompkins,Ithaca City 1-4 LD 3,State Assembly,125,DEM,Barbara S. Lifton,319
Tompkins,Ithaca City 2-1 LD 1,State Assembly,125,DEM,Barbara S. Lifton,271
Tompkins,Ithaca City 2-2 LD 1,State Assembly,125,DEM,Barbara S. Lifton,305
Tompkins,Ithaca City 2-3 LD 1,State Assembly,125,DEM,Barbara S. Lifton,282
Tompkins,Ithaca City 2-4 LD 4,State Assembly,125,DEM,Barbara S. Lifton,174
Tompkins,"Ithaca City 3-1 LD 2, 3-2 LD 3",State Assembly,125,DEM,Barbara S. Lifton,180
Tompkins,Ithaca City 3-3 LD 3,State Assembly,125,DEM,Barbara S. Lifton,244
