county,precinct,office,disctrict,party,candidate,votes
Tompkins,Lansing 3 LD 6,Governor,,,Write-in,0
Tompkins,Lansing 4 LD 6,Governor,,,Write-in,0
Tompkins,Lansing 5 LD 6,Governor,,,Write-in,3
Tompkins,Lansing 6 LD 10 ,Governor,,,Write-in,2
Tompkins,Lansing 7 LD 10 ,Governor,,,Write-in,1
Tompkins,Newfield 1 LD 8,Governor,,,Write-in,1
Tompkins,Newfield 2 LD 8,Governor,,,Write-in,0
Tompkins,Newfield 3 LD 8,Governor,,,Write-in,2
Tompkins,Ulysses 1 LD 5,Governor,,,Write-in,2
Tompkins,Ulysses 2 LD 5,Governor,,,Write-in,0
Tompkins,Ulysses 3 LD 5,Governor,,,Write-in,0
Tompkins,Ulysses 4 LD 5,Governor,,,Write-in,3
Tompkins,Total,Governor,,,Write-in,98
Tompkins,Ithaca City 1-1 LD 1,Comptroller,,DEM,Thomas P. DiNapoli,206
Tompkins,Ithaca City 1-2 LD 1,Comptroller,,DEM,Thomas P. DiNapoli,131
Tompkins,Ithaca City 1-3 LD 1,Comptroller,,DEM,Thomas P. DiNapoli,74
Tompkins,Ithaca City 1-4 LD 3,Comptroller,,DEM,Thomas P. DiNapoli,296
Tompkins,Ithaca City 2-1 LD 1,Comptroller,,DEM,Thomas P. DiNapoli,228
Tompkins,Ithaca City 2-2 LD 1,Comptroller,,DEM,Thomas P. DiNapoli,262
Tompkins,Ithaca City 2-3 LD 1,Comptroller,,DEM,Thomas P. DiNapoli,243
Tompkins,Ithaca City 2-4 LD 4,Comptroller,,DEM,Thomas P. DiNapoli,160
Tompkins,"Ithaca City 3-1 LD 2, 3-2 LD 3",Comptroller,,DEM,Thomas P. DiNapoli,168
Tompkins,Ithaca City 3-3 LD 3,Comptroller,,DEM,Thomas P. DiNapoli,233
Tompkins,Ithaca City 4-1 LD 4,Comptroller,,DEM,Thomas P. DiNapoli,113
Tompkins,Ithaca City 5-1 LD 2,Comptroller,,DEM,Thomas P. DiNapoli,305
Tompkins,Ithaca City 5-2 LD 2,Comptroller,,DEM,Thomas P. DiNapoli,294
Tompkins,Ithaca City 5-3 LD 2,Comptroller,,DEM,Thomas P. DiNapoli,103
Tompkins,Caroline 1 LD 7,Comptroller,,DEM,Thomas P. DiNapoli,93
Tompkins,Caroline 2 LD 7,Comptroller,,DEM,Thomas P. DiNapoli,195
Tompkins,Caroline 3 LD 7,Comptroller,,DEM,Thomas P. DiNapoli,223
Tompkins,Danby 1 LD 7,Comptroller,,DEM,Thomas P. DiNapoli,289
Tompkins,Danby 2 LD 7,Comptroller,,DEM,Thomas P. DiNapoli,57
Tompkins,Danby 3 LD 7,Comptroller,,DEM,Thomas P. DiNapoli,300
Tompkins,Dryden 1 LD 13,Comptroller,,DEM,Thomas P. DiNapoli,145
Tompkins,Dryden 2 LD 14,Comptroller,,DEM,Thomas P. DiNapoli,250
Tompkins,Dryden 3 LD 9,Comptroller,,DEM,Thomas P. DiNapoli,43
Tompkins,Dryden 4 LD 13,Comptroller,,DEM,Thomas P. DiNapoli,252
Tompkins,Dryden 5 LD 13,Comptroller,,DEM,Thomas P. DiNapoli,194
Tompkins,Dryden 6 LD 14,Comptroller,,DEM,Thomas P. DiNapoli,226
Tompkins,Dryden 7 LD 14,Comptroller,,DEM,Thomas P. DiNapoli,191
Tompkins,Dryden 8 LD 13,Comptroller,,DEM,Thomas P. DiNapoli,304
Tompkins,Dryden 9 LD 13,Comptroller,,DEM,Thomas P. DiNapoli,330
Tompkins,Dryden 10 LD 14,Comptroller,,DEM,Thomas P. DiNapoli,196
Tompkins,Enfield 1 LD 8,Comptroller,,DEM,Thomas P. DiNapoli,125
Tompkins,Enfield 2 LD 5,Comptroller,,DEM,Thomas P. DiNapoli,148
Tompkins,Enfield 3 LD 8,Comptroller,,DEM,Thomas P. DiNapoli,136
Tompkins,Groton 1 LD 9,Comptroller,,DEM,Thomas P. DiNapoli,110
Tompkins,Groton 2 LD 9,Comptroller,,DEM,Thomas P. DiNapoli,168
Tompkins,Groton 3 LD 9,Comptroller,,DEM,Thomas P. DiNapoli,162
Tompkins,Groton 4 LD 9,Comptroller,,DEM,Thomas P. DiNapoli,162
Tompkins,Ithaca 1 LD 5,Comptroller,,DEM,Thomas P. DiNapoli,212
Tompkins,Ithaca 2 LD 12,Comptroller,,DEM,Thomas P. DiNapoli,164
Tompkins,Ithaca 3 LD 12,Comptroller,,DEM,Thomas P. DiNapoli,243
Tompkins,Ithaca 4 LD 11,Comptroller,,DEM,Thomas P. DiNapoli,315
Tompkins,Ithaca 5 LD 11,Comptroller,,DEM,Thomas P. DiNapoli,225
Tompkins,Ithaca 6 LD 11,Comptroller,,DEM,Thomas P. DiNapoli,314
Tompkins,Ithaca 7 LD 10,Comptroller,,DEM,Thomas P. DiNapoli,333
Tompkins,Ithaca 8 LD 10,Comptroller,,DEM,Thomas P. DiNapoli,273
Tompkins,Ithaca 9 LD 10 ,Comptroller,,DEM,Thomas P. DiNapoli,297
Tompkins,Ithaca 10 LD 12,Comptroller,,DEM,Thomas P. DiNapoli,214
Tompkins,Ithaca 11 LD 11,Comptroller,,DEM,Thomas P. DiNapoli,307
Tompkins,Ithaca 12 LD 7,Comptroller,,DEM,Thomas P. DiNapoli,106
Tompkins,Lansing 1 LD 6,Comptroller,,DEM,Thomas P. DiNapoli,307
Tompkins,"Lansing 2 LD 6, 8 LD 9",Comptroller,,DEM,Thomas P. DiNapoli,228
Tompkins,Lansing 3 LD 6,Comptroller,,DEM,Thomas P. DiNapoli,306
Tompkins,Lansing 4 LD 6,Comptroller,,DEM,Thomas P. DiNapoli,168
Tompkins,Lansing 5 LD 6,Comptroller,,DEM,Thomas P. DiNapoli,321
Tompkins,Lansing 6 LD 10 ,Comptroller,,DEM,Thomas P. DiNapoli,222
Tompkins,Lansing 7 LD 10 ,Comptroller,,DEM,Thomas P. DiNapoli,260
Tompkins,Newfield 1 LD 8,Comptroller,,DEM,Thomas P. DiNapoli,204
Tompkins,Newfield 2 LD 8,Comptroller,,DEM,Thomas P. DiNapoli,188
Tompkins,Newfield 3 LD 8,Comptroller,,DEM,Thomas P. DiNapoli,199
Tompkins,Ulysses 1 LD 5,Comptroller,,DEM,Thomas P. DiNapoli,282
Tompkins,Ulysses 2 LD 5,Comptroller,,DEM,Thomas P. DiNapoli,193
Tompkins,Ulysses 3 LD 5,Comptroller,,DEM,Thomas P. DiNapoli,268
Tompkins,Ulysses 4 LD 5,Comptroller,,DEM,Thomas P. DiNapoli,277
Tompkins,Total,Comptroller,,DEM,Thomas P. DiNapoli,13541
Tompkins,Ithaca City 1-1 LD 1,Comptroller,,REP,Robert Antonacci,43
Tompkins,Ithaca City 1-2 LD 1,Comptroller,,REP,Robert Antonacci,27
Tompkins,Ithaca City 1-3 LD 1,Comptroller,,REP,Robert Antonacci,15
Tompkins,Ithaca City 1-4 LD 3,Comptroller,,REP,Robert Antonacci,29
Tompkins,Ithaca City 2-1 LD 1,Comptroller,,REP,Robert Antonacci,26
Tompkins,Ithaca City 2-2 LD 1,Comptroller,,REP,Robert Antonacci,37
Tompkins,Ithaca City 2-3 LD 1,Comptroller,,REP,Robert Antonacci,22
Tompkins,Ithaca City 2-4 LD 4,Comptroller,,REP,Robert Antonacci,10
Tompkins,"Ithaca City 3-1 LD 2, 3-2 LD 3",Comptroller,,REP,Robert Antonacci,25
Tompkins,Ithaca City 3-3 LD 3,Comptroller,,REP,Robert Antonacci,22
Tompkins,Ithaca City 4-1 LD 4,Comptroller,,REP,Robert Antonacci,20
Tompkins,Ithaca City 5-1 LD 2,Comptroller,,REP,Robert Antonacci,27
Tompkins,Ithaca City 5-2 LD 2,Comptroller,,REP,Robert Antonacci,22
Tompkins,Ithaca City 5-3 LD 2,Comptroller,,REP,Robert Antonacci,10
Tompkins,Caroline 1 LD 7,Comptroller,,REP,Robert Antonacci,93
Tompkins,Caroline 2 LD 7,Comptroller,,REP,Robert Antonacci,136
Tompkins,Caroline 3 LD 7,Comptroller,,REP,Robert Antonacci,105
Tompkins,Danby 1 LD 7,Comptroller,,REP,Robert Antonacci,118
Tompkins,Danby 2 LD 7,Comptroller,,REP,Robert Antonacci,38
Tompkins,Danby 3 LD 7,Comptroller,,REP,Robert Antonacci,137
Tompkins,Dryden 1 LD 13,Comptroller,,REP,Robert Antonacci,132
Tompkins,Dryden 2 LD 14,Comptroller,,REP,Robert Antonacci,185
Tompkins,Dryden 3 LD 9,Comptroller,,REP,Robert Antonacci,62
Tompkins,Dryden 4 LD 13,Comptroller,,REP,Robert Antonacci,65
Tompkins,Dryden 5 LD 13,Comptroller,,REP,Robert Antonacci,127
Tompkins,Dryden 6 LD 14,Comptroller,,REP,Robert Antonacci,155
Tompkins,Dryden 7 LD 14,Comptroller,,REP,Robert Antonacci,157
Tompkins,Dryden 8 LD 13,Comptroller,,REP,Robert Antonacci,84
Tompkins,Dryden 9 LD 13,Comptroller,,REP,Robert Antonacci,62
Tompkins,Dryden 10 LD 14,Comptroller,,REP,Robert Antonacci,187
Tompkins,Enfield 1 LD 8,Comptroller,,REP,Robert Antonacci,105
Tompkins,Enfield 2 LD 5,Comptroller,,REP,Robert Antonacci,101
Tompkins,Enfield 3 LD 8,Comptroller,,REP,Robert Antonacci,104
Tompkins,Groton 1 LD 9,Comptroller,,REP,Robert Antonacci,109
Tompkins,Groton 2 LD 9,Comptroller,,REP,Robert Antonacci,144
Tompkins,Groton 3 LD 9,Comptroller,,REP,Robert Antonacci,161
Tompkins,Groton 4 LD 9,Comptroller,,REP,Robert Antonacci,179
Tompkins,Ithaca 1 LD 5,Comptroller,,REP,Robert Antonacci,80
Tompkins,Ithaca 2 LD 12,Comptroller,,REP,Robert Antonacci,49
Tompkins,Ithaca 3 LD 12,Comptroller,,REP,Robert Antonacci,56
Tompkins,Ithaca 4 LD 11,Comptroller,,REP,Robert Antonacci,58
Tompkins,Ithaca 5 LD 11,Comptroller,,REP,Robert Antonacci,57
Tompkins,Ithaca 6 LD 11,Comptroller,,REP,Robert Antonacci,74
Tompkins,Ithaca 7 LD 10,Comptroller,,REP,Robert Antonacci,78
Tompkins,Ithaca 8 LD 10,Comptroller,,REP,Robert Antonacci,49
Tompkins,Ithaca 9 LD 10 ,Comptroller,,REP,Robert Antonacci,71
Tompkins,Ithaca 10 LD 12,Comptroller,,REP,Robert Antonacci,58
Tompkins,Ithaca 11 LD 11,Comptroller,,REP,Robert Antonacci,69
Tompkins,Ithaca 12 LD 7,Comptroller,,REP,Robert Antonacci,34
Tompkins,Lansing 1 LD 6,Comptroller,,REP,Robert Antonacci,161
Tompkins,"Lansing 2 LD 6, 8 LD 9",Comptroller,,REP,Robert Antonacci,169
Tompkins,Lansing 3 LD 6,Comptroller,,REP,Robert Antonacci,173
Tompkins,Lansing 4 LD 6,Comptroller,,REP,Robert Antonacci,155
Tompkins,Lansing 5 LD 6,Comptroller,,REP,Robert Antonacci,169
Tompkins,Lansing 6 LD 10 ,Comptroller,,REP,Robert Antonacci,48
Tompkins,Lansing 7 LD 10 ,Comptroller,,REP,Robert Antonacci,70
Tompkins,Newfield 1 LD 8,Comptroller,,REP,Robert Antonacci,133
Tompkins,Newfield 2 LD 8,Comptroller,,REP,Robert Antonacci,212
Tompkins,Newfield 3 LD 8,Comptroller,,REP,Robert Antonacci,153
Tompkins,Ulysses 1 LD 5,Comptroller,,REP,Robert Antonacci,111
Tompkins,Ulysses 2 LD 5,Comptroller,,REP,Robert Antonacci,106
Tompkins,Ulysses 3 LD 5,Comptroller,,REP,Robert Antonacci,95
Tompkins,Ulysses 4 LD 5,Comptroller,,REP,Robert Antonacci,124
Tompkins,Total,Comptroller,,REP,Robert Antonacci,5693
Tompkins,Ithaca City 1-1 LD 1,Comptroller,,CON,Robert Antonacci,7
Tompkins,Ithaca City 1-2 LD 1,Comptroller,,CON,Robert Antonacci,4
Tompkins,Ithaca City 1-3 LD 1,Comptroller,,CON,Robert Antonacci,1
Tompkins,Ithaca City 1-4 LD 3,Comptroller,,CON,Robert Antonacci,6
Tompkins,Ithaca City 2-1 LD 1,Comptroller,,CON,Robert Antonacci,7
Tompkins,Ithaca City 2-2 LD 1,Comptroller,,CON,Robert Antonacci,5
Tompkins,Ithaca City 2-3 LD 1,Comptroller,,CON,Robert Antonacci,3
Tompkins,Ithaca City 2-4 LD 4,Comptroller,,CON,Robert Antonacci,1
Tompkins,"Ithaca City 3-1 LD 2, 3-2 LD 3",Comptroller,,CON,Robert Antonacci,1
Tompkins,Ithaca City 3-3 LD 3,Comptroller,,CON,Robert Antonacci,5
Tompkins,Ithaca City 4-1 LD 4,Comptroller,,CON,Robert Antonacci,3
Tompkins,Ithaca City 5-1 LD 2,Comptroller,,CON,Robert Antonacci,5
Tompkins,Ithaca City 5-2 LD 2,Comptroller,,CON,Robert Antonacci,6
Tompkins,Ithaca City 5-3 LD 2,Comptroller,,CON,Robert Antonacci,0
Tompkins,Caroline 1 LD 7,Comptroller,,CON,Robert Antonacci,13
Tompkins,Caroline 2 LD 7,Comptroller,,CON,Robert Antonacci,23
Tompkins,Caroline 3 LD 7,Comptroller,,CON,Robert Antonacci,19
Tompkins,Danby 1 LD 7,Comptroller,,CON,Robert Antonacci,24
Tompkins,Danby 2 LD 7,Comptroller,,CON,Robert Antonacci,6
Tompkins,Danby 3 LD 7,Comptroller,,CON,Robert Antonacci,16
Tompkins,Dryden 1 LD 13,Comptroller,,CON,Robert Antonacci,22
Tompkins,Dryden 2 LD 14,Comptroller,,CON,Robert Antonacci,37
Tompkins,Dryden 3 LD 9,Comptroller,,CON,Robert Antonacci,9
Tompkins,Dryden 4 LD 13,Comptroller,,CON,Robert Antonacci,12
Tompkins,Dryden 5 LD 13,Comptroller,,CON,Robert Antonacci,28
Tompkins,Dryden 6 LD 14,Comptroller,,CON,Robert Antonacci,19
Tompkins,Dryden 7 LD 14,Comptroller,,CON,Robert Antonacci,30
Tompkins,Dryden 8 LD 13,Comptroller,,CON,Robert Antonacci,18
Tompkins,Dryden 9 LD 13,Comptroller,,CON,Robert Antonacci,14
Tompkins,Dryden 10 LD 14,Comptroller,,CON,Robert Antonacci,40
Tompkins,Enfield 1 LD 8,Comptroller,,CON,Robert Antonacci,21
Tompkins,Enfield 2 LD 5,Comptroller,,CON,Robert Antonacci,11
Tompkins,Enfield 3 LD 8,Comptroller,,CON,Robert Antonacci,12
Tompkins,Groton 1 LD 9,Comptroller,,CON,Robert Antonacci,14
Tompkins,Groton 2 LD 9,Comptroller,,CON,Robert Antonacci,29
Tompkins,Groton 3 LD 9,Comptroller,,CON,Robert Antonacci,30
Tompkins,Groton 4 LD 9,Comptroller,,CON,Robert Antonacci,26
Tompkins,Ithaca 1 LD 5,Comptroller,,CON,Robert Antonacci,17
Tompkins,Ithaca 2 LD 12,Comptroller,,CON,Robert Antonacci,6
Tompkins,Ithaca 3 LD 12,Comptroller,,CON,Robert Antonacci,16
Tompkins,Ithaca 4 LD 11,Comptroller,,CON,Robert Antonacci,7
Tompkins,Ithaca 5 LD 11,Comptroller,,CON,Robert Antonacci,4
Tompkins,Ithaca 6 LD 11,Comptroller,,CON,Robert Antonacci,3
Tompkins,Ithaca 7 LD 10,Comptroller,,CON,Robert Antonacci,5
Tompkins,Ithaca 8 LD 10,Comptroller,,CON,Robert Antonacci,4
Tompkins,Ithaca 9 LD 10 ,Comptroller,,CON,Robert Antonacci,9
Tompkins,Ithaca 10 LD 12,Comptroller,,CON,Robert Antonacci,12
Tompkins,Ithaca 11 LD 11,Comptroller,,CON,Robert Antonacci,13
Tompkins,Ithaca 12 LD 7,Comptroller,,CON,Robert Antonacci,3
Tompkins,Lansing 1 LD 6,Comptroller,,CON,Robert Antonacci,27
Tompkins,"Lansing 2 LD 6, 8 LD 9",Comptroller,,CON,Robert Antonacci,19
Tompkins,Lansing 3 LD 6,Comptroller,,CON,Robert Antonacci,38
Tompkins,Lansing 4 LD 6,Comptroller,,CON,Robert Antonacci,31
Tompkins,Lansing 5 LD 6,Comptroller,,CON,Robert Antonacci,20
Tompkins,Lansing 6 LD 10 ,Comptroller,,CON,Robert Antonacci,8
Tompkins,Lansing 7 LD 10 ,Comptroller,,CON,Robert Antonacci,12
Tompkins,Newfield 1 LD 8,Comptroller,,CON,Robert Antonacci,32
Tompkins,Newfield 2 LD 8,Comptroller,,CON,Robert Antonacci,34
Tompkins,Newfield 3 LD 8,Comptroller,,CON,Robert Antonacci,30
Tompkins,Ulysses 1 LD 5,Comptroller,,CON,Robert Antonacci,29
Tompkins,Ulysses 2 LD 5,Comptroller,,CON,Robert Antonacci,20
Tompkins,Ulysses 3 LD 5,Comptroller,,CON,Robert Antonacci,13
Tompkins,Ulysses 4 LD 5,Comptroller,,CON,Robert Antonacci,12
Tompkins,Total,Comptroller,,CON,Robert Antonacci,951
Tompkins,Ithaca City 1-1 LD 1,Comptroller,,WOR,Thomas P. DiNapoli,47
Tompkins,Ithaca City 1-2 LD 1,Comptroller,,WOR,Thomas P. DiNapoli,30
Tompkins,Ithaca City 1-3 LD 1,Comptroller,,WOR,Thomas P. DiNapoli,20
Tompkins,Ithaca City 1-4 LD 3,Comptroller,,WOR,Thomas P. DiNapoli,73
Tompkins,Ithaca City 2-1 LD 1,Comptroller,,WOR,Thomas P. DiNapoli,72
Tompkins,Ithaca City 2-2 LD 1,Comptroller,,WOR,Thomas P. DiNapoli,63
Tompkins,Ithaca City 2-3 LD 1,Comptroller,,WOR,Thomas P. DiNapoli,78
Tompkins,Ithaca City 2-4 LD 4,Comptroller,,WOR,Thomas P. DiNapoli,52
Tompkins,"Ithaca City 3-1 LD 2, 3-2 LD 3",Comptroller,,WOR,Thomas P. DiNapoli,47
Tompkins,Ithaca City 3-3 LD 3,Comptroller,,WOR,Thomas P. DiNapoli,51
Tompkins,Ithaca City 4-1 LD 4,Comptroller,,WOR,Thomas P. DiNapoli,32
Tompkins,Ithaca City 5-1 LD 2,Comptroller,,WOR,Thomas P. DiNapoli,111
Tompkins,Ithaca City 5-2 LD 2,Comptroller,,WOR,Thomas P. DiNapoli,86
Tompkins,Ithaca City 5-3 LD 2,Comptroller,,WOR,Thomas P. DiNapoli,14
Tompkins,Caroline 1 LD 7,Comptroller,,WOR,Thomas P. DiNapoli,13
Tompkins,Caroline 2 LD 7,Comptroller,,WOR,Thomas P. DiNapoli,46
Tompkins,Caroline 3 LD 7,Comptroller,,WOR,Thomas P. DiNapoli,51
Tompkins,Danby 1 LD 7,Comptroller,,WOR,Thomas P. DiNapoli,54
Tompkins,Danby 2 LD 7,Comptroller,,WOR,Thomas P. DiNapoli,15
Tompkins,Danby 3 LD 7,Comptroller,,WOR,Thomas P. DiNapoli,45
Tompkins,Dryden 1 LD 13,Comptroller,,WOR,Thomas P. DiNapoli,29
Tompkins,Dryden 2 LD 14,Comptroller,,WOR,Thomas P. DiNapoli,20
Tompkins,Dryden 3 LD 9,Comptroller,,WOR,Thomas P. DiNapoli,7
Tompkins,Dryden 4 LD 13,Comptroller,,WOR,Thomas P. DiNapoli,37
Tompkins,Dryden 5 LD 13,Comptroller,,WOR,Thomas P. DiNapoli,24
Tompkins,Dryden 6 LD 14,Comptroller,,WOR,Thomas P. DiNapoli,22
Tompkins,Dryden 7 LD 14,Comptroller,,WOR,Thomas P. DiNapoli,12
Tompkins,Dryden 8 LD 13,Comptroller,,WOR,Thomas P. DiNapoli,65
Tompkins,Dryden 9 LD 13,Comptroller,,WOR,Thomas P. DiNapoli,30
Tompkins,Dryden 10 LD 14,Comptroller,,WOR,Thomas P. DiNapoli,23
Tompkins,Enfield 1 LD 8,Comptroller,,WOR,Thomas P. DiNapoli,30
Tompkins,Enfield 2 LD 5,Comptroller,,WOR,Thomas P. DiNapoli,26
Tompkins,Enfield 3 LD 8,Comptroller,,WOR,Thomas P. DiNapoli,25
Tompkins,Groton 1 LD 9,Comptroller,,WOR,Thomas P. DiNapoli,14
Tompkins,Groton 2 LD 9,Comptroller,,WOR,Thomas P. DiNapoli,22
Tompkins,Groton 3 LD 9,Comptroller,,WOR,Thomas P. DiNapoli,21
Tompkins,Groton 4 LD 9,Comptroller,,WOR,Thomas P. DiNapoli,14
Tompkins,Ithaca 1 LD 5,Comptroller,,WOR,Thomas P. DiNapoli,36
Tompkins,Ithaca 2 LD 12,Comptroller,,WOR,Thomas P. DiNapoli,26
Tompkins,Ithaca 3 LD 12,Comptroller,,WOR,Thomas P. DiNapoli,31
Tompkins,Ithaca 4 LD 11,Comptroller,,WOR,Thomas P. DiNapoli,60
Tompkins,Ithaca 5 LD 11,Comptroller,,WOR,Thomas P. DiNapoli,44
Tompkins,Ithaca 6 LD 11,Comptroller,,WOR,Thomas P. DiNapoli,37
Tompkins,Ithaca 7 LD 10,Comptroller,,WOR,Thomas P. DiNapoli,24
Tompkins,Ithaca 8 LD 10,Comptroller,,WOR,Thomas P. DiNapoli,54
Tompkins,Ithaca 9 LD 10 ,Comptroller,,WOR,Thomas P. DiNapoli,33
Tompkins,Ithaca 10 LD 12,Comptroller,,WOR,Thomas P. DiNapoli,86
Tompkins,Ithaca 11 LD 11,Comptroller,,WOR,Thomas P. DiNapoli,50
Tompkins,Ithaca 12 LD 7,Comptroller,,WOR,Thomas P. DiNapoli,17
Tompkins,Lansing 1 LD 6,Comptroller,,WOR,Thomas P. DiNapoli,29
Tompkins,"Lansing 2 LD 6, 8 LD 9",Comptroller,,WOR,Thomas P. DiNapoli,23
Tompkins,Lansing 3 LD 6,Comptroller,,WOR,Thomas P. DiNapoli,31
Tompkins,Lansing 4 LD 6,Comptroller,,WOR,Thomas P. DiNapoli,23
Tompkins,Lansing 5 LD 6,Comptroller,,WOR,Thomas P. DiNapoli,38
Tompkins,Lansing 6 LD 10 ,Comptroller,,WOR,Thomas P. DiNapoli,17
Tompkins,Lansing 7 LD 10 ,Comptroller,,WOR,Thomas P. DiNapoli,20
Tompkins,Newfield 1 LD 8,Comptroller,,WOR,Thomas P. DiNapoli,20
Tompkins,Newfield 2 LD 8,Comptroller,,WOR,Thomas P. DiNapoli,29
Tompkins,Newfield 3 LD 8,Comptroller,,WOR,Thomas P. DiNapoli,32
Tompkins,Ulysses 1 LD 5,Comptroller,,WOR,Thomas P. DiNapoli,46
Tompkins,Ulysses 2 LD 5,Comptroller,,WOR,Thomas P. DiNapoli,28
Tompkins,Ulysses 3 LD 5,Comptroller,,WOR,Thomas P. DiNapoli,47
Tompkins,Ulysses 4 LD 5,Comptroller,,WOR,Thomas P. DiNapoli,44
Tompkins,Total,Comptroller,,WOR,Thomas P. DiNapoli,2346
Tompkins,Ithaca City 1-1 LD 1,Comptroller,,IND,Thomas P. DiNapoli,7
Tompkins,Ithaca City 1-2 LD 1,Comptroller,,IND,Thomas P. DiNapoli,11
Tompkins,Ithaca City 1-3 LD 1,Comptroller,,IND,Thomas P. DiNapoli,6
Tompkins,Ithaca City 1-4 LD 3,Comptroller,,IND,Thomas P. DiNapoli,10
Tompkins,Ithaca City 2-1 LD 1,Comptroller,,IND,Thomas P. DiNapoli,8
Tompkins,Ithaca City 2-2 LD 1,Comptroller,,IND,Thomas P. DiNapoli,6
Tompkins,Ithaca City 2-3 LD 1,Comptroller,,IND,Thomas P. DiNapoli,11
Tompkins,Ithaca City 2-4 LD 4,Comptroller,,IND,Thomas P. DiNapoli,3
Tompkins,"Ithaca City 3-1 LD 2, 3-2 LD 3",Comptroller,,IND,Thomas P. DiNapoli,4
Tompkins,Ithaca City 3-3 LD 3,Comptroller,,IND,Thomas P. DiNapoli,7
Tompkins,Ithaca City 4-1 LD 4,Comptroller,,IND,Thomas P. DiNapoli,3
Tompkins,Ithaca City 5-1 LD 2,Comptroller,,IND,Thomas P. DiNapoli,9
Tompkins,Ithaca City 5-2 LD 2,Comptroller,,IND,Thomas P. DiNapoli,9
Tompkins,Ithaca City 5-3 LD 2,Comptroller,,IND,Thomas P. DiNapoli,2
Tompkins,Caroline 1 LD 7,Comptroller,,IND,Thomas P. DiNapoli,4
Tompkins,Caroline 2 LD 7,Comptroller,,IND,Thomas P. DiNapoli,10
Tompkins,Caroline 3 LD 7,Comptroller,,IND,Thomas P. DiNapoli,5
Tompkins,Danby 1 LD 7,Comptroller,,IND,Thomas P. DiNapoli,18
Tompkins,Danby 2 LD 7,Comptroller,,IND,Thomas P. DiNapoli,3
Tompkins,Danby 3 LD 7,Comptroller,,IND,Thomas P. DiNapoli,14
Tompkins,Dryden 1 LD 13,Comptroller,,IND,Thomas P. DiNapoli,19
Tompkins,Dryden 2 LD 14,Comptroller,,IND,Thomas P. DiNapoli,24
Tompkins,Dryden 3 LD 9,Comptroller,,IND,Thomas P. DiNapoli,0
Tompkins,Dryden 4 LD 13,Comptroller,,IND,Thomas P. DiNapoli,10
Tompkins,Dryden 5 LD 13,Comptroller,,IND,Thomas P. DiNapoli,11
Tompkins,Dryden 6 LD 14,Comptroller,,IND,Thomas P. DiNapoli,13
Tompkins,Dryden 7 LD 14,Comptroller,,IND,Thomas P. DiNapoli,16
Tompkins,Dryden 8 LD 13,Comptroller,,IND,Thomas P. DiNapoli,13
Tompkins,Dryden 9 LD 13,Comptroller,,IND,Thomas P. DiNapoli,12
Tompkins,Dryden 10 LD 14,Comptroller,,IND,Thomas P. DiNapoli,13
Tompkins,Enfield 1 LD 8,Comptroller,,IND,Thomas P. DiNapoli,10
Tompkins,Enfield 2 LD 5,Comptroller,,IND,Thomas P. DiNapoli,13
Tompkins,Enfield 3 LD 8,Comptroller,,IND,Thomas P. DiNapoli,13
Tompkins,Groton 1 LD 9,Comptroller,,IND,Thomas P. DiNapoli,7
Tompkins,Groton 2 LD 9,Comptroller,,IND,Thomas P. DiNapoli,13
Tompkins,Groton 3 LD 9,Comptroller,,IND,Thomas P. DiNapoli,13
Tompkins,Groton 4 LD 9,Comptroller,,IND,Thomas P. DiNapoli,15
Tompkins,Ithaca 1 LD 5,Comptroller,,IND,Thomas P. DiNapoli,11
Tompkins,Ithaca 2 LD 12,Comptroller,,IND,Thomas P. DiNapoli,7
Tompkins,Ithaca 3 LD 12,Comptroller,,IND,Thomas P. DiNapoli,7
Tompkins,Ithaca 4 LD 11,Comptroller,,IND,Thomas P. DiNapoli,13
Tompkins,Ithaca 5 LD 11,Comptroller,,IND,Thomas P. DiNapoli,7
Tompkins,Ithaca 6 LD 11,Comptroller,,IND,Thomas P. DiNapoli,9
Tompkins,Ithaca 7 LD 10,Comptroller,,IND,Thomas P. DiNapoli,11
Tompkins,Ithaca 8 LD 10,Comptroller,,IND,Thomas P. DiNapoli,10
Tompkins,Ithaca 9 LD 10 ,Comptroller,,IND,Thomas P. DiNapoli,4
Tompkins,Ithaca 10 LD 12,Comptroller,,IND,Thomas P. DiNapoli,11
Tompkins,Ithaca 11 LD 11,Comptroller,,IND,Thomas P. DiNapoli,11
Tompkins,Ithaca 12 LD 7,Comptroller,,IND,Thomas P. DiNapoli,5
Tompkins,Lansing 1 LD 6,Comptroller,,IND,Thomas P. DiNapoli,18
Tompkins,"Lansing 2 LD 6, 8 LD 9",Comptroller,,IND,Thomas P. DiNapoli,22
Tompkins,Lansing 3 LD 6,Comptroller,,IND,Thomas P. DiNapoli,18
Tompkins,Lansing 4 LD 6,Comptroller,,IND,Thomas P. DiNapoli,10
Tompkins,Lansing 5 LD 6,Comptroller,,IND,Thomas P. DiNapoli,10
Tompkins,Lansing 6 LD 10 ,Comptroller,,IND,Thomas P. DiNapoli,7
Tompkins,Lansing 7 LD 10 ,Comptroller,,IND,Thomas P. DiNapoli,12
Tompkins,Newfield 1 LD 8,Comptroller,,IND,Thomas P. DiNapoli,9
Tompkins,Newfield 2 LD 8,Comptroller,,IND,Thomas P. DiNapoli,17
