county,precinct,office,district,candidate,party,Absentee,votes
Ulster,Kingston Ward 9 -2,State Senate,46,"George A. Amedore, Jr.",SCC,0,2
Ulster,Kingston Ward 9 -3,State Senate,46,"George A. Amedore, Jr.",SCC,0,1
Ulster,Esopus 1,State Senate,46,"George A. Amedore, Jr.",SCC,0,4
Ulster,Esopus 2,State Senate,46,"George A. Amedore, Jr.",SCC,0,3
Ulster,Esopus 3,State Senate,46,"George A. Amedore, Jr.",SCC,1,4
Ulster,Esopus 4,State Senate,46,"George A. Amedore, Jr.",SCC,0,6
Ulster,Esopus 5,State Senate,46,"George A. Amedore, Jr.",SCC,0,6
Ulster,Esopus 6,State Senate,46,"George A. Amedore, Jr.",SCC,0,5
Ulster,Esopus 7,State Senate,46,"George A. Amedore, Jr.",SCC,2,9
Ulster,Hurley 1,State Senate,46,"George A. Amedore, Jr.",SCC,0,1
Ulster,Hurley 2,State Senate,46,"George A. Amedore, Jr.",SCC,0,2
Ulster,Hurley 3,State Senate,46,"George A. Amedore, Jr.",SCC,0,3
Ulster,Hurley 4,State Senate,46,"George A. Amedore, Jr.",SCC,0,3
Ulster,Hurley 5,State Senate,46,"George A. Amedore, Jr.",SCC,1,1
Ulster,Hurley 6,State Senate,46,"George A. Amedore, Jr.",SCC,0,5
Ulster,Hurley 7,State Senate,46,"George A. Amedore, Jr.",SCC,0,6
Ulster,Hurley 8,State Senate,46,"George A. Amedore, Jr.",SCC,0,6
Ulster,"Kingston, Town 1",State Senate,46,"George A. Amedore, Jr.",SCC,0,4
Ulster,Lloyd 1,State Senate,46,"George A. Amedore, Jr.",SCC,0,2
Ulster,Lloyd 2,State Senate,46,"George A. Amedore, Jr.",SCC,1,4
Ulster,Lloyd 3,State Senate,46,"George A. Amedore, Jr.",SCC,1,2
Ulster,Lloyd 4,State Senate,46,"George A. Amedore, Jr.",SCC,0,3
Ulster,Lloyd 5,State Senate,46,"George A. Amedore, Jr.",SCC,0,3
Ulster,Lloyd 6,State Senate,46,"George A. Amedore, Jr.",SCC,2,3
Ulster,Lloyd 7,State Senate,46,"George A. Amedore, Jr.",SCC,0,4
Ulster,Marbletown 1,State Senate,46,"George A. Amedore, Jr.",SCC,0,1
Ulster,Marbletown 2,State Senate,46,"George A. Amedore, Jr.",SCC,0,1
Ulster,Marbletown 3,State Senate,46,"George A. Amedore, Jr.",SCC,0,6
Ulster,Marbletown 4,State Senate,46,"George A. Amedore, Jr.",SCC,0,0
Ulster,Marbletown 5,State Senate,46,"George A. Amedore, Jr.",SCC,0,2
Ulster,Marbletown 6,State Senate,46,"George A. Amedore, Jr.",SCC,0,0
Ulster,Marbletown 7,State Senate,46,"George A. Amedore, Jr.",SCC,0,4
Ulster,Saugerties 1,State Senate,46,"George A. Amedore, Jr.",SCC,0,1
Ulster,Saugerties 2,State Senate,46,"George A. Amedore, Jr.",SCC,0,4
Ulster,Saugerties 3,State Senate,46,"George A. Amedore, Jr.",SCC,0,0
Ulster,Saugerties 4,State Senate,46,"George A. Amedore, Jr.",SCC,0,3
Ulster,Saugerties 5,State Senate,46,"George A. Amedore, Jr.",SCC,0,6
Ulster,Saugerties 6,State Senate,46,"George A. Amedore, Jr.",SCC,0,2
Ulster,Saugerties 7,State Senate,46,"George A. Amedore, Jr.",SCC,1,2
Ulster,Saugerties 8,State Senate,46,"George A. Amedore, Jr.",SCC,0,2
Ulster,Saugerties 9,State Senate,46,"George A. Amedore, Jr.",SCC,0,3
Ulster,Saugerties 10,State Senate,46,"George A. Amedore, Jr.",SCC,0,3
Ulster,Saugerties 11,State Senate,46,"George A. Amedore, Jr.",SCC,0,1
Ulster,Saugerties 12,State Senate,46,"George A. Amedore, Jr.",SCC,1,12
Ulster,Saugerties 13,State Senate,46,"George A. Amedore, Jr.",SCC,0,5
Ulster,Saugerties 14,State Senate,46,"George A. Amedore, Jr.",SCC,1,0
Ulster,Saugerties 15,State Senate,46,"George A. Amedore, Jr.",SCC,0,4
Ulster,Saugerties 16,State Senate,46,"George A. Amedore, Jr.",SCC,0,2
Ulster,Ulster 1,State Senate,46,"George A. Amedore, Jr.",SCC,0,2
Ulster,Ulster 2,State Senate,46,"George A. Amedore, Jr.",SCC,2,4
Ulster,Ulster 3,State Senate,46,"George A. Amedore, Jr.",SCC,0,2
Ulster,Ulster 4,State Senate,46,"George A. Amedore, Jr.",SCC,0,1
Ulster,Ulster 5,State Senate,46,"George A. Amedore, Jr.",SCC,0,1
Ulster,Ulster 6,State Senate,46,"George A. Amedore, Jr.",SCC,2,2
Ulster,Ulster 7,State Senate,46,"George A. Amedore, Jr.",SCC,0,2
Ulster,Ulster 8,State Senate,46,"George A. Amedore, Jr.",SCC,0,1
Ulster,Ulster 9,State Senate,46,"George A. Amedore, Jr.",SCC,1,3
Ulster,Ulster 10,State Senate,46,"George A. Amedore, Jr.",SCC,0,2
Ulster,Ulster 11,State Senate,46,"George A. Amedore, Jr.",SCC,0,1
Ulster,Ulster 12,State Senate,46,"George A. Amedore, Jr.",SCC,0,3
Ulster,Ulster 13,State Senate,46,"George A. Amedore, Jr.",SCC,0,5
Ulster,Ulster 14,State Senate,46,"George A. Amedore, Jr.",SCC,0,2
Ulster,Woodstock 1,State Senate,46,"George A. Amedore, Jr.",SCC,0,0
Ulster,Woodstock 2,State Senate,46,"George A. Amedore, Jr.",SCC,0,0
Ulster,Woodstock 3,State Senate,46,"George A. Amedore, Jr.",SCC,0,1
Ulster,Woodstock 4,State Senate,46,"George A. Amedore, Jr.",SCC,0,0
Ulster,Woodstock 5,State Senate,46,"George A. Amedore, Jr.",SCC,0,0
Ulster,Woodstock 6,State Senate,46,"George A. Amedore, Jr.",SCC,0,3
Ulster,Woodstock 7,State Senate,46,"George A. Amedore, Jr.",SCC,0,1
Ulster,Woodstock 8,State Senate,46,"George A. Amedore, Jr.",SCC,0,0
Ulster,Woodstock 9,State Senate,46,"George A. Amedore, Jr.",SCC,0,0
Ulster,TOTAL,State Senate,46,"George A. Amedore, Jr.",SCC,20,249
Ulster,Hardenburgh 1,State Senate,51,James L. Seward,REP,16,0
Ulster,Hardenburgh 2,State Senate,51,James L. Seward,REP,12,33
Ulster,Olive 1,State Senate,51,James L. Seward,REP,10,191
Ulster,Olive 2,State Senate,51,James L. Seward,REP,4,120
Ulster,Olive 3,State Senate,51,James L. Seward,REP,8,129
Ulster,Olive 4,State Senate,51,James L. Seward,REP,3,115
Ulster,Olive 5,State Senate,51,James L. Seward,REP,2,110
Ulster,Rochester 1,State Senate,51,James L. Seward,REP,16,203
Ulster,Rochester 2,State Senate,51,James L. Seward,REP,9,242
Ulster,Rochester 3,State Senate,51,James L. Seward,REP,8,240
Ulster,Rochester 4,State Senate,51,James L. Seward,REP,9,135
Ulster,Rochester 5,State Senate,51,James L. Seward,REP,3,172
Ulster,Shandaken 1,State Senate,51,James L. Seward,REP,12,116
Ulster,Shandaken 2,State Senate,51,James L. Seward,REP,2,74
Ulster,Shandaken 3,State Senate,51,James L. Seward,REP,8,96
Ulster,Shandaken 4,State Senate,51,James L. Seward,REP,3,45
Ulster,TOTAL,State Senate,51,James L. Seward,REP,125,2021
Ulster,Hardenburgh 1,State Senate,51,James L. Seward,CON,0,0
Ulster,Hardenburgh 2,State Senate,51,James L. Seward,CON,3,9
Ulster,Olive 1,State Senate,51,James L. Seward,CON,1,47
Ulster,Olive 2,State Senate,51,James L. Seward,CON,1,40
Ulster,Olive 3,State Senate,51,James L. Seward,CON,1,34
Ulster,Olive 4,State Senate,51,James L. Seward,CON,1,51
Ulster,Olive 5,State Senate,51,James L. Seward,CON,2,22
Ulster,Rochester 1,State Senate,51,James L. Seward,CON,3,50
Ulster,Rochester 2,State Senate,51,James L. Seward,CON,3,49
Ulster,Rochester 3,State Senate,51,James L. Seward,CON,0,62
Ulster,Rochester 4,State Senate,51,James L. Seward,CON,1,19
Ulster,Rochester 5,State Senate,51,James L. Seward,CON,2,46
Ulster,Shandaken 1,State Senate,51,James L. Seward,CON,2,21
Ulster,Shandaken 2,State Senate,51,James L. Seward,CON,3,19
Ulster,Shandaken 3,State Senate,51,James L. Seward,CON,0,21
Ulster,Shandaken 4,State Senate,51,James L. Seward,CON,2,18
Ulster,TOTAL,State Senate,51,James L. Seward,CON,25,508
Ulster,Hardenburgh 1,State Senate,51,James L. Seward,IND,0,0
Ulster,Hardenburgh 2,State Senate,51,James L. Seward,IND,1,8
Ulster,Olive 1,State Senate,51,James L. Seward,IND,3,56
Ulster,Olive 2,State Senate,51,James L. Seward,IND,1,33
Ulster,Olive 3,State Senate,51,James L. Seward,IND,2,37
Ulster,Olive 4,State Senate,51,James L. Seward,IND,2,42
Ulster,Olive 5,State Senate,51,James L. Seward,IND,0,48
Ulster,Rochester 1,State Senate,51,James L. Seward,IND,0,59
Ulster,Rochester 2,State Senate,51,James L. Seward,IND,3,46
Ulster,Rochester 3,State Senate,51,James L. Seward,IND,5,36
Ulster,Rochester 4,State Senate,51,James L. Seward,IND,7,53
Ulster,Rochester 5,State Senate,51,James L. Seward,IND,1,50
Ulster,Shandaken 1,State Senate,51,James L. Seward,IND,4,51
Ulster,Shandaken 2,State Senate,51,James L. Seward,IND,1,12
Ulster,Shandaken 3,State Senate,51,James L. Seward,IND,4,30
Ulster,Shandaken 4,State Senate,51,James L. Seward,IND,1,18
Ulster,TOTAL,State Senate,51,James L. Seward,IND,35,579
Ulster,Denning 1,State Assembly,101,Claudia Tenney,REP,13,51
Ulster,Denning 2,State Assembly,101,Claudia Tenney,REP,2,43
Ulster,Hardenburgh 1,State Assembly,101,Claudia Tenney,REP,13,0
Ulster,Hardenburgh 2,State Assembly,101,Claudia Tenney,REP,11,29
Ulster,Shawangunk 1,State Assembly,101,Claudia Tenney,REP,7,169
Ulster,Shawangunk 2,State Assembly,101,Claudia Tenney,REP,7,252
Ulster,Shawangunk 3,State Assembly,101,Claudia Tenney,REP,12,221
Ulster,Shawangunk 4,State Assembly,101,Claudia Tenney,REP,4,141
Ulster,Shawangunk 5,State Assembly,101,Claudia Tenney,REP,4,150
Ulster,Shawangunk 6,State Assembly,101,Claudia Tenney,REP,5,246
Ulster,Shawangunk 7,State Assembly,101,Claudia Tenney,REP,7,277
Ulster,Wawarsing 1,State Assembly,101,Claudia Tenney,REP,1,38
Ulster,Wawarsing 2,State Assembly,101,Claudia Tenney,REP,7,111
Ulster,Wawarsing 3,State Assembly,101,Claudia Tenney,REP,3,73
Ulster,Wawarsing 4,State Assembly,101,Claudia Tenney,REP,4,79
Ulster,Wawarsing 5,State Assembly,101,Claudia Tenney,REP,9,118
Ulster,Wawarsing 6,State Assembly,101,Claudia Tenney,REP,20,113
Ulster,Wawarsing 7,State Assembly,101,Claudia Tenney,REP,9,102
Ulster,Wawarsing 8,State Assembly,101,Claudia Tenney,REP,18,207
Ulster,Wawarsing 9,State Assembly,101,Claudia Tenney,REP,4,65
Ulster,Wawarsing 10,State Assembly,101,Claudia Tenney,REP,4,112
Ulster,Wawarsing 11,State Assembly,101,Claudia Tenney,REP,3,33
Ulster,Wawarsing 12,State Assembly,101,Claudia Tenney,REP,6,116
Ulster,TOTAL,State Assembly,101,Claudia Tenney,REP,173,2746
Ulster,Denning 1,State Assembly,101,Claudia Tenney,CON,0,3
Ulster,Denning 2,State Assembly,101,Claudia Tenney,CON,0,11
Ulster,Hardenburgh 1,State Assembly,101,Claudia Tenney,CON,0,0
Ulster,Hardenburgh 2,State Assembly,101,Claudia Tenney,CON,3,13
Ulster,Shawangunk 1,State Assembly,101,Claudia Tenney,CON,0,42
Ulster,Shawangunk 2,State Assembly,101,Claudia Tenney,CON,1,55
Ulster,Shawangunk 3,State Assembly,101,Claudia Tenney,CON,3,65
Ulster,Shawangunk 4,State Assembly,101,Claudia Tenney,CON,1,42
Ulster,Shawangunk 5,State Assembly,101,Claudia Tenney,CON,0,42
Ulster,Shawangunk 6,State Assembly,101,Claudia Tenney,CON,2,55
Ulster,Shawangunk 7,State Assembly,101,Claudia Tenney,CON,2,51
Ulster,Wawarsing 1,State Assembly,101,Claudia Tenney,CON,0,13
Ulster,Wawarsing 2,State Assembly,101,Claudia Tenney,CON,1,24
Ulster,Wawarsing 3,State Assembly,101,Claudia Tenney,CON,1,27
Ulster,Wawarsing 4,State Assembly,101,Claudia Tenney,CON,3,17
Ulster,Wawarsing 5,State Assembly,101,Claudia Tenney,CON,6,17
Ulster,Wawarsing 6,State Assembly,101,Claudia Tenney,CON,2,22
Ulster,Wawarsing 7,State Assembly,101,Claudia Tenney,CON,5,33
Ulster,Wawarsing 8,State Assembly,101,Claudia Tenney,CON,4,46
Ulster,Wawarsing 9,State Assembly,101,Claudia Tenney,CON,0,14
Ulster,Wawarsing 10,State Assembly,101,Claudia Tenney,CON,5,24
Ulster,Wawarsing 11,State Assembly,101,Claudia Tenney,CON,0,10
Ulster,Wawarsing 12,State Assembly,101,Claudia Tenney,CON,0,20
Ulster,TOTAL,State Assembly,101,Claudia Tenney,CON,39,646
Ulster,Denning 1,State Assembly,101,Christopher P. Farber,IND,6,20
Ulster,Denning 2,State Assembly,101,Christopher P. Farber,IND,1,8
Ulster,Hardenburgh 1,State Assembly,101,Christopher P. Farber,IND,4,0
Ulster,Hardenburgh 2,State Assembly,101,Christopher P. Farber,IND,1,5
Ulster,Shawangunk 1,State Assembly,101,Christopher P. Farber,IND,0,58
Ulster,Shawangunk 2,State Assembly,101,Christopher P. Farber,IND,4,71
Ulster,Shawangunk 3,State Assembly,101,Christopher P. Farber,IND,1,55
Ulster,Shawangunk 4,State Assembly,101,Christopher P. Farber,IND,5,34
Ulster,Shawangunk 5,State Assembly,101,Christopher P. Farber,IND,3,37
Ulster,Shawangunk 6,State Assembly,101,Christopher P. Farber,IND,3,53
Ulster,Shawangunk 7,State Assembly,101,Christopher P. Farber,IND,2,65
Ulster,Wawarsing 1,State Assembly,101,Christopher P. Farber,IND,3,18
Ulster,Wawarsing 2,State Assembly,101,Christopher P. Farber,IND,6,46
Ulster,Wawarsing 3,State Assembly,101,Christopher P. Farber,IND,2,33
Ulster,Wawarsing 4,State Assembly,101,Christopher P. Farber,IND,0,27
Ulster,Wawarsing 5,State Assembly,101,Christopher P. Farber,IND,0,20
Ulster,Wawarsing 6,State Assembly,101,Christopher P. Farber,IND,1,20
Ulster,Wawarsing 7,State Assembly,101,Christopher P. Farber,IND,3,31
Ulster,Wawarsing 8,State Assembly,101,Christopher P. Farber,IND,3,59
Ulster,Wawarsing 9,State Assembly,101,Christopher P. Farber,IND,1,23
Ulster,Wawarsing 10,State Assembly,101,Christopher P. Farber,IND,2,23
Ulster,Wawarsing 11,State Assembly,101,Christopher P. Farber,IND,1,16
Ulster,Wawarsing 12,State Assembly,101,Christopher P. Farber,IND,2,46
Ulster,TOTAL,State Assembly,101,Christopher P. Farber,IND,54,768
Ulster,Saugerties 1,State Assembly,102,Peter D. Lopez,REP,4,62
Ulster,Saugerties 2,State Assembly,102,Peter D. Lopez,REP,13,110
Ulster,Saugerties 3,State Assembly,102,Peter D. Lopez,REP,5,100
Ulster,Saugerties 4,State Assembly,102,Peter D. Lopez,REP,9,208
Ulster,Saugerties 5,State Assembly,102,Peter D. Lopez,REP,8,179
Ulster,Saugerties 6,State Assembly,102,Peter D. Lopez,REP,8,237
Ulster,Saugerties 7,State Assembly,102,Peter D. Lopez,REP,10,73
Ulster,Saugerties 8,State Assembly,102,Peter D. Lopez,REP,19,188
Ulster,Saugerties 9,State Assembly,102,Peter D. Lopez,REP,3,85
Ulster,Saugerties 10,State Assembly,102,Peter D. Lopez,REP,3,108
Ulster,Saugerties 11,State Assembly,102,Peter D. Lopez,REP,13,265
Ulster,Saugerties 12,State Assembly,102,Peter D. Lopez,REP,20,223
Ulster,Saugerties 13,State Assembly,102,Peter D. Lopez,REP,12,256
Ulster,Saugerties 14,State Assembly,102,Peter D. Lopez,REP,4,47
Ulster,Saugerties 15,State Assembly,102,Peter D. Lopez,REP,15,214
Ulster,Saugerties 16,State Assembly,102,Peter D. Lopez,REP,9,202
Ulster,TOTAL,State Assembly,102,Peter D. Lopez,REP,155,2557
Ulster,Saugerties 1,State Assembly,102,Peter D. Lopez,CON,0,18
Ulster,Saugerties 2,State Assembly,102,Peter D. Lopez,CON,1,27
Ulster,Saugerties 3,State Assembly,102,Peter D. Lopez,CON,1,13
Ulster,Saugerties 4,State Assembly,102,Peter D. Lopez,CON,6,49
Ulster,Saugerties 5,State Assembly,102,Peter D. Lopez,CON,4,61
Ulster,Saugerties 6,State Assembly,102,Peter D. Lopez,CON,0,74
Ulster,Saugerties 7,State Assembly,102,Peter D. Lopez,CON,2,20
Ulster,Saugerties 8,State Assembly,102,Peter D. Lopez,CON,4,44
Ulster,Saugerties 9,State Assembly,102,Peter D. Lopez,CON,5,35
Ulster,Saugerties 10,State Assembly,102,Peter D. Lopez,CON,4,38
Ulster,Saugerties 11,State Assembly,102,Peter D. Lopez,CON,6,56
Ulster,Saugerties 12,State Assembly,102,Peter D. Lopez,CON,2,66
Ulster,Saugerties 13,State Assembly,102,Peter D. Lopez,CON,8,73
Ulster,Saugerties 14,State Assembly,102,Peter D. Lopez,CON,0,11
Ulster,Saugerties 15,State Assembly,102,Peter D. Lopez,CON,1,58
Ulster,Saugerties 16,State Assembly,102,Peter D. Lopez,CON,1,69
Ulster,TOTAL,State Assembly,102,Peter D. Lopez,CON,45,712
Ulster,Saugerties 1,State Assembly,102,Peter D. Lopez,IND,2,34
Ulster,Saugerties 2,State Assembly,102,Peter D. Lopez,IND,2,60
Ulster,Saugerties 3,State Assembly,102,Peter D. Lopez,IND,0,41
Ulster,Saugerties 4,State Assembly,102,Peter D. Lopez,IND,4,96
Ulster,Saugerties 5,State Assembly,102,Peter D. Lopez,IND,2,63
Ulster,Saugerties 6,State Assembly,102,Peter D. Lopez,IND,2,52
Ulster,Saugerties 7,State Assembly,102,Peter D. Lopez,IND,2,10
Ulster,Saugerties 8,State Assembly,102,Peter D. Lopez,IND,5,35
Ulster,Saugerties 9,State Assembly,102,Peter D. Lopez,IND,2,30
Ulster,Saugerties 10,State Assembly,102,Peter D. Lopez,IND,1,41
Ulster,Saugerties 11,State Assembly,102,Peter D. Lopez,IND,4,73
Ulster,Saugerties 12,State Assembly,102,Peter D. Lopez,IND,3,50
Ulster,Saugerties 13,State Assembly,102,Peter D. Lopez,IND,8,66
Ulster,Saugerties 14,State Assembly,102,Peter D. Lopez,IND,2,10
Ulster,Saugerties 15,State Assembly,102,Peter D. Lopez,IND,4,55
Ulster,Saugerties 16,State Assembly,102,Peter D. Lopez,IND,2,75
Ulster,TOTAL,State Assembly,102,Peter D. Lopez,IND,45,791
Ulster,Kingston Ward 1 -1,State Assembly,103,Kevin A. Cahill,DEM,8,81
Ulster,Kingston Ward 1 -2,State Assembly,103,Kevin A. Cahill,DEM,8,180
Ulster,Kingston Ward 1 -3,State Assembly,103,Kevin A. Cahill,DEM,13,162
Ulster,Kingston Ward 2 -1,State Assembly,103,Kevin A. Cahill,DEM,12,143
Ulster,Kingston Ward 2 -2,State Assembly,103,Kevin A. Cahill,DEM,7,56
Ulster,Kingston Ward 2 -3,State Assembly,103,Kevin A. Cahill,DEM,25,126
Ulster,Kingston Ward 3 -1,State Assembly,103,Kevin A. Cahill,DEM,20,177
Ulster,Kingston Ward 3 -2,State Assembly,103,Kevin A. Cahill,DEM,6,90
Ulster,Kingston Ward 3 -3,State Assembly,103,Kevin A. Cahill,DEM,31,138
Ulster,Kingston Ward 4 -1,State Assembly,103,Kevin A. Cahill,DEM,7,122
Ulster,Kingston Ward 4 -2,State Assembly,103,Kevin A. Cahill,DEM,5,89
Ulster,Kingston Ward 5 -1,State Assembly,103,Kevin A. Cahill,DEM,1,106
Ulster,Kingston Ward 5 -2,State Assembly,103,Kevin A. Cahill,DEM,19,124
Ulster,Kingston Ward 5 -3,State Assembly,103,Kevin A. Cahill,DEM,3,73
Ulster,Kingston Ward 6 -1,State Assembly,103,Kevin A. Cahill,DEM,15,171
Ulster,Kingston Ward 6 -2,State Assembly,103,Kevin A. Cahill,DEM,7,81
Ulster,Kingston Ward 6 -3,State Assembly,103,Kevin A. Cahill,DEM,18,132
Ulster,Kingston Ward 7 -1,State Assembly,103,Kevin A. Cahill,DEM,5,127
Ulster,Kingston Ward 7 -2,State Assembly,103,Kevin A. Cahill,DEM,17,143
Ulster,Kingston Ward 7 -3,State Assembly,103,Kevin A. Cahill,DEM,6,112
Ulster,Kingston Ward 8 -1,State Assembly,103,Kevin A. Cahill,DEM,5,94
Ulster,Kingston Ward 8 -2,State Assembly,103,Kevin A. Cahill,DEM,10,47
Ulster,Kingston Ward 8 -3,State Assembly,103,Kevin A. Cahill,DEM,6,131
Ulster,Kingston Ward 9 -1,State Assembly,103,Kevin A. Cahill,DEM,8,112
Ulster,Kingston Ward 9 -2,State Assembly,103,Kevin A. Cahill,DEM,11,155
Ulster,Kingston Ward 9 -3,State Assembly,103,Kevin A. Cahill,DEM,8,111
Ulster,Esopus 1,State Assembly,103,Kevin A. Cahill,DEM,14,244
Ulster,Esopus 2,State Assembly,103,Kevin A. Cahill,DEM,6,106
Ulster,Esopus 3,State Assembly,103,Kevin A. Cahill,DEM,11,225
Ulster,Esopus 4,State Assembly,103,Kevin A. Cahill,DEM,13,310
Ulster,Esopus 5,State Assembly,103,Kevin A. Cahill,DEM,8,149
Ulster,Esopus 6,State Assembly,103,Kevin A. Cahill,DEM,11,168
Ulster,Esopus 7,State Assembly,103,Kevin A. Cahill,DEM,25,319
Ulster,Gardiner 1,State Assembly,103,Kevin A. Cahill,DEM,17,225
Ulster,Gardiner 2,State Assembly,103,Kevin A. Cahill,DEM,9,207
Ulster,Gardiner 3,State Assembly,103,Kevin A. Cahill,DEM,11,225
Ulster,Gardiner 4,State Assembly,103,Kevin A. Cahill,DEM,8,119
Ulster,Hurley 1,State Assembly,103,Kevin A. Cahill,DEM,4,123
Ulster,Hurley 2,State Assembly,103,Kevin A. Cahill,DEM,13,133
Ulster,Hurley 3,State Assembly,103,Kevin A. Cahill,DEM,9,135
Ulster,Hurley 4,State Assembly,103,Kevin A. Cahill,DEM,13,149
Ulster,Hurley 5,State Assembly,103,Kevin A. Cahill,DEM,13,162
Ulster,Hurley 6,State Assembly,103,Kevin A. Cahill,DEM,4,99
Ulster,Hurley 7,State Assembly,103,Kevin A. Cahill,DEM,9,174
Ulster,Hurley 8,State Assembly,103,Kevin A. Cahill,DEM,10,132
Ulster,"Kingston, Town 1",State Assembly,103,Kevin A. Cahill,DEM,8,95
Ulster,Marbletown 1,State Assembly,103,Kevin A. Cahill,DEM,4,90
Ulster,Marbletown 2,State Assembly,103,Kevin A. Cahill,DEM,10,123
Ulster,Marbletown 3,State Assembly,103,Kevin A. Cahill,DEM,13,197
Ulster,Marbletown 4,State Assembly,103,Kevin A. Cahill,DEM,8,131
Ulster,Marbletown 5,State Assembly,103,Kevin A. Cahill,DEM,8,121
Ulster,Marbletown 6,State Assembly,103,Kevin A. Cahill,DEM,13,177
Ulster,Marbletown 7,State Assembly,103,Kevin A. Cahill,DEM,12,235
Ulster,New Paltz 1,State Assembly,103,Kevin A. Cahill,DEM,32,279
Ulster,New Paltz 2,State Assembly,103,Kevin A. Cahill,DEM,10,168
Ulster,New Paltz 3,State Assembly,103,Kevin A. Cahill,DEM,8,108
Ulster,New Paltz 4,State Assembly,103,Kevin A. Cahill,DEM,21,243
Ulster,New Paltz 5,State Assembly,103,Kevin A. Cahill,DEM,6,144
Ulster,New Paltz 6,State Assembly,103,Kevin A. Cahill,DEM,16,218
Ulster,New Paltz 7,State Assembly,103,Kevin A. Cahill,DEM,10,229
Ulster,New Paltz 8,State Assembly,103,Kevin A. Cahill,DEM,15,143
Ulster,New Paltz 9,State Assembly,103,Kevin A. Cahill,DEM,6,81
Ulster,New Paltz 10,State Assembly,103,Kevin A. Cahill,DEM,5,160
Ulster,Olive 1,State Assembly,103,Kevin A. Cahill,DEM,13,184
Ulster,Olive 2,State Assembly,103,Kevin A. Cahill,DEM,11,115
Ulster,Olive 3,State Assembly,103,Kevin A. Cahill,DEM,16,143
Ulster,Olive 4,State Assembly,103,Kevin A. Cahill,DEM,18,138
Ulster,Olive 5,State Assembly,103,Kevin A. Cahill,DEM,7,122
Ulster,Plattekill 1,State Assembly,103,Kevin A. Cahill,DEM,8,162
Ulster,Plattekill 2,State Assembly,103,Kevin A. Cahill,DEM,7,207
Ulster,Plattekill 3,State Assembly,103,Kevin A. Cahill,DEM,7,88
Ulster,Plattekill 4,State Assembly,103,Kevin A. Cahill,DEM,4,103
Ulster,Plattekill 5,State Assembly,103,Kevin A. Cahill,DEM,10,119
Ulster,Plattekill 6,State Assembly,103,Kevin A. Cahill,DEM,10,148
Ulster,Rochester 1,State Assembly,103,Kevin A. Cahill,DEM,16,197
Ulster,Rochester 2,State Assembly,103,Kevin A. Cahill,DEM,28,171
Ulster,Rochester 3,State Assembly,103,Kevin A. Cahill,DEM,29,141
Ulster,Rochester 4,State Assembly,103,Kevin A. Cahill,DEM,13,171
Ulster,Rochester 5,State Assembly,103,Kevin A. Cahill,DEM,10,140
Ulster,Rosendale 1,State Assembly,103,Kevin A. Cahill,DEM,17,251
Ulster,Rosendale 2,State Assembly,103,Kevin A. Cahill,DEM,7,129
Ulster,Rosendale 3,State Assembly,103,Kevin A. Cahill,DEM,9,132
Ulster,Rosendale 4,State Assembly,103,Kevin A. Cahill,DEM,8,208
Ulster,Rosendale 5,State Assembly,103,Kevin A. Cahill,DEM,17,196
Ulster,Shandaken 1,State Assembly,103,Kevin A. Cahill,DEM,18,175
Ulster,Shandaken 2,State Assembly,103,Kevin A. Cahill,DEM,8,60
Ulster,Shandaken 3,State Assembly,103,Kevin A. Cahill,DEM,12,100
Ulster,Shandaken 4,State Assembly,103,Kevin A. Cahill,DEM,6,67
Ulster,Ulster 1,State Assembly,103,Kevin A. Cahill,DEM,15,143
Ulster,Ulster 2,State Assembly,103,Kevin A. Cahill,DEM,30,140
Ulster,Ulster 3,State Assembly,103,Kevin A. Cahill,DEM,2,71
Ulster,Ulster 4,State Assembly,103,Kevin A. Cahill,DEM,5,65
Ulster,Ulster 5,State Assembly,103,Kevin A. Cahill,DEM,23,86
Ulster,Ulster 6,State Assembly,103,Kevin A. Cahill,DEM,1,72
Ulster,Ulster 7,State Assembly,103,Kevin A. Cahill,DEM,5,85
Ulster,Ulster 8,State Assembly,103,Kevin A. Cahill,DEM,7,58
Ulster,Ulster 9,State Assembly,103,Kevin A. Cahill,DEM,9,117
Ulster,Ulster 10,State Assembly,103,Kevin A. Cahill,DEM,8,176
Ulster,Ulster 11,State Assembly,103,Kevin A. Cahill,DEM,15,113
Ulster,Ulster 12,State Assembly,103,Kevin A. Cahill,DEM,5,98
Ulster,Ulster 13,State Assembly,103,Kevin A. Cahill,DEM,12,203
Ulster,Ulster 14,State Assembly,103,Kevin A. Cahill,DEM,2,109
Ulster,Woodstock 1,State Assembly,103,Kevin A. Cahill,DEM,27,241
Ulster,Woodstock 2,State Assembly,103,Kevin A. Cahill,DEM,18,125
Ulster,Woodstock 3,State Assembly,103,Kevin A. Cahill,DEM,21,216
Ulster,Woodstock 4,State Assembly,103,Kevin A. Cahill,DEM,11,144
Ulster,Woodstock 5,State Assembly,103,Kevin A. Cahill,DEM,7,114
Ulster,Woodstock 6,State Assembly,103,Kevin A. Cahill,DEM,10,147
Ulster,Woodstock 7,State Assembly,103,Kevin A. Cahill,DEM,23,181
Ulster,Woodstock 8,State Assembly,103,Kevin A. Cahill,DEM,18,113
Ulster,Woodstock 9,State Assembly,103,Kevin A. Cahill,DEM,16,161
