county,precinct,office,district,party,candidate,votes,,,
Madison,ONEIDA WARD 1-2,President,,PSL,Peta Lindsay,1,,,
Madison,ONEIDA WARD 2-1,President,,PSL,Peta Lindsay,0,,,
Madison,ONEIDA WARD 2-2,President,,PSL,Peta Lindsay,0,,,
Madison,ONEIDA WARD 3-1,President,,PSL,Peta Lindsay,1,,,
Madison,ONEIDA WARD 4-1,President,,PSL,Peta Lindsay,0,,,
Madison,ONEIDA WARD 5-1,President,,PSL,Peta Lindsay,0,,,
Madison,ONEIDA WARD 6-1,President,,PSL,Peta Lindsay,1,,,
Madison,BROOKFIELD 1,President,,LIB,Gary Johnson,6,,,
Madison,BROOKFIELD 2,President,,LIB,Gary Johnson,5,,,
Madison,BROOKFIELD 3,President,,LIB,Gary Johnson,5,,,
Madison,CAZENOVIA 1,President,,LIB,Gary Johnson,5,,,
Madison,CAZENOVIA 2,President,,LIB,Gary Johnson,9,,,
Madison,CAZENOVIA 3,President,,LIB,Gary Johnson,10,,,
Madison,CAZENOVIA 4,President,,LIB,Gary Johnson,5,,,
Madison,CAZENOVIA 5,President,,LIB,Gary Johnson,12,,,
Madison,CAZENOVIA 6,President,,LIB,Gary Johnson,1,,,
Madison,DERUYTER 1,President,,LIB,Gary Johnson,6,,,
Madison,EATON 1,President,,LIB,Gary Johnson,17,,,
Madison,EATON 2,President,,LIB,Gary Johnson,8,,,
Madison,EATON 3,President,,LIB,Gary Johnson,1,,,
Madison,FENNER 1,President,,LIB,Gary Johnson,6,,,
Madison,GEORGETOWN 1,President,,LIB,Gary Johnson,3,,,
Madison,HAMILTON 1,President,,LIB,Gary Johnson,5,,,
Madison,HAMILTON 2,President,,LIB,Gary Johnson,13,,,
Madison,HAMILTON 3,President,,LIB,Gary Johnson,5,,,
Madison,HAMILTON 4,President,,LIB,Gary Johnson,4,,,
Madison,LEBANON 1,President,,LIB,Gary Johnson,0,,,
Madison,LEBANON 2,President,,LIB,Gary Johnson,3,,,
Madison,LENOX 1,President,,LIB,Gary Johnson,5,,,
Madison,LENOX 2,President,,LIB,Gary Johnson,8,,,
Madison,LENOX 3,President,,LIB,Gary Johnson,5,,,
Madison,LENOX 4,President,,LIB,Gary Johnson,5,,,
Madison,LENOX 5,President,,LIB,Gary Johnson,9,,,
Madison,LENOX 6,President,,LIB,Gary Johnson,1,,,
Madison,LINCOLN 1,President,,LIB,Gary Johnson,8,,,
Madison,LINCOLN 2,President,,LIB,Gary Johnson,4,,,
Madison,MADISON 1,President,,LIB,Gary Johnson,5,,,
Madison,MADISON 2,President,,LIB,Gary Johnson,3,,,
Madison,NELSON 1,President,,LIB,Gary Johnson,3,,,
Madison,NELSON 2,President,,LIB,Gary Johnson,7,,,
Madison,SMITHFIELD 1,President,,LIB,Gary Johnson,6,,,
Madison,STOCKBRIDGE 1,President,,LIB,Gary Johnson,3,,,
Madison,STOCKBRIDGE 2,President,,LIB,Gary Johnson,5,,,
Madison,SULLIVAN 1,President,,LIB,Gary Johnson,9,,,
Madison,SULLIVAN 2,President,,LIB,Gary Johnson,10,,,
Madison,SULLIVAN 3,President,,LIB,Gary Johnson,3,,,
Madison,SULLIVAN 4,President,,LIB,Gary Johnson,2,,,
Madison,SULLIVAN 5,President,,LIB,Gary Johnson,5,,,
Madison,SULLIVAN 6,President,,LIB,Gary Johnson,12,,,
Madison,SULLIVAN 7,President,,LIB,Gary Johnson,8,,,
Madison,SULLIVAN 8,President,,LIB,Gary Johnson,5,,,
Madison,SULLIVAN 9,President,,LIB,Gary Johnson,0,,,
Madison,SULLIVAN 10,President,,LIB,Gary Johnson,7,,,
Madison,SULLIVAN 11,President,,LIB,Gary Johnson,4,,,
Madison,ONEIDA WARD 1-1,President,,LIB,Gary Johnson,2,,,
Madison,ONEIDA WARD 1-2,President,,LIB,Gary Johnson,5,,,
Madison,ONEIDA WARD 2-1,President,,LIB,Gary Johnson,7,,,
Madison,ONEIDA WARD 2-2,President,,LIB,Gary Johnson,4,,,
Madison,ONEIDA WARD 3-1,President,,LIB,Gary Johnson,3,,,
Madison,ONEIDA WARD 4-1,President,,LIB,Gary Johnson,1,,,
Madison,ONEIDA WARD 5-1,President,,LIB,Gary Johnson,2,,,
Madison,ONEIDA WARD 6-1,President,,LIB,Gary Johnson,2,,,
Madison,BROOKFIELD 1,President,,CST,Virgil Goode,2,,,
Madison,BROOKFIELD 2,President,,CST,Virgil Goode,0,,,
Madison,BROOKFIELD 3,President,,CST,Virgil Goode,1,,,
Madison,CAZENOVIA 1,President,,CST,Virgil Goode,1,,,
Madison,CAZENOVIA 2,President,,CST,Virgil Goode,0,,,
Madison,CAZENOVIA 3,President,,CST,Virgil Goode,0,,,
Madison,CAZENOVIA 4,President,,CST,Virgil Goode,0,,,
Madison,CAZENOVIA 5,President,,CST,Virgil Goode,0,,,
Madison,CAZENOVIA 6,President,,CST,Virgil Goode,0,,,
Madison,DERUYTER 1,President,,CST,Virgil Goode,1,,,
Madison,EATON 1,President,,CST,Virgil Goode,2,,,
Madison,EATON 2,President,,CST,Virgil Goode,1,,,
Madison,EATON 3,President,,CST,Virgil Goode,2,,,
Madison,FENNER 1,President,,CST,Virgil Goode,0,,,
Madison,GEORGETOWN 1,President,,CST,Virgil Goode,1,,,
Madison,HAMILTON 1,President,,CST,Virgil Goode,1,,,
Madison,HAMILTON 2,President,,CST,Virgil Goode,2,,,
Madison,HAMILTON 3,President,,CST,Virgil Goode,0,,,
Madison,HAMILTON 4,President,,CST,Virgil Goode,2,,,
Madison,LEBANON 1,President,,CST,Virgil Goode,1,,,
Madison,LEBANON 2,President,,CST,Virgil Goode,0,,,
Madison,LENOX 1,President,,CST,Virgil Goode,0,,,
Madison,LENOX 2,President,,CST,Virgil Goode,5,,,
Madison,LENOX 3,President,,CST,Virgil Goode,1,,,
Madison,LENOX 4,President,,CST,Virgil Goode,2,,,
Madison,LENOX 5,President,,CST,Virgil Goode,1,,,
Madison,LENOX 6,President,,CST,Virgil Goode,0,,,
Madison,LINCOLN 1,President,,CST,Virgil Goode,0,,,
Madison,LINCOLN 2,President,,CST,Virgil Goode,2,,,
Madison,MADISON 1,President,,CST,Virgil Goode,0,,,
Madison,MADISON 2,President,,CST,Virgil Goode,1,,,
Madison,NELSON 1,President,,CST,Virgil Goode,0,,,
Madison,NELSON 2,President,,CST,Virgil Goode,0,,,
Madison,SMITHFIELD 1,President,,CST,Virgil Goode,2,,,
Madison,STOCKBRIDGE 1,President,,CST,Virgil Goode,2,,,
Madison,STOCKBRIDGE 2,President,,CST,Virgil Goode,0,,,
Madison,SULLIVAN 1,President,,CST,Virgil Goode,1,,,
Madison,SULLIVAN 2,President,,CST,Virgil Goode,1,,,
Madison,SULLIVAN 3,President,,CST,Virgil Goode,0,,,
Madison,SULLIVAN 4,President,,CST,Virgil Goode,0,,,
Madison,SULLIVAN 5,President,,CST,Virgil Goode,2,,,
Madison,SULLIVAN 6,President,,CST,Virgil Goode,1,,,
Madison,SULLIVAN 7,President,,CST,Virgil Goode,2,,,
Madison,SULLIVAN 8,President,,CST,Virgil Goode,2,,,
Madison,SULLIVAN 9,President,,CST,Virgil Goode,3,,,
Madison,SULLIVAN 10,President,,CST,Virgil Goode,3,,,
Madison,SULLIVAN 11,President,,CST,Virgil Goode,0,,,
Madison,ONEIDA WARD 1-1,President,,CST,Virgil Goode,0,,,
Madison,ONEIDA WARD 1-2,President,,CST,Virgil Goode,1,,,
Madison,ONEIDA WARD 2-1,President,,CST,Virgil Goode,0,,,
Madison,ONEIDA WARD 2-2,President,,CST,Virgil Goode,0,,,
Madison,ONEIDA WARD 3-1,President,,CST,Virgil Goode,2,,,
Madison,ONEIDA WARD 4-1,President,,CST,Virgil Goode,1,,,
Madison,ONEIDA WARD 5-1,President,,CST,Virgil Goode,1,,,
Madison,ONEIDA WARD 6-1,President,,CST,Virgil Goode,3,,,
Madison,BROOKFIELD 1,President,,,Void,2,,,
Madison,BROOKFIELD 2,President,,,Void,1,,,
Madison,BROOKFIELD 3,President,,,Void,0,,,
Madison,CAZENOVIA 1,President,,,Void,3,,,
Madison,CAZENOVIA 2,President,,,Void,2,,,
Madison,CAZENOVIA 3,President,,,Void,1,,,
Madison,CAZENOVIA 4,President,,,Void,2,,,
Madison,CAZENOVIA 5,President,,,Void,3,,,
Madison,CAZENOVIA 6,President,,,Void,0,,,
Madison,DERUYTER 1,President,,,Void,0,,,
Madison,EATON 1,President,,,Void,2,,,
Madison,EATON 2,President,,,Void,2,,,
Madison,EATON 3,President,,,Void,0,,,
Madison,FENNER 1,President,,,Void,1,,,
Madison,GEORGETOWN 1,President,,,Void,3,,,
Madison,HAMILTON 1,President,,,Void,3,,,
Madison,HAMILTON 2,President,,,Void,2,,,
Madison,HAMILTON 3,President,,,Void,0,,,
Madison,HAMILTON 4,President,,,Void,2,,,
Madison,LEBANON 1,President,,,Void,2,,,
Madison,LEBANON 2,President,,,Void,1,,,
Madison,LENOX 1,President,,,Void,1,,,
Madison,LENOX 2,President,,,Void,2,,,
Madison,LENOX 3,President,,,Void,4,,,
Madison,LENOX 4,President,,,Void,3,,,
Madison,LENOX 5,President,,,Void,1,,,
Madison,LENOX 6,President,,,Void,1,,,
Madison,LINCOLN 1,President,,,Void,2,,,
Madison,LINCOLN 2,President,,,Void,1,,,
Madison,MADISON 1,President,,,Void,0,,,
Madison,MADISON 2,President,,,Void,5,,,
Madison,NELSON 1,President,,,Void,2,,,
Madison,NELSON 2,President,,,Void,1,,,
Madison,SMITHFIELD 1,President,,,Void,2,,,
Madison,STOCKBRIDGE 1,President,,,Void,1,,,
Madison,STOCKBRIDGE 2,President,,,Void,1,,,
Madison,SULLIVAN 1,President,,,Void,1,,,
Madison,SULLIVAN 2,President,,,Void,5,,,
Madison,SULLIVAN 3,President,,,Void,2,,,
Madison,SULLIVAN 4,President,,,Void,1,,,
Madison,SULLIVAN 5,President,,,Void,4,,,
Madison,SULLIVAN 6,President,,,Void,1,,,
Madison,SULLIVAN 7,President,,,Void,3,,,
Madison,SULLIVAN 8,President,,,Void,1,,,
Madison,SULLIVAN 9,President,,,Void,0,,,
Madison,SULLIVAN 10,President,,,Void,3,,,
Madison,SULLIVAN 11,President,,,Void,3,,,
Madison,ONEIDA WARD 1-1,President,,,Void,1,,,
Madison,ONEIDA WARD 1-2,President,,,Void,1,,,
Madison,ONEIDA WARD 2-1,President,,,Void,2,,,
Madison,ONEIDA WARD 2-2,President,,,Void,2,,,
Madison,ONEIDA WARD 3-1,President,,,Void,1,,,
Madison,ONEIDA WARD 4-1,President,,,Void,1,,,
Madison,ONEIDA WARD 5-1,President,,,Void,3,,,
Madison,ONEIDA WARD 6-1,President,,,Void,1,,,
Madison,BROOKFIELD 1,President,,,Blanks,2,,,
Madison,BROOKFIELD 2,President,,,Blanks,3,,,
Madison,BROOKFIELD 3,President,,,Blanks,1,,,
Madison,CAZENOVIA 1,President,,,Blanks,4,,,
Madison,CAZENOVIA 2,President,,,Blanks,6,,,
Madison,CAZENOVIA 3,President,,,Blanks,3,,,
Madison,CAZENOVIA 4,President,,,Blanks,4,,,
Madison,CAZENOVIA 5,President,,,Blanks,4,,,
Madison,CAZENOVIA 6,President,,,Blanks,3,,,
Madison,DERUYTER 1,President,,,Blanks,3,,,
Madison,EATON 1,President,,,Blanks,2,,,
Madison,EATON 2,President,,,Blanks,1,,,
Madison,EATON 3,President,,,Blanks,2,,,
Madison,FENNER 1,President,,,Blanks,2,,,
Madison,GEORGETOWN 1,President,,,Blanks,1,,,
Madison,HAMILTON 1,President,,,Blanks,0,,,
Madison,HAMILTON 2,President,,,Blanks,3,,,
Madison,HAMILTON 3,President,,,Blanks,0,,,
Madison,HAMILTON 4,President,,,Blanks,2,,,
Madison,LEBANON 1,President,,,Blanks,3,,,
Madison,LEBANON 2,President,,,Blanks,3,,,
Madison,LENOX 1,President,,,Blanks,5,,,
Madison,LENOX 2,President,,,Blanks,4,,,
Madison,LENOX 3,President,,,Blanks,5,,,
Madison,LENOX 4,President,,,Blanks,1,,,
Madison,LENOX 5,President,,,Blanks,5,,,
Madison,LENOX 6,President,,,Blanks,1,,,
Madison,LINCOLN 1,President,,,Blanks,1,,,
Madison,LINCOLN 2,President,,,Blanks,3,,,
Madison,MADISON 1,President,,,Blanks,7,,,
Madison,MADISON 2,President,,,Blanks,4,,,
Madison,NELSON 1,President,,,Blanks,0,,,
Madison,NELSON 2,President,,,Blanks,0,,,
Madison,SMITHFIELD 1,President,,,Blanks,2,,,
Madison,STOCKBRIDGE 1,President,,,Blanks,5,,,
Madison,STOCKBRIDGE 2,President,,,Blanks,3,,,
Madison,SULLIVAN 1,President,,,Blanks,2,,,
Madison,SULLIVAN 2,President,,,Blanks,3,,,
Madison,SULLIVAN 3,President,,,Blanks,0,,,
Madison,SULLIVAN 4,President,,,Blanks,0,,,
Madison,SULLIVAN 5,President,,,Blanks,3,,,
Madison,SULLIVAN 6,President,,,Blanks,1,,,
Madison,SULLIVAN 7,President,,,Blanks,3,,,
Madison,SULLIVAN 8,President,,,Blanks,4,,,
Madison,SULLIVAN 9,President,,,Blanks,1,,,
Madison,SULLIVAN 10,President,,,Blanks,4,,,
Madison,SULLIVAN 11,President,,,Blanks,4,,,
Madison,ONEIDA WARD 1-1,President,,,Blanks,1,,,
Madison,ONEIDA WARD 1-2,President,,,Blanks,4,,,
Madison,ONEIDA WARD 2-1,President,,,Blanks,5,,,
Madison,ONEIDA WARD 2-2,President,,,Blanks,3,,,
Madison,ONEIDA WARD 3-1,President,,,Blanks,3,,,
Madison,ONEIDA WARD 4-1,President,,,Blanks,1,,,
Madison,ONEIDA WARD 5-1,President,,,Blanks,0,,,
Madison,ONEIDA WARD 6-1,President,,,Blanks,2,,,
Madison,BROOKFIELD 1,State Assembly,121,DEM,Bill Magee,138,,,
Madison,BROOKFIELD 2,State Assembly,121,DEM,Bill Magee,273,,,
Madison,BROOKFIELD 3,State Assembly,121,DEM,Bill Magee,176,,,
Madison,CAZENOVIA 1,State Assembly,121,DEM,Bill Magee,259,,,
Madison,CAZENOVIA 2,State Assembly,121,DEM,Bill Magee,294,,,
Madison,CAZENOVIA 3,State Assembly,121,DEM,Bill Magee,378,,,
Madison,CAZENOVIA 4,State Assembly,121,DEM,Bill Magee,342,,,
Madison,CAZENOVIA 5,State Assembly,121,DEM,Bill Magee,402,,,
Madison,CAZENOVIA 6,State Assembly,121,DEM,Bill Magee,274,,,
Madison,DERUYTER 1,State Assembly,121,DEM,Bill Magee,385,,,
Madison,EATON 1,State Assembly,121,DEM,Bill Magee,457,,,
Madison,EATON 2,State Assembly,121,DEM,Bill Magee,212,,,
Madison,EATON 3,State Assembly,121,DEM,Bill Magee,172,,,
Madison,FENNER 1,State Assembly,121,DEM,Bill Magee,379,,,
Madison,GEORGETOWN 1,State Assembly,121,DEM,Bill Magee,159,,,
Madison,HAMILTON 1,State Assembly,121,DEM,Bill Magee,351,,,
Madison,HAMILTON 2,State Assembly,121,DEM,Bill Magee,495,,,
Madison,HAMILTON 3,State Assembly,121,DEM,Bill Magee,163,,,
Madison,HAMILTON 4,State Assembly,121,DEM,Bill Magee,350,,,
Madison,LEBANON 1,State Assembly,121,DEM,Bill Magee,126,,,
Madison,LEBANON 2,State Assembly,121,DEM,Bill Magee,220,,,
Madison,LENOX 1,State Assembly,121,DEM,Bill Magee,385,,,
Madison,LENOX 2,State Assembly,121,DEM,Bill Magee,323,,,
Madison,LENOX 3,State Assembly,121,DEM,Bill Magee,392,,,
Madison,LENOX 4,State Assembly,121,DEM,Bill Magee,297,,,
Madison,LENOX 5,State Assembly,121,DEM,Bill Magee,395,,,
Madison,LENOX 6,State Assembly,121,DEM,Bill Magee,176,,,
Madison,LINCOLN 1,State Assembly,121,DEM,Bill Magee,182,,,
Madison,LINCOLN 2,State Assembly,121,DEM,Bill Magee,219,,,
Madison,MADISON 1,State Assembly,121,DEM,Bill Magee,411,,,
Madison,MADISON 2,State Assembly,121,DEM,Bill Magee,362,,,
Madison,NELSON 1,State Assembly,121,DEM,Bill Magee,279,,,
Madison,NELSON 2,State Assembly,121,DEM,Bill Magee,315,,,
Madison,SMITHFIELD 1,State Assembly,121,DEM,Bill Magee,261,,,
Madison,STOCKBRIDGE 1,State Assembly,121,DEM,Bill Magee,193,,,
Madison,STOCKBRIDGE 2,State Assembly,121,DEM,Bill Magee,247,,,
Madison,SULLIVAN 1,State Assembly,121,DEM,Bill Magee,461,,,
Madison,SULLIVAN 2,State Assembly,121,DEM,Bill Magee,406,,,
Madison,SULLIVAN 3,State Assembly,121,DEM,Bill Magee,303,,,
Madison,SULLIVAN 4,State Assembly,121,DEM,Bill Magee,156,,,
Madison,SULLIVAN 5,State Assembly,121,DEM,Bill Magee,369,,,
Madison,SULLIVAN 6,State Assembly,121,DEM,Bill Magee,433,,,
Madison,SULLIVAN 7,State Assembly,121,DEM,Bill Magee,327,,,
Madison,SULLIVAN 8,State Assembly,121,DEM,Bill Magee,224,,,
Madison,SULLIVAN 9,State Assembly,121,DEM,Bill Magee,225,,,
Madison,SULLIVAN 10,State Assembly,121,DEM,Bill Magee,298,,,
Madison,SULLIVAN 11,State Assembly,121,DEM,Bill Magee,272,,,
Madison,ONEIDA WARD 1-1,State Assembly,121,DEM,Bill Magee,170,,,
Madison,ONEIDA WARD 1-2,State Assembly,121,DEM,Bill Magee,277,,,
Madison,ONEIDA WARD 2-1,State Assembly,121,DEM,Bill Magee,331,,,
Madison,ONEIDA WARD 2-2,State Assembly,121,DEM,Bill Magee,253,,,
Madison,ONEIDA WARD 3-1,State Assembly,121,DEM,Bill Magee,411,,,
Madison,ONEIDA WARD 4-1,State Assembly,121,DEM,Bill Magee,255,,,
Madison,ONEIDA WARD 5-1,State Assembly,121,DEM,Bill Magee,316,,,
Madison,ONEIDA WARD 6-1,State Assembly,121,DEM,Bill Magee,281,,,
Madison,BROOKFIELD 1,State Assembly,121,REP,Levi Spires,87,,,
Madison,BROOKFIELD 2,State Assembly,121,REP,Levi Spires,107,,,
Madison,BROOKFIELD 3,State Assembly,121,REP,Levi Spires,70,,,
Madison,CAZENOVIA 1,State Assembly,121,REP,Levi Spires,202,,,
Madison,CAZENOVIA 2,State Assembly,121,REP,Levi Spires,148,,,
Madison,CAZENOVIA 3,State Assembly,121,REP,Levi Spires,153,,,
Madison,CAZENOVIA 4,State Assembly,121,REP,Levi Spires,271,,,
Madison,CAZENOVIA 5,State Assembly,121,REP,Levi Spires,332,,,
Madison,CAZENOVIA 6,State Assembly,121,REP,Levi Spires,146,,,
Madison,DERUYTER 1,State Assembly,121,REP,Levi Spires,232,,,
Madison,EATON 1,State Assembly,121,REP,Levi Spires,193,,,
Madison,EATON 2,State Assembly,121,REP,Levi Spires,99,,,
Madison,EATON 3,State Assembly,121,REP,Levi Spires,82,,,
Madison,FENNER 1,State Assembly,121,REP,Levi Spires,292,,,
Madison,GEORGETOWN 1,State Assembly,121,REP,Levi Spires,108,,,
Madison,HAMILTON 1,State Assembly,121,REP,Levi Spires,104,,,
Madison,HAMILTON 2,State Assembly,121,REP,Levi Spires,128,,,
Madison,HAMILTON 3,State Assembly,121,REP,Levi Spires,57,,,
Madison,HAMILTON 4,State Assembly,121,REP,Levi Spires,177,,,
Madison,LEBANON 1,State Assembly,121,REP,Levi Spires,54,,,
Madison,LEBANON 2,State Assembly,121,REP,Levi Spires,90,,,
Madison,LENOX 1,State Assembly,121,REP,Levi Spires,222,,,
Madison,LENOX 2,State Assembly,121,REP,Levi Spires,145,,,
Madison,LENOX 3,State Assembly,121,REP,Levi Spires,157,,,
Madison,LENOX 4,State Assembly,121,REP,Levi Spires,150,,,
Madison,LENOX 5,State Assembly,121,REP,Levi Spires,226,,,
Madison,LENOX 6,State Assembly,121,REP,Levi Spires,94,,,
Madison,LINCOLN 1,State Assembly,121,REP,Levi Spires,158,,,
Madison,LINCOLN 2,State Assembly,121,REP,Levi Spires,141,,,
Madison,MADISON 1,State Assembly,121,REP,Levi Spires,210,,,
Madison,MADISON 2,State Assembly,121,REP,Levi Spires,136,,,
Madison,NELSON 1,State Assembly,121,REP,Levi Spires,162,,,
Madison,NELSON 2,State Assembly,121,REP,Levi Spires,164,,,
Madison,SMITHFIELD 1,State Assembly,121,REP,Levi Spires,144,,,
Madison,STOCKBRIDGE 1,State Assembly,121,REP,Levi Spires,98,,,
Madison,STOCKBRIDGE 2,State Assembly,121,REP,Levi Spires,107,,,
Madison,SULLIVAN 1,State Assembly,121,REP,Levi Spires,309,,,
Madison,SULLIVAN 2,State Assembly,121,REP,Levi Spires,284,,,
Madison,SULLIVAN 3,State Assembly,121,REP,Levi Spires,193,,,
Madison,SULLIVAN 4,State Assembly,121,REP,Levi Spires,81,,,
Madison,SULLIVAN 5,State Assembly,121,REP,Levi Spires,273,,,
Madison,SULLIVAN 6,State Assembly,121,REP,Levi Spires,232,,,
Madison,SULLIVAN 7,State Assembly,121,REP,Levi Spires,203,,,
Madison,SULLIVAN 8,State Assembly,121,REP,Levi Spires,115,,,
Madison,SULLIVAN 9,State Assembly,121,REP,Levi Spires,174,,,
Madison,SULLIVAN 10,State Assembly,121,REP,Levi Spires,181,,,
Madison,SULLIVAN 11,State Assembly,121,REP,Levi Spires,155,,,
Madison,ONEIDA WARD 1-1,State Assembly,121,REP,Levi Spires,147,,,
Madison,ONEIDA WARD 1-2,State Assembly,121,REP,Levi Spires,153,,,
Madison,ONEIDA WARD 2-1,State Assembly,121,REP,Levi Spires,198,,,
Madison,ONEIDA WARD 2-2,State Assembly,121,REP,Levi Spires,107,,,
Madison,ONEIDA WARD 3-1,State Assembly,121,REP,Levi Spires,175,,,
Madison,ONEIDA WARD 4-1,State Assembly,121,REP,Levi Spires,88,,,
Madison,ONEIDA WARD 5-1,State Assembly,121,REP,Levi Spires,133,,,
Madison,ONEIDA WARD 6-1,State Assembly,121,REP,Levi Spires,115,,,
Madison,BROOKFIELD 1,State Assembly,121,CON,Levi Spires,27,,0,13
Madison,BROOKFIELD 2,State Assembly,121,CON,Levi Spires,15,,0,35
Madison,BROOKFIELD 3,State Assembly,121,CON,Levi Spires,20,,0,15
Madison,CAZENOVIA 1,State Assembly,121,CON,Levi Spires,31,,0,17
Madison,CAZENOVIA 2,State Assembly,121,CON,Levi Spires,21,,0,21
Madison,CAZENOVIA 3,State Assembly,121,CON,Levi Spires,27,,0,12
Madison,CAZENOVIA 4,State Assembly,121,CON,Levi Spires,44,,2,23
Madison,CAZENOVIA 5,State Assembly,121,CON,Levi Spires,42,,1,34
Madison,CAZENOVIA 6,State Assembly,121,CON,Levi Spires,28,2,0,21
Madison,DERUYTER 1,State Assembly,121,CON,Levi Spires,57,,0,37
Madison,EATON 1,State Assembly,121,CON,Levi Spires,42,,2,42
Madison,EATON 2,State Assembly,121,CON,Levi Spires,19,,1,18
Madison,EATON 3,State Assembly,121,CON,Levi Spires,14,,0,12
Madison,FENNER 1,State Assembly,121,CON,Levi Spires,40,,0,22
Madison,GEORGETOWN 1,State Assembly,121,CON,Levi Spires,26,,1,13
Madison,HAMILTON 1,State Assembly,121,CON,Levi Spires,17,,1,57
Madison,HAMILTON 2,State Assembly,121,CON,Levi Spires,16,,0,74
Madison,HAMILTON 3,State Assembly,121,CON,Levi Spires,10,,0,18
Madison,HAMILTON 4,State Assembly,121,CON,Levi Spires,32,1,0,29
Madison,LEBANON 1,State Assembly,121,CON,Levi Spires,14,,0,9
Madison,LEBANON 2,State Assembly,121,CON,Levi Spires,9,,0,22
Madison,LENOX 1,State Assembly,121,CON,Levi Spires,31,,0,49
Madison,LENOX 2,State Assembly,121,CON,Levi Spires,32,,1,45
Madison,LENOX 3,State Assembly,121,CON,Levi Spires,37,,1,52
Madison,LENOX 4,State Assembly,121,CON,Levi Spires,29,,0,24
Madison,LENOX 5,State Assembly,121,CON,Levi Spires,42,,0,44
Madison,LENOX 6,State Assembly,121,CON,Levi Spires,15,,0,12
Madison,LINCOLN 1,State Assembly,121,CON,Levi Spires,32,,0,17
Madison,LINCOLN 2,State Assembly,121,CON,Levi Spires,23,,0,27
Madison,MADISON 1,State Assembly,121,CON,Levi Spires,30,,1,34
Madison,MADISON 2,State Assembly,121,CON,Levi Spires,23,,1,37
Madison,NELSON 1,State Assembly,121,CON,Levi Spires,44,2,0,16
Madison,NELSON 2,State Assembly,121,CON,Levi Spires,28,,0,18
Madison,SMITHFIELD 1,State Assembly,121,CON,Levi Spires,32,,0,19
Madison,STOCKBRIDGE 1,State Assembly,121,CON,Levi Spires,13,,0,25
Madison,STOCKBRIDGE 2,State Assembly,121,CON,Levi Spires,14,,0,24
Madison,SULLIVAN 1,State Assembly,121,CON,Levi Spires,50,,0,65
Madison,SULLIVAN 2,State Assembly,121,CON,Levi Spires,53,1,1,47
Madison,SULLIVAN 3,State Assembly,121,CON,Levi Spires,27,,0,22
Madison,SULLIVAN 4,State Assembly,121,CON,Levi Spires,17,,0,11
Madison,SULLIVAN 5,State Assembly,121,CON,Levi Spires,41,,0,46
Madison,SULLIVAN 6,State Assembly,121,CON,Levi Spires,41,,0,44
Madison,SULLIVAN 7,State Assembly,121,CON,Levi Spires,33,,1,34
Madison,SULLIVAN 8,State Assembly,121,CON,Levi Spires,17,,0,30
Madison,SULLIVAN 9,State Assembly,121,CON,Levi Spires,55,,0,41
Madison,SULLIVAN 10,State Assembly,121,CON,Levi Spires,41,,0,33
Madison,SULLIVAN 11,State Assembly,121,CON,Levi Spires,38,,2,27
Madison,ONEIDA WARD 1-1,State Assembly,121,CON,Levi Spires,16,1,0,21
Madison,ONEIDA WARD 1-2,State Assembly,121,CON,Levi Spires,31,,0,27
Madison,ONEIDA WARD 2-1,State Assembly,121,CON,Levi Spires,29,,0,51
Madison,ONEIDA WARD 2-2,State Assembly,121,CON,Levi Spires,31,,0,32
Madison,ONEIDA WARD 3-1,State Assembly,121,CON,Levi Spires,29,,1,42
Madison,ONEIDA WARD 4-1,State Assembly,121,CON,Levi Spires,38,,0,41
Madison,ONEIDA WARD 5-1,State Assembly,121,CON,Levi Spires,25,,1,25
Madison,ONEIDA WARD 6-1,State Assembly,121,CON,Levi Spires,36,,0,25
Madison,BROOKFIELD 1,State Assembly,121,,Scattering,,,,
Madison,BROOKFIELD 2,State Assembly,121,,Scattering,,,,
Madison,BROOKFIELD 3,State Assembly,121,,Scattering,,,,
Madison,CAZENOVIA 1,State Assembly,121,,Scattering,,,,
Madison,CAZENOVIA 2,State Assembly,121,,Scattering,,,,
Madison,CAZENOVIA 3,State Assembly,121,,Scattering,,,,
Madison,CAZENOVIA 4,State Assembly,121,,Scattering,,,,
Madison,CAZENOVIA 5,State Assembly,121,,Scattering,,,,
Madison,CAZENOVIA 6,State Assembly,121,,Scattering,2,,,
Madison,DERUYTER 1,State Assembly,121,,Scattering,,,,
Madison,EATON 1,State Assembly,121,,Scattering,,,,
Madison,EATON 2,State Assembly,121,,Scattering,,,,
Madison,EATON 3,State Assembly,121,,Scattering,,,,
Madison,FENNER 1,State Assembly,121,,Scattering,,,,
Madison,GEORGETOWN 1,State Assembly,121,,Scattering,,,,
Madison,HAMILTON 1,State Assembly,121,,Scattering,,,,
Madison,HAMILTON 2,State Assembly,121,,Scattering,,,,
Madison,HAMILTON 3,State Assembly,121,,Scattering,,,,
Madison,HAMILTON 4,State Assembly,121,,Scattering,1,,,
Madison,LEBANON 1,State Assembly,121,,Scattering,,,,
Madison,LEBANON 2,State Assembly,121,,Scattering,,,,
Madison,LENOX 1,State Assembly,121,,Scattering,,,,
Madison,LENOX 2,State Assembly,121,,Scattering,,,,
Madison,LENOX 3,State Assembly,121,,Scattering,,,,
Madison,LENOX 4,State Assembly,121,,Scattering,,,,
Madison,LENOX 5,State Assembly,121,,Scattering,,,,
