county,precinct,office,district,candidate,party,votes,,,,,,,,,,
Albany,BETH ED23,U.S. Senate,,Kirsten E Gillibrand,DEM,466,,,,,,,,,,
Albany,BETH ED24,U.S. Senate,,Kirsten E Gillibrand,DEM,493,,,,,,,,,,
Albany,BETH ED25,U.S. Senate,,Kirsten E Gillibrand,DEM,439,,,,,,,,,,
Albany,BETH ED26,U.S. Senate,,Kirsten E Gillibrand,DEM,539,,,,,,,,,,
Albany,BETH ED27,U.S. Senate,,Kirsten E Gillibrand,DEM,290,,,,,,,,,,
Albany,BETH ED28,U.S. Senate,,Kirsten E Gillibrand,DEM,273,,,,,,,,,,
Albany,BETH ED29,U.S. Senate,,Kirsten E Gillibrand,DEM,284,,,,,,,,,,
Albany,BETH ED30,U.S. Senate,,Kirsten E Gillibrand,DEM,163,,,,,,,,,,
Albany,BETH ED31,U.S. Senate,,Kirsten E Gillibrand,DEM,448,,,,,,,,,,
Albany,COEY ED1,U.S. Senate,,Kirsten E Gillibrand,DEM,175,,,,,,,,,,
Albany,COEY ED2,U.S. Senate,,Kirsten E Gillibrand,DEM,350,,,,,,,,,,
Albany,COEY ED3,U.S. Senate,,Kirsten E Gillibrand,DEM,550,,,,,,,,,,
Albany,COEY ED4,U.S. Senate,,Kirsten E Gillibrand,DEM,230,,,,,,,,,,
Albany,COEY ED5,U.S. Senate,,Kirsten E Gillibrand,DEM,289,,,,,,,,,,
Albany,COEY ED6,U.S. Senate,,Kirsten E Gillibrand,DEM,245,,,,,,,,,,
Albany,COLON ED1,U.S. Senate,,Kirsten E Gillibrand,DEM,469,,,,,,,,,,
Albany,COLON ED2,U.S. Senate,,Kirsten E Gillibrand,DEM,480,,,,,,,,,,
Albany,COLON ED3,U.S. Senate,,Kirsten E Gillibrand,DEM,396,,,,,,,,,,
Albany,COLON ED4,U.S. Senate,,Kirsten E Gillibrand,DEM,488,,,,,,,,,,
Albany,COLON ED5,U.S. Senate,,Kirsten E Gillibrand,DEM,292,,,,,,,,,,
Albany,COLON ED6,U.S. Senate,,Kirsten E Gillibrand,DEM,449,,,,,,,,,,
Albany,COLON ED7,U.S. Senate,,Kirsten E Gillibrand,DEM,419,,,,,,,,,,
Albany,COLON ED8,U.S. Senate,,Kirsten E Gillibrand,DEM,383,,,,,,,,,,
Albany,COLON ED9,U.S. Senate,,Kirsten E Gillibrand,DEM,351,,,,,,,,,,
Albany,COLON ED10,U.S. Senate,,Kirsten E Gillibrand,DEM,324,,,,,,,,,,
Albany,COLON ED11,U.S. Senate,,Kirsten E Gillibrand,DEM,479,,,,,,,,,,
Albany,COLON ED12,U.S. Senate,,Kirsten E Gillibrand,DEM,341,,,,,,,,,,
Albany,COLON ED13,U.S. Senate,,Kirsten E Gillibrand,DEM,352,,,,,,,,,,
Albany,COLON ED14,U.S. Senate,,Kirsten E Gillibrand,DEM,398,,,,,,,,,,
Albany,COLON ED15,U.S. Senate,,Kirsten E Gillibrand,DEM,421,,,,,,,,,,
Albany,COLON ED16,U.S. Senate,,Kirsten E Gillibrand,DEM,429,,,,,,,,,,
Albany,COLON ED17,U.S. Senate,,Kirsten E Gillibrand,DEM,307,,,,,,,,,,
Albany,COLON ED18,U.S. Senate,,Kirsten E Gillibrand,DEM,463,,,,,,,,,,
Albany,COLON ED19,U.S. Senate,,Kirsten E Gillibrand,DEM,325,,,,,,,,,,
Albany,COLON ED20,U.S. Senate,,Kirsten E Gillibrand,DEM,308,,,,,,,,,,
Albany,COLON ED21,U.S. Senate,,Kirsten E Gillibrand,DEM,478,,,,,,,,,,
Albany,COLON ED22,U.S. Senate,,Kirsten E Gillibrand,DEM,594,,,,,,,,,,
Albany,COLON ED23,U.S. Senate,,Kirsten E Gillibrand,DEM,348,,,,,,,,,,
Albany,COLON ED24,U.S. Senate,,Kirsten E Gillibrand,DEM,410,,,,,,,,,,
Albany,COLON ED25,U.S. Senate,,Kirsten E Gillibrand,DEM,402,,,,,,,,,,
Albany,COLON ED26,U.S. Senate,,Kirsten E Gillibrand,DEM,490,,,,,,,,,,
Albany,COLON ED27,U.S. Senate,,Kirsten E Gillibrand,DEM,333,,,,,,,,,,
Albany,COLON ED28,U.S. Senate,,Kirsten E Gillibrand,DEM,522,,,,,,,,,,
Albany,COLON ED29,U.S. Senate,,Kirsten E Gillibrand,DEM,318,,,,,,,,,,
Albany,COLON ED30,U.S. Senate,,Kirsten E Gillibrand,DEM,511,,,,,,,,,,
Albany,COLON ED31,U.S. Senate,,Kirsten E Gillibrand,DEM,531,,,,,,,,,,
Albany,COLON ED32,U.S. Senate,,Kirsten E Gillibrand,DEM,244,,,,,,,,,,
Albany,COLON ED33,U.S. Senate,,Kirsten E Gillibrand,DEM,228,,,,,,,,,,
Albany,COLON ED34,U.S. Senate,,Kirsten E Gillibrand,DEM,560,,,,,,,,,,
Albany,COLON ED35,U.S. Senate,,Kirsten E Gillibrand,DEM,480,,,,,,,,,,
Albany,COLON ED36,U.S. Senate,,Kirsten E Gillibrand,DEM,517,,,,,,,,,,
Albany,COLON ED37,U.S. Senate,,Kirsten E Gillibrand,DEM,341,,,,,,,,,,
Albany,COLON ED38,U.S. Senate,,Kirsten E Gillibrand,DEM,310,,,,,,,,,,
Albany,COLON ED39,U.S. Senate,,Kirsten E Gillibrand,DEM,421,,,,,,,,,,
Albany,COLON ED40,U.S. Senate,,Kirsten E Gillibrand,DEM,353,,,,,,,,,,
Albany,COLON ED41,U.S. Senate,,Kirsten E Gillibrand,DEM,522,,,,,,,,,,
Albany,COLON ED42,U.S. Senate,,Kirsten E Gillibrand,DEM,435,,,,,,,,,,
Albany,COLON ED43,U.S. Senate,,Kirsten E Gillibrand,DEM,434,,,,,,,,,,
Albany,COLON ED44,U.S. Senate,,Kirsten E Gillibrand,DEM,438,,,,,,,,,,
Albany,COLON ED45,U.S. Senate,,Kirsten E Gillibrand,DEM,312,,,,,,,,,,
Albany,COLON ED46,U.S. Senate,,Kirsten E Gillibrand,DEM,536,,,,,,,,,,
Albany,COLON ED47,U.S. Senate,,Kirsten E Gillibrand,DEM,236,,,,,,,,,,
Albany,COLON ED48,U.S. Senate,,Kirsten E Gillibrand,DEM,444,,,,,,,,,,
Albany,COLON ED49,U.S. Senate,,Kirsten E Gillibrand,DEM,288,,,,,,,,,,
Albany,COLON ED50,U.S. Senate,,Kirsten E Gillibrand,DEM,379,,,,,,,,,,
Albany,COLON ED51,U.S. Senate,,Kirsten E Gillibrand,DEM,492,,,,,,,,,,
Albany,COLON ED52,U.S. Senate,,Kirsten E Gillibrand,DEM,417,,,,,,,,,,
Albany,COLON ED53,U.S. Senate,,Kirsten E Gillibrand,DEM,421,,,,,,,,,,
Albany,COLON ED54,U.S. Senate,,Kirsten E Gillibrand,DEM,388,,,,,,,,,,
Albany,COLON ED55,U.S. Senate,,Kirsten E Gillibrand,DEM,404,,,,,,,,,,
Albany,COLON ED56,U.S. Senate,,Kirsten E Gillibrand,DEM,188,,,,,,,,,,
Albany,COLON ED57,U.S. Senate,,Kirsten E Gillibrand,DEM,341,,,,,,,,,,
Albany,COLON ED58,U.S. Senate,,Kirsten E Gillibrand,DEM,373,,,,,,,,,,
Albany,COLON ED59,U.S. Senate,,Kirsten E Gillibrand,DEM,389,,,,,,,,,,
Albany,COLON ED60,U.S. Senate,,Kirsten E Gillibrand,DEM,257,,,,,,,,,,
Albany,COLON ED61,U.S. Senate,,Kirsten E Gillibrand,DEM,323,,,,,,,,,,
Albany,GREEN ED1,U.S. Senate,,Kirsten E Gillibrand,DEM,262,,,,,,,,,,
Albany,GREEN ED2,U.S. Senate,,Kirsten E Gillibrand,DEM,155,,,,,,,,,,
Albany,GREEN ED3,U.S. Senate,,Kirsten E Gillibrand,DEM,148,,,,,,,,,,
Albany,GREEN ED4,U.S. Senate,,Kirsten E Gillibrand,DEM,252,,,,,,,,,,
Albany,GUILD ED1,U.S. Senate,,Kirsten E Gillibrand,DEM,2,,,,,,,,,,
Albany,GUILD ED2,U.S. Senate,,Kirsten E Gillibrand,DEM,341,,,,,,,,,,
Albany,GUILD ED3,U.S. Senate,,Kirsten E Gillibrand,DEM,344,,,,,,,,,,
Albany,GUILD ED4,U.S. Senate,,Kirsten E Gillibrand,DEM,568,,,,,,,,,,
Albany,GUILD ED5,U.S. Senate,,Kirsten E Gillibrand,DEM,299,,,,,,,,,,
Albany,GUILD ED6,U.S. Senate,,Kirsten E Gillibrand,DEM,350,,,,,,,,,,
Albany,GUILD ED7,U.S. Senate,,Kirsten E Gillibrand,DEM,558,,,,,,,,,,
Albany,GUILD ED8,U.S. Senate,,Kirsten E Gillibrand,DEM,377,,,,,,,,,,
Albany,GUILD ED9,U.S. Senate,,Kirsten E Gillibrand,DEM,360,,,,,,,,,,
Albany,GUILD ED10,U.S. Senate,,Kirsten E Gillibrand,DEM,463,,,,,,,,,,
Albany,GUILD ED11,U.S. Senate,,Kirsten E Gillibrand,DEM,532,,,,,,,,,,
Albany,GUILD ED12,U.S. Senate,,Kirsten E Gillibrand,DEM,487,,,,,,,,,,
Albany,GUILD ED13,U.S. Senate,,Kirsten E Gillibrand,DEM,329,,,,,,,,,,
Albany,GUILD ED14,U.S. Senate,,Kirsten E Gillibrand,DEM,522,,,,,,,,,,
Albany,GUILD ED15,U.S. Senate,,Kirsten E Gillibrand,DEM,380,,,,,,,,,,
Albany,GUILD ED16,U.S. Senate,,Kirsten E Gillibrand,DEM,355,,,,,,,,,,
Albany,GUILD ED17,U.S. Senate,,Kirsten E Gillibrand,DEM,446,,,,,,,,,,
Albany,GUILD ED18,U.S. Senate,,Kirsten E Gillibrand,DEM,513,,,,,,,,,,
Albany,GUILD ED19,U.S. Senate,,Kirsten E Gillibrand,DEM,313,,,,,,,,,,
Albany,GUILD ED20,U.S. Senate,,Kirsten E Gillibrand,DEM,283,,,,,,,,,,
Albany,GUILD ED21,U.S. Senate,,Kirsten E Gillibrand,DEM,344,,,,,,,,,,
Albany,GUILD ED22,U.S. Senate,,Kirsten E Gillibrand,DEM,485,,,,,,,,,,
Albany,GUILD ED23,U.S. Senate,,Kirsten E Gillibrand,DEM,246,,,,,,,,,,
Albany,GUILD ED24,U.S. Senate,,Kirsten E Gillibrand,DEM,409,,,,,,,,,,
Albany,GUILD ED25,U.S. Senate,,Kirsten E Gillibrand,DEM,338,,,,,,,,,,
Albany,GUILD ED26,U.S. Senate,,Kirsten E Gillibrand,DEM,325,,,,,,,,,,
Albany,GUILD ED27,U.S. Senate,,Kirsten E Gillibrand,DEM,196,,,,,,,,,,
Albany,GUILD ED28,U.S. Senate,,Kirsten E Gillibrand,DEM,407,,,,,,,,,,
Albany,GUILD ED29,U.S. Senate,,Kirsten E Gillibrand,DEM,421,,,,,,,,,,
Albany,GUILD ED30,U.S. Senate,,Kirsten E Gillibrand,DEM,239,,,,,,,,,,
Albany,KNOX ED1,U.S. Senate,,Kirsten E Gillibrand,DEM,244,,,,,,,,,,
Albany,KNOX ED2,U.S. Senate,,Kirsten E Gillibrand,DEM,371,,,,,,,,,,
Albany,KNOX ED3,U.S. Senate,,Kirsten E Gillibrand,DEM,133,,,,,,,,,,
Albany,NEW S ED1,U.S. Senate,,Kirsten E Gillibrand,DEM,477,,,,,,,,,,
Albany,NEW S ED2,U.S. Senate,,Kirsten E Gillibrand,DEM,266,,,,,,,,,,
Albany,NEW S ED3,U.S. Senate,,Kirsten E Gillibrand,DEM,178,,,,,,,,,,
Albany,NEW S ED4,U.S. Senate,,Kirsten E Gillibrand,DEM,343,,,,,,,,,,
Albany,NEW S ED5,U.S. Senate,,Kirsten E Gillibrand,DEM,360,,,,,,,,,,
Albany,NEW S ED6,U.S. Senate,,Kirsten E Gillibrand,DEM,316,,,,,,,,,,
Albany,NEW S ED7,U.S. Senate,,Kirsten E Gillibrand,DEM,446,,,,,,,,,,
Albany,NEW S ED8,U.S. Senate,,Kirsten E Gillibrand,DEM,535,,,,,,,,,,
Albany,RENSS ED1,U.S. Senate,,Kirsten E Gillibrand,DEM,224,,,,,,,,,,
Albany,RENSS ED2,U.S. Senate,,Kirsten E Gillibrand,DEM,134,,,,,,,,,,
Albany,RENSS ED3,U.S. Senate,,Kirsten E Gillibrand,DEM,171,,,,,,,,,,
Albany,WEST ED1,U.S. Senate,,Kirsten E Gillibrand,DEM,323,,,,,,,,,,
Albany,WEST ED2,U.S. Senate,,Kirsten E Gillibrand,DEM,295,,,,,,,,,,
Albany,WEST ED3,U.S. Senate,,Kirsten E Gillibrand,DEM,232,,,,,,,,,,
Albany,Total,U.S. Senate,,Kirsten E Gillibrand,DEM,89184,,,,,,,,,,
Albany,ALB W1 E1,U.S. Senate,,Wendy Long,REP,13,,,,,,,,,,
Albany,ALB W1 E2,U.S. Senate,,Wendy Long,REP,53,,,,,,,,,,
Albany,ALB W1 E3,U.S. Senate,,Wendy Long,REP,13,,,,,,,,,,
Albany,ALB W1 E4,U.S. Senate,,Wendy Long,REP,29,,,,,,,,,,
Albany,ALB W1 E5,U.S. Senate,,Wendy Long,REP,14,,,,,,,,,,
Albany,ALB W1 E6,U.S. Senate,,Wendy Long,REP,2,,,,,,,,,,
Albany,ALB W1 E7,U.S. Senate,,Wendy Long,REP,0,,,,,,,,,,
Albany,ALB W1 E8,U.S. Senate,,Wendy Long,REP,13,,,,,,,,,,
Albany,ALB W1 E10,U.S. Senate,,Wendy Long,REP,1,,,,,,,,,,
Albany,ALB W1 E11,U.S. Senate,,Wendy Long,REP,9,,,,,,,,,,
Albany,ALB W1 E12,U.S. Senate,,Wendy Long,REP,16,,,,,,,,,,
Albany,ALB W2 E1,U.S. Senate,,Wendy Long,REP,10,,,,,,,,,,
Albany,ALB W2 E2,U.S. Senate,,Wendy Long,REP,3,,,,,,,,,,
Albany,ALB W2 E3,U.S. Senate,,Wendy Long,REP,1,,,,,,,,,,
Albany,ALB W2 E4,U.S. Senate,,Wendy Long,REP,4,,,,,,,,,,
Albany,ALB W2 E5,U.S. Senate,,Wendy Long,REP,0,,,,,,,,,,
Albany,ALB W2 E6,U.S. Senate,,Wendy Long,REP,9,,,,,,,,,,
Albany,ALB W2 E7,U.S. Senate,,Wendy Long,REP,8,,,,,,,,,,
Albany,ALB W2 E8,U.S. Senate,,Wendy Long,REP,9,,,,,,,,,,
Albany,ALB W2 E9,U.S. Senate,,Wendy Long,REP,1,,,,,,,,,,
Albany,ALB W2 E10,U.S. Senate,,Wendy Long,REP,0,,,,,,,,,,
Albany,ALB W3 E1,U.S. Senate,,Wendy Long,REP,8,,,,,,,,,,
Albany,ALB W3 E2,U.S. Senate,,Wendy Long,REP,2,,,,,,,,,,
Albany,ALB W3 E3,U.S. Senate,,Wendy Long,REP,9,,,,,,,,,,
Albany,ALB W3 E4,U.S. Senate,,Wendy Long,REP,2,,,,,,,,,,
Albany,ALB W3 E5,U.S. Senate,,Wendy Long,REP,6,,,,,,,,,,
Albany,ALB W3 E6,U.S. Senate,,Wendy Long,REP,0,,,,,,,,,,
Albany,ALB W3 E7,U.S. Senate,,Wendy Long,REP,17,,,,,,,,,,
Albany,ALB W3 E8,U.S. Senate,,Wendy Long,REP,8,,,,,,,,,,
Albany,ALB W3 E9,U.S. Senate,,Wendy Long,REP,2,,,,,,,,,,
Albany,ALB W4 E1,U.S. Senate,,Wendy Long,REP,7,,,,,,,,,,
Albany,ALB W4 E2,U.S. Senate,,Wendy Long,REP,43,,,,,,,,,,
Albany,ALB W4 E3,U.S. Senate,,Wendy Long,REP,41,,,,,,,,,,
Albany,ALB W4 E4,U.S. Senate,,Wendy Long,REP,6,,,,,,,,,,
Albany,ALB W4 E5,U.S. Senate,,Wendy Long,REP,3,,,,,,,,,,
Albany,ALB W4 E6,U.S. Senate,,Wendy Long,REP,0,,,,,,,,,,
Albany,ALB W4 E7,U.S. Senate,,Wendy Long,REP,2,,,,,,,,,,
Albany,ALB W4 E8,U.S. Senate,,Wendy Long,REP,1,,,,,,,,,,
Albany,ALB W4 E10,U.S. Senate,,Wendy Long,REP,13,,,,,,,,,,
Albany,ALB W4 E11,U.S. Senate,,Wendy Long,REP,1,,,,,,,,,,
Albany,ALB W5 E1,U.S. Senate,,Wendy Long,REP,16,,,,,,,,,,
Albany,ALB W5 E2,U.S. Senate,,Wendy Long,REP,8,,,,,,,,,,
Albany,ALB W5 E3,U.S. Senate,,Wendy Long,REP,4,,,,,,,,,,
Albany,ALB W5 E4,U.S. Senate,,Wendy Long,REP,4,,,,,,,,,,
Albany,ALB W5 E5,U.S. Senate,,Wendy Long,REP,4,,,,,,,,,,
Albany,ALB W5 E6,U.S. Senate,,Wendy Long,REP,0,,,,,,,,,,
Albany,ALB W5 E7,U.S. Senate,,Wendy Long,REP,1,,,,,,,,,,
Albany,ALB W6 E1,U.S. Senate,,Wendy Long,REP,9,,,,,,,,,,
Albany,ALB W6 E2,U.S. Senate,,Wendy Long,REP,1,,,,,,,,,,
Albany,ALB W6 E3,U.S. Senate,,Wendy Long,REP,9,,,,,,,,,,
Albany,ALB W6 E4,U.S. Senate,,Wendy Long,REP,24,,,,,,,,,,
Albany,ALB W6 E5,U.S. Senate,,Wendy Long,REP,30,,,,,,,,,,
Albany,ALB W6 E6,U.S. Senate,,Wendy Long,REP,35,,,,,,,,,,
Albany,ALB W6 E7,U.S. Senate,,Wendy Long,REP,39,,,,,,,,,,
Albany,ALB W6 E8,U.S. Senate,,Wendy Long,REP,21,,,,,,,,,,
Albany,ALB W7 E1,U.S. Senate,,Wendy Long,REP,16,,,,,,,,,,
Albany,ALB W7 E2,U.S. Senate,,Wendy Long,REP,43,,,,,,,,,,
Albany,ALB W7 E3,U.S. Senate,,Wendy Long,REP,5,,,,,,,,,,
Albany,ALB W7 E4,U.S. Senate,,Wendy Long,REP,24,,,,,,,,,,
Albany,ALB W7 E5,U.S. Senate,,Wendy Long,REP,35,,,,,,,,,,
Albany,ALB W7 E6,U.S. Senate,,Wendy Long,REP,33,,,,,,,,,,
Albany,ALB W7 E7,U.S. Senate,,Wendy Long,REP,15,,,,,,,,,,
Albany,ALB W8 E1,U.S. Senate,,Wendy Long,REP,72,,,,,,,,,,
Albany,ALB W8 E2,U.S. Senate,,Wendy Long,REP,56,,,,,,,,,,
Albany,ALB W8 E3,U.S. Senate,,Wendy Long,REP,55,,,,,,,,,,
Albany,ALB W8 E4,U.S. Senate,,Wendy Long,REP,59,,,,,,,,,,
Albany,ALB W8 E5,U.S. Senate,,Wendy Long,REP,90,,,,,,,,,,
Albany,ALB W8 E6,U.S. Senate,,Wendy Long,REP,55,,,,,,,,,,
Albany,ALB W8 E7,U.S. Senate,,Wendy Long,REP,55,,,,,,,,,,
Albany,ALB W8 E8,U.S. Senate,,Wendy Long,REP,83,,,,,,,,,,
Albany,ALB W8 E9,U.S. Senate,,Wendy Long,REP,19,,,,,,,,,,
Albany,ALB W9 E1,U.S. Senate,,Wendy Long,REP,34,,,,,,,,,,
Albany,ALB W9 E2,U.S. Senate,,Wendy Long,REP,52,,,,,,,,,,
Albany,ALB W9 E3,U.S. Senate,,Wendy Long,REP,49,,,,,,,,,,
Albany,ALB W9 E4,U.S. Senate,,Wendy Long,REP,36,,,,,,,,,,
Albany,ALB W9 E5,U.S. Senate,,Wendy Long,REP,48,,,,,,,,,,
Albany,ALB W9 E6,U.S. Senate,,Wendy Long,REP,43,,,,,,,,,,
Albany,ALB W9 E7,U.S. Senate,,Wendy Long,REP,21,,,,,,,,,,
Albany,ALB W9 E8,U.S. Senate,,Wendy Long,REP,3,,,,,,,,,,
Albany,ALB W10 E1,U.S. Senate,,Wendy Long,REP,17,,,,,,,,,,
Albany,ALB W10 E2,U.S. Senate,,Wendy Long,REP,9,,,,,,,,,,
Albany,ALB W10 E3,U.S. Senate,,Wendy Long,REP,18,,,,,,,,,,
Albany,ALB W10 E4,U.S. Senate,,Wendy Long,REP,10,,,,,,,,,,
Albany,ALB W10 E5,U.S. Senate,,Wendy Long,REP,17,,,,,,,,,,
Albany,ALB W10 E6,U.S. Senate,,Wendy Long,REP,3,,,,,,,,,,
Albany,ALB W10 E7,U.S. Senate,,Wendy Long,REP,1,,,,,,,,,,
Albany,ALB W10 E8,U.S. Senate,,Wendy Long,REP,29,,,,,,,,,,
Albany,ALB W11 E1,U.S. Senate,,Wendy Long,REP,1,,,,,,,,,,
Albany,ALB W11 E2,U.S. Senate,,Wendy Long,REP,9,,,,,,,,,,
Albany,ALB W11 E3,U.S. Senate,,Wendy Long,REP,7,,,,,,,,,,
Albany,ALB W11 E4,U.S. Senate,,Wendy Long,REP,5,,,,,,,,,,
Albany,ALB W11 E5,U.S. Senate,,Wendy Long,REP,25,,,,,,,,,,
Albany,ALB W11 E6,U.S. Senate,,Wendy Long,REP,20,,,,,,,,,,
Albany,ALB W11 E7,U.S. Senate,,Wendy Long,REP,43,,,,,,,,,,
Albany,ALB W11 E8,U.S. Senate,,Wendy Long,REP,5,,,,,,,,,,
Albany,ALB W11 E9,U.S. Senate,,Wendy Long,REP,1,,,,,,,,,,
Albany,ALB W12 E1,U.S. Senate,,Wendy Long,REP,8,,,,,,,,,,
Albany,ALB W12 E2,U.S. Senate,,Wendy Long,REP,75,,,,,,,,,,
Albany,ALB W12 E3,U.S. Senate,,Wendy Long,REP,41,,,,,,,,,,
Albany,ALB W12 E4,U.S. Senate,,Wendy Long,REP,21,,,,,,,,,,
Albany,ALB W12 E5,U.S. Senate,,Wendy Long,REP,27,,,,,,,,,,
Albany,ALB W12 E6,U.S. Senate,,Wendy Long,REP,16,,,,,,,,,,
Albany,ALB W12 E7,U.S. Senate,,Wendy Long,REP,53,,,,,,,,,,
Albany,ALB W12 E9,U.S. Senate,,Wendy Long,REP,2,,,,,,,,,,
Albany,ALB W13 E1,U.S. Senate,,Wendy Long,REP,6,,,,,,,,,,
Albany,ALB W13 E2,U.S. Senate,,Wendy Long,REP,79,,,,,,,,,,
Albany,ALB W13 E3,U.S. Senate,,Wendy Long,REP,42,,,,,,,,,,
Albany,ALB W13 E4,U.S. Senate,,Wendy Long,REP,44,,,,,,,,,,
Albany,ALB W13 E5,U.S. Senate,,Wendy Long,REP,55,,,,,,,,,,
Albany,ALB W13 E6,U.S. Senate,,Wendy Long,REP,51,,,,,,,,,,
Albany,ALB W13 E7,U.S. Senate,,Wendy Long,REP,29,,,,,,,,,,
Albany,ALB W14 E1,U.S. Senate,,Wendy Long,REP,79,,,,,,,,,,
Albany,ALB W14 E2,U.S. Senate,,Wendy Long,REP,65,,,,,,,,,,
Albany,ALB W14 E3,U.S. Senate,,Wendy Long,REP,49,,,,,,,,,,
Albany,ALB W14 E4,U.S. Senate,,Wendy Long,REP,43,,,,,,,,,,
Albany,ALB W14 E5,U.S. Senate,,Wendy Long,REP,70,,,,,,,,,,
Albany,ALB W14 E6,U.S. Senate,,Wendy Long,REP,73,,,,,,,,,,
Albany,ALB W14 E7,U.S. Senate,,Wendy Long,REP,40,,,,,,,,,,
Albany,ALB W14 E8,U.S. Senate,,Wendy Long,REP,55,,,,,,,,,,
Albany,ALB W15 E1,U.S. Senate,,Wendy Long,REP,67,,,,,,,,,,
Albany,ALB W15 E2,U.S. Senate,,Wendy Long,REP,101,,,,,,,,,,
Albany,ALB W15 E3,U.S. Senate,,Wendy Long,REP,53,,,,,,,,,,
Albany,ALB W15 E4,U.S. Senate,,Wendy Long,REP,43,,,,,,,,,,
Albany,ALB W15 E5,U.S. Senate,,Wendy Long,REP,9,,,,,,,,,,
Albany,ALB W15 E6,U.S. Senate,,Wendy Long,REP,39,,,,,,,,,,
Albany,ALB W15 E7,U.S. Senate,,Wendy Long,REP,21,,,,,,,,,,
Albany,ALB W15 E8,U.S. Senate,,Wendy Long,REP,6,,,,,,,,,,
Albany,ALB W15 E9,U.S. Senate,,Wendy Long,REP,55,,,,,,,,,,
Albany,COH W1 ED1,U.S. Senate,,Wendy Long,REP,41,,,,,,,,,,
Albany,COH W1 ED2,U.S. Senate,,Wendy Long,REP,42,,,,,,,,,,
Albany,COH W1 ED3,U.S. Senate,,Wendy Long,REP,38,,,,,,,,,,
Albany,COH W2 ED1,U.S. Senate,,Wendy Long,REP,30,,,,,,,,,,
Albany,COH W2 ED2,U.S. Senate,,Wendy Long,REP,51,,,,,,,,,,
Albany,COH W2 ED3,U.S. Senate,,Wendy Long,REP,17,,,,,,,,,,
Albany,COH W2 ED4,U.S. Senate,,Wendy Long,REP,0,,,,,,,,,,
Albany,COH W2 ED5,U.S. Senate,,Wendy Long,REP,0,,,,,,,,,,
Albany,COH W2 ED6,U.S. Senate,,Wendy Long,REP,9,,,,,,,,,,
Albany,COH W3 ED1,U.S. Senate,,Wendy Long,REP,36,,,,,,,,,,
Albany,COH W3 ED2,U.S. Senate,,Wendy Long,REP,39,,,,,,,,,,
Albany,COH W3 ED3,U.S. Senate,,Wendy Long,REP,23,,,,,,,,,,
Albany,COH W3 ED4,U.S. Senate,,Wendy Long,REP,8,,,,,,,,,,
Albany,COH W4 ED1,U.S. Senate,,Wendy Long,REP,33,,,,,,,,,,
Albany,COH W4 ED2,U.S. Senate,,Wendy Long,REP,90,,,,,,,,,,
Albany,COH W4 ED3,U.S. Senate,,Wendy Long,REP,11,,,,,,,,,,
Albany,COH W4 ED4,U.S. Senate,,Wendy Long,REP,109,,,,,,,,,,
Albany,COH W5 ED1,U.S. Senate,,Wendy Long,REP,47,,,,,,,,,,
Albany,COH W5 ED2,U.S. Senate,,Wendy Long,REP,72,,,,,,,,,,
Albany,COH W5 ED3,U.S. Senate,,Wendy Long,REP,52,,,,,,,,,,
Albany,COH W5 ED4,U.S. Senate,,Wendy Long,REP,59,,,,,,,,,,
Albany,COH W5 ED5,U.S. Senate,,Wendy Long,REP,16,,,,,,,,,,
Albany,COH W6 ED1,U.S. Senate,,Wendy Long,REP,64,,,,,,,,,,
Albany,COH W6 ED2,U.S. Senate,,Wendy Long,REP,33,,,,,,,,,,
Albany,COH W6 ED3,U.S. Senate,,Wendy Long,REP,46,,,,,,,,,,
Albany,COH W6  ED4,U.S. Senate,,Wendy Long,REP,42,,,,,,,,,,
Albany,WAT W1 ED1,U.S. Senate,,Wendy Long,REP,49,,,,,,,,,,
Albany,WAT W1 ED2,U.S. Senate,,Wendy Long,REP,42,,,,,,,,,,
Albany,WAT W1 ED3,U.S. Senate,,Wendy Long,REP,44,,,,,,,,,,
Albany,WAT W2 ED1,U.S. Senate,,Wendy Long,REP,49,,,,,,,,,,
Albany,WAT W2 ED2,U.S. Senate,,Wendy Long,REP,35,,,,,,,,,,
Albany,WAT W2 ED3,U.S. Senate,,Wendy Long,REP,13,,,,,,,,,,
Albany,WAT W3 ED1,U.S. Senate,,Wendy Long,REP,36,,,,,,,,,,
Albany,WAT W3 ED2,U.S. Senate,,Wendy Long,REP,36,,,,,,,,,,
Albany,WAT W3 ED3,U.S. Senate,,Wendy Long,REP,50,,,,,,,,,,
Albany,WAT W4 ED1,U.S. Senate,,Wendy Long,REP,49,,,,,,,,,,
Albany,WAT W4 ED2,U.S. Senate,,Wendy Long,REP,22,,,,,,,,,,
Albany,WAT W4 ED3,U.S. Senate,,Wendy Long,REP,35,,,,,,,,,,
Albany,WAT W4 ED4,U.S. Senate,,Wendy Long,REP,65,,,,,,,,,,
Albany,BERN ED1,U.S. Senate,,Wendy Long,REP,115,,,,,,,,,,
Albany,BERN ED2,U.S. Senate,,Wendy Long,REP,180,,,,,,,,,,
Albany,BERN ED3,U.S. Senate,,Wendy Long,REP,69,,,,,,,,,,
Albany,BETH ED1,U.S. Senate,,Wendy Long,REP,130,,,,,,,,,,
Albany,BETH ED2,U.S. Senate,,Wendy Long,REP,177,,,,,,,,,,
Albany,BETH ED3,U.S. Senate,,Wendy Long,REP,115,,,,,,,,,,
