assembly_district,precinct,county,party,office,district,candidate,votes
79,52,Bronx,Democratic,President,,Emergency,0
79,52,Bronx,Democratic,President,,Absentee/Military,0
79,52,Bronx,Democratic,President,,Federal,0
79,52,Bronx,Democratic,President,,Affidavit,19
79,52,Bronx,Democratic,President,,Bernie Sanders,71
79,52,Bronx,Democratic,President,,Hillary Clinton,137
79,53,Bronx,Democratic,President,,Emergency,0
79,53,Bronx,Democratic,President,,Absentee/Military,0
79,53,Bronx,Democratic,President,,Federal,0
79,53,Bronx,Democratic,President,,Affidavit,9
79,53,Bronx,Democratic,President,,Bernie Sanders,57
79,53,Bronx,Democratic,President,,Hillary Clinton,131
79,54,Bronx,Democratic,President,,Emergency,0
79,54,Bronx,Democratic,President,,Absentee/Military,0
79,54,Bronx,Democratic,President,,Federal,0
79,54,Bronx,Democratic,President,,Affidavit,8
79,54,Bronx,Democratic,President,,Bernie Sanders,35
79,54,Bronx,Democratic,President,,Hillary Clinton,89
79,55,Bronx,Democratic,President,,Emergency,0
79,55,Bronx,Democratic,President,,Absentee/Military,0
79,55,Bronx,Democratic,President,,Federal,0
79,55,Bronx,Democratic,President,,Affidavit,4
79,55,Bronx,Democratic,President,,Bernie Sanders,16
79,55,Bronx,Democratic,President,,Hillary Clinton,35
79,56,Bronx,Democratic,President,,Emergency,0
79,56,Bronx,Democratic,President,,Absentee/Military,4
79,56,Bronx,Democratic,President,,Federal,0
79,56,Bronx,Democratic,President,,Affidavit,5
79,56,Bronx,Democratic,President,,Bernie Sanders,55
79,56,Bronx,Democratic,President,,Hillary Clinton,133
79,57,Bronx,Democratic,President,,Emergency,0
79,57,Bronx,Democratic,President,,Absentee/Military,4
79,57,Bronx,Democratic,President,,Federal,0
79,57,Bronx,Democratic,President,,Affidavit,8
79,57,Bronx,Democratic,President,,Bernie Sanders,68
79,57,Bronx,Democratic,President,,Hillary Clinton,138
79,58,Bronx,Democratic,President,,Emergency,0
79,58,Bronx,Democratic,President,,Absentee/Military,1
79,58,Bronx,Democratic,President,,Federal,0
79,58,Bronx,Democratic,President,,Affidavit,4
79,58,Bronx,Democratic,President,,Bernie Sanders,55
79,58,Bronx,Democratic,President,,Hillary Clinton,139
79,59,Bronx,Democratic,President,,Emergency,0
79,59,Bronx,Democratic,President,,Absentee/Military,1
79,59,Bronx,Democratic,President,,Federal,0
79,59,Bronx,Democratic,President,,Affidavit,7
79,59,Bronx,Democratic,President,,Bernie Sanders,56
79,59,Bronx,Democratic,President,,Hillary Clinton,122
79,60,Bronx,Democratic,President,,Emergency,0
79,60,Bronx,Democratic,President,,Absentee/Military,1
79,60,Bronx,Democratic,President,,Federal,0
79,60,Bronx,Democratic,President,,Affidavit,5
79,60,Bronx,Democratic,President,,Bernie Sanders,37
79,60,Bronx,Democratic,President,,Hillary Clinton,75
79,61,Bronx,Democratic,President,,Emergency,0
79,61,Bronx,Democratic,President,,Absentee/Military,3
79,61,Bronx,Democratic,President,,Federal,1
79,61,Bronx,Democratic,President,,Affidavit,13
79,61,Bronx,Democratic,President,,Bernie Sanders,69
79,61,Bronx,Democratic,President,,Hillary Clinton,158
79,62,Bronx,Democratic,President,,Emergency,0
79,62,Bronx,Democratic,President,,Absentee/Military,5
79,62,Bronx,Democratic,President,,Federal,0
79,62,Bronx,Democratic,President,,Affidavit,2
79,62,Bronx,Democratic,President,,Bernie Sanders,84
79,62,Bronx,Democratic,President,,Hillary Clinton,112
79,63,Bronx,Democratic,President,,Emergency,0
79,63,Bronx,Democratic,President,,Absentee/Military,1
79,63,Bronx,Democratic,President,,Federal,0
79,63,Bronx,Democratic,President,,Affidavit,16
79,63,Bronx,Democratic,President,,Bernie Sanders,64
79,63,Bronx,Democratic,President,,Hillary Clinton,144
79,64,Bronx,Democratic,President,,Emergency,0
79,64,Bronx,Democratic,President,,Absentee/Military,1
79,64,Bronx,Democratic,President,,Federal,0
79,64,Bronx,Democratic,President,,Affidavit,2
79,64,Bronx,Democratic,President,,Bernie Sanders,11
79,64,Bronx,Democratic,President,,Hillary Clinton,72
79,65,Bronx,Democratic,President,,Emergency,0
79,65,Bronx,Democratic,President,,Absentee/Military,1
79,65,Bronx,Democratic,President,,Federal,0
79,65,Bronx,Democratic,President,,Affidavit,11
79,65,Bronx,Democratic,President,,Bernie Sanders,63
79,65,Bronx,Democratic,President,,Hillary Clinton,162
79,66,Bronx,Democratic,President,,Emergency,0
79,66,Bronx,Democratic,President,,Absentee/Military,1
79,66,Bronx,Democratic,President,,Federal,0
79,66,Bronx,Democratic,President,,Affidavit,4
79,66,Bronx,Democratic,President,,Bernie Sanders,47
79,66,Bronx,Democratic,President,,Hillary Clinton,141
79,67,Bronx,Democratic,President,,Emergency,0
79,67,Bronx,Democratic,President,,Absentee/Military,1
79,67,Bronx,Democratic,President,,Federal,0
79,67,Bronx,Democratic,President,,Affidavit,9
79,67,Bronx,Democratic,President,,Bernie Sanders,36
79,67,Bronx,Democratic,President,,Hillary Clinton,76
79,68,Bronx,Democratic,President,,Emergency,0
79,68,Bronx,Democratic,President,,Absentee/Military,6
79,68,Bronx,Democratic,President,,Federal,2
79,68,Bronx,Democratic,President,,Affidavit,5
79,68,Bronx,Democratic,President,,Bernie Sanders,98
79,68,Bronx,Democratic,President,,Hillary Clinton,279
79,69,Bronx,Democratic,President,,Emergency,0
79,69,Bronx,Democratic,President,,Absentee/Military,4
79,69,Bronx,Democratic,President,,Federal,2
79,69,Bronx,Democratic,President,,Affidavit,13
79,69,Bronx,Democratic,President,,Bernie Sanders,165
79,69,Bronx,Democratic,President,,Hillary Clinton,416
79,70,Bronx,Democratic,President,,Emergency,0
79,70,Bronx,Democratic,President,,Absentee/Military,1
79,70,Bronx,Democratic,President,,Federal,0
79,70,Bronx,Democratic,President,,Affidavit,6
79,70,Bronx,Democratic,President,,Bernie Sanders,38
79,70,Bronx,Democratic,President,,Hillary Clinton,143
79,71,Bronx,Democratic,President,,Emergency,0
79,71,Bronx,Democratic,President,,Absentee/Military,4
79,71,Bronx,Democratic,President,,Federal,0
79,71,Bronx,Democratic,President,,Affidavit,4
79,71,Bronx,Democratic,President,,Bernie Sanders,55
79,71,Bronx,Democratic,President,,Hillary Clinton,236
79,72,Bronx,Democratic,President,,Emergency,0
79,72,Bronx,Democratic,President,,Absentee/Military,3
79,72,Bronx,Democratic,President,,Federal,0
79,72,Bronx,Democratic,President,,Affidavit,17
79,72,Bronx,Democratic,President,,Bernie Sanders,60
79,72,Bronx,Democratic,President,,Hillary Clinton,144
79,73,Bronx,Democratic,President,,Emergency,0
79,73,Bronx,Democratic,President,,Absentee/Military,0
79,73,Bronx,Democratic,President,,Federal,1
79,73,Bronx,Democratic,President,,Affidavit,11
79,73,Bronx,Democratic,President,,Bernie Sanders,46
79,73,Bronx,Democratic,President,,Hillary Clinton,100
79,74,Bronx,Democratic,President,,Emergency,0
79,74,Bronx,Democratic,President,,Absentee/Military,0
79,74,Bronx,Democratic,President,,Federal,0
79,74,Bronx,Democratic,President,,Affidavit,2
79,74,Bronx,Democratic,President,,Bernie Sanders,19
79,74,Bronx,Democratic,President,,Hillary Clinton,15
79,75,Bronx,Democratic,President,,Emergency,0
79,75,Bronx,Democratic,President,,Absentee/Military,2
79,75,Bronx,Democratic,President,,Federal,0
79,75,Bronx,Democratic,President,,Affidavit,13
79,75,Bronx,Democratic,President,,Bernie Sanders,50
79,75,Bronx,Democratic,President,,Hillary Clinton,129
79,76,Bronx,Democratic,President,,Emergency,0
79,76,Bronx,Democratic,President,,Absentee/Military,3
79,76,Bronx,Democratic,President,,Federal,0
79,76,Bronx,Democratic,President,,Affidavit,13
79,76,Bronx,Democratic,President,,Bernie Sanders,56
79,76,Bronx,Democratic,President,,Hillary Clinton,115
79,77,Bronx,Democratic,President,,Emergency,0
79,77,Bronx,Democratic,President,,Absentee/Military,0
79,77,Bronx,Democratic,President,,Federal,0
79,77,Bronx,Democratic,President,,Affidavit,1
79,77,Bronx,Democratic,President,,Bernie Sanders,18
79,77,Bronx,Democratic,President,,Hillary Clinton,44
79,78,Bronx,Democratic,President,,Emergency,0
79,78,Bronx,Democratic,President,,Absentee/Military,2
79,78,Bronx,Democratic,President,,Federal,0
79,78,Bronx,Democratic,President,,Affidavit,6
79,78,Bronx,Democratic,President,,Bernie Sanders,29
79,78,Bronx,Democratic,President,,Hillary Clinton,35
79,79,Bronx,Democratic,President,,Emergency,0
79,79,Bronx,Democratic,President,,Absentee/Military,1
79,79,Bronx,Democratic,President,,Federal,0
79,79,Bronx,Democratic,President,,Affidavit,5
79,79,Bronx,Democratic,President,,Bernie Sanders,41
79,79,Bronx,Democratic,President,,Hillary Clinton,79
79,80,Bronx,Democratic,President,,Emergency,0
79,80,Bronx,Democratic,President,,Absentee/Military,0
79,80,Bronx,Democratic,President,,Federal,0
79,80,Bronx,Democratic,President,,Affidavit,0
79,80,Bronx,Democratic,President,,Bernie Sanders,0
79,80,Bronx,Democratic,President,,Hillary Clinton,0
79,81,Bronx,Democratic,President,,Emergency,0
79,81,Bronx,Democratic,President,,Absentee/Military,0
79,81,Bronx,Democratic,President,,Federal,0
79,81,Bronx,Democratic,President,,Affidavit,0
79,82,Bronx,Democratic,President,,Emergency,0
79,82,Bronx,Democratic,President,,Absentee/Military,4
79,82,Bronx,Democratic,President,,Federal,0
79,82,Bronx,Democratic,President,,Affidavit,18
79,82,Bronx,Democratic,President,,Bernie Sanders,79
79,82,Bronx,Democratic,President,,Hillary Clinton,240
79,83,Bronx,Democratic,President,,Emergency,0
79,83,Bronx,Democratic,President,,Absentee/Military,3
79,83,Bronx,Democratic,President,,Federal,0
79,83,Bronx,Democratic,President,,Affidavit,6
79,83,Bronx,Democratic,President,,Bernie Sanders,45
79,83,Bronx,Democratic,President,,Hillary Clinton,110
79,84,Bronx,Democratic,President,,Emergency,0
79,84,Bronx,Democratic,President,,Absentee/Military,1
79,84,Bronx,Democratic,President,,Federal,0
79,84,Bronx,Democratic,President,,Affidavit,5
79,84,Bronx,Democratic,President,,Bernie Sanders,70
79,84,Bronx,Democratic,President,,Hillary Clinton,167
79,85,Bronx,Democratic,President,,Emergency,0
79,85,Bronx,Democratic,President,,Absentee/Military,1
79,85,Bronx,Democratic,President,,Federal,0
79,85,Bronx,Democratic,President,,Affidavit,2
79,85,Bronx,Democratic,President,,Bernie Sanders,36
79,85,Bronx,Democratic,President,,Hillary Clinton,89
79,86,Bronx,Democratic,President,,Emergency,0
79,86,Bronx,Democratic,President,,Absentee/Military,2
79,86,Bronx,Democratic,President,,Federal,0
79,86,Bronx,Democratic,President,,Affidavit,19
79,86,Bronx,Democratic,President,,Bernie Sanders,63
79,86,Bronx,Democratic,President,,Hillary Clinton,177
80,1,Bronx,Democratic,President,,Emergency,0
80,1,Bronx,Democratic,President,,Absentee/Military,1
80,1,Bronx,Democratic,President,,Federal,1
80,1,Bronx,Democratic,President,,Affidavit,1
80,1,Bronx,Democratic,President,,Bernie Sanders,29
80,1,Bronx,Democratic,President,,Hillary Clinton,52
80,2,Bronx,Democratic,President,,Emergency,0
80,2,Bronx,Democratic,President,,Absentee/Military,5
80,2,Bronx,Democratic,President,,Federal,1
80,2,Bronx,Democratic,President,,Affidavit,20
80,2,Bronx,Democratic,President,,Bernie Sanders,82
80,2,Bronx,Democratic,President,,Hillary Clinton,46
80,3,Bronx,Democratic,President,,Emergency,0
80,3,Bronx,Democratic,President,,Absentee/Military,2
80,3,Bronx,Democratic,President,,Federal,1
80,3,Bronx,Democratic,President,,Affidavit,3
80,3,Bronx,Democratic,President,,Bernie Sanders,43
80,3,Bronx,Democratic,President,,Hillary Clinton,31
80,4,Bronx,Democratic,President,,Emergency,0
80,4,Bronx,Democratic,President,,Absentee/Military,2
80,4,Bronx,Democratic,President,,Federal,0
80,4,Bronx,Democratic,President,,Affidavit,2
80,4,Bronx,Democratic,President,,Bernie Sanders,34
80,4,Bronx,Democratic,President,,Hillary Clinton,38
80,5,Bronx,Democratic,President,,Emergency,0
80,5,Bronx,Democratic,President,,Absentee/Military,1
80,5,Bronx,Democratic,President,,Federal,0
80,5,Bronx,Democratic,President,,Affidavit,2
80,5,Bronx,Democratic,President,,Bernie Sanders,18
80,5,Bronx,Democratic,President,,Hillary Clinton,22
80,6,Bronx,Democratic,President,,Emergency,0
80,6,Bronx,Democratic,President,,Absentee/Military,2
80,6,Bronx,Democratic,President,,Federal,0
80,6,Bronx,Democratic,President,,Affidavit,1
80,6,Bronx,Democratic,President,,Bernie Sanders,52
80,6,Bronx,Democratic,President,,Hillary Clinton,30
80,7,Bronx,Democratic,President,,Emergency,0
80,7,Bronx,Democratic,President,,Absentee/Military,2
80,7,Bronx,Democratic,President,,Federal,0
80,7,Bronx,Democratic,President,,Affidavit,3
80,7,Bronx,Democratic,President,,Bernie Sanders,48
80,7,Bronx,Democratic,President,,Hillary Clinton,46
80,8,Bronx,Democratic,President,,Emergency,0
80,8,Bronx,Democratic,President,,Absentee/Military,0
80,8,Bronx,Democratic,President,,Federal,0
80,8,Bronx,Democratic,President,,Affidavit,3
80,8,Bronx,Democratic,President,,Bernie Sanders,41
80,8,Bronx,Democratic,President,,Hillary Clinton,51
80,9,Bronx,Democratic,President,,Emergency,0
80,9,Bronx,Democratic,President,,Absentee/Military,0
80,9,Bronx,Democratic,President,,Federal,1
80,9,Bronx,Democratic,President,,Affidavit,12
80,9,Bronx,Democratic,President,,Bernie Sanders,40
80,9,Bronx,Democratic,President,,Hillary Clinton,41
80,10,Bronx,Democratic,President,,Emergency,0
80,10,Bronx,Democratic,President,,Absentee/Military,3
80,10,Bronx,Democratic,President,,Federal,0
80,10,Bronx,Democratic,President,,Affidavit,7
80,10,Bronx,Democratic,President,,Bernie Sanders,48
80,10,Bronx,Democratic,President,,Hillary Clinton,71
80,11,Bronx,Democratic,President,,Emergency,0
80,11,Bronx,Democratic,President,,Absentee/Military,1
80,11,Bronx,Democratic,President,,Federal,0
80,11,Bronx,Democratic,President,,Affidavit,0
80,11,Bronx,Democratic,President,,Bernie Sanders,15
80,11,Bronx,Democratic,President,,Hillary Clinton,23
80,12,Bronx,Democratic,President,,Emergency,0
80,12,Bronx,Democratic,President,,Absentee/Military,1
80,12,Bronx,Democratic,President,,Federal,0
80,12,Bronx,Democratic,President,,Affidavit,4
80,12,Bronx,Democratic,President,,Bernie Sanders,23
80,12,Bronx,Democratic,President,,Hillary Clinton,40
80,13,Bronx,Democratic,President,,Emergency,0
80,13,Bronx,Democratic,President,,Absentee/Military,2
80,13,Bronx,Democratic,President,,Federal,0
80,13,Bronx,Democratic,President,,Affidavit,3
80,13,Bronx,Democratic,President,,Bernie Sanders,35
80,13,Bronx,Democratic,President,,Hillary Clinton,72
80,14,Bronx,Democratic,President,,Emergency,0
80,14,Bronx,Democratic,President,,Absentee/Military,2
80,14,Bronx,Democratic,President,,Federal,0
80,14,Bronx,Democratic,President,,Affidavit,13
80,14,Bronx,Democratic,President,,Bernie Sanders,30
80,14,Bronx,Democratic,President,,Hillary Clinton,86
80,15,Bronx,Democratic,President,,Emergency,0
80,15,Bronx,Democratic,President,,Absentee/Military,2
80,15,Bronx,Democratic,President,,Federal,0
80,15,Bronx,Democratic,President,,Affidavit,5
80,15,Bronx,Democratic,President,,Bernie Sanders,25
80,15,Bronx,Democratic,President,,Hillary Clinton,49
80,16,Bronx,Democratic,President,,Emergency,0
80,16,Bronx,Democratic,President,,Absentee/Military,3
80,16,Bronx,Democratic,President,,Federal,1
80,16,Bronx,Democratic,President,,Affidavit,16
80,16,Bronx,Democratic,President,,Bernie Sanders,106
80,16,Bronx,Democratic,President,,Hillary Clinton,187
80,17,Bronx,Democratic,President,,Emergency,0
80,17,Bronx,Democratic,President,,Absentee/Military,2
80,17,Bronx,Democratic,President,,Federal,0
80,17,Bronx,Democratic,President,,Affidavit,14
80,17,Bronx,Democratic,President,,Bernie Sanders,77
80,17,Bronx,Democratic,President,,Hillary Clinton,120
80,18,Bronx,Democratic,President,,Emergency,0
80,18,Bronx,Democratic,President,,Absentee/Military,0
80,18,Bronx,Democratic,President,,Federal,0
80,18,Bronx,Democratic,President,,Affidavit,1
80,18,Bronx,Democratic,President,,Bernie Sanders,33
80,18,Bronx,Democratic,President,,Hillary Clinton,38
80,19,Bronx,Democratic,President,,Emergency,0
80,19,Bronx,Democratic,President,,Absentee/Military,0
80,19,Bronx,Democratic,President,,Federal,0
80,19,Bronx,Democratic,President,,Affidavit,0
80,19,Bronx,Democratic,President,,Bernie Sanders,26
80,19,Bronx,Democratic,President,,Hillary Clinton,26
80,20,Bronx,Democratic,President,,Emergency,0
80,20,Bronx,Democratic,President,,Absentee/Military,3
80,20,Bronx,Democratic,President,,Federal,0
80,20,Bronx,Democratic,President,,Affidavit,8
80,20,Bronx,Democratic,President,,Bernie Sanders,65
80,20,Bronx,Democratic,President,,Hillary Clinton,77
80,21,Bronx,Democratic,President,,Emergency,0
80,21,Bronx,Democratic,President,,Absentee/Military,4
80,21,Bronx,Democratic,President,,Federal,0
80,21,Bronx,Democratic,President,,Affidavit,7
80,21,Bronx,Democratic,President,,Bernie Sanders,74
80,21,Bronx,Democratic,President,,Hillary Clinton,142
80,22,Bronx,Democratic,President,,Emergency,0
80,22,Bronx,Democratic,President,,Absentee/Military,2
80,22,Bronx,Democratic,President,,Federal,0
80,22,Bronx,Democratic,President,,Affidavit,7
80,22,Bronx,Democratic,President,,Bernie Sanders,48
80,22,Bronx,Democratic,President,,Hillary Clinton,93
80,23,Bronx,Democratic,President,,Emergency,0
80,23,Bronx,Democratic,President,,Absentee/Military,7
80,23,Bronx,Democratic,President,,Federal,1
80,23,Bronx,Democratic,President,,Affidavit,17
80,23,Bronx,Democratic,President,,Bernie Sanders,103
80,23,Bronx,Democratic,President,,Hillary Clinton,136
80,24,Bronx,Democratic,President,,Emergency,0
80,24,Bronx,Democratic,President,,Absentee/Military,1
80,24,Bronx,Democratic,President,,Federal,2
80,24,Bronx,Democratic,President,,Affidavit,22
80,24,Bronx,Democratic,President,,Bernie Sanders,110
80,24,Bronx,Democratic,President,,Hillary Clinton,206
80,25,Bronx,Democratic,President,,Emergency,0
80,25,Bronx,Democratic,President,,Absentee/Military,3
80,25,Bronx,Democratic,President,,Federal,0
80,25,Bronx,Democratic,President,,Affidavit,17
80,25,Bronx,Democratic,President,,Bernie Sanders,68
80,25,Bronx,Democratic,President,,Hillary Clinton,109
80,26,Bronx,Democratic,President,,Emergency,0
80,26,Bronx,Democratic,President,,Absentee/Military,2
80,26,Bronx,Democratic,President,,Federal,0
80,26,Bronx,Democratic,President,,Affidavit,9
80,26,Bronx,Democratic,President,,Bernie Sanders,75
80,26,Bronx,Democratic,President,,Hillary Clinton,89
80,27,Bronx,Democratic,President,,Emergency,0
80,27,Bronx,Democratic,President,,Absentee/Military,26
80,27,Bronx,Democratic,President,,Federal,0
80,27,Bronx,Democratic,President,,Affidavit,5
80,27,Bronx,Democratic,President,,Bernie Sanders,44
80,27,Bronx,Democratic,President,,Hillary Clinton,59
80,28,Bronx,Democratic,President,,Emergency,0
80,28,Bronx,Democratic,President,,Absentee/Military,0
80,28,Bronx,Democratic,President,,Federal,0
80,28,Bronx,Democratic,President,,Affidavit,4
80,28,Bronx,Democratic,President,,Bernie Sanders,57
80,28,Bronx,Democratic,President,,Hillary Clinton,62
80,29,Bronx,Democratic,President,,Emergency,0
80,29,Bronx,Democratic,President,,Absentee/Military,0
80,29,Bronx,Democratic,President,,Federal,0
80,29,Bronx,Democratic,President,,Affidavit,2
80,29,Bronx,Democratic,President,,Bernie Sanders,25
80,29,Bronx,Democratic,President,,Hillary Clinton,14
80,30,Bronx,Democratic,President,,Emergency,0
80,30,Bronx,Democratic,President,,Absentee/Military,3
80,30,Bronx,Democratic,President,,Federal,3
80,30,Bronx,Democratic,President,,Affidavit,2
80,30,Bronx,Democratic,President,,Bernie Sanders,62
80,30,Bronx,Democratic,President,,Hillary Clinton,71
80,31,Bronx,Democratic,President,,Emergency,0
80,31,Bronx,Democratic,President,,Absentee/Military,6
80,31,Bronx,Democratic,President,,Federal,0
80,31,Bronx,Democratic,President,,Affidavit,7
80,31,Bronx,Democratic,President,,Bernie Sanders,72
80,31,Bronx,Democratic,President,,Hillary Clinton,98
80,32,Bronx,Democratic,President,,Emergency,0
80,32,Bronx,Democratic,President,,Absentee/Military,4
80,32,Bronx,Democratic,President,,Federal,0
80,32,Bronx,Democratic,President,,Affidavit,2
80,32,Bronx,Democratic,President,,Bernie Sanders,37
80,32,Bronx,Democratic,President,,Hillary Clinton,53
80,33,Bronx,Democratic,President,,Emergency,0
80,33,Bronx,Democratic,President,,Absentee/Military,13
80,33,Bronx,Democratic,President,,Federal,0
80,33,Bronx,Democratic,President,,Affidavit,3
80,33,Bronx,Democratic,President,,Bernie Sanders,31
80,33,Bronx,Democratic,President,,Hillary Clinton,39
80,34,Bronx,Democratic,President,,Emergency,0
80,34,Bronx,Democratic,President,,Absentee/Military,0
80,34,Bronx,Democratic,President,,Federal,1
80,34,Bronx,Democratic,President,,Affidavit,5
80,34,Bronx,Democratic,President,,Bernie Sanders,46
80,34,Bronx,Democratic,President,,Hillary Clinton,60
80,35,Bronx,Democratic,President,,Emergency,0
80,35,Bronx,Democratic,President,,Absentee/Military,24
80,35,Bronx,Democratic,President,,Federal,2
80,35,Bronx,Democratic,President,,Affidavit,3
80,35,Bronx,Democratic,President,,Bernie Sanders,42
80,35,Bronx,Democratic,President,,Hillary Clinton,63
80,36,Bronx,Democratic,President,,Emergency,0
80,36,Bronx,Democratic,President,,Absentee/Military,2
80,36,Bronx,Democratic,President,,Federal,4
80,36,Bronx,Democratic,President,,Affidavit,5
80,36,Bronx,Democratic,President,,Bernie Sanders,63
80,36,Bronx,Democratic,President,,Hillary Clinton,97
80,37,Bronx,Democratic,President,,Emergency,0
80,37,Bronx,Democratic,President,,Absentee/Military,1
80,37,Bronx,Democratic,President,,Federal,1
80,37,Bronx,Democratic,President,,Affidavit,0
80,37,Bronx,Democratic,President,,Bernie Sanders,27
80,37,Bronx,Democratic,President,,Hillary Clinton,44
80,38,Bronx,Democratic,President,,Emergency,0
80,38,Bronx,Democratic,President,,Absentee/Military,1
80,38,Bronx,Democratic,President,,Federal,2
80,38,Bronx,Democratic,President,,Affidavit,8
80,38,Bronx,Democratic,President,,Bernie Sanders,34
80,38,Bronx,Democratic,President,,Hillary Clinton,78
80,39,Bronx,Democratic,President,,Emergency,0
80,39,Bronx,Democratic,President,,Absentee/Military,4
80,39,Bronx,Democratic,President,,Federal,0
80,39,Bronx,Democratic,President,,Affidavit,8
80,39,Bronx,Democratic,President,,Bernie Sanders,37
80,39,Bronx,Democratic,President,,Hillary Clinton,70
80,40,Bronx,Democratic,President,,Emergency,0
80,40,Bronx,Democratic,President,,Absentee/Military,2
80,40,Bronx,Democratic,President,,Federal,0
80,40,Bronx,Democratic,President,,Affidavit,4
80,40,Bronx,Democratic,President,,Bernie Sanders,29
80,40,Bronx,Democratic,President,,Hillary Clinton,89
80,41,Bronx,Democratic,President,,Emergency,0
80,41,Bronx,Democratic,President,,Absentee/Military,0
80,41,Bronx,Democratic,President,,Federal,1
80,41,Bronx,Democratic,President,,Affidavit,14
80,41,Bronx,Democratic,President,,Bernie Sanders,77
80,41,Bronx,Democratic,President,,Hillary Clinton,196
80,42,Bronx,Democratic,President,,Emergency,0
80,42,Bronx,Democratic,President,,Absentee/Military,0
80,42,Bronx,Democratic,President,,Federal,0
80,42,Bronx,Democratic,President,,Affidavit,6
80,42,Bronx,Democratic,President,,Bernie Sanders,44
80,42,Bronx,Democratic,President,,Hillary Clinton,112
80,43,Bronx,Democratic,President,,Emergency,0
80,43,Bronx,Democratic,President,,Absentee/Military,0
80,43,Bronx,Democratic,President,,Federal,1
80,43,Bronx,Democratic,President,,Affidavit,2
80,43,Bronx,Democratic,President,,Bernie Sanders,51
80,43,Bronx,Democratic,President,,Hillary Clinton,83
80,44,Bronx,Democratic,President,,Emergency,0
80,44,Bronx,Democratic,President,,Absentee/Military,2
80,44,Bronx,Democratic,President,,Federal,0
80,44,Bronx,Democratic,President,,Affidavit,1
80,44,Bronx,Democratic,President,,Bernie Sanders,31
80,44,Bronx,Democratic,President,,Hillary Clinton,68
80,45,Bronx,Democratic,President,,Emergency,0
80,45,Bronx,Democratic,President,,Absentee/Military,6
80,45,Bronx,Democratic,President,,Federal,0
80,45,Bronx,Democratic,President,,Affidavit,7
80,45,Bronx,Democratic,President,,Bernie Sanders,74
80,45,Bronx,Democratic,President,,Hillary Clinton,160
80,46,Bronx,Democratic,President,,Emergency,0
80,46,Bronx,Democratic,President,,Absentee/Military,2
80,46,Bronx,Democratic,President,,Federal,0
80,46,Bronx,Democratic,President,,Affidavit,3
80,46,Bronx,Democratic,President,,Bernie Sanders,41
80,46,Bronx,Democratic,President,,Hillary Clinton,52
80,47,Bronx,Democratic,President,,Emergency,0
80,47,Bronx,Democratic,President,,Absentee/Military,6
80,47,Bronx,Democratic,President,,Federal,2
80,47,Bronx,Democratic,President,,Affidavit,8
80,47,Bronx,Democratic,President,,Bernie Sanders,58
80,47,Bronx,Democratic,President,,Hillary Clinton,94
80,48,Bronx,Democratic,President,,Emergency,0
80,48,Bronx,Democratic,President,,Absentee/Military,6
80,48,Bronx,Democratic,President,,Federal,0
80,48,Bronx,Democratic,President,,Affidavit,7
80,48,Bronx,Democratic,President,,Bernie Sanders,26
80,48,Bronx,Democratic,President,,Hillary Clinton,89
80,49,Bronx,Democratic,President,,Emergency,0
80,49,Bronx,Democratic,President,,Absentee/Military,2
80,49,Bronx,Democratic,President,,Federal,0
80,49,Bronx,Democratic,President,,Affidavit,2
80,49,Bronx,Democratic,President,,Bernie Sanders,2
80,49,Bronx,Democratic,President,,Hillary Clinton,23
80,50,Bronx,Democratic,President,,Emergency,0
80,50,Bronx,Democratic,President,,Absentee/Military,1
80,50,Bronx,Democratic,President,,Federal,0
80,50,Bronx,Democratic,President,,Affidavit,10
80,50,Bronx,Democratic,President,,Bernie Sanders,73
80,50,Bronx,Democratic,President,,Hillary Clinton,167
80,51,Bronx,Democratic,President,,Emergency,0
80,51,Bronx,Democratic,President,,Absentee/Military,1
80,51,Bronx,Democratic,President,,Federal,0
80,51,Bronx,Democratic,President,,Affidavit,4
80,51,Bronx,Democratic,President,,Bernie Sanders,23
80,51,Bronx,Democratic,President,,Hillary Clinton,49
80,52,Bronx,Democratic,President,,Emergency,0
80,52,Bronx,Democratic,President,,Absentee/Military,0
80,52,Bronx,Democratic,President,,Federal,0
80,52,Bronx,Democratic,President,,Affidavit,5
80,52,Bronx,Democratic,President,,Bernie Sanders,54
80,52,Bronx,Democratic,President,,Hillary Clinton,97
80,53,Bronx,Democratic,President,,Emergency,0
80,53,Bronx,Democratic,President,,Absentee/Military,2
80,53,Bronx,Democratic,President,,Federal,0
80,53,Bronx,Democratic,President,,Affidavit,6
80,53,Bronx,Democratic,President,,Bernie Sanders,28
80,53,Bronx,Democratic,President,,Hillary Clinton,38
80,54,Bronx,Democratic,President,,Emergency,0
80,54,Bronx,Democratic,President,,Absentee/Military,0
80,54,Bronx,Democratic,President,,Federal,0
80,54,Bronx,Democratic,President,,Affidavit,1
80,54,Bronx,Democratic,President,,Bernie Sanders,20
80,54,Bronx,Democratic,President,,Hillary Clinton,19
80,55,Bronx,Democratic,President,,Emergency,0
80,55,Bronx,Democratic,President,,Absentee/Military,3
80,55,Bronx,Democratic,President,,Federal,3
80,55,Bronx,Democratic,President,,Affidavit,9
80,55,Bronx,Democratic,President,,Bernie Sanders,67
80,55,Bronx,Democratic,President,,Hillary Clinton,169
80,56,Bronx,Democratic,President,,Emergency,0
80,56,Bronx,Democratic,President,,Absentee/Military,1
80,56,Bronx,Democratic,President,,Federal,0
