county,precinct,office,district,party,candidate,polling_place,absentee_affidavit,votes
Herkimer,Town of Fairfield 1 LD 16,U.S. Senate,,WOR,Charles E. Schumer,34,2,36
Herkimer,Town of Frankfort 1 LD 8,U.S. Senate,,WOR,Charles E. Schumer,17,2,19
Herkimer,Town of Frankfort 2 LD 9,U.S. Senate,,WOR,Charles E. Schumer,18,0,18
Herkimer,Town of Frankfort 3 LD 9,U.S. Senate,,WOR,Charles E. Schumer,20,1,21
Herkimer,Town of Frankfort 4 LD 8,U.S. Senate,,WOR,Charles E. Schumer,14,0,14
Herkimer,Town of Frankfort 5 LD 8,U.S. Senate,,WOR,Charles E. Schumer,26,2,28
Herkimer,Town of Frankfort 6 LD 9,U.S. Senate,,WOR,Charles E. Schumer,29,1,30
Herkimer,Town of German Flatts 1 LD 7,U.S. Senate,,WOR,Charles E. Schumer,38,2,40
Herkimer,Town of German Flatts 2 LD 1,U.S. Senate,,WOR,Charles E. Schumer,13,4,17
Herkimer,Town of German Flatts 3 LD 4,U.S. Senate,,WOR,Charles E. Schumer,45,2,47
Herkimer,Town of German Flatts 4 LD 5,U.S. Senate,,WOR,Charles E. Schumer,1,0,1
Herkimer,Town of German Flatts 5 LD 6,U.S. Senate,,WOR,Charles E. Schumer,4,0,4
Herkimer,Town of German Flatts 6 LD 6,U.S. Senate,,WOR,Charles E. Schumer,9,2,11
Herkimer,Town of German Flatts 7 LD 4,U.S. Senate,,WOR,Charles E. Schumer,7,3,10
Herkimer,Town of German Flatts 8 LD 5,U.S. Senate,,WOR,Charles E. Schumer,22,0,22
Herkimer,Town of German Flatts 9 LD 4,U.S. Senate,,WOR,Charles E. Schumer,13,0,13
Herkimer,Town of German Flatts 10 LD 5,U.S. Senate,,WOR,Charles E. Schumer,11,0,11
Herkimer,Town of German Flatts 11 LD 6,U.S. Senate,,WOR,Charles E. Schumer,20,0,20
Herkimer,Town of German Flatts 12 LD 6,U.S. Senate,,WOR,Charles E. Schumer,17,1,18
Herkimer,Town of German Flatts 13 LD 5,U.S. Senate,,WOR,Charles E. Schumer,21,0,21
Herkimer,Town of German Flatts 14 LD 5,U.S. Senate,,WOR,Charles E. Schumer,24,0,24
Herkimer,Town of Herkimer 1 LD 2,U.S. Senate,,WOR,Charles E. Schumer,33,5,38
Herkimer,Town of Herkimer 2 LD 2,U.S. Senate,,WOR,Charles E. Schumer,10,3,13
Herkimer,Town of Herkimer 3 LD 2,U.S. Senate,,WOR,Charles E. Schumer,10,1,11
Herkimer,Town of Herkimer 4 LD 2,U.S. Senate,,WOR,Charles E. Schumer,15,2,17
Herkimer,Town of Herkimer 5 LD 1,U.S. Senate,,WOR,Charles E. Schumer,17,0,17
Herkimer,Town of Herkimer 6 LD 3,U.S. Senate,,WOR,Charles E. Schumer,31,1,32
Herkimer,Town of Herkimer 7 LD 3,U.S. Senate,,WOR,Charles E. Schumer,20,0,20
Herkimer,Town of Herkimer 8 LD 1,U.S. Senate,,WOR,Charles E. Schumer,9,1,10
Herkimer,Town of Herkimer 9 LD 3,U.S. Senate,,WOR,Charles E. Schumer,8,1,9
Herkimer,Town of Litchfield 1 LD 13,U.S. Senate,,WOR,Charles E. Schumer,32,2,34
Herkimer,Town of Little Falls 1 LD 14,U.S. Senate,,WOR,Charles E. Schumer,39,0,39
Herkimer,Town of Manheim 1 LD 10,U.S. Senate,,WOR,Charles E. Schumer,5,0,5
Herkimer,Town of Manheim 2 LD 10,U.S. Senate,,WOR,Charles E. Schumer,25,1,26
Herkimer,Town of Manheim 3 LD 10,U.S. Senate,,WOR,Charles E. Schumer,11,0,11
Herkimer,Town of Newport 1 LD 17,U.S. Senate,,WOR,Charles E. Schumer,36,1,37
Herkimer,Town of Norway 1 LD 16,U.S. Senate,,WOR,Charles E. Schumer,14,0,14
Herkimer,Town of Ohio 1 LD 15,U.S. Senate,,WOR,Charles E. Schumer,25,0,25
Herkimer,Town of Russia 1 LD 17,U.S. Senate,,WOR,Charles E. Schumer,17,1,18
Herkimer,Town of Russia 2 LD 15,U.S. Senate,,WOR,Charles E. Schumer,12,0,12
Herkimer,Town of Russia 3 LD 17,U.S. Senate,,WOR,Charles E. Schumer,7,0,7
Herkimer,Town of Salisbury 1 LD 16,U.S. Senate,,WOR,Charles E. Schumer,28,2,30
Herkimer,Town of Schuyler 1 LD 11,U.S. Senate,,WOR,Charles E. Schumer,13,0,13
Herkimer,Town of Schuyler 2 LD 11,U.S. Senate,,WOR,Charles E. Schumer,25,0,25
Herkimer,Town of Schuyler 3 LD 11,U.S. Senate,,WOR,Charles E. Schumer,11,0,11
Herkimer,Town of Stark 1 LD 14,U.S. Senate,,WOR,Charles E. Schumer,20,0,20
Herkimer,Town of Warren 1 LD 7,U.S. Senate,,WOR,Charles E. Schumer,30,0,30
Herkimer,Town of Webb 1 LD 15,U.S. Senate,,WOR,Charles E. Schumer,30,1,31
Herkimer,Town of Webb 2 LD 15,U.S. Senate,,WOR,Charles E. Schumer,4,0,4
Herkimer,Town of Winfield 1 LD 13,U.S. Senate,,WOR,Charles E. Schumer,20,2,22
Herkimer,Town of Winfield 2 LD 13,U.S. Senate,,WOR,Charles E. Schumer,15,1,16
Herkimer,City of Little Falls Ward 1 1 LD 12,U.S. Senate,,IND,Charles E. Schumer,11,0,11
Herkimer,City of Little Falls Ward 2 1 LD 12,U.S. Senate,,IND,Charles E. Schumer,19,1,20
Herkimer,City of Little Falls Ward 3 1 LD 12,U.S. Senate,,IND,Charles E. Schumer,3,1,4
Herkimer,City of Little Falls Ward 3 2 LD 10,U.S. Senate,,IND,Charles E. Schumer,6,3,9
Herkimer,City of Little Falls Ward 4 1 LD 12,U.S. Senate,,IND,Charles E. Schumer,12,1,13
Herkimer,Town of Columbia 1 LD 7,U.S. Senate,,IND,Charles E. Schumer,18,3,21
Herkimer,Town of Columbia 2 LD 13,U.S. Senate,,IND,Charles E. Schumer,8,1,9
Herkimer,Town of Danube 1 LD 14,U.S. Senate,,IND,Charles E. Schumer,21,1,22
Herkimer,Town of Fairfield 1 LD 16,U.S. Senate,,IND,Charles E. Schumer,25,3,28
Herkimer,Town of Frankfort 1 LD 8,U.S. Senate,,IND,Charles E. Schumer,14,1,15
Herkimer,Town of Frankfort 2 LD 9,U.S. Senate,,IND,Charles E. Schumer,29,0,29
Herkimer,Town of Frankfort 3 LD 9,U.S. Senate,,IND,Charles E. Schumer,12,1,13
Herkimer,Town of Frankfort 4 LD 8,U.S. Senate,,IND,Charles E. Schumer,11,0,11
Herkimer,Town of Frankfort 5 LD 8,U.S. Senate,,IND,Charles E. Schumer,27,2,29
Herkimer,Town of Frankfort 6 LD 9,U.S. Senate,,IND,Charles E. Schumer,14,0,14
Herkimer,Town of German Flatts 1 LD 7,U.S. Senate,,IND,Charles E. Schumer,18,2,20
Herkimer,Town of German Flatts 2 LD 1,U.S. Senate,,IND,Charles E. Schumer,27,2,29
Herkimer,Town of German Flatts 3 LD 4,U.S. Senate,,IND,Charles E. Schumer,28,1,29
Herkimer,Town of German Flatts 4 LD 5,U.S. Senate,,IND,Charles E. Schumer,9,0,9
Herkimer,Town of German Flatts 5 LD 6,U.S. Senate,,IND,Charles E. Schumer,4,1,5
Herkimer,Town of German Flatts 6 LD 6,U.S. Senate,,IND,Charles E. Schumer,14,0,14
Herkimer,Town of German Flatts 7 LD 4,U.S. Senate,,IND,Charles E. Schumer,7,4,11
Herkimer,Town of German Flatts 8 LD 5,U.S. Senate,,IND,Charles E. Schumer,9,0,9
Herkimer,Town of German Flatts 9 LD 4,U.S. Senate,,IND,Charles E. Schumer,7,1,8
Herkimer,Town of German Flatts 10 LD 5,U.S. Senate,,IND,Charles E. Schumer,6,0,6
Herkimer,Town of German Flatts 11 LD 6,U.S. Senate,,IND,Charles E. Schumer,17,1,18
Herkimer,Town of German Flatts 12 LD 6,U.S. Senate,,IND,Charles E. Schumer,12,0,12
Herkimer,Town of German Flatts 13 LD 5,U.S. Senate,,IND,Charles E. Schumer,18,0,18
Herkimer,Town of German Flatts 14 LD 5,U.S. Senate,,IND,Charles E. Schumer,12,2,14
Herkimer,Town of Herkimer 1 LD 2,U.S. Senate,,IND,Charles E. Schumer,20,0,20
Herkimer,Town of Herkimer 2 LD 2,U.S. Senate,,IND,Charles E. Schumer,12,2,14
Herkimer,Town of Herkimer 3 LD 2,U.S. Senate,,IND,Charles E. Schumer,6,2,8
Herkimer,Town of Herkimer 4 LD 2,U.S. Senate,,IND,Charles E. Schumer,8,1,9
Herkimer,Town of Herkimer 5 LD 1,U.S. Senate,,IND,Charles E. Schumer,13,0,13
Herkimer,Town of Herkimer 6 LD 3,U.S. Senate,,IND,Charles E. Schumer,30,3,33
Herkimer,Town of Herkimer 7 LD 3,U.S. Senate,,IND,Charles E. Schumer,18,0,18
Herkimer,Town of Herkimer 8 LD 1,U.S. Senate,,IND,Charles E. Schumer,8,0,8
Herkimer,Town of Herkimer 9 LD 3,U.S. Senate,,IND,Charles E. Schumer,11,3,14
Herkimer,Town of Litchfield 1 LD 13,U.S. Senate,,IND,Charles E. Schumer,20,0,20
Herkimer,Town of Little Falls 1 LD 14,U.S. Senate,,IND,Charles E. Schumer,24,1,25
Herkimer,Town of Manheim 1 LD 10,U.S. Senate,,IND,Charles E. Schumer,2,0,2
Herkimer,Town of Manheim 2 LD 10,U.S. Senate,,IND,Charles E. Schumer,17,0,17
Herkimer,Town of Manheim 3 LD 10,U.S. Senate,,IND,Charles E. Schumer,8,1,9
Herkimer,Town of Newport 1 LD 17,U.S. Senate,,IND,Charles E. Schumer,39,2,41
Herkimer,Town of Norway 1 LD 16,U.S. Senate,,IND,Charles E. Schumer,8,1,9
Herkimer,Town of Ohio 1 LD 15,U.S. Senate,,IND,Charles E. Schumer,15,0,15
Herkimer,Town of Russia 1 LD 17,U.S. Senate,,IND,Charles E. Schumer,12,1,13
Herkimer,Town of Russia 2 LD 15,U.S. Senate,,IND,Charles E. Schumer,7,0,7
Herkimer,Town of Russia 3 LD 17,U.S. Senate,,IND,Charles E. Schumer,6,0,6
Herkimer,Town of Salisbury 1 LD 16,U.S. Senate,,IND,Charles E. Schumer,21,1,22
Herkimer,Town of Schuyler 1 LD 11,U.S. Senate,,IND,Charles E. Schumer,9,2,11
Herkimer,Town of Schuyler 2 LD 11,U.S. Senate,,IND,Charles E. Schumer,18,0,18
Herkimer,Town of Schuyler 3 LD 11,U.S. Senate,,IND,Charles E. Schumer,17,0,17
Herkimer,Town of Stark 1 LD 14,U.S. Senate,,IND,Charles E. Schumer,12,0,12
Herkimer,Town of Warren 1 LD 7,U.S. Senate,,IND,Charles E. Schumer,15,1,16
Herkimer,Town of Webb 1 LD 15,U.S. Senate,,IND,Charles E. Schumer,16,4,20
Herkimer,Town of Webb 2 LD 15,U.S. Senate,,IND,Charles E. Schumer,2,0,2
Herkimer,Town of Winfield 1 LD 13,U.S. Senate,,IND,Charles E. Schumer,19,1,20
Herkimer,Town of Winfield 2 LD 13,U.S. Senate,,IND,Charles E. Schumer,13,1,14
Herkimer,City of Little Falls Ward 1 1 LD 12,U.S. Senate,,WEP,Charles E. Schumer,8,0,8
Herkimer,City of Little Falls Ward 2 1 LD 12,U.S. Senate,,WEP,Charles E. Schumer,5,0,5
Herkimer,City of Little Falls Ward 3 1 LD 12,U.S. Senate,,WEP,Charles E. Schumer,0,0,0
Herkimer,City of Little Falls Ward 3 2 LD 10,U.S. Senate,,WEP,Charles E. Schumer,5,0,5
Herkimer,City of Little Falls Ward 4 1 LD 12,U.S. Senate,,WEP,Charles E. Schumer,3,0,3
Herkimer,Town of Columbia 1 LD 7,U.S. Senate,,WEP,Charles E. Schumer,4,0,4
Herkimer,Town of Columbia 2 LD 13,U.S. Senate,,WEP,Charles E. Schumer,1,0,1
Herkimer,Town of Danube 1 LD 14,U.S. Senate,,WEP,Charles E. Schumer,2,0,2
Herkimer,Town of Fairfield 1 LD 16,U.S. Senate,,WEP,Charles E. Schumer,2,0,2
Herkimer,Town of Frankfort 1 LD 8,U.S. Senate,,WEP,Charles E. Schumer,3,0,3
Herkimer,Town of Frankfort 2 LD 9,U.S. Senate,,WEP,Charles E. Schumer,3,0,3
Herkimer,Town of Frankfort 3 LD 9,U.S. Senate,,WEP,Charles E. Schumer,3,0,3
Herkimer,Town of Frankfort 4 LD 8,U.S. Senate,,WEP,Charles E. Schumer,4,1,5
Herkimer,Town of Frankfort 5 LD 8,U.S. Senate,,WEP,Charles E. Schumer,6,0,6
Herkimer,Town of Frankfort 6 LD 9,U.S. Senate,,WEP,Charles E. Schumer,6,0,6
Herkimer,Town of German Flatts 1 LD 7,U.S. Senate,,WEP,Charles E. Schumer,7,0,7
Herkimer,Town of German Flatts 2 LD 1,U.S. Senate,,WEP,Charles E. Schumer,5,0,5
Herkimer,Town of German Flatts 3 LD 4,U.S. Senate,,WEP,Charles E. Schumer,2,1,3
Herkimer,Town of German Flatts 4 LD 5,U.S. Senate,,WEP,Charles E. Schumer,1,0,1
Herkimer,Town of German Flatts 5 LD 6,U.S. Senate,,WEP,Charles E. Schumer,0,0,0
Herkimer,Town of German Flatts 6 LD 6,U.S. Senate,,WEP,Charles E. Schumer,2,0,2
Herkimer,Town of German Flatts 7 LD 4,U.S. Senate,,WEP,Charles E. Schumer,1,0,1
Herkimer,Town of German Flatts 8 LD 5,U.S. Senate,,WEP,Charles E. Schumer,4,0,4
Herkimer,Town of German Flatts 9 LD 4,U.S. Senate,,WEP,Charles E. Schumer,5,0,5
Herkimer,Town of German Flatts 10 LD 5,U.S. Senate,,WEP,Charles E. Schumer,1,0,1
Herkimer,Town of German Flatts 11 LD 6,U.S. Senate,,WEP,Charles E. Schumer,4,0,4
Herkimer,Town of German Flatts 12 LD 6,U.S. Senate,,WEP,Charles E. Schumer,4,0,4
Herkimer,Town of German Flatts 13 LD 5,U.S. Senate,,WEP,Charles E. Schumer,3,0,3
Herkimer,Town of German Flatts 14 LD 5,U.S. Senate,,WEP,Charles E. Schumer,2,0,2
Herkimer,Town of Herkimer 1 LD 2,U.S. Senate,,WEP,Charles E. Schumer,3,0,3
Herkimer,Town of Herkimer 2 LD 2,U.S. Senate,,WEP,Charles E. Schumer,1,1,2
Herkimer,Town of Herkimer 3 LD 2,U.S. Senate,,WEP,Charles E. Schumer,1,0,1
Herkimer,Town of Herkimer 4 LD 2,U.S. Senate,,WEP,Charles E. Schumer,2,0,2
Herkimer,Town of Herkimer 5 LD 1,U.S. Senate,,WEP,Charles E. Schumer,1,0,1
Herkimer,Town of Herkimer 6 LD 3,U.S. Senate,,WEP,Charles E. Schumer,7,0,7
Herkimer,Town of Herkimer 7 LD 3,U.S. Senate,,WEP,Charles E. Schumer,3,0,3
Herkimer,Town of Herkimer 8 LD 1,U.S. Senate,,WEP,Charles E. Schumer,1,1,2
Herkimer,Town of Herkimer 9 LD 3,U.S. Senate,,WEP,Charles E. Schumer,5,0,5
Herkimer,Town of Litchfield 1 LD 13,U.S. Senate,,WEP,Charles E. Schumer,5,0,5
Herkimer,Town of Little Falls 1 LD 14,U.S. Senate,,WEP,Charles E. Schumer,3,1,4
Herkimer,Town of Manheim 1 LD 10,U.S. Senate,,WEP,Charles E. Schumer,2,0,2
Herkimer,Town of Manheim 2 LD 10,U.S. Senate,,WEP,Charles E. Schumer,6,1,7
Herkimer,Town of Manheim 3 LD 10,U.S. Senate,,WEP,Charles E. Schumer,1,0,1
Herkimer,Town of Newport 1 LD 17,U.S. Senate,,WEP,Charles E. Schumer,3,0,3
Herkimer,Town of Norway 1 LD 16,U.S. Senate,,WEP,Charles E. Schumer,4,0,4
Herkimer,Town of Ohio 1 LD 15,U.S. Senate,,WEP,Charles E. Schumer,2,0,2
Herkimer,Town of Russia 1 LD 17,U.S. Senate,,WEP,Charles E. Schumer,4,0,4
Herkimer,Town of Russia 2 LD 15,U.S. Senate,,WEP,Charles E. Schumer,1,0,1
Herkimer,Town of Russia 3 LD 17,U.S. Senate,,WEP,Charles E. Schumer,1,0,1
Herkimer,Town of Salisbury 1 LD 16,U.S. Senate,,WEP,Charles E. Schumer,2,0,2
Herkimer,Town of Schuyler 1 LD 11,U.S. Senate,,WEP,Charles E. Schumer,3,0,3
Herkimer,Town of Schuyler 2 LD 11,U.S. Senate,,WEP,Charles E. Schumer,5,0,5
Herkimer,Town of Schuyler 3 LD 11,U.S. Senate,,WEP,Charles E. Schumer,3,1,4
Herkimer,Town of Stark 1 LD 14,U.S. Senate,,WEP,Charles E. Schumer,1,0,1
Herkimer,Town of Warren 1 LD 7,U.S. Senate,,WEP,Charles E. Schumer,2,0,2
Herkimer,Town of Webb 1 LD 15,U.S. Senate,,WEP,Charles E. Schumer,10,0,10
Herkimer,Town of Webb 2 LD 15,U.S. Senate,,WEP,Charles E. Schumer,1,5,6
Herkimer,Town of Winfield 1 LD 13,U.S. Senate,,WEP,Charles E. Schumer,2,0,2
Herkimer,Town of Winfield 2 LD 13,U.S. Senate,,WEP,Charles E. Schumer,0,0,0
Herkimer,City of Little Falls Ward 1 1 LD 12,U.S. Senate,,REP,Wendy Long,121,5,126
Herkimer,City of Little Falls Ward 2 1 LD 12,U.S. Senate,,REP,Wendy Long,141,16,157
Herkimer,City of Little Falls Ward 3 1 LD 12,U.S. Senate,,REP,Wendy Long,26,2,28
Herkimer,City of Little Falls Ward 3 2 LD 10,U.S. Senate,,REP,Wendy Long,60,5,65
Herkimer,City of Little Falls Ward 4 1 LD 12,U.S. Senate,,REP,Wendy Long,78,3,81
Herkimer,Town of Columbia 1 LD 7,U.S. Senate,,REP,Wendy Long,234,13,247
Herkimer,Town of Columbia 2 LD 13,U.S. Senate,,REP,Wendy Long,77,4,81
Herkimer,Town of Danube 1 LD 14,U.S. Senate,,REP,Wendy Long,167,14,181
Herkimer,Town of Fairfield 1 LD 16,U.S. Senate,,REP,Wendy Long,268,29,297
Herkimer,Town of Frankfort 1 LD 8,U.S. Senate,,REP,Wendy Long,110,5,115
Herkimer,Town of Frankfort 2 LD 9,U.S. Senate,,REP,Wendy Long,131,9,140
Herkimer,Town of Frankfort 3 LD 9,U.S. Senate,,REP,Wendy Long,148,14,162
Herkimer,Town of Frankfort 4 LD 8,U.S. Senate,,REP,Wendy Long,170,17,187
Herkimer,Town of Frankfort 5 LD 8,U.S. Senate,,REP,Wendy Long,233,17,250
Herkimer,Town of Frankfort 6 LD 9,U.S. Senate,,REP,Wendy Long,219,17,236
Herkimer,Town of German Flatts 1 LD 7,U.S. Senate,,REP,Wendy Long,211,9,220
Herkimer,Town of German Flatts 2 LD 1,U.S. Senate,,REP,Wendy Long,119,8,127
Herkimer,Town of German Flatts 3 LD 4,U.S. Senate,,REP,Wendy Long,204,12,216
Herkimer,Town of German Flatts 4 LD 5,U.S. Senate,,REP,Wendy Long,55,5,60
Herkimer,Town of German Flatts 5 LD 6,U.S. Senate,,REP,Wendy Long,30,2,32
Herkimer,Town of German Flatts 6 LD 6,U.S. Senate,,REP,Wendy Long,78,3,81
Herkimer,Town of German Flatts 7 LD 4,U.S. Senate,,REP,Wendy Long,73,4,77
Herkimer,Town of German Flatts 8 LD 5,U.S. Senate,,REP,Wendy Long,107,1,108
Herkimer,Town of German Flatts 9 LD 4,U.S. Senate,,REP,Wendy Long,88,2,90
Herkimer,Town of German Flatts 10 LD 5,U.S. Senate,,REP,Wendy Long,48,2,50
Herkimer,Town of German Flatts 11 LD 6,U.S. Senate,,REP,Wendy Long,159,5,164
Herkimer,Town of German Flatts 12 LD 6,U.S. Senate,,REP,Wendy Long,113,2,115
Herkimer,Town of German Flatts 13 LD 5,U.S. Senate,,REP,Wendy Long,163,13,176
Herkimer,Town of German Flatts 14 LD 5,U.S. Senate,,REP,Wendy Long,120,11,131
Herkimer,Town of Herkimer 1 LD 2,U.S. Senate,,REP,Wendy Long,212,23,235
Herkimer,Town of Herkimer 2 LD 2,U.S. Senate,,REP,Wendy Long,59,17,76
Herkimer,Town of Herkimer 3 LD 2,U.S. Senate,,REP,Wendy Long,63,7,70
Herkimer,Town of Herkimer 4 LD 2,U.S. Senate,,REP,Wendy Long,48,5,53
Herkimer,Town of Herkimer 5 LD 1,U.S. Senate,,REP,Wendy Long,127,4,131
Herkimer,Town of Herkimer 6 LD 3,U.S. Senate,,REP,Wendy Long,198,16,214
Herkimer,Town of Herkimer 7 LD 3,U.S. Senate,,REP,Wendy Long,98,4,102
Herkimer,Town of Herkimer 8 LD 1,U.S. Senate,,REP,Wendy Long,66,3,69
Herkimer,Town of Herkimer 9 LD 3,U.S. Senate,,REP,Wendy Long,124,9,133
Herkimer,Town of Litchfield 1 LD 13,U.S. Senate,,REP,Wendy Long,251,17,268
Herkimer,Town of Little Falls 1 LD 14,U.S. Senate,,REP,Wendy Long,234,8,242
Herkimer,Town of Manheim 1 LD 10,U.S. Senate,,REP,Wendy Long,52,7,59
Herkimer,Town of Manheim 2 LD 10,U.S. Senate,,REP,Wendy Long,258,20,278
Herkimer,Town of Manheim 3 LD 10,U.S. Senate,,REP,Wendy Long,86,5,91
Herkimer,Town of Newport 1 LD 17,U.S. Senate,,REP,Wendy Long,351,23,374
Herkimer,Town of Norway 1 LD 16,U.S. Senate,,REP,Wendy Long,137,10,147
Herkimer,Town of Ohio 1 LD 15,U.S. Senate,,REP,Wendy Long,229,12,241
Herkimer,Town of Russia 1 LD 17,U.S. Senate,,REP,Wendy Long,249,23,272
Herkimer,Town of Russia 2 LD 15,U.S. Senate,,REP,Wendy Long,151,11,162
Herkimer,Town of Russia 3 LD 17,U.S. Senate,,REP,Wendy Long,57,2,59
Herkimer,Town of Salisbury 1 LD 16,U.S. Senate,,REP,Wendy Long,297,20,317
Herkimer,Town of Schuyler 1 LD 11,U.S. Senate,,REP,Wendy Long,85,9,94
Herkimer,Town of Schuyler 2 LD 11,U.S. Senate,,REP,Wendy Long,192,13,205
Herkimer,Town of Schuyler 3 LD 11,U.S. Senate,,REP,Wendy Long,154,13,167
Herkimer,Town of Stark 1 LD 14,U.S. Senate,,REP,Wendy Long,102,7,109
Herkimer,Town of Warren 1 LD 7,U.S. Senate,,REP,Wendy Long,146,11,157
Herkimer,Town of Webb 1 LD 15,U.S. Senate,,REP,Wendy Long,287,62,349
Herkimer,Town of Webb 2 LD 15,U.S. Senate,,REP,Wendy Long,75,15,90
Herkimer,Town of Winfield 1 LD 13,U.S. Senate,,REP,Wendy Long,166,5,171
Herkimer,Town of Winfield 2 LD 13,U.S. Senate,,REP,Wendy Long,143,15,158
Herkimer,City of Little Falls Ward 1 1 LD 12,U.S. Senate,,CON,Wendy Long,17,0,17
Herkimer,City of Little Falls Ward 2 1 LD 12,U.S. Senate,,CON,Wendy Long,22,1,23
Herkimer,City of Little Falls Ward 3 1 LD 12,U.S. Senate,,CON,Wendy Long,5,0,5
Herkimer,City of Little Falls Ward 3 2 LD 10,U.S. Senate,,CON,Wendy Long,8,0,8
Herkimer,City of Little Falls Ward 4 1 LD 12,U.S. Senate,,CON,Wendy Long,11,1,12
Herkimer,Town of Columbia 1 LD 7,U.S. Senate,,CON,Wendy Long,29,1,30
Herkimer,Town of Columbia 2 LD 13,U.S. Senate,,CON,Wendy Long,17,1,18
Herkimer,Town of Danube 1 LD 14,U.S. Senate,,CON,Wendy Long,18,3,21
Herkimer,Town of Fairfield 1 LD 16,U.S. Senate,,CON,Wendy Long,27,1,28
Herkimer,Town of Frankfort 1 LD 8,U.S. Senate,,CON,Wendy Long,11,1,12
Herkimer,Town of Frankfort 2 LD 9,U.S. Senate,,CON,Wendy Long,14,3,17
Herkimer,Town of Frankfort 3 LD 9,U.S. Senate,,CON,Wendy Long,23,0,23
Herkimer,Town of Frankfort 4 LD 8,U.S. Senate,,CON,Wendy Long,34,3,37
Herkimer,Town of Frankfort 5 LD 8,U.S. Senate,,CON,Wendy Long,34,2,36
Herkimer,Town of Frankfort 6 LD 9,U.S. Senate,,CON,Wendy Long,22,2,24
Herkimer,Town of German Flatts 1 LD 7,U.S. Senate,,CON,Wendy Long,15,1,16
Herkimer,Town of German Flatts 2 LD 1,U.S. Senate,,CON,Wendy Long,18,2,20
Herkimer,Town of German Flatts 3 LD 4,U.S. Senate,,CON,Wendy Long,36,1,37
Herkimer,Town of German Flatts 4 LD 5,U.S. Senate,,CON,Wendy Long,7,0,7
Herkimer,Town of German Flatts 5 LD 6,U.S. Senate,,CON,Wendy Long,5,0,5
Herkimer,Town of German Flatts 6 LD 6,U.S. Senate,,CON,Wendy Long,23,3,26
Herkimer,Town of German Flatts 7 LD 4,U.S. Senate,,CON,Wendy Long,6,1,7
Herkimer,Town of German Flatts 8 LD 5,U.S. Senate,,CON,Wendy Long,7,2,9
Herkimer,Town of German Flatts 9 LD 4,U.S. Senate,,CON,Wendy Long,5,0,5
Herkimer,Town of German Flatts 10 LD 5,U.S. Senate,,CON,Wendy Long,8,0,8
Herkimer,Town of German Flatts 11 LD 6,U.S. Senate,,CON,Wendy Long,13,0,13
Herkimer,Town of German Flatts 12 LD 6,U.S. Senate,,CON,Wendy Long,13,2,15
Herkimer,Town of German Flatts 13 LD 5,U.S. Senate,,CON,Wendy Long,15,1,16
Herkimer,Town of German Flatts 14 LD 5,U.S. Senate,,CON,Wendy Long,16,1,17
Herkimer,Town of Herkimer 1 LD 2,U.S. Senate,,CON,Wendy Long,23,6,29
Herkimer,Town of Herkimer 2 LD 2,U.S. Senate,,CON,Wendy Long,6,3,9
Herkimer,Town of Herkimer 3 LD 2,U.S. Senate,,CON,Wendy Long,6,3,9
Herkimer,Town of Herkimer 4 LD 2,U.S. Senate,,CON,Wendy Long,10,0,10
Herkimer,Town of Herkimer 5 LD 1,U.S. Senate,,CON,Wendy Long,7,0,7
Herkimer,Town of Herkimer 6 LD 3,U.S. Senate,,CON,Wendy Long,29,2,31
Herkimer,Town of Herkimer 7 LD 3,U.S. Senate,,CON,Wendy Long,15,1,16
Herkimer,Town of Herkimer 8 LD 1,U.S. Senate,,CON,Wendy Long,17,0,17
Herkimer,Town of Herkimer 9 LD 3,U.S. Senate,,CON,Wendy Long,18,2,20
Herkimer,Town of Litchfield 1 LD 13,U.S. Senate,,CON,Wendy Long,37,1,38
Herkimer,Town of Little Falls 1 LD 14,U.S. Senate,,CON,Wendy Long,36,7,43
Herkimer,Town of Manheim 1 LD 10,U.S. Senate,,CON,Wendy Long,3,0,3
Herkimer,Town of Manheim 2 LD 10,U.S. Senate,,CON,Wendy Long,40,7,47
Herkimer,Town of Manheim 3 LD 10,U.S. Senate,,CON,Wendy Long,13,1,14
Herkimer,Town of Newport 1 LD 17,U.S. Senate,,CON,Wendy Long,47,1,48
Herkimer,Town of Norway 1 LD 16,U.S. Senate,,CON,Wendy Long,13,1,14
Herkimer,Town of Ohio 1 LD 15,U.S. Senate,,CON,Wendy Long,21,0,21
Herkimer,Town of Russia 1 LD 17,U.S. Senate,,CON,Wendy Long,34,4,38
Herkimer,Town of Russia 2 LD 15,U.S. Senate,,CON,Wendy Long,17,0,17
Herkimer,Town of Russia 3 LD 17,U.S. Senate,,CON,Wendy Long,8,1,9
Herkimer,Town of Salisbury 1 LD 16,U.S. Senate,,CON,Wendy Long,32,2,34
Herkimer,Town of Schuyler 1 LD 11,U.S. Senate,,CON,Wendy Long,10,1,11
Herkimer,Town of Schuyler 2 LD 11,U.S. Senate,,CON,Wendy Long,34,2,36
Herkimer,Town of Schuyler 3 LD 11,U.S. Senate,,CON,Wendy Long,23,1,24
Herkimer,Town of Stark 1 LD 14,U.S. Senate,,CON,Wendy Long,9,1,10
Herkimer,Town of Warren 1 LD 7,U.S. Senate,,CON,Wendy Long,27,3,30
Herkimer,Town of Webb 1 LD 15,U.S. Senate,,CON,Wendy Long,26,5,31
Herkimer,Town of Webb 2 LD 15,U.S. Senate,,CON,Wendy Long,11,4,15
