county,precinct,office,district,party,candidate,polling_place,absentee_affidavit,votes
Herkimer,Town of German Flatts 12 LD 6,President,,GRE,Jill Stein,5,1,6
Herkimer,Town of German Flatts 13 LD 5,President,,GRE,Jill Stein,9,0,9
Herkimer,Town of German Flatts 14 LD 5,President,,GRE,Jill Stein,5,0,5
Herkimer,Town of Herkimer 1 LD 2,President,,GRE,Jill Stein,7,0,7
Herkimer,Town of Herkimer 2 LD 2,President,,GRE,Jill Stein,5,1,6
Herkimer,Town of Herkimer 3 LD 2,President,,GRE,Jill Stein,5,1,6
Herkimer,Town of Herkimer 4 LD 2,President,,GRE,Jill Stein,6,0,6
Herkimer,Town of Herkimer 5 LD 1,President,,GRE,Jill Stein,3,0,3
Herkimer,Town of Herkimer 6 LD 3,President,,GRE,Jill Stein,7,0,7
Herkimer,Town of Herkimer 7 LD 3,President,,GRE,Jill Stein,4,1,5
Herkimer,Town of Herkimer 8 LD 1,President,,GRE,Jill Stein,5,0,5
Herkimer,Town of Herkimer 9 LD 3,President,,GRE,Jill Stein,6,0,6
Herkimer,Town of Litchfield 1 LD 13,President,,GRE,Jill Stein,4,1,5
Herkimer,Town of Little Falls 1 LD 14,President,,GRE,Jill Stein,9,2,11
Herkimer,Town of Manheim 1 LD 10,President,,GRE,Jill Stein,0,0,0
Herkimer,Town of Manheim 2 LD 10,President,,GRE,Jill Stein,12,2,14
Herkimer,Town of Manheim 3 LD 10,President,,GRE,Jill Stein,3,0,3
Herkimer,Town of Newport 1 LD 17,President,,GRE,Jill Stein,10,0,10
Herkimer,Town of Norway 1 LD 16,President,,GRE,Jill Stein,6,2,8
Herkimer,Town of Ohio 1 LD 15,President,,GRE,Jill Stein,9,0,9
Herkimer,Town of Russia 1 LD 17,President,,GRE,Jill Stein,5,0,5
Herkimer,Town of Russia 2 LD 15,President,,GRE,Jill Stein,3,1,4
Herkimer,Town of Russia 3 LD 17,President,,GRE,Jill Stein,2,0,2
Herkimer,Town of Salisbury 1 LD 16,President,,GRE,Jill Stein,8,1,9
Herkimer,Town of Schuyler 1 LD 11,President,,GRE,Jill Stein,1,1,2
Herkimer,Town of Schuyler 2 LD 11,President,,GRE,Jill Stein,12,0,12
Herkimer,Town of Schuyler 3 LD 11,President,,GRE,Jill Stein,3,1,4
Herkimer,Town of Stark 1 LD 14,President,,GRE,Jill Stein,1,1,2
Herkimer,Town of Warren 1 LD 7,President,,GRE,Jill Stein,5,1,6
Herkimer,Town of Webb 1 LD 15,President,,GRE,Jill Stein,19,2,21
Herkimer,Town of Webb 2 LD 15,President,,GRE,Jill Stein,2,3,5
Herkimer,Town of Winfield 1 LD 13,President,,GRE,Jill Stein,4,2,6
Herkimer,Town of Winfield 2 LD 13,President,,GRE,Jill Stein,5,0,5
Herkimer,City of Little Falls Ward 1 1 LD 12,President,,IND,Gary Johnson,10,1,11
Herkimer,City of Little Falls Ward 2 1 LD 12,President,,IND,Gary Johnson,14,0,14
Herkimer,City of Little Falls Ward 3 1 LD 12,President,,IND,Gary Johnson,4,1,5
Herkimer,City of Little Falls Ward 3 2 LD 10,President,,IND,Gary Johnson,7,0,7
Herkimer,City of Little Falls Ward 4 1 LD 12,President,,IND,Gary Johnson,5,1,6
Herkimer,Town of Columbia 1 LD 7,President,,IND,Gary Johnson,12,0,12
Herkimer,Town of Columbia 2 LD 13,President,,IND,Gary Johnson,7,0,7
Herkimer,Town of Danube 1 LD 14,President,,IND,Gary Johnson,12,1,13
Herkimer,Town of Fairfield 1 LD 16,President,,IND,Gary Johnson,14,1,15
Herkimer,Town of Frankfort 1 LD 8,President,,IND,Gary Johnson,11,1,12
Herkimer,Town of Frankfort 2 LD 9,President,,IND,Gary Johnson,10,0,10
Herkimer,Town of Frankfort 3 LD 9,President,,IND,Gary Johnson,18,1,19
Herkimer,Town of Frankfort 4 LD 8,President,,IND,Gary Johnson,14,1,15
Herkimer,Town of Frankfort 5 LD 8,President,,IND,Gary Johnson,14,0,14
Herkimer,Town of Frankfort 6 LD 9,President,,IND,Gary Johnson,13,1,14
Herkimer,Town of German Flatts 1 LD 7,President,,IND,Gary Johnson,19,1,20
Herkimer,Town of German Flatts 2 LD 1,President,,IND,Gary Johnson,21,0,21
Herkimer,Town of German Flatts 3 LD 4,President,,IND,Gary Johnson,21,1,22
Herkimer,Town of German Flatts 4 LD 5,President,,IND,Gary Johnson,8,0,8
Herkimer,Town of German Flatts 5 LD 6,President,,IND,Gary Johnson,2,0,2
Herkimer,Town of German Flatts 6 LD 6,President,,IND,Gary Johnson,16,0,16
Herkimer,Town of German Flatts 7 LD 4,President,,IND,Gary Johnson,12,3,15
Herkimer,Town of German Flatts 8 LD 5,President,,IND,Gary Johnson,9,0,9
Herkimer,Town of German Flatts 9 LD 4,President,,IND,Gary Johnson,7,1,8
Herkimer,Town of German Flatts 10 LD 5,President,,IND,Gary Johnson,16,0,16
Herkimer,Town of German Flatts 11 LD 6,President,,IND,Gary Johnson,16,1,17
Herkimer,Town of German Flatts 12 LD 6,President,,IND,Gary Johnson,12,0,12
Herkimer,Town of German Flatts 13 LD 5,President,,IND,Gary Johnson,12,1,13
Herkimer,Town of German Flatts 14 LD 5,President,,IND,Gary Johnson,7,1,8
Herkimer,Town of Herkimer 1 LD 2,President,,IND,Gary Johnson,23,3,26
Herkimer,Town of Herkimer 2 LD 2,President,,IND,Gary Johnson,11,1,12
Herkimer,Town of Herkimer 3 LD 2,President,,IND,Gary Johnson,3,0,3
Herkimer,Town of Herkimer 4 LD 2,President,,IND,Gary Johnson,3,1,4
Herkimer,Town of Herkimer 5 LD 1,President,,IND,Gary Johnson,8,1,9
Herkimer,Town of Herkimer 6 LD 3,President,,IND,Gary Johnson,23,0,23
Herkimer,Town of Herkimer 7 LD 3,President,,IND,Gary Johnson,14,0,14
Herkimer,Town of Herkimer 8 LD 1,President,,IND,Gary Johnson,6,0,6
Herkimer,Town of Herkimer 9 LD 3,President,,IND,Gary Johnson,7,1,8
Herkimer,Town of Litchfield 1 LD 13,President,,IND,Gary Johnson,24,4,28
Herkimer,Town of Little Falls 1 LD 14,President,,IND,Gary Johnson,25,1,26
Herkimer,Town of Manheim 1 LD 10,President,,IND,Gary Johnson,6,1,7
Herkimer,Town of Manheim 2 LD 10,President,,IND,Gary Johnson,14,0,14
Herkimer,Town of Manheim 3 LD 10,President,,IND,Gary Johnson,9,0,9
Herkimer,Town of Newport 1 LD 17,President,,IND,Gary Johnson,27,1,28
Herkimer,Town of Norway 1 LD 16,President,,IND,Gary Johnson,3,0,3
Herkimer,Town of Ohio 1 LD 15,President,,IND,Gary Johnson,14,0,14
Herkimer,Town of Russia 1 LD 17,President,,IND,Gary Johnson,17,1,18
Herkimer,Town of Russia 2 LD 15,President,,IND,Gary Johnson,9,0,9
Herkimer,Town of Russia 3 LD 17,President,,IND,Gary Johnson,4,0,4
Herkimer,Town of Salisbury 1 LD 16,President,,IND,Gary Johnson,13,0,13
Herkimer,Town of Schuyler 1 LD 11,President,,IND,Gary Johnson,4,1,5
Herkimer,Town of Schuyler 2 LD 11,President,,IND,Gary Johnson,10,0,10
Herkimer,Town of Schuyler 3 LD 11,President,,IND,Gary Johnson,17,0,17
Herkimer,Town of Stark 1 LD 14,President,,IND,Gary Johnson,9,0,9
Herkimer,Town of Warren 1 LD 7,President,,IND,Gary Johnson,6,3,9
Herkimer,Town of Webb 1 LD 15,President,,IND,Gary Johnson,16,6,22
Herkimer,Town of Webb 2 LD 15,President,,IND,Gary Johnson,0,0,0
Herkimer,Town of Winfield 1 LD 13,President,,IND,Gary Johnson,16,1,17
Herkimer,Town of Winfield 2 LD 13,President,,IND,Gary Johnson,11,1,12
Herkimer,City of Little Falls Ward 1 1 LD 12,President,,LIB,Gary Johnson,2,0,2
Herkimer,City of Little Falls Ward 2 1 LD 12,President,,LIB,Gary Johnson,6,1,7
Herkimer,City of Little Falls Ward 3 1 LD 12,President,,LIB,Gary Johnson,0,2,2
Herkimer,City of Little Falls Ward 3 2 LD 10,President,,LIB,Gary Johnson,4,0,4
Herkimer,City of Little Falls Ward 4 1 LD 12,President,,LIB,Gary Johnson,3,1,4
Herkimer,Town of Columbia 1 LD 7,President,,LIB,Gary Johnson,3,0,3
Herkimer,Town of Columbia 2 LD 13,President,,LIB,Gary Johnson,3,0,3
Herkimer,Town of Danube 1 LD 14,President,,LIB,Gary Johnson,2,0,2
Herkimer,Town of Fairfield 1 LD 16,President,,LIB,Gary Johnson,3,0,3
Herkimer,Town of Frankfort 1 LD 8,President,,LIB,Gary Johnson,7,0,7
Herkimer,Town of Frankfort 2 LD 9,President,,LIB,Gary Johnson,4,2,6
Herkimer,Town of Frankfort 3 LD 9,President,,LIB,Gary Johnson,3,0,3
Herkimer,Town of Frankfort 4 LD 8,President,,LIB,Gary Johnson,6,0,6
Herkimer,Town of Frankfort 5 LD 8,President,,LIB,Gary Johnson,6,0,6
Herkimer,Town of Frankfort 6 LD 9,President,,LIB,Gary Johnson,7,0,7
Herkimer,Town of German Flatts 1 LD 7,President,,LIB,Gary Johnson,4,0,4
Herkimer,Town of German Flatts 2 LD 1,President,,LIB,Gary Johnson,4,0,4
Herkimer,Town of German Flatts 3 LD 4,President,,LIB,Gary Johnson,6,1,7
Herkimer,Town of German Flatts 4 LD 5,President,,LIB,Gary Johnson,1,0,1
Herkimer,Town of German Flatts 5 LD 6,President,,LIB,Gary Johnson,0,0,0
Herkimer,Town of German Flatts 6 LD 6,President,,LIB,Gary Johnson,2,1,3
Herkimer,Town of German Flatts 7 LD 4,President,,LIB,Gary Johnson,2,1,3
Herkimer,Town of German Flatts 8 LD 5,President,,LIB,Gary Johnson,4,0,4
Herkimer,Town of German Flatts 9 LD 4,President,,LIB,Gary Johnson,1,0,1
Herkimer,Town of German Flatts 10 LD 5,President,,LIB,Gary Johnson,2,0,2
Herkimer,Town of German Flatts 11 LD 6,President,,LIB,Gary Johnson,7,0,7
Herkimer,Town of German Flatts 12 LD 6,President,,LIB,Gary Johnson,3,0,3
Herkimer,Town of German Flatts 13 LD 5,President,,LIB,Gary Johnson,9,1,10
Herkimer,Town of German Flatts 14 LD 5,President,,LIB,Gary Johnson,2,0,2
Herkimer,Town of Herkimer 1 LD 2,President,,LIB,Gary Johnson,4,0,4
Herkimer,Town of Herkimer 2 LD 2,President,,LIB,Gary Johnson,2,0,2
Herkimer,Town of Herkimer 3 LD 2,President,,LIB,Gary Johnson,2,0,2
Herkimer,Town of Herkimer 4 LD 2,President,,LIB,Gary Johnson,2,0,2
Herkimer,Town of Herkimer 5 LD 1,President,,LIB,Gary Johnson,1,0,1
Herkimer,Town of Herkimer 6 LD 3,President,,LIB,Gary Johnson,11,0,11
Herkimer,Town of Herkimer 7 LD 3,President,,LIB,Gary Johnson,6,1,7
Herkimer,Town of Herkimer 8 LD 1,President,,LIB,Gary Johnson,5,0,5
Herkimer,Town of Herkimer 9 LD 3,President,,LIB,Gary Johnson,3,1,4
Herkimer,Town of Litchfield 1 LD 13,President,,LIB,Gary Johnson,8,0,8
Herkimer,Town of Little Falls 1 LD 14,President,,LIB,Gary Johnson,4,1,5
Herkimer,Town of Manheim 1 LD 10,President,,LIB,Gary Johnson,2,0,2
Herkimer,Town of Manheim 2 LD 10,President,,LIB,Gary Johnson,10,1,11
Herkimer,Town of Manheim 3 LD 10,President,,LIB,Gary Johnson,3,0,3
Herkimer,Town of Newport 1 LD 17,President,,LIB,Gary Johnson,11,1,12
Herkimer,Town of Norway 1 LD 16,President,,LIB,Gary Johnson,2,0,2
Herkimer,Town of Ohio 1 LD 15,President,,LIB,Gary Johnson,2,0,2
Herkimer,Town of Russia 1 LD 17,President,,LIB,Gary Johnson,10,0,10
Herkimer,Town of Russia 2 LD 15,President,,LIB,Gary Johnson,1,0,1
Herkimer,Town of Russia 3 LD 17,President,,LIB,Gary Johnson,3,1,4
Herkimer,Town of Salisbury 1 LD 16,President,,LIB,Gary Johnson,6,0,6
Herkimer,Town of Schuyler 1 LD 11,President,,LIB,Gary Johnson,3,0,3
Herkimer,Town of Schuyler 2 LD 11,President,,LIB,Gary Johnson,4,0,4
Herkimer,Town of Schuyler 3 LD 11,President,,LIB,Gary Johnson,7,0,7
Herkimer,Town of Stark 1 LD 14,President,,LIB,Gary Johnson,3,0,3
Herkimer,Town of Warren 1 LD 7,President,,LIB,Gary Johnson,4,1,5
Herkimer,Town of Webb 1 LD 15,President,,LIB,Gary Johnson,11,2,13
Herkimer,Town of Webb 2 LD 15,President,,LIB,Gary Johnson,1,0,1
Herkimer,Town of Winfield 1 LD 13,President,,LIB,Gary Johnson,4,0,4
Herkimer,Town of Winfield 2 LD 13,President,,LIB,Gary Johnson,2,0,2
Herkimer,City of Little Falls Ward 1 1 LD 12,President,,,Write-ins,,,1
Herkimer,City of Little Falls Ward 2 1 LD 12,President,,,Write-ins,,,0
Herkimer,City of Little Falls Ward 3 1 LD 12,President,,,Write-ins,,,0
Herkimer,City of Little Falls Ward 3 2 LD 10,President,,,Write-ins,,,1
Herkimer,City of Little Falls Ward 4 1 LD 12,President,,,Write-ins,,,0
Herkimer,Town of Columbia 1 LD 7,President,,,Write-ins,,,0
Herkimer,Town of Columbia 2 LD 13,President,,,Write-ins,,,4
Herkimer,Town of Danube 1 LD 14,President,,,Write-ins,,,0
Herkimer,Town of Fairfield 1 LD 16,President,,,Write-ins,,,1
Herkimer,Town of Frankfort 1 LD 8,President,,,Write-ins,,,0
Herkimer,Town of Frankfort 2 LD 9,President,,,Write-ins,,,0
Herkimer,Town of Frankfort 3 LD 9,President,,,Write-ins,,,0
Herkimer,Town of Frankfort 4 LD 8,President,,,Write-ins,,,1
Herkimer,Town of Frankfort 5 LD 8,President,,,Write-ins,,,1
Herkimer,Town of Frankfort 6 LD 9,President,,,Write-ins,,,2
Herkimer,Town of German Flatts 1 LD 7,President,,,Write-ins,,,0
Herkimer,Town of German Flatts 2 LD 1,President,,,Write-ins,,,0
Herkimer,Town of German Flatts 3 LD 4,President,,,Write-ins,,,5
Herkimer,Town of German Flatts 4 LD 5,President,,,Write-ins,,,0
Herkimer,Town of German Flatts 5 LD 6,President,,,Write-ins,,,0
Herkimer,Town of German Flatts 6 LD 6,President,,,Write-ins,,,2
Herkimer,Town of German Flatts 7 LD 4,President,,,Write-ins,,,0
Herkimer,Town of German Flatts 8 LD 5,President,,,Write-ins,,,0
Herkimer,Town of German Flatts 9 LD 4,President,,,Write-ins,,,2
Herkimer,Town of German Flatts 10 LD 5,President,,,Write-ins,,,1
Herkimer,Town of German Flatts 11 LD 6,President,,,Write-ins,,,1
Herkimer,Town of German Flatts 12 LD 6,President,,,Write-ins,,,0
Herkimer,Town of German Flatts 13 LD 5,President,,,Write-ins,,,0
Herkimer,Town of German Flatts 14 LD 5,President,,,Write-ins,,,0
Herkimer,Town of Herkimer 1 LD 2,President,,,Write-ins,,,3
Herkimer,Town of Herkimer 2 LD 2,President,,,Write-ins,,,0
Herkimer,Town of Herkimer 3 LD 2,President,,,Write-ins,,,0
Herkimer,Town of Herkimer 4 LD 2,President,,,Write-ins,,,0
Herkimer,Town of Herkimer 5 LD 1,President,,,Write-ins,,,1
Herkimer,Town of Herkimer 6 LD 3,President,,,Write-ins,,,0
Herkimer,Town of Herkimer 7 LD 3,President,,,Write-ins,,,2
Herkimer,Town of Herkimer 8 LD 1,President,,,Write-ins,,,0
Herkimer,Town of Herkimer 9 LD 3,President,,,Write-ins,,,2
Herkimer,Town of Litchfield 1 LD 13,President,,,Write-ins,,,1
Herkimer,Town of Little Falls 1 LD 14,President,,,Write-ins,,,1
Herkimer,Town of Manheim 1 LD 10,President,,,Write-ins,,,0
Herkimer,Town of Manheim 2 LD 10,President,,,Write-ins,,,2
Herkimer,Town of Manheim 3 LD 10,President,,,Write-ins,,,0
Herkimer,Town of Newport 1 LD 17,President,,,Write-ins,,,2
Herkimer,Town of Norway 1 LD 16,President,,,Write-ins,,,0
Herkimer,Town of Ohio 1 LD 15,President,,,Write-ins,,,5
Herkimer,Town of Russia 1 LD 17,President,,,Write-ins,,,3
Herkimer,Town of Russia 2 LD 15,President,,,Write-ins,,,0
Herkimer,Town of Russia 3 LD 17,President,,,Write-ins,,,0
Herkimer,Town of Salisbury 1 LD 16,President,,,Write-ins,,,4
Herkimer,Town of Schuyler 1 LD 11,President,,,Write-ins,,,1
Herkimer,Town of Schuyler 2 LD 11,President,,,Write-ins,,,1
Herkimer,Town of Schuyler 3 LD 11,President,,,Write-ins,,,4
Herkimer,Town of Stark 1 LD 14,President,,,Write-ins,,,0
Herkimer,Town of Warren 1 LD 7,President,,,Write-ins,,,8
Herkimer,Town of Webb 1 LD 15,President,,,Write-ins,,,2
Herkimer,Town of Webb 2 LD 15,President,,,Write-ins,,,1
Herkimer,Town of Winfield 1 LD 13,President,,,Write-ins,,,3
Herkimer,Town of Winfield 2 LD 13,President,,,Write-ins,,,0
Herkimer,City of Little Falls Ward 1 1 LD 12,President,,,Void,,,1
Herkimer,City of Little Falls Ward 2 1 LD 12,President,,,Void,,,6
Herkimer,City of Little Falls Ward 3 1 LD 12,President,,,Void,,,4
Herkimer,City of Little Falls Ward 3 2 LD 10,President,,,Void,,,6
Herkimer,City of Little Falls Ward 4 1 LD 12,President,,,Void,,,0
Herkimer,Town of Columbia 1 LD 7,President,,,Void,,,2
Herkimer,Town of Columbia 2 LD 13,President,,,Void,,,4
Herkimer,Town of Danube 1 LD 14,President,,,Void,,,2
Herkimer,Town of Fairfield 1 LD 16,President,,,Void,,,5
Herkimer,Town of Frankfort 1 LD 8,President,,,Void,,,5
Herkimer,Town of Frankfort 2 LD 9,President,,,Void,,,2
Herkimer,Town of Frankfort 3 LD 9,President,,,Void,,,3
Herkimer,Town of Frankfort 4 LD 8,President,,,Void,,,2
Herkimer,Town of Frankfort 5 LD 8,President,,,Void,,,3
Herkimer,Town of Frankfort 6 LD 9,President,,,Void,,,4
Herkimer,Town of German Flatts 1 LD 7,President,,,Void,,,3
Herkimer,Town of German Flatts 2 LD 1,President,,,Void,,,3
Herkimer,Town of German Flatts 3 LD 4,President,,,Void,,,9
Herkimer,Town of German Flatts 4 LD 5,President,,,Void,,,3
Herkimer,Town of German Flatts 5 LD 6,President,,,Void,,,1
Herkimer,Town of German Flatts 6 LD 6,President,,,Void,,,8
Herkimer,Town of German Flatts 7 LD 4,President,,,Void,,,0
Herkimer,Town of German Flatts 8 LD 5,President,,,Void,,,2
Herkimer,Town of German Flatts 9 LD 4,President,,,Void,,,1
Herkimer,Town of German Flatts 10 LD 5,President,,,Void,,,1
Herkimer,Town of German Flatts 11 LD 6,President,,,Void,,,3
Herkimer,Town of German Flatts 12 LD 6,President,,,Void,,,5
Herkimer,Town of German Flatts 13 LD 5,President,,,Void,,,5
Herkimer,Town of German Flatts 14 LD 5,President,,,Void,,,1
Herkimer,Town of Herkimer 1 LD 2,President,,,Void,,,4
Herkimer,Town of Herkimer 2 LD 2,President,,,Void,,,9
Herkimer,Town of Herkimer 3 LD 2,President,,,Void,,,2
Herkimer,Town of Herkimer 4 LD 2,President,,,Void,,,1
Herkimer,Town of Herkimer 5 LD 1,President,,,Void,,,3
Herkimer,Town of Herkimer 6 LD 3,President,,,Void,,,10
Herkimer,Town of Herkimer 7 LD 3,President,,,Void,,,2
Herkimer,Town of Herkimer 8 LD 1,President,,,Void,,,5
Herkimer,Town of Herkimer 9 LD 3,President,,,Void,,,5
Herkimer,Town of Litchfield 1 LD 13,President,,,Void,,,6
Herkimer,Town of Little Falls 1 LD 14,President,,,Void,,,4
Herkimer,Town of Manheim 1 LD 10,President,,,Void,,,0
Herkimer,Town of Manheim 2 LD 10,President,,,Void,,,2
Herkimer,Town of Manheim 3 LD 10,President,,,Void,,,2
Herkimer,Town of Newport 1 LD 17,President,,,Void,,,6
Herkimer,Town of Norway 1 LD 16,President,,,Void,,,2
Herkimer,Town of Ohio 1 LD 15,President,,,Void,,,2
Herkimer,Town of Russia 1 LD 17,President,,,Void,,,8
Herkimer,Town of Russia 2 LD 15,President,,,Void,,,1
Herkimer,Town of Russia 3 LD 17,President,,,Void,,,1
Herkimer,Town of Salisbury 1 LD 16,President,,,Void,,,8
Herkimer,Town of Schuyler 1 LD 11,President,,,Void,,,2
Herkimer,Town of Schuyler 2 LD 11,President,,,Void,,,4
Herkimer,Town of Schuyler 3 LD 11,President,,,Void,,,2
Herkimer,Town of Stark 1 LD 14,President,,,Void,,,2
Herkimer,Town of Warren 1 LD 7,President,,,Void,,,9
Herkimer,Town of Webb 1 LD 15,President,,,Void,,,14
Herkimer,Town of Webb 2 LD 15,President,,,Void,,,2
Herkimer,Town of Winfield 1 LD 13,President,,,Void,,,2
Herkimer,Town of Winfield 2 LD 13,President,,,Void,,,1
Herkimer,City of Little Falls Ward 1 1 LD 12,President,,,Blank,,,5
Herkimer,City of Little Falls Ward 2 1 LD 12,President,,,Blank,,,9
Herkimer,City of Little Falls Ward 3 1 LD 12,President,,,Blank,,,1
Herkimer,City of Little Falls Ward 3 2 LD 10,President,,,Blank,,,0
Herkimer,City of Little Falls Ward 4 1 LD 12,President,,,Blank,,,3
Herkimer,Town of Columbia 1 LD 7,President,,,Blank,,,2
Herkimer,Town of Columbia 2 LD 13,President,,,Blank,,,1
Herkimer,Town of Danube 1 LD 14,President,,,Blank,,,3
Herkimer,Town of Fairfield 1 LD 16,President,,,Blank,,,9
Herkimer,Town of Frankfort 1 LD 8,President,,,Blank,,,5
Herkimer,Town of Frankfort 2 LD 9,President,,,Blank,,,3
Herkimer,Town of Frankfort 3 LD 9,President,,,Blank,,,3
Herkimer,Town of Frankfort 4 LD 8,President,,,Blank,,,5
Herkimer,Town of Frankfort 5 LD 8,President,,,Blank,,,4
Herkimer,Town of Frankfort 6 LD 9,President,,,Blank,,,9
Herkimer,Town of German Flatts 1 LD 7,President,,,Blank,,,7
Herkimer,Town of German Flatts 2 LD 1,President,,,Blank,,,2
Herkimer,Town of German Flatts 3 LD 4,President,,,Blank,,,3
Herkimer,Town of German Flatts 4 LD 5,President,,,Blank,,,3
Herkimer,Town of German Flatts 5 LD 6,President,,,Blank,,,2
Herkimer,Town of German Flatts 6 LD 6,President,,,Blank,,,3
Herkimer,Town of German Flatts 7 LD 4,President,,,Blank,,,2
Herkimer,Town of German Flatts 8 LD 5,President,,,Blank,,,2
Herkimer,Town of German Flatts 9 LD 4,President,,,Blank,,,1
Herkimer,Town of German Flatts 10 LD 5,President,,,Blank,,,1
Herkimer,Town of German Flatts 11 LD 6,President,,,Blank,,,2
Herkimer,Town of German Flatts 12 LD 6,President,,,Blank,,,1
Herkimer,Town of German Flatts 13 LD 5,President,,,Blank,,,4
Herkimer,Town of German Flatts 14 LD 5,President,,,Blank,,,4
Herkimer,Town of Herkimer 1 LD 2,President,,,Blank,,,15
Herkimer,Town of Herkimer 2 LD 2,President,,,Blank,,,5
Herkimer,Town of Herkimer 3 LD 2,President,,,Blank,,,3
Herkimer,Town of Herkimer 4 LD 2,President,,,Blank,,,1
Herkimer,Town of Herkimer 5 LD 1,President,,,Blank,,,1
Herkimer,Town of Herkimer 6 LD 3,President,,,Blank,,,4
Herkimer,Town of Herkimer 7 LD 3,President,,,Blank,,,6
Herkimer,Town of Herkimer 8 LD 1,President,,,Blank,,,1
Herkimer,Town of Herkimer 9 LD 3,President,,,Blank,,,4
Herkimer,Town of Litchfield 1 LD 13,President,,,Blank,,,2
Herkimer,Town of Little Falls 1 LD 14,President,,,Blank,,,10
Herkimer,Town of Manheim 1 LD 10,President,,,Blank,,,1
Herkimer,Town of Manheim 2 LD 10,President,,,Blank,,,4
Herkimer,Town of Manheim 3 LD 10,President,,,Blank,,,1
Herkimer,Town of Newport 1 LD 17,President,,,Blank,,,8
Herkimer,Town of Norway 1 LD 16,President,,,Blank,,,3
Herkimer,Town of Ohio 1 LD 15,President,,,Blank,,,3
Herkimer,Town of Russia 1 LD 17,President,,,Blank,,,2
Herkimer,Town of Russia 2 LD 15,President,,,Blank,,,1
Herkimer,Town of Russia 3 LD 17,President,,,Blank,,,2
Herkimer,Town of Salisbury 1 LD 16,President,,,Blank,,,3
Herkimer,Town of Schuyler 1 LD 11,President,,,Blank,,,2
Herkimer,Town of Schuyler 2 LD 11,President,,,Blank,,,4
Herkimer,Town of Schuyler 3 LD 11,President,,,Blank,,,7
Herkimer,Town of Stark 1 LD 14,President,,,Blank,,,4
Herkimer,Town of Warren 1 LD 7,President,,,Blank,,,5
Herkimer,Town of Webb 1 LD 15,President,,,Blank,,,13
Herkimer,Town of Webb 2 LD 15,President,,,Blank,,,1
Herkimer,Town of Winfield 1 LD 13,President,,,Blank,,,8
Herkimer,Town of Winfield 2 LD 13,President,,,Blank,,,4
Herkimer,City of Little Falls Ward 1 1 LD 12,U.S. Senate,,DEM,Charles E. Schumer,253,24,277
Herkimer,City of Little Falls Ward 2 1 LD 12,U.S. Senate,,DEM,Charles E. Schumer,297,26,323
Herkimer,City of Little Falls Ward 3 1 LD 12,U.S. Senate,,DEM,Charles E. Schumer,56,8,64
Herkimer,City of Little Falls Ward 3 2 LD 10,U.S. Senate,,DEM,Charles E. Schumer,148,6,154
