county,precinct,office,district,candidate,party,absentee,affidavit,election_day,votes
Jefferson,Brownville 5,U.S. House,21,Elise M. Stefanik,IND,1,0,6,7
Jefferson,Cape Vincent 1,U.S. House,21,Elise M. Stefanik,IND,2,0,6,8
Jefferson,Cape Vincent 2,U.S. House,21,Elise M. Stefanik,IND,1,0,8,9
Jefferson,Champion 1,U.S. House,21,Elise M. Stefanik,IND,1,0,14,15
Jefferson,Champion 2,U.S. House,21,Elise M. Stefanik,IND,0,0,4,4
Jefferson,Clayton 1,U.S. House,21,Elise M. Stefanik,IND,3,0,15,18
Jefferson,Clayton 2,U.S. House,21,Elise M. Stefanik,IND,0,0,11,11
Jefferson,Clayton 3,U.S. House,21,Elise M. Stefanik,IND,1,0,7,8
Jefferson,Ellisburg 1,U.S. House,21,Elise M. Stefanik,IND,1,0,0,1
Jefferson,Ellisburg 2,U.S. House,21,Elise M. Stefanik,IND,1,0,5,6
Jefferson,Ellisburg 3,U.S. House,21,Elise M. Stefanik,IND,0,0,0,0
Jefferson,Ellisburg 4,U.S. House,21,Elise M. Stefanik,IND,5,1,9,15
Jefferson,Henderson 1,U.S. House,21,Elise M. Stefanik,IND,0,0,6,6
Jefferson,Hounsfield 1,U.S. House,21,Elise M. Stefanik,IND,1,0,4,5
Jefferson,Hounsfield 2,U.S. House,21,Elise M. Stefanik,IND,3,0,10,13
Jefferson,LeRay 1,U.S. House,21,Elise M. Stefanik,IND,0,0,1,1
Jefferson,LeRay 2,U.S. House,21,Elise M. Stefanik,IND,0,0,4,4
Jefferson,LeRay 3,U.S. House,21,Elise M. Stefanik,IND,0,0,3,3
Jefferson,LeRay 4,U.S. House,21,Elise M. Stefanik,IND,4,0,5,9
Jefferson,LeRay 5,U.S. House,21,Elise M. Stefanik,IND,1,0,1,2
Jefferson,LeRay 6,U.S. House,21,Elise M. Stefanik,IND,0,0,1,1
Jefferson,LeRay 7,U.S. House,21,Elise M. Stefanik,IND,1,0,1,2
Jefferson,LeRay 8,U.S. House,21,Elise M. Stefanik,IND,6,0,10,16
Jefferson,Lorraine 1,U.S. House,21,Elise M. Stefanik,IND,0,0,3,3
Jefferson,Lyme 1,U.S. House,21,Elise M. Stefanik,IND,2,0,4,6
Jefferson,Lyme 2,U.S. House,21,Elise M. Stefanik,IND,0,0,4,4
Jefferson,Lyme 3,U.S. House,21,Elise M. Stefanik,IND,1,0,3,4
Jefferson,Orleans 1,U.S. House,21,Elise M. Stefanik,IND,2,0,7,9
Jefferson,Orleans 2,U.S. House,21,Elise M. Stefanik,IND,1,0,6,7
Jefferson,Pamelia 1,U.S. House,21,Elise M. Stefanik,IND,1,0,10,11
Jefferson,Pamelia 2,U.S. House,21,Elise M. Stefanik,IND,1,0,9,10
Jefferson,Philadelphia 1,U.S. House,21,Elise M. Stefanik,IND,1,0,3,4
Jefferson,Philadelphia 2,U.S. House,21,Elise M. Stefanik,IND,1,0,5,6
Jefferson,Rodman 1,U.S. House,21,Elise M. Stefanik,IND,0,0,9,9
Jefferson,Rutland 1,U.S. House,21,Elise M. Stefanik,IND,0,0,4,4
Jefferson,Rutland 2,U.S. House,21,Elise M. Stefanik,IND,1,0,2,3
Jefferson,Rutland 3,U.S. House,21,Elise M. Stefanik,IND,1,0,4,5
Jefferson,Theresa 1,U.S. House,21,Elise M. Stefanik,IND,3,0,15,18
Jefferson,Watertown 1,U.S. House,21,Elise M. Stefanik,IND,3,0,12,15
Jefferson,Watertown 2,U.S. House,21,Elise M. Stefanik,IND,3,0,8,11
Jefferson,Wilna 1,U.S. House,21,Elise M. Stefanik,IND,2,0,6,8
Jefferson,Wilna 2,U.S. House,21,Elise M. Stefanik,IND,0,0,0,0
Jefferson,Wilna 3,U.S. House,21,Elise M. Stefanik,IND,1,0,1,2
Jefferson,Wilna 4,U.S. House,21,Elise M. Stefanik,IND,1,0,1,2
Jefferson,Wilna 5,U.S. House,21,Elise M. Stefanik,IND,5,0,5,10
Jefferson,Worth 1,U.S. House,21,Elise M. Stefanik,IND,0,0,1,1
Jefferson,Special Federal,U.S. House,21,Elise M. Stefanik,IND,0,0,0,0
Jefferson,12~1,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,12~2,U.S. House,21,Write-ins,,1,0,2,3
Jefferson,12~3,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,13~1,U.S. House,21,Write-ins,,1,0,1,2
Jefferson,13~2,U.S. House,21,Write-ins,,0,0,1,1
Jefferson,13~3,U.S. House,21,Write-ins,,0,0,1,1
Jefferson,14~1,U.S. House,21,Write-ins,,1,0,0,1
Jefferson,14~2,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,15~1,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,15~2,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,15~3,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Adams 1,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Adams 2,U.S. House,21,Write-ins,,0,0,2,2
Jefferson,Adams 3 ,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Alexandria 1,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Alexandria 2,U.S. House,21,Write-ins,,0,0,1,1
Jefferson,Alexandria 3,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Antwerp 1,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Antwerp 2,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Brownville 1,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Brownville 2,U.S. House,21,Write-ins,,0,0,1,1
Jefferson,Brownville 3,U.S. House,21,Write-ins,,1,0,0,1
Jefferson,Brownville 4,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Brownville 5,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Cape Vincent 1,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Cape Vincent 2,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Champion 1,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Champion 2,U.S. House,21,Write-ins,,0,0,3,3
Jefferson,Clayton 1,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Clayton 2,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Clayton 3,U.S. House,21,Write-ins,,0,0,1,1
Jefferson,Ellisburg 1,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Ellisburg 2,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Ellisburg 3,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Ellisburg 4,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Henderson 1,U.S. House,21,Write-ins,,1,0,0,1
Jefferson,Hounsfield 1,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Hounsfield 2,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,LeRay 1,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,LeRay 2,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,LeRay 3,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,LeRay 4,U.S. House,21,Write-ins,,0,0,1,1
Jefferson,LeRay 5,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,LeRay 6,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,LeRay 7,U.S. House,21,Write-ins,,1,0,0,1
Jefferson,LeRay 8,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Lorraine 1,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Lyme 1,U.S. House,21,Write-ins,,1,0,0,1
Jefferson,Lyme 2,U.S. House,21,Write-ins,,0,0,1,1
Jefferson,Lyme 3,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Orleans 1,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Orleans 2,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Pamelia 1,U.S. House,21,Write-ins,,0,0,1,1
Jefferson,Pamelia 2,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Philadelphia 1,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Philadelphia 2,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Rodman 1,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Rutland 1,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Rutland 2,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Rutland 3,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Theresa 1,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Watertown 1,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Watertown 2,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Wilna 1,U.S. House,21,Write-ins,,0,0,1,1
Jefferson,Wilna 2,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Wilna 3,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Wilna 4,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Wilna 5,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Worth 1,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,Special Federal,U.S. House,21,Write-ins,,0,0,0,0
Jefferson,12~1,U.S. House,21,Blanks,,10,3,15,28
Jefferson,12~2,U.S. House,21,Blanks,,0,0,12,12
Jefferson,12~3,U.S. House,21,Blanks,,3,0,0,3
Jefferson,13~1,U.S. House,21,Blanks,,6,0,11,17
Jefferson,13~2,U.S. House,21,Blanks,,2,0,2,4
Jefferson,13~3,U.S. House,21,Blanks,,3,1,5,9
Jefferson,14~1,U.S. House,21,Blanks,,4,1,8,13
Jefferson,14~2,U.S. House,21,Blanks,,1,0,5,6
Jefferson,15~1,U.S. House,21,Blanks,,4,0,10,14
Jefferson,15~2,U.S. House,21,Blanks,,6,2,12,20
Jefferson,15~3,U.S. House,21,Blanks,,4,0,10,14
Jefferson,Adams 1,U.S. House,21,Blanks,,2,1,6,9
Jefferson,Adams 2,U.S. House,21,Blanks,,0,1,1,2
Jefferson,Adams 3 ,U.S. House,21,Blanks,,2,1,12,15
Jefferson,Alexandria 1,U.S. House,21,Blanks,,2,0,4,6
Jefferson,Alexandria 2,U.S. House,21,Blanks,,1,0,5,6
Jefferson,Alexandria 3,U.S. House,21,Blanks,,2,0,10,12
Jefferson,Antwerp 1,U.S. House,21,Blanks,,0,0,2,2
Jefferson,Antwerp 2,U.S. House,21,Blanks,,3,0,3,6
Jefferson,Brownville 1,U.S. House,21,Blanks,,2,0,6,8
Jefferson,Brownville 2,U.S. House,21,Blanks,,1,0,4,5
Jefferson,Brownville 3,U.S. House,21,Blanks,,0,0,1,1
Jefferson,Brownville 4,U.S. House,21,Blanks,,0,0,7,7
Jefferson,Brownville 5,U.S. House,21,Blanks,,0,1,5,6
Jefferson,Cape Vincent 1,U.S. House,21,Blanks,,4,1,6,11
Jefferson,Cape Vincent 2,U.S. House,21,Blanks,,3,1,8,12
Jefferson,Champion 1,U.S. House,21,Blanks,,7,0,4,11
Jefferson,Champion 2,U.S. House,21,Blanks,,2,0,4,6
Jefferson,Clayton 1,U.S. House,21,Blanks,,3,0,9,12
Jefferson,Clayton 2,U.S. House,21,Blanks,,1,0,7,8
Jefferson,Clayton 3,U.S. House,21,Blanks,,2,0,1,3
Jefferson,Ellisburg 1,U.S. House,21,Blanks,,0,0,2,2
Jefferson,Ellisburg 2,U.S. House,21,Blanks,,3,0,9,12
Jefferson,Ellisburg 3,U.S. House,21,Blanks,,0,0,1,1
Jefferson,Ellisburg 4,U.S. House,21,Blanks,,4,0,4,8
Jefferson,Henderson 1,U.S. House,21,Blanks,,5,0,9,14
Jefferson,Hounsfield 1,U.S. House,21,Blanks,,2,0,5,7
Jefferson,Hounsfield 2,U.S. House,21,Blanks,,2,0,7,9
Jefferson,LeRay 1,U.S. House,21,Blanks,,1,0,4,5
Jefferson,LeRay 2,U.S. House,21,Blanks,,0,0,2,2
Jefferson,LeRay 3,U.S. House,21,Blanks,,0,0,2,2
Jefferson,LeRay 4,U.S. House,21,Blanks,,11,0,9,20
Jefferson,LeRay 5,U.S. House,21,Blanks,,2,0,4,6
Jefferson,LeRay 6,U.S. House,21,Blanks,,0,0,2,2
Jefferson,LeRay 7,U.S. House,21,Blanks,,3,1,6,10
Jefferson,LeRay 8,U.S. House,21,Blanks,,16,0,17,33
Jefferson,Lorraine 1,U.S. House,21,Blanks,,2,0,7,9
Jefferson,Lyme 1,U.S. House,21,Blanks,,3,0,4,7
Jefferson,Lyme 2,U.S. House,21,Blanks,,2,0,6,8
Jefferson,Lyme 3,U.S. House,21,Blanks,,2,0,2,4
Jefferson,Orleans 1,U.S. House,21,Blanks,,0,0,4,4
Jefferson,Orleans 2,U.S. House,21,Blanks,,3,0,4,7
Jefferson,Pamelia 1,U.S. House,21,Blanks,,6,0,6,12
Jefferson,Pamelia 2,U.S. House,21,Blanks,,4,0,6,10
Jefferson,Philadelphia 1,U.S. House,21,Blanks,,3,1,4,8
Jefferson,Philadelphia 2,U.S. House,21,Blanks,,1,0,3,4
Jefferson,Rodman 1,U.S. House,21,Blanks,,3,0,5,8
Jefferson,Rutland 1,U.S. House,21,Blanks,,1,0,5,6
Jefferson,Rutland 2,U.S. House,21,Blanks,,1,0,11,12
Jefferson,Rutland 3,U.S. House,21,Blanks,,0,0,1,1
Jefferson,Theresa 1,U.S. House,21,Blanks,,1,0,13,14
Jefferson,Watertown 1,U.S. House,21,Blanks,,4,0,13,17
Jefferson,Watertown 2,U.S. House,21,Blanks,,8,0,4,12
Jefferson,Wilna 1,U.S. House,21,Blanks,,3,1,9,13
Jefferson,Wilna 2,U.S. House,21,Blanks,,0,0,0,0
Jefferson,Wilna 3,U.S. House,21,Blanks,,0,0,2,2
Jefferson,Wilna 4,U.S. House,21,Blanks,,0,0,2,2
Jefferson,Wilna 5,U.S. House,21,Blanks,,0,0,5,5
Jefferson,Worth 1,U.S. House,21,Blanks,,1,0,2,3
Jefferson,Special Federal,U.S. House,21,Blanks,,2,0,0,2
Jefferson,12~1,U.S. House,21,Voids,,0,1,0,1
Jefferson,12~2,U.S. House,21,Voids,,0,0,0,0
Jefferson,12~3,U.S. House,21,Voids,,0,0,0,0
Jefferson,13~1,U.S. House,21,Voids,,0,0,0,0
Jefferson,13~2,U.S. House,21,Voids,,0,0,1,1
Jefferson,13~3,U.S. House,21,Voids,,0,1,0,1
Jefferson,14~1,U.S. House,21,Voids,,0,0,0,0
Jefferson,14~2,U.S. House,21,Voids,,0,0,0,0
Jefferson,15~1,U.S. House,21,Voids,,1,0,0,1
Jefferson,15~2,U.S. House,21,Voids,,2,0,0,2
Jefferson,15~3,U.S. House,21,Voids,,0,0,0,0
Jefferson,Adams 1,U.S. House,21,Voids,,1,1,0,2
Jefferson,Adams 2,U.S. House,21,Voids,,0,0,0,0
Jefferson,Adams 3 ,U.S. House,21,Voids,,0,0,1,1
Jefferson,Alexandria 1,U.S. House,21,Voids,,1,0,0,1
Jefferson,Alexandria 2,U.S. House,21,Voids,,0,0,0,0
Jefferson,Alexandria 3,U.S. House,21,Voids,,0,0,1,1
Jefferson,Antwerp 1,U.S. House,21,Voids,,0,0,0,0
Jefferson,Antwerp 2,U.S. House,21,Voids,,0,0,0,0
Jefferson,Brownville 1,U.S. House,21,Voids,,0,0,0,0
Jefferson,Brownville 2,U.S. House,21,Voids,,0,0,0,0
Jefferson,Brownville 3,U.S. House,21,Voids,,0,0,0,0
Jefferson,Brownville 4,U.S. House,21,Voids,,0,0,0,0
Jefferson,Brownville 5,U.S. House,21,Voids,,0,0,0,0
Jefferson,Cape Vincent 1,U.S. House,21,Voids,,0,0,0,0
Jefferson,Cape Vincent 2,U.S. House,21,Voids,,0,0,0,0
Jefferson,Champion 1,U.S. House,21,Voids,,0,0,1,1
Jefferson,Champion 2,U.S. House,21,Voids,,2,0,0,2
Jefferson,Clayton 1,U.S. House,21,Voids,,0,0,0,0
Jefferson,Clayton 2,U.S. House,21,Voids,,0,0,0,0
Jefferson,Clayton 3,U.S. House,21,Voids,,0,0,0,0
Jefferson,Ellisburg 1,U.S. House,21,Voids,,0,0,0,0
Jefferson,Ellisburg 2,U.S. House,21,Voids,,0,0,0,0
Jefferson,Ellisburg 3,U.S. House,21,Voids,,0,0,0,0
Jefferson,Ellisburg 4,U.S. House,21,Voids,,0,0,0,0
Jefferson,Henderson 1,U.S. House,21,Voids,,1,0,0,1
Jefferson,Hounsfield 1,U.S. House,21,Voids,,0,0,0,0
Jefferson,Hounsfield 2,U.S. House,21,Voids,,0,0,1,1
Jefferson,LeRay 1,U.S. House,21,Voids,,0,0,0,0
Jefferson,LeRay 2,U.S. House,21,Voids,,0,0,0,0
Jefferson,LeRay 3,U.S. House,21,Voids,,1,0,0,1
Jefferson,LeRay 4,U.S. House,21,Voids,,0,0,0,0
Jefferson,LeRay 5,U.S. House,21,Voids,,0,0,0,0
Jefferson,LeRay 6,U.S. House,21,Voids,,0,0,0,0
Jefferson,LeRay 7,U.S. House,21,Voids,,0,0,0,0
Jefferson,LeRay 8,U.S. House,21,Voids,,4,0,0,4
Jefferson,Lorraine 1,U.S. House,21,Voids,,0,0,1,1
Jefferson,Lyme 1,U.S. House,21,Voids,,0,0,0,0
Jefferson,Lyme 2,U.S. House,21,Voids,,0,0,0,0
Jefferson,Lyme 3,U.S. House,21,Voids,,0,0,0,0
Jefferson,Orleans 1,U.S. House,21,Voids,,0,0,1,1
Jefferson,Orleans 2,U.S. House,21,Voids,,0,0,0,0
Jefferson,Pamelia 1,U.S. House,21,Voids,,0,0,0,0
Jefferson,Pamelia 2,U.S. House,21,Voids,,0,0,0,0
Jefferson,Philadelphia 1,U.S. House,21,Voids,,0,0,0,0
Jefferson,Philadelphia 2,U.S. House,21,Voids,,0,0,0,0
Jefferson,Rodman 1,U.S. House,21,Voids,,0,0,0,0
Jefferson,Rutland 1,U.S. House,21,Voids,,0,0,0,0
Jefferson,Rutland 2,U.S. House,21,Voids,,0,0,0,0
Jefferson,Rutland 3,U.S. House,21,Voids,,0,0,0,0
Jefferson,Theresa 1,U.S. House,21,Voids,,0,1,0,1
Jefferson,Watertown 1,U.S. House,21,Voids,,0,0,2,2
Jefferson,Watertown 2,U.S. House,21,Voids,,5,0,0,5
Jefferson,Wilna 1,U.S. House,21,Voids,,1,0,0,1
Jefferson,Wilna 2,U.S. House,21,Voids,,0,0,0,0
Jefferson,Wilna 3,U.S. House,21,Voids,,0,0,0,0
Jefferson,Wilna 4,U.S. House,21,Voids,,1,0,0,1
Jefferson,Wilna 5,U.S. House,21,Voids,,0,0,0,0
Jefferson,Worth 1,U.S. House,21,Voids,,0,0,0,0
Jefferson,Special Federal,U.S. House,21,Voids,,0,0,0,0
Jefferson,12~1,State Senate,48,Patricia A. Ritchie,REP,160,7,523,690
Jefferson,12~2,State Senate,48,Patricia A. Ritchie,REP,75,8,480,563
Jefferson,12~3,State Senate,48,Patricia A. Ritchie,REP,103,4,397,504
Jefferson,13~1,State Senate,48,Patricia A. Ritchie,REP,76,5,421,502
Jefferson,13~2,State Senate,48,Patricia A. Ritchie,REP,90,4,433,527
Jefferson,13~3,State Senate,48,Patricia A. Ritchie,REP,46,12,300,358
Jefferson,14~1,State Senate,48,Patricia A. Ritchie,REP,73,7,405,485
Jefferson,14~2,State Senate,48,Patricia A. Ritchie,REP,48,5,194,247
Jefferson,15~1,State Senate,48,Patricia A. Ritchie,REP,77,8,426,511
Jefferson,15~2,State Senate,48,Patricia A. Ritchie,REP,70,9,517,596
Jefferson,15~3,State Senate,48,Patricia A. Ritchie,REP,17,6,135,158
Jefferson,Adams 1,State Senate,48,Patricia A. Ritchie,REP,71,3,462,536
Jefferson,Adams 2,State Senate,48,Patricia A. Ritchie,REP,40,2,345,387
Jefferson,Adams 3 ,State Senate,48,Patricia A. Ritchie,REP,83,5,685,773
Jefferson,Alexandria 1,State Senate,48,Patricia A. Ritchie,REP,51,8,298,357
Jefferson,Alexandria 2,State Senate,48,Patricia A. Ritchie,REP,103,1,336,440
Jefferson,Alexandria 3,State Senate,48,Patricia A. Ritchie,REP,72,10,605,687
Jefferson,Antwerp 1,State Senate,48,Patricia A. Ritchie,REP,18,1,163,182
Jefferson,Antwerp 2,State Senate,48,Patricia A. Ritchie,REP,30,4,369,403
Jefferson,Brownville 1,State Senate,48,Patricia A. Ritchie,REP,41,2,406,449
Jefferson,Brownville 2,State Senate,48,Patricia A. Ritchie,REP,36,0,293,329
Jefferson,Brownville 3,State Senate,48,Patricia A. Ritchie,REP,42,5,475,522
Jefferson,Brownville 4,State Senate,48,Patricia A. Ritchie,REP,53,1,265,319
Jefferson,Brownville 5,State Senate,48,Patricia A. Ritchie,REP,73,6,484,563
Jefferson,Cape Vincent 1,State Senate,48,Patricia A. Ritchie,REP,36,8,265,309
Jefferson,Cape Vincent 2,State Senate,48,Patricia A. Ritchie,REP,165,12,483,660
Jefferson,Champion 1,State Senate,48,Patricia A. Ritchie,REP,123,10,740,873
Jefferson,Champion 2,State Senate,48,Patricia A. Ritchie,REP,52,2,388,442
Jefferson,Clayton 1,State Senate,48,Patricia A. Ritchie,REP,50,8,411,469
Jefferson,Clayton 2,State Senate,48,Patricia A. Ritchie,REP,103,1,493,597
Jefferson,Clayton 3,State Senate,48,Patricia A. Ritchie,REP,128,7,589,724
Jefferson,Ellisburg 1,State Senate,48,Patricia A. Ritchie,REP,6,2,107,115
Jefferson,Ellisburg 2,State Senate,48,Patricia A. Ritchie,REP,54,3,407,464
Jefferson,Ellisburg 3,State Senate,48,Patricia A. Ritchie,REP,2,0,87,89
Jefferson,Ellisburg 4,State Senate,48,Patricia A. Ritchie,REP,61,5,488,554
Jefferson,Henderson 1,State Senate,48,Patricia A. Ritchie,REP,90,2,535,627
Jefferson,Hounsfield 1,State Senate,48,Patricia A. Ritchie,REP,86,6,368,460
Jefferson,Hounsfield 2,State Senate,48,Patricia A. Ritchie,REP,96,4,616,716
Jefferson,LeRay 1,State Senate,48,Patricia A. Ritchie,REP,25,4,209,238
Jefferson,LeRay 2,State Senate,48,Patricia A. Ritchie,REP,4,3,112,119
Jefferson,LeRay 3,State Senate,48,Patricia A. Ritchie,REP,29,2,134,165
Jefferson,LeRay 4,State Senate,48,Patricia A. Ritchie,REP,117,7,464,588
Jefferson,LeRay 5,State Senate,48,Patricia A. Ritchie,REP,31,0,196,227
Jefferson,LeRay 6,State Senate,48,Patricia A. Ritchie,REP,8,1,120,129
Jefferson,LeRay 7,State Senate,48,Patricia A. Ritchie,REP,31,0,59,90
Jefferson,LeRay 8,State Senate,48,Patricia A. Ritchie,REP,62,9,397,468
Jefferson,Lorraine 1,State Senate,48,Patricia A. Ritchie,REP,24,2,342,368
Jefferson,Lyme 1,State Senate,48,Patricia A. Ritchie,REP,48,2,316,366
Jefferson,Lyme 2,State Senate,48,Patricia A. Ritchie,REP,59,9,338,406
Jefferson,Lyme 3,State Senate,48,Patricia A. Ritchie,REP,30,1,201,232
Jefferson,Orleans 1,State Senate,48,Patricia A. Ritchie,REP,67,3,562,632
Jefferson,Orleans 2,State Senate,48,Patricia A. Ritchie,REP,76,1,294,371
Jefferson,Pamelia 1,State Senate,48,Patricia A. Ritchie,REP,54,6,508,568
Jefferson,Pamelia 2,State Senate,48,Patricia A. Ritchie,REP,64,1,493,558
Jefferson,Philadelphia 1,State Senate,48,Patricia A. Ritchie,REP,20,3,229,252
Jefferson,Philadelphia 2,State Senate,48,Patricia A. Ritchie,REP,20,2,251,273
Jefferson,Rodman 1,State Senate,48,Patricia A. Ritchie,REP,23,0,474,497
Jefferson,Rutland 1,State Senate,48,Patricia A. Ritchie,REP,30,2,417,449
Jefferson,Rutland 2,State Senate,48,Patricia A. Ritchie,REP,28,5,345,378
Jefferson,Rutland 3,State Senate,48,Patricia A. Ritchie,REP,31,1,86,118
Jefferson,Theresa 1,State Senate,48,Patricia A. Ritchie,REP,97,5,741,843
Jefferson,Watertown 1,State Senate,48,Patricia A. Ritchie,REP,155,16,677,848
Jefferson,Watertown 2,State Senate,48,Patricia A. Ritchie,REP,164,2,691,857
Jefferson,Wilna 1,State Senate,48,Patricia A. Ritchie,REP,92,8,553,653
Jefferson,Wilna 2,State Senate,48,Patricia A. Ritchie,REP,1,0,18,19
Jefferson,Wilna 3,State Senate,48,Patricia A. Ritchie,REP,5,1,65,71
Jefferson,Wilna 4,State Senate,48,Patricia A. Ritchie,REP,22,0,168,190
Jefferson,Wilna 5,State Senate,48,Patricia A. Ritchie,REP,66,2,409,477
Jefferson,Worth 1,State Senate,48,Patricia A. Ritchie,REP,7,1,99,107
Jefferson,12~1,State Senate,48,Patricia A. Ritchie,CON,15,1,73,89
Jefferson,12~2,State Senate,48,Patricia A. Ritchie,CON,16,3,55,74
Jefferson,12~3,State Senate,48,Patricia A. Ritchie,CON,11,1,39,51
Jefferson,13~1,State Senate,48,Patricia A. Ritchie,CON,27,4,67,98
Jefferson,13~2,State Senate,48,Patricia A. Ritchie,CON,24,0,64,88
Jefferson,13~3,State Senate,48,Patricia A. Ritchie,CON,13,0,45,58
Jefferson,14~1,State Senate,48,Patricia A. Ritchie,CON,20,0,41,61
Jefferson,14~2,State Senate,48,Patricia A. Ritchie,CON,13,1,31,45
Jefferson,15~1,State Senate,48,Patricia A. Ritchie,CON,18,1,55,74
Jefferson,15~2,State Senate,48,Patricia A. Ritchie,CON,16,3,59,78
Jefferson,15~3,State Senate,48,Patricia A. Ritchie,CON,6,1,18,25
Jefferson,Adams 1,State Senate,48,Patricia A. Ritchie,CON,11,1,65,77
Jefferson,Adams 2,State Senate,48,Patricia A. Ritchie,CON,7,0,31,38
Jefferson,Adams 3 ,State Senate,48,Patricia A. Ritchie,CON,10,1,87,98
Jefferson,Alexandria 1,State Senate,48,Patricia A. Ritchie,CON,8,1,28,37
Jefferson,Alexandria 2,State Senate,48,Patricia A. Ritchie,CON,12,0,33,45
Jefferson,Alexandria 3,State Senate,48,Patricia A. Ritchie,CON,16,0,55,71
Jefferson,Antwerp 1,State Senate,48,Patricia A. Ritchie,CON,2,0,17,19
Jefferson,Antwerp 2,State Senate,48,Patricia A. Ritchie,CON,6,0,32,38
Jefferson,Brownville 1,State Senate,48,Patricia A. Ritchie,CON,7,0,47,54
Jefferson,Brownville 2,State Senate,48,Patricia A. Ritchie,CON,4,1,26,31
Jefferson,Brownville 3,State Senate,48,Patricia A. Ritchie,CON,9,2,45,56
Jefferson,Brownville 4,State Senate,48,Patricia A. Ritchie,CON,7,0,23,30
Jefferson,Brownville 5,State Senate,48,Patricia A. Ritchie,CON,8,1,34,43
Jefferson,Cape Vincent 1,State Senate,48,Patricia A. Ritchie,CON,13,1,25,39
Jefferson,Cape Vincent 2,State Senate,48,Patricia A. Ritchie,CON,23,1,58,82
Jefferson,Champion 1,State Senate,48,Patricia A. Ritchie,CON,18,2,62,82
Jefferson,Champion 2,State Senate,48,Patricia A. Ritchie,CON,15,1,37,53
Jefferson,Clayton 1,State Senate,48,Patricia A. Ritchie,CON,9,1,50,60
Jefferson,Clayton 2,State Senate,48,Patricia A. Ritchie,CON,20,0,56,76
Jefferson,Clayton 3,State Senate,48,Patricia A. Ritchie,CON,22,0,75,97
Jefferson,Ellisburg 1,State Senate,48,Patricia A. Ritchie,CON,1,0,15,16
Jefferson,Ellisburg 2,State Senate,48,Patricia A. Ritchie,CON,4,1,24,29
Jefferson,Ellisburg 3,State Senate,48,Patricia A. Ritchie,CON,0,0,4,4
Jefferson,Ellisburg 4,State Senate,48,Patricia A. Ritchie,CON,16,2,43,61
Jefferson,Henderson 1,State Senate,48,Patricia A. Ritchie,CON,12,0,46,58
Jefferson,Hounsfield 1,State Senate,48,Patricia A. Ritchie,CON,13,0,44,57
Jefferson,Hounsfield 2,State Senate,48,Patricia A. Ritchie,CON,18,1,65,84
