county,precinct,office,district,party,candidate,election_day,absentee
Orange,"Monroe - D1,3,4,5,8,9,18,19,20,21",President,,DEM,Michael R. Bloomberg,1,
Orange,"Monroe - D1,3,4,5,8,9,18,19,20,21",President,,DEM,Over Votes,0,
Orange,"Monroe - D1,3,4,5,8,9,18,19,20,21",President,,DEM,Pete Buttigieg,1,
Orange,"Monroe - D1,3,4,5,8,9,18,19,20,21",President,,DEM,Tom Steyer,0,
Orange,"Monroe - D1,3,4,5,8,9,18,19,20,21",President,,DEM,Tulsi Gabbard,2,
Orange,"Monroe - D1,3,4,5,8,9,18,19,20,21",President,,DEM,Under Votes,0,
Orange,"Monroe - D1,3,4,5,8,9,18,19,20,21",President,,DEM,Write-ins,0,
Orange,"Monroe - D15,16,17",President,,DEM,Amy Klobuchar,0,
Orange,"Monroe - D15,16,17",President,,DEM,Andrew Yang,1,
Orange,"Monroe - D15,16,17",President,,DEM,Bernie Sanders,23,
Orange,"Monroe - D15,16,17",President,,DEM,Deval Patrick,0,
Orange,"Monroe - D15,16,17",President,,DEM,Elizabeth Warren,0,
Orange,"Monroe - D15,16,17",President,,DEM,Joseph R. Biden,44,
Orange,"Monroe - D15,16,17",President,,DEM,Michael Bennet,0,
Orange,"Monroe - D15,16,17",President,,DEM,Michael R. Bloomberg,0,
Orange,"Monroe - D15,16,17",President,,DEM,Over Votes,1,
Orange,"Monroe - D15,16,17",President,,DEM,Pete Buttigieg,1,
Orange,"Monroe - D15,16,17",President,,DEM,Tom Steyer,0,
Orange,"Monroe - D15,16,17",President,,DEM,Tulsi Gabbard,0,
Orange,"Monroe - D15,16,17",President,,DEM,Under Votes,0,
Orange,"Monroe - D15,16,17",President,,DEM,Write-ins,0,
Orange,"Monroe - D2,6,7,10,11,12,13,14",President,,DEM,Amy Klobuchar,4,
Orange,"Monroe - D2,6,7,10,11,12,13,14",President,,DEM,Andrew Yang,2,
Orange,"Monroe - D2,6,7,10,11,12,13,14",President,,DEM,Bernie Sanders,26,
Orange,"Monroe - D2,6,7,10,11,12,13,14",President,,DEM,Deval Patrick,0,
Orange,"Monroe - D2,6,7,10,11,12,13,14",President,,DEM,Elizabeth Warren,3,
Orange,"Monroe - D2,6,7,10,11,12,13,14",President,,DEM,Joseph R. Biden,91,
Orange,"Monroe - D2,6,7,10,11,12,13,14",President,,DEM,Michael Bennet,0,
Orange,"Monroe - D2,6,7,10,11,12,13,14",President,,DEM,Michael R. Bloomberg,1,
Orange,"Monroe - D2,6,7,10,11,12,13,14",President,,DEM,Over Votes,1,
Orange,"Monroe - D2,6,7,10,11,12,13,14",President,,DEM,Pete Buttigieg,2,
Orange,"Monroe - D2,6,7,10,11,12,13,14",President,,DEM,Tom Steyer,0,
Orange,"Monroe - D2,6,7,10,11,12,13,14",President,,DEM,Tulsi Gabbard,1,
Orange,"Monroe - D2,6,7,10,11,12,13,14",President,,DEM,Under Votes,1,
Orange,"Monroe - D2,6,7,10,11,12,13,14",President,,DEM,Write-ins,0,
Orange,"Montgomery - D1,2,13,15,16,18",President,,DEM,Amy Klobuchar,0,
Orange,"Montgomery - D1,2,13,15,16,18",President,,DEM,Andrew Yang,2,
Orange,"Montgomery - D1,2,13,15,16,18",President,,DEM,Bernie Sanders,28,
Orange,"Montgomery - D1,2,13,15,16,18",President,,DEM,Deval Patrick,0,
Orange,"Montgomery - D1,2,13,15,16,18",President,,DEM,Elizabeth Warren,1,
Orange,"Montgomery - D1,2,13,15,16,18",President,,DEM,Joseph R. Biden,115,
Orange,"Montgomery - D1,2,13,15,16,18",President,,DEM,Michael Bennet,1,
Orange,"Montgomery - D1,2,13,15,16,18",President,,DEM,Michael R. Bloomberg,3,
Orange,"Montgomery - D1,2,13,15,16,18",President,,DEM,Over Votes,1,
Orange,"Montgomery - D1,2,13,15,16,18",President,,DEM,Pete Buttigieg,2,
Orange,"Montgomery - D1,2,13,15,16,18",President,,DEM,Tom Steyer,0,
Orange,"Montgomery - D1,2,13,15,16,18",President,,DEM,Tulsi Gabbard,1,
Orange,"Montgomery - D1,2,13,15,16,18",President,,DEM,Under Votes,3,
Orange,"Montgomery - D1,2,13,15,16,18",President,,DEM,Write-ins,0,
Orange,"Montgomery - D3,11,12,14",President,,DEM,Amy Klobuchar,0,
Orange,"Montgomery - D3,11,12,14",President,,DEM,Andrew Yang,1,
Orange,"Montgomery - D3,11,12,14",President,,DEM,Bernie Sanders,17,
Orange,"Montgomery - D3,11,12,14",President,,DEM,Deval Patrick,0,
Orange,"Montgomery - D3,11,12,14",President,,DEM,Elizabeth Warren,4,
Orange,"Montgomery - D3,11,12,14",President,,DEM,Joseph R. Biden,77,
Orange,"Montgomery - D3,11,12,14",President,,DEM,Michael Bennet,0,
Orange,"Montgomery - D3,11,12,14",President,,DEM,Michael R. Bloomberg,1,
Orange,"Montgomery - D3,11,12,14",President,,DEM,Over Votes,0,
Orange,"Montgomery - D3,11,12,14",President,,DEM,Pete Buttigieg,1,
Orange,"Montgomery - D3,11,12,14",President,,DEM,Tom Steyer,0,
Orange,"Montgomery - D3,11,12,14",President,,DEM,Tulsi Gabbard,0,
Orange,"Montgomery - D3,11,12,14",President,,DEM,Under Votes,1,
Orange,"Montgomery - D3,11,12,14",President,,DEM,Write-ins,0,
Orange,"Montgomery - D4,5,6,7,8,9,10,17",President,,DEM,Amy Klobuchar,0,
Orange,"Montgomery - D4,5,6,7,8,9,10,17",President,,DEM,Andrew Yang,0,
Orange,"Montgomery - D4,5,6,7,8,9,10,17",President,,DEM,Bernie Sanders,30,
Orange,"Montgomery - D4,5,6,7,8,9,10,17",President,,DEM,Deval Patrick,0,
Orange,"Montgomery - D4,5,6,7,8,9,10,17",President,,DEM,Elizabeth Warren,3,
Orange,"Montgomery - D4,5,6,7,8,9,10,17",President,,DEM,Joseph R. Biden,122,
Orange,"Montgomery - D4,5,6,7,8,9,10,17",President,,DEM,Michael Bennet,0,
Orange,"Montgomery - D4,5,6,7,8,9,10,17",President,,DEM,Michael R. Bloomberg,1,
Orange,"Montgomery - D4,5,6,7,8,9,10,17",President,,DEM,Over Votes,0,
Orange,"Montgomery - D4,5,6,7,8,9,10,17",President,,DEM,Pete Buttigieg,1,
Orange,"Montgomery - D4,5,6,7,8,9,10,17",President,,DEM,Tom Steyer,0,
Orange,"Montgomery - D4,5,6,7,8,9,10,17",President,,DEM,Tulsi Gabbard,1,
Orange,"Montgomery - D4,5,6,7,8,9,10,17",President,,DEM,Under Votes,1,
Orange,"Montgomery - D4,5,6,7,8,9,10,17",President,,DEM,Write-ins,0,
Orange,"Mount Hope - D1,2,3,4",President,,DEM,Amy Klobuchar,0,
Orange,"Mount Hope - D1,2,3,4",President,,DEM,Andrew Yang,0,
Orange,"Mount Hope - D1,2,3,4",President,,DEM,Bernie Sanders,12,
Orange,"Mount Hope - D1,2,3,4",President,,DEM,Deval Patrick,0,
Orange,"Mount Hope - D1,2,3,4",President,,DEM,Elizabeth Warren,4,
Orange,"Mount Hope - D1,2,3,4",President,,DEM,Joseph R. Biden,48,
Orange,"Mount Hope - D1,2,3,4",President,,DEM,Michael Bennet,0,
Orange,"Mount Hope - D1,2,3,4",President,,DEM,Michael R. Bloomberg,1,
Orange,"Mount Hope - D1,2,3,4",President,,DEM,Over Votes,0,
Orange,"Mount Hope - D1,2,3,4",President,,DEM,Pete Buttigieg,2,
Orange,"Mount Hope - D1,2,3,4",President,,DEM,Tom Steyer,0,
Orange,"Mount Hope - D1,2,3,4",President,,DEM,Tulsi Gabbard,3,
Orange,"Mount Hope - D1,2,3,4",President,,DEM,Under Votes,4,
Orange,"Mount Hope - D1,2,3,4",President,,DEM,Write-ins,0,
Orange,"New Windsor - D1,2,3,4,6,8,13",President,,DEM,Amy Klobuchar,1,
Orange,"New Windsor - D1,2,3,4,6,8,13",President,,DEM,Andrew Yang,5,
Orange,"New Windsor - D1,2,3,4,6,8,13",President,,DEM,Bernie Sanders,35,
Orange,"New Windsor - D1,2,3,4,6,8,13",President,,DEM,Deval Patrick,1,
Orange,"New Windsor - D1,2,3,4,6,8,13",President,,DEM,Elizabeth Warren,2,
Orange,"New Windsor - D1,2,3,4,6,8,13",President,,DEM,Joseph R. Biden,146,
Orange,"New Windsor - D1,2,3,4,6,8,13",President,,DEM,Michael Bennet,1,
Orange,"New Windsor - D1,2,3,4,6,8,13",President,,DEM,Michael R. Bloomberg,1,
Orange,"New Windsor - D1,2,3,4,6,8,13",President,,DEM,Over Votes,0,
Orange,"New Windsor - D1,2,3,4,6,8,13",President,,DEM,Pete Buttigieg,3,
Orange,"New Windsor - D1,2,3,4,6,8,13",President,,DEM,Tom Steyer,0,
Orange,"New Windsor - D1,2,3,4,6,8,13",President,,DEM,Tulsi Gabbard,1,
Orange,"New Windsor - D1,2,3,4,6,8,13",President,,DEM,Under Votes,3,
Orange,"New Windsor - D1,2,3,4,6,8,13",President,,DEM,Write-ins,0,
Orange,"New Windsor - D5,7,14,15,16,18,19,20,21,22",President,,DEM,Amy Klobuchar,0,
Orange,"New Windsor - D5,7,14,15,16,18,19,20,21,22",President,,DEM,Andrew Yang,1,
Orange,"New Windsor - D5,7,14,15,16,18,19,20,21,22",President,,DEM,Bernie Sanders,46,
Orange,"New Windsor - D5,7,14,15,16,18,19,20,21,22",President,,DEM,Deval Patrick,1,
Orange,"New Windsor - D5,7,14,15,16,18,19,20,21,22",President,,DEM,Elizabeth Warren,9,
Orange,"New Windsor - D5,7,14,15,16,18,19,20,21,22",President,,DEM,Joseph R. Biden,281,
Orange,"New Windsor - D5,7,14,15,16,18,19,20,21,22",President,,DEM,Michael Bennet,0,
Orange,"New Windsor - D5,7,14,15,16,18,19,20,21,22",President,,DEM,Michael R. Bloomberg,6,
Orange,"New Windsor - D5,7,14,15,16,18,19,20,21,22",President,,DEM,Over Votes,0,
Orange,"New Windsor - D5,7,14,15,16,18,19,20,21,22",President,,DEM,Pete Buttigieg,1,
Orange,"New Windsor - D5,7,14,15,16,18,19,20,21,22",President,,DEM,Tom Steyer,0,
Orange,"New Windsor - D5,7,14,15,16,18,19,20,21,22",President,,DEM,Tulsi Gabbard,1,
Orange,"New Windsor - D5,7,14,15,16,18,19,20,21,22",President,,DEM,Under Votes,6,
Orange,"New Windsor - D5,7,14,15,16,18,19,20,21,22",President,,DEM,Write-ins,0,
Orange,"New Windsor - D9,10,11,12,17",President,,DEM,Amy Klobuchar,3,
Orange,"New Windsor - D9,10,11,12,17",President,,DEM,Andrew Yang,1,
Orange,"New Windsor - D9,10,11,12,17",President,,DEM,Bernie Sanders,29,
Orange,"New Windsor - D9,10,11,12,17",President,,DEM,Deval Patrick,0,
Orange,"New Windsor - D9,10,11,12,17",President,,DEM,Elizabeth Warren,2,
Orange,"New Windsor - D9,10,11,12,17",President,,DEM,Joseph R. Biden,146,
Orange,"New Windsor - D9,10,11,12,17",President,,DEM,Michael Bennet,0,
Orange,"New Windsor - D9,10,11,12,17",President,,DEM,Michael R. Bloomberg,1,
Orange,"New Windsor - D9,10,11,12,17",President,,DEM,Over Votes,0,
Orange,"New Windsor - D9,10,11,12,17",President,,DEM,Pete Buttigieg,0,
Orange,"New Windsor - D9,10,11,12,17",President,,DEM,Tom Steyer,0,
Orange,"New Windsor - D9,10,11,12,17",President,,DEM,Tulsi Gabbard,2,
Orange,"New Windsor - D9,10,11,12,17",President,,DEM,Under Votes,0,
Orange,"New Windsor - D9,10,11,12,17",President,,DEM,Write-ins,0,
Orange,"Newburgh Town - D1,2,14,15,16,24",President,,DEM,Amy Klobuchar,0,
Orange,"Newburgh Town - D1,2,14,15,16,24",President,,DEM,Andrew Yang,5,
Orange,"Newburgh Town - D1,2,14,15,16,24",President,,DEM,Bernie Sanders,31,
Orange,"Newburgh Town - D1,2,14,15,16,24",President,,DEM,Deval Patrick,0,
Orange,"Newburgh Town - D1,2,14,15,16,24",President,,DEM,Elizabeth Warren,3,
Orange,"Newburgh Town - D1,2,14,15,16,24",President,,DEM,Joseph R. Biden,112,
Orange,"Newburgh Town - D1,2,14,15,16,24",President,,DEM,Michael Bennet,0,
Orange,"Newburgh Town - D1,2,14,15,16,24",President,,DEM,Michael R. Bloomberg,2,
Orange,"Newburgh Town - D1,2,14,15,16,24",President,,DEM,Over Votes,0,
Orange,"Newburgh Town - D1,2,14,15,16,24",President,,DEM,Pete Buttigieg,6,
Orange,"Newburgh Town - D1,2,14,15,16,24",President,,DEM,Tom Steyer,0,
Orange,"Newburgh Town - D1,2,14,15,16,24",President,,DEM,Tulsi Gabbard,0,
Orange,"Newburgh Town - D1,2,14,15,16,24",President,,DEM,Under Votes,0,
Orange,"Newburgh Town - D1,2,14,15,16,24",President,,DEM,Write-ins,0,
Orange,"Newburgh Town - D3,12,13,17,18,19,21,25",President,,DEM,Amy Klobuchar,0,
Orange,"Newburgh Town - D3,12,13,17,18,19,21,25",President,,DEM,Andrew Yang,2,
Orange,"Newburgh Town - D3,12,13,17,18,19,21,25",President,,DEM,Bernie Sanders,44,
Orange,"Newburgh Town - D3,12,13,17,18,19,21,25",President,,DEM,Deval Patrick,0,
Orange,"Newburgh Town - D3,12,13,17,18,19,21,25",President,,DEM,Elizabeth Warren,6,
Orange,"Newburgh Town - D3,12,13,17,18,19,21,25",President,,DEM,Joseph R. Biden,183,
Orange,"Newburgh Town - D3,12,13,17,18,19,21,25",President,,DEM,Michael Bennet,0,
Orange,"Newburgh Town - D3,12,13,17,18,19,21,25",President,,DEM,Michael R. Bloomberg,6,
Orange,"Newburgh Town - D3,12,13,17,18,19,21,25",President,,DEM,Over Votes,0,
Orange,"Newburgh Town - D3,12,13,17,18,19,21,25",President,,DEM,Pete Buttigieg,1,
Orange,"Newburgh Town - D3,12,13,17,18,19,21,25",President,,DEM,Tom Steyer,1,
Orange,"Newburgh Town - D3,12,13,17,18,19,21,25",President,,DEM,Tulsi Gabbard,1,
Orange,"Newburgh Town - D3,12,13,17,18,19,21,25",President,,DEM,Under Votes,1,
Orange,"Newburgh Town - D3,12,13,17,18,19,21,25",President,,DEM,Write-ins,0,
Orange,"Newburgh Town - D4,5,7,8,11,22,26",President,,DEM,Amy Klobuchar,3,
Orange,"Newburgh Town - D4,5,7,8,11,22,26",President,,DEM,Andrew Yang,4,
Orange,"Newburgh Town - D4,5,7,8,11,22,26",President,,DEM,Bernie Sanders,25,
Orange,"Newburgh Town - D4,5,7,8,11,22,26",President,,DEM,Deval Patrick,1,
Orange,"Newburgh Town - D4,5,7,8,11,22,26",President,,DEM,Elizabeth Warren,4,
Orange,"Newburgh Town - D4,5,7,8,11,22,26",President,,DEM,Joseph R. Biden,159,
Orange,"Newburgh Town - D4,5,7,8,11,22,26",President,,DEM,Michael Bennet,0,
Orange,"Newburgh Town - D4,5,7,8,11,22,26",President,,DEM,Michael R. Bloomberg,2,
Orange,"Newburgh Town - D4,5,7,8,11,22,26",President,,DEM,Over Votes,0,
Orange,"Newburgh Town - D4,5,7,8,11,22,26",President,,DEM,Pete Buttigieg,1,
Orange,"Newburgh Town - D4,5,7,8,11,22,26",President,,DEM,Tom Steyer,0,
Orange,"Newburgh Town - D4,5,7,8,11,22,26",President,,DEM,Tulsi Gabbard,0,
Orange,"Newburgh Town - D4,5,7,8,11,22,26",President,,DEM,Under Votes,3,
Orange,"Newburgh Town - D4,5,7,8,11,22,26",President,,DEM,Write-ins,0,
Orange,"Newburgh Town - D6,9,10,20,23,27",President,,DEM,Amy Klobuchar,0,
Orange,"Newburgh Town - D6,9,10,20,23,27",President,,DEM,Andrew Yang,1,
Orange,"Newburgh Town - D6,9,10,20,23,27",President,,DEM,Bernie Sanders,26,
Orange,"Newburgh Town - D6,9,10,20,23,27",President,,DEM,Deval Patrick,1,
Orange,"Newburgh Town - D6,9,10,20,23,27",President,,DEM,Elizabeth Warren,2,
Orange,"Newburgh Town - D6,9,10,20,23,27",President,,DEM,Joseph R. Biden,219,
Orange,"Newburgh Town - D6,9,10,20,23,27",President,,DEM,Michael Bennet,0,
Orange,"Newburgh Town - D6,9,10,20,23,27",President,,DEM,Michael R. Bloomberg,3,
Orange,"Newburgh Town - D6,9,10,20,23,27",President,,DEM,Over Votes,0,
Orange,"Newburgh Town - D6,9,10,20,23,27",President,,DEM,Pete Buttigieg,2,
Orange,"Newburgh Town - D6,9,10,20,23,27",President,,DEM,Tom Steyer,0,
Orange,"Newburgh Town - D6,9,10,20,23,27",President,,DEM,Tulsi Gabbard,1,
Orange,"Newburgh Town - D6,9,10,20,23,27",President,,DEM,Under Votes,2,
Orange,"Newburgh Town - D6,9,10,20,23,27",President,,DEM,Write-ins,0,
Orange,Palm Tree - D1 Thru 19,President,,DEM,Amy Klobuchar,0,
Orange,Palm Tree - D1 Thru 19,President,,DEM,Amy Klobuchar,0,
Orange,Palm Tree - D1 Thru 19,President,,DEM,Andrew Yang,1,
Orange,Palm Tree - D1 Thru 19,President,,DEM,Andrew Yang,1,
Orange,Palm Tree - D1 Thru 19,President,,DEM,Bernie Sanders,2,
Orange,Palm Tree - D1 Thru 19,President,,DEM,Bernie Sanders,2,
Orange,Palm Tree - D1 Thru 19,President,,DEM,Deval Patrick,1,
Orange,Palm Tree - D1 Thru 19,President,,DEM,Deval Patrick,1,
Orange,Palm Tree - D1 Thru 19,President,,DEM,Elizabeth Warren,0,
Orange,Palm Tree - D1 Thru 19,President,,DEM,Elizabeth Warren,0,
Orange,Palm Tree - D1 Thru 19,President,,DEM,Joseph R. Biden,8,
Orange,Palm Tree - D1 Thru 19,President,,DEM,Joseph R. Biden,8,
Orange,Palm Tree - D1 Thru 19,President,,DEM,Michael Bennet,1,
Orange,Palm Tree - D1 Thru 19,President,,DEM,Michael Bennet,1,
Orange,Palm Tree - D1 Thru 19,President,,DEM,Michael R. Bloomberg,1,
Orange,Palm Tree - D1 Thru 19,President,,DEM,Michael R. Bloomberg,1,
Orange,Palm Tree - D1 Thru 19,President,,DEM,Over Votes,0,
Orange,Palm Tree - D1 Thru 19,President,,DEM,Over Votes,0,
Orange,Palm Tree - D1 Thru 19,President,,DEM,Pete Buttigieg,0,
Orange,Palm Tree - D1 Thru 19,President,,DEM,Pete Buttigieg,0,
Orange,Palm Tree - D1 Thru 19,President,,DEM,Tom Steyer,0,
Orange,Palm Tree - D1 Thru 19,President,,DEM,Tom Steyer,0,
Orange,Palm Tree - D1 Thru 19,President,,DEM,Tulsi Gabbard,0,
Orange,Palm Tree - D1 Thru 19,President,,DEM,Tulsi Gabbard,0,
Orange,Palm Tree - D1 Thru 19,President,,DEM,Under Votes,6,
Orange,Palm Tree - D1 Thru 19,President,,DEM,Under Votes,6,
Orange,Palm Tree - D1 Thru 19,President,,DEM,Write-ins,0,
Orange,Palm Tree - D1 Thru 19,President,,DEM,Write-ins,0,
Orange,"Port Jervis - W1 - D1,2   W2 - D1,2   W3 - D1,2   W4 - D1,2",President,,DEM,Amy Klobuchar,1,
Orange,"Port Jervis - W1 - D1,2   W2 - D1,2   W3 - D1,2   W4 - D1,2",President,,DEM,Andrew Yang,0,
Orange,"Port Jervis - W1 - D1,2   W2 - D1,2   W3 - D1,2   W4 - D1,2",President,,DEM,Bernie Sanders,17,
Orange,"Port Jervis - W1 - D1,2   W2 - D1,2   W3 - D1,2   W4 - D1,2",President,,DEM,Deval Patrick,1,
Orange,"Port Jervis - W1 - D1,2   W2 - D1,2   W3 - D1,2   W4 - D1,2",President,,DEM,Elizabeth Warren,1,
Orange,"Port Jervis - W1 - D1,2   W2 - D1,2   W3 - D1,2   W4 - D1,2",President,,DEM,Joseph R. Biden,79,
Orange,"Port Jervis - W1 - D1,2   W2 - D1,2   W3 - D1,2   W4 - D1,2",President,,DEM,Michael Bennet,1,
Orange,"Port Jervis - W1 - D1,2   W2 - D1,2   W3 - D1,2   W4 - D1,2",President,,DEM,Michael R. Bloomberg,0,
Orange,"Port Jervis - W1 - D1,2   W2 - D1,2   W3 - D1,2   W4 - D1,2",President,,DEM,Over Votes,1,
Orange,"Port Jervis - W1 - D1,2   W2 - D1,2   W3 - D1,2   W4 - D1,2",President,,DEM,Pete Buttigieg,3,
Orange,"Port Jervis - W1 - D1,2   W2 - D1,2   W3 - D1,2   W4 - D1,2",President,,DEM,Tom Steyer,1,
Orange,"Port Jervis - W1 - D1,2   W2 - D1,2   W3 - D1,2   W4 - D1,2",President,,DEM,Tulsi Gabbard,1,
Orange,"Port Jervis - W1 - D1,2   W2 - D1,2   W3 - D1,2   W4 - D1,2",President,,DEM,Under Votes,0,
Orange,"Port Jervis - W1 - D1,2   W2 - D1,2   W3 - D1,2   W4 - D1,2",President,,DEM,Write-ins,0,
Orange,"Tuxedo - D1,2,3,4",President,,DEM,Amy Klobuchar,0,
Orange,"Tuxedo - D1,2,3,4",President,,DEM,Andrew Yang,2,
Orange,"Tuxedo - D1,2,3,4",President,,DEM,Bernie Sanders,22,
Orange,"Tuxedo - D1,2,3,4",President,,DEM,Deval Patrick,0,
Orange,"Tuxedo - D1,2,3,4",President,,DEM,Elizabeth Warren,2,
Orange,"Tuxedo - D1,2,3,4",President,,DEM,Joseph R. Biden,71,
Orange,"Tuxedo - D1,2,3,4",President,,DEM,Michael Bennet,0,
Orange,"Tuxedo - D1,2,3,4",President,,DEM,Michael R. Bloomberg,0,
Orange,"Tuxedo - D1,2,3,4",President,,DEM,Over Votes,0,
Orange,"Tuxedo - D1,2,3,4",President,,DEM,Pete Buttigieg,3,
Orange,"Tuxedo - D1,2,3,4",President,,DEM,Tom Steyer,0,
Orange,"Tuxedo - D1,2,3,4",President,,DEM,Tulsi Gabbard,1,
Orange,"Tuxedo - D1,2,3,4",President,,DEM,Under Votes,0,
Orange,"Tuxedo - D1,2,3,4",President,,DEM,Write-ins,0,
Orange,"Wallkill - W1 - D4,5,6  W2 - D1 Thru 7  W3 - D2",President,,DEM,Amy Klobuchar,2,
Orange,"Wallkill - W1 - D4,5,6  W2 - D1 Thru 7  W3 - D2",President,,DEM,Amy Klobuchar,2,
Orange,"Wallkill - W1 - D4,5,6  W2 - D1 Thru 7  W3 - D2",President,,DEM,Andrew Yang,2,
Orange,"Wallkill - W1 - D4,5,6  W2 - D1 Thru 7  W3 - D2",President,,DEM,Andrew Yang,2,
Orange,"Wallkill - W1 - D4,5,6  W2 - D1 Thru 7  W3 - D2",President,,DEM,Bernie Sanders,38,
Orange,"Wallkill - W1 - D4,5,6  W2 - D1 Thru 7  W3 - D2",President,,DEM,Bernie Sanders,38,
Orange,"Wallkill - W1 - D4,5,6  W2 - D1 Thru 7  W3 - D2",President,,DEM,Deval Patrick,2,
Orange,"Wallkill - W1 - D4,5,6  W2 - D1 Thru 7  W3 - D2",President,,DEM,Deval Patrick,2,
Orange,"Wallkill - W1 - D4,5,6  W2 - D1 Thru 7  W3 - D2",President,,DEM,Elizabeth Warren,7,
Orange,"Wallkill - W1 - D4,5,6  W2 - D1 Thru 7  W3 - D2",President,,DEM,Elizabeth Warren,7,
Orange,"Wallkill - W1 - D4,5,6  W2 - D1 Thru 7  W3 - D2",President,,DEM,Joseph R. Biden,220,
Orange,"Wallkill - W1 - D4,5,6  W2 - D1 Thru 7  W3 - D2",President,,DEM,Joseph R. Biden,220,
Orange,"Wallkill - W1 - D4,5,6  W2 - D1 Thru 7  W3 - D2",President,,DEM,Michael Bennet,0,
Orange,"Wallkill - W1 - D4,5,6  W2 - D1 Thru 7  W3 - D2",President,,DEM,Michael Bennet,0,
Orange,"Wallkill - W1 - D4,5,6  W2 - D1 Thru 7  W3 - D2",President,,DEM,Michael R. Bloomberg,5,
Orange,"Wallkill - W1 - D4,5,6  W2 - D1 Thru 7  W3 - D2",President,,DEM,Michael R. Bloomberg,5,
Orange,"Wallkill - W1 - D4,5,6  W2 - D1 Thru 7  W3 - D2",President,,DEM,Over Votes,0,
Orange,"Wallkill - W1 - D4,5,6  W2 - D1 Thru 7  W3 - D2",President,,DEM,Over Votes,0,
Orange,"Wallkill - W1 - D4,5,6  W2 - D1 Thru 7  W3 - D2",President,,DEM,Pete Buttigieg,1,
Orange,"Wallkill - W1 - D4,5,6  W2 - D1 Thru 7  W3 - D2",President,,DEM,Pete Buttigieg,1,
Orange,"Wallkill - W1 - D4,5,6  W2 - D1 Thru 7  W3 - D2",President,,DEM,Tom Steyer,0,
Orange,"Wallkill - W1 - D4,5,6  W2 - D1 Thru 7  W3 - D2",President,,DEM,Tom Steyer,0,
Orange,"Wallkill - W1 - D4,5,6  W2 - D1 Thru 7  W3 - D2",President,,DEM,Tulsi Gabbard,0,
Orange,"Wallkill - W1 - D4,5,6  W2 - D1 Thru 7  W3 - D2",President,,DEM,Tulsi Gabbard,0,
Orange,"Wallkill - W1 - D4,5,6  W2 - D1 Thru 7  W3 - D2",President,,DEM,Under Votes,5,
Orange,"Wallkill - W1 - D4,5,6  W2 - D1 Thru 7  W3 - D2",President,,DEM,Under Votes,5,
Orange,"Wallkill - W1 - D4,5,6  W2 - D1 Thru 7  W3 - D2",President,,DEM,Write-ins,0,
Orange,"Wallkill - W1 - D4,5,6  W2 - D1 Thru 7  W3 - D2",President,,DEM,Write-ins,0,
Orange,"Wallkill - W1- D1,2,3,7",President,,DEM,Amy Klobuchar,0,
Orange,"Wallkill - W1- D1,2,3,7",President,,DEM,Amy Klobuchar,0,
Orange,"Wallkill - W1- D1,2,3,7",President,,DEM,Andrew Yang,1,
Orange,"Wallkill - W1- D1,2,3,7",President,,DEM,Andrew Yang,1,
Orange,"Wallkill - W1- D1,2,3,7",President,,DEM,Bernie Sanders,23,
Orange,"Wallkill - W1- D1,2,3,7",President,,DEM,Bernie Sanders,23,
Orange,"Wallkill - W1- D1,2,3,7",President,,DEM,Deval Patrick,0,
Orange,"Wallkill - W1- D1,2,3,7",President,,DEM,Deval Patrick,0,
Orange,"Wallkill - W1- D1,2,3,7",President,,DEM,Elizabeth Warren,1,
Orange,"Wallkill - W1- D1,2,3,7",President,,DEM,Elizabeth Warren,1,
Orange,"Wallkill - W1- D1,2,3,7",President,,DEM,Joseph R. Biden,82,
Orange,"Wallkill - W1- D1,2,3,7",President,,DEM,Joseph R. Biden,82,
Orange,"Wallkill - W1- D1,2,3,7",President,,DEM,Michael Bennet,0,
Orange,"Wallkill - W1- D1,2,3,7",President,,DEM,Michael Bennet,0,
Orange,"Wallkill - W1- D1,2,3,7",President,,DEM,Michael R. Bloomberg,1,
Orange,"Wallkill - W1- D1,2,3,7",President,,DEM,Michael R. Bloomberg,1,
Orange,"Wallkill - W1- D1,2,3,7",President,,DEM,Over Votes,0,
Orange,"Wallkill - W1- D1,2,3,7",President,,DEM,Over Votes,0,
Orange,"Wallkill - W1- D1,2,3,7",President,,DEM,Pete Buttigieg,3,
Orange,"Wallkill - W1- D1,2,3,7",President,,DEM,Pete Buttigieg,3,
Orange,"Wallkill - W1- D1,2,3,7",President,,DEM,Tom Steyer,0,
Orange,"Wallkill - W1- D1,2,3,7",President,,DEM,Tom Steyer,0,
Orange,"Wallkill - W1- D1,2,3,7",President,,DEM,Tulsi Gabbard,0,
Orange,"Wallkill - W1- D1,2,3,7",President,,DEM,Tulsi Gabbard,0,
Orange,"Wallkill - W1- D1,2,3,7",President,,DEM,Under Votes,1,
Orange,"Wallkill - W1- D1,2,3,7",President,,DEM,Under Votes,1,
Orange,"Wallkill - W1- D1,2,3,7",President,,DEM,Write-ins,0,
Orange,"Wallkill - W1- D1,2,3,7",President,,DEM,Write-ins,0,
Orange,"Wallkill - W3 - D1,3,4,5,6,7",President,,DEM,Amy Klobuchar,1,
Orange,"Wallkill - W3 - D1,3,4,5,6,7",President,,DEM,Amy Klobuchar,1,
Orange,"Wallkill - W3 - D1,3,4,5,6,7",President,,DEM,Andrew Yang,2,
Orange,"Wallkill - W3 - D1,3,4,5,6,7",President,,DEM,Andrew Yang,2,
