county,precinct,office,district,party,candidate,election_day,early_voting,absentee
Ontario,Town of Richmond 2,Comptroller,,,Undervotes,12,0,3
Ontario,Town of Richmond 3,Comptroller,,,Undervotes,14,0,0
Ontario,Town of South Bristol 1,Comptroller,,,Undervotes,5,2,2
Ontario,Town of South Bristol 2,Comptroller,,,Undervotes,7,0,0
Ontario,Town of Seneca 1,Comptroller,,,Undervotes,3,0,0
Ontario,Town of Seneca 2,Comptroller,,,Undervotes,10,2,1
Ontario,Town of Seneca 3,Comptroller,,,Undervotes,11,1,0
Ontario,Town of Victor 1,Comptroller,,,Undervotes,8,1,0
Ontario,Town of Victor 2,Comptroller,,,Undervotes,8,2,0
Ontario,Town of Victor 3,Comptroller,,,Undervotes,9,2,1
Ontario,Town of Victor 4,Comptroller,,,Undervotes,9,3,0
Ontario,Town of Victor 5,Comptroller,,,Undervotes,14,4,3
Ontario,Town of Victor 6,Comptroller,,,Undervotes,7,1,1
Ontario,Town of Victor 7,Comptroller,,,Undervotes,6,1,3
Ontario,Town of Victor 8,Comptroller,,,Undervotes,11,2,4
Ontario,Town of Victor 9,Comptroller,,,Undervotes,3,2,1
Ontario,Town of Victor 10,Comptroller,,,Undervotes,14,1,0
Ontario,Town of Victor 11,Comptroller,,,Undervotes,11,2,3
Ontario,Town of Victor 12,Comptroller,,,Undervotes,10,3,1
Ontario,Town of West Bloomfield 1,Comptroller,,,Undervotes,13,1,0
Ontario,Town of West Bloomfield 2,Comptroller,,,Undervotes,11,1,0
Ontario,Cumulative,Comptroller,,,Undervotes,0,0,0
Ontario,City of Canandaigua Ward 1 1,Comptroller,,,Overvotes,0,0,0
Ontario,City of Canandaigua Ward 1 2,Comptroller,,,Overvotes,0,0,0
Ontario,City of Canandaigua Ward 2 1,Comptroller,,,Overvotes,0,0,0
Ontario,City of Canandaigua Ward 2 2,Comptroller,,,Overvotes,0,0,0
Ontario,City of Canandaigua Ward 3 1,Comptroller,,,Overvotes,0,0,0
Ontario,City of Canandaigua Ward 3 2,Comptroller,,,Overvotes,0,0,0
Ontario,City of Canandaigua Ward 4 1,Comptroller,,,Overvotes,0,0,0
Ontario,City of Canandaigua Ward 4 2,Comptroller,,,Overvotes,0,0,0
Ontario,City of Geneva Ward 1 1,Comptroller,,,Overvotes,0,0,0
Ontario,City of Geneva Ward 1 2,Comptroller,,,Overvotes,0,0,0
Ontario,City of Geneva Ward 2 1,Comptroller,,,Overvotes,0,0,0
Ontario,City of Geneva Ward 2 2,Comptroller,,,Overvotes,0,0,0
Ontario,City of Geneva Ward 3 1,Comptroller,,,Overvotes,0,0,0
Ontario,City of Geneva Ward 3 2,Comptroller,,,Overvotes,0,0,0
Ontario,City of Geneva Ward 4 1,Comptroller,,,Overvotes,0,0,0
Ontario,City of Geneva Ward 4 2,Comptroller,,,Overvotes,0,0,0
Ontario,City of Geneva Ward 5 1,Comptroller,,,Overvotes,0,0,0
Ontario,City of Geneva Ward 5 2,Comptroller,,,Overvotes,0,0,0
Ontario,City of Geneva Ward 6 1,Comptroller,,,Overvotes,0,0,0
Ontario,City of Geneva Ward 6 2,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Bristol 1,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Bristol 2,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Canadice 1,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Canadice 2,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Canandaigua 1,Comptroller,,,Overvotes,0,0,1
Ontario,Town of Canandaigua 2,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Canandaigua 3,Comptroller,,,Overvotes,1,0,0
Ontario,Town of Canandaigua 4,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Canandaigua 5,Comptroller,,,Overvotes,0,0,1
Ontario,Town of Canandaigua 6,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Canandaigua 7,Comptroller,,,Overvotes,0,0,0
Ontario,Town of East Bloomfield 1,Comptroller,,,Overvotes,0,0,0
Ontario,Town of East Bloomfield 2,Comptroller,,,Overvotes,0,0,0
Ontario,Town of East Bloomfield 3,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Farmington 1,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Farmington 2,Comptroller,,,Overvotes,1,0,0
Ontario,Town of Farmington 3,Comptroller,,,Overvotes,0,0,1
Ontario,Town of Farmington 4,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Farmington 5,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Farmington 6,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Farmington 7,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Farmington 8,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Farmington 9,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Farmington 10,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Geneva 1,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Geneva 2,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Geneva 3,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Gorham 1,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Gorham 2,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Gorham 3,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Gorham 4,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Hopewell 1,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Hopewell 2,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Hopewell 3,Comptroller,,,Overvotes,0,0,1
Ontario,Town of Manchester 1,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Manchester 2,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Manchester 3,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Manchester 4,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Manchester 5,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Manchester 6,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Manchester 7,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Manchester 8,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Naples 1,Comptroller,,,Overvotes,1,0,0
Ontario,Town of Naples 2,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Phelps 1,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Phelps 2,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Phelps 3,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Phelps 4,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Phelps 5,Comptroller,,,Overvotes,1,0,0
Ontario,Town of Phelps 6,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Richmond 1,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Richmond 2,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Richmond 3,Comptroller,,,Overvotes,0,0,0
Ontario,Town of South Bristol 1,Comptroller,,,Overvotes,0,0,0
Ontario,Town of South Bristol 2,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Seneca 1,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Seneca 2,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Seneca 3,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Victor 1,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Victor 2,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Victor 3,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Victor 4,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Victor 5,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Victor 6,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Victor 7,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Victor 8,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Victor 9,Comptroller,,,Overvotes,0,0,0
Ontario,Town of Victor 10,Comptroller,,,Overvotes,1,0,0
Ontario,Town of Victor 11,Comptroller,,,Overvotes,1,0,0
Ontario,Town of Victor 12,Comptroller,,,Overvotes,0,0,0
Ontario,Town of West Bloomfield 1,Comptroller,,,Overvotes,0,0,0
Ontario,Town of West Bloomfield 2,Comptroller,,,Overvotes,0,0,0
Ontario,Cumulative,Comptroller,,,Overvotes,0,0,0
Ontario,City of Canandaigua Ward 1 1,Attorney General,,DEM,Letitia A. James,165,62,35
Ontario,City of Canandaigua Ward 1 2,Attorney General,,DEM,Letitia A. James,213,84,28
Ontario,City of Canandaigua Ward 2 1,Attorney General,,DEM,Letitia A. James,82,51,11
Ontario,City of Canandaigua Ward 2 2,Attorney General,,DEM,Letitia A. James,117,45,24
Ontario,City of Canandaigua Ward 3 1,Attorney General,,DEM,Letitia A. James,179,38,35
Ontario,City of Canandaigua Ward 3 2,Attorney General,,DEM,Letitia A. James,171,58,31
Ontario,City of Canandaigua Ward 4 1,Attorney General,,DEM,Letitia A. James,167,43,43
Ontario,City of Canandaigua Ward 4 2,Attorney General,,DEM,Letitia A. James,269,59,26
Ontario,City of Geneva Ward 1 1,Attorney General,,DEM,Letitia A. James,118,44,17
Ontario,City of Geneva Ward 1 2,Attorney General,,DEM,Letitia A. James,89,30,18
Ontario,City of Geneva Ward 2 1,Attorney General,,DEM,Letitia A. James,138,52,14
Ontario,City of Geneva Ward 2 2,Attorney General,,DEM,Letitia A. James,116,51,27
Ontario,City of Geneva Ward 3 1,Attorney General,,DEM,Letitia A. James,128,49,11
Ontario,City of Geneva Ward 3 2,Attorney General,,DEM,Letitia A. James,170,142,36
Ontario,City of Geneva Ward 4 1,Attorney General,,DEM,Letitia A. James,86,42,17
Ontario,City of Geneva Ward 4 2,Attorney General,,DEM,Letitia A. James,114,64,13
Ontario,City of Geneva Ward 5 1,Attorney General,,DEM,Letitia A. James,63,25,15
Ontario,City of Geneva Ward 5 2,Attorney General,,DEM,Letitia A. James,82,23,14
Ontario,City of Geneva Ward 6 1,Attorney General,,DEM,Letitia A. James,70,8,3
Ontario,City of Geneva Ward 6 2,Attorney General,,DEM,Letitia A. James,56,10,12
Ontario,Town of Bristol 1,Attorney General,,DEM,Letitia A. James,101,12,10
Ontario,Town of Bristol 2,Attorney General,,DEM,Letitia A. James,173,28,9
Ontario,Town of Canadice 1,Attorney General,,DEM,Letitia A. James,137,11,17
Ontario,Town of Canadice 2,Attorney General,,DEM,Letitia A. James,85,8,14
Ontario,Town of Canandaigua 1,Attorney General,,DEM,Letitia A. James,113,57,31
Ontario,Town of Canandaigua 2,Attorney General,,DEM,Letitia A. James,199,59,42
Ontario,Town of Canandaigua 3,Attorney General,,DEM,Letitia A. James,373,103,48
Ontario,Town of Canandaigua 4,Attorney General,,DEM,Letitia A. James,243,75,73
Ontario,Town of Canandaigua 5,Attorney General,,DEM,Letitia A. James,310,102,42
Ontario,Town of Canandaigua 6,Attorney General,,DEM,Letitia A. James,147,39,13
Ontario,Town of Canandaigua 7,Attorney General,,DEM,Letitia A. James,199,37,11
Ontario,Town of East Bloomfield 1,Attorney General,,DEM,Letitia A. James,153,31,5
Ontario,Town of East Bloomfield 2,Attorney General,,DEM,Letitia A. James,135,27,27
Ontario,Town of East Bloomfield 3,Attorney General,,DEM,Letitia A. James,154,33,13
Ontario,Town of Farmington 1,Attorney General,,DEM,Letitia A. James,141,22,10
Ontario,Town of Farmington 2,Attorney General,,DEM,Letitia A. James,190,42,12
Ontario,Town of Farmington 3,Attorney General,,DEM,Letitia A. James,140,39,19
Ontario,Town of Farmington 4,Attorney General,,DEM,Letitia A. James,182,25,12
Ontario,Town of Farmington 5,Attorney General,,DEM,Letitia A. James,120,24,11
Ontario,Town of Farmington 6,Attorney General,,DEM,Letitia A. James,290,79,24
Ontario,Town of Farmington 7,Attorney General,,DEM,Letitia A. James,183,70,16
Ontario,Town of Farmington 8,Attorney General,,DEM,Letitia A. James,134,40,32
Ontario,Town of Farmington 9,Attorney General,,DEM,Letitia A. James,125,20,6
Ontario,Town of Farmington 10,Attorney General,,DEM,Letitia A. James,43,7,3
Ontario,Town of Geneva 1,Attorney General,,DEM,Letitia A. James,131,50,36
Ontario,Town of Geneva 2,Attorney General,,DEM,Letitia A. James,170,50,31
Ontario,Town of Geneva 3,Attorney General,,DEM,Letitia A. James,193,58,30
Ontario,Town of Gorham 1,Attorney General,,DEM,Letitia A. James,106,7,8
Ontario,Town of Gorham 2,Attorney General,,DEM,Letitia A. James,101,6,19
Ontario,Town of Gorham 3,Attorney General,,DEM,Letitia A. James,169,22,17
Ontario,Town of Gorham 4,Attorney General,,DEM,Letitia A. James,145,37,22
Ontario,Town of Hopewell 1,Attorney General,,DEM,Letitia A. James,143,23,18
Ontario,Town of Hopewell 2,Attorney General,,DEM,Letitia A. James,53,7,7
Ontario,Town of Hopewell 3,Attorney General,,DEM,Letitia A. James,89,22,24
Ontario,Town of Manchester 1,Attorney General,,DEM,Letitia A. James,157,15,13
Ontario,Town of Manchester 2,Attorney General,,DEM,Letitia A. James,57,9,19
Ontario,Town of Manchester 3,Attorney General,,DEM,Letitia A. James,121,7,12
Ontario,Town of Manchester 4,Attorney General,,DEM,Letitia A. James,132,10,12
Ontario,Town of Manchester 5,Attorney General,,DEM,Letitia A. James,79,7,8
Ontario,Town of Manchester 6,Attorney General,,DEM,Letitia A. James,104,6,8
Ontario,Town of Manchester 7,Attorney General,,DEM,Letitia A. James,97,6,8
Ontario,Town of Manchester 8,Attorney General,,DEM,Letitia A. James,110,14,10
Ontario,Town of Naples 1,Attorney General,,DEM,Letitia A. James,254,6,32
Ontario,Town of Naples 2,Attorney General,,DEM,Letitia A. James,62,10,14
Ontario,Town of Phelps 1,Attorney General,,DEM,Letitia A. James,157,16,11
Ontario,Town of Phelps 2,Attorney General,,DEM,Letitia A. James,102,10,10
Ontario,Town of Phelps 3,Attorney General,,DEM,Letitia A. James,98,10,15
Ontario,Town of Phelps 4,Attorney General,,DEM,Letitia A. James,160,11,9
Ontario,Town of Phelps 5,Attorney General,,DEM,Letitia A. James,110,4,9
Ontario,Town of Phelps 6,Attorney General,,DEM,Letitia A. James,103,9,10
Ontario,Town of Richmond 1,Attorney General,,DEM,Letitia A. James,140,9,14
Ontario,Town of Richmond 2,Attorney General,,DEM,Letitia A. James,146,13,25
Ontario,Town of Richmond 3,Attorney General,,DEM,Letitia A. James,158,11,16
Ontario,Town of South Bristol 1,Attorney General,,DEM,Letitia A. James,158,46,37
Ontario,Town of South Bristol 2,Attorney General,,DEM,Letitia A. James,173,23,11
Ontario,Town of Seneca 1,Attorney General,,DEM,Letitia A. James,65,4,3
Ontario,Town of Seneca 2,Attorney General,,DEM,Letitia A. James,97,11,12
Ontario,Town of Seneca 3,Attorney General,,DEM,Letitia A. James,103,21,12
Ontario,Town of Victor 1,Attorney General,,DEM,Letitia A. James,156,106,21
Ontario,Town of Victor 2,Attorney General,,DEM,Letitia A. James,156,90,35
Ontario,Town of Victor 3,Attorney General,,DEM,Letitia A. James,150,99,22
Ontario,Town of Victor 4,Attorney General,,DEM,Letitia A. James,137,83,10
Ontario,Town of Victor 5,Attorney General,,DEM,Letitia A. James,254,129,25
Ontario,Town of Victor 6,Attorney General,,DEM,Letitia A. James,166,82,7
Ontario,Town of Victor 7,Attorney General,,DEM,Letitia A. James,163,142,44
Ontario,Town of Victor 8,Attorney General,,DEM,Letitia A. James,165,97,22
Ontario,Town of Victor 9,Attorney General,,DEM,Letitia A. James,208,57,23
Ontario,Town of Victor 10,Attorney General,,DEM,Letitia A. James,152,112,27
Ontario,Town of Victor 11,Attorney General,,DEM,Letitia A. James,124,27,27
Ontario,Town of Victor 12,Attorney General,,DEM,Letitia A. James,132,86,20
Ontario,Town of West Bloomfield 1,Attorney General,,DEM,Letitia A. James,158,20,24
Ontario,Town of West Bloomfield 2,Attorney General,,DEM,Letitia A. James,135,26,11
Ontario,Cumulative,Attorney General,,DEM,Letitia A. James,0,0,0
Ontario,City of Canandaigua Ward 1 1,Attorney General,,REP,Michael Henry,158,30,15
Ontario,City of Canandaigua Ward 1 2,Attorney General,,REP,Michael Henry,156,22,15
Ontario,City of Canandaigua Ward 2 1,Attorney General,,REP,Michael Henry,90,19,5
Ontario,City of Canandaigua Ward 2 2,Attorney General,,REP,Michael Henry,147,26,19
Ontario,City of Canandaigua Ward 3 1,Attorney General,,REP,Michael Henry,139,20,14
Ontario,City of Canandaigua Ward 3 2,Attorney General,,REP,Michael Henry,153,25,18
Ontario,City of Canandaigua Ward 4 1,Attorney General,,REP,Michael Henry,150,19,18
Ontario,City of Canandaigua Ward 4 2,Attorney General,,REP,Michael Henry,219,24,15
Ontario,City of Geneva Ward 1 1,Attorney General,,REP,Michael Henry,40,10,11
Ontario,City of Geneva Ward 1 2,Attorney General,,REP,Michael Henry,52,5,2
Ontario,City of Geneva Ward 2 1,Attorney General,,REP,Michael Henry,83,18,12
Ontario,City of Geneva Ward 2 2,Attorney General,,REP,Michael Henry,135,35,6
Ontario,City of Geneva Ward 3 1,Attorney General,,REP,Michael Henry,61,22,6
Ontario,City of Geneva Ward 3 2,Attorney General,,REP,Michael Henry,109,42,9
Ontario,City of Geneva Ward 4 1,Attorney General,,REP,Michael Henry,68,29,5
Ontario,City of Geneva Ward 4 2,Attorney General,,REP,Michael Henry,56,19,4
Ontario,City of Geneva Ward 5 1,Attorney General,,REP,Michael Henry,37,16,1
Ontario,City of Geneva Ward 5 2,Attorney General,,REP,Michael Henry,25,6,3
Ontario,City of Geneva Ward 6 1,Attorney General,,REP,Michael Henry,36,8,1
Ontario,City of Geneva Ward 6 2,Attorney General,,REP,Michael Henry,45,6,0
Ontario,Town of Bristol 1,Attorney General,,REP,Michael Henry,218,16,10
Ontario,Town of Bristol 2,Attorney General,,REP,Michael Henry,349,21,14
Ontario,Town of Canadice 1,Attorney General,,REP,Michael Henry,192,7,14
Ontario,Town of Canadice 2,Attorney General,,REP,Michael Henry,177,4,10
Ontario,Town of Canandaigua 1,Attorney General,,REP,Michael Henry,178,38,16
Ontario,Town of Canandaigua 2,Attorney General,,REP,Michael Henry,272,43,28
Ontario,Town of Canandaigua 3,Attorney General,,REP,Michael Henry,443,55,34
Ontario,Town of Canandaigua 4,Attorney General,,REP,Michael Henry,274,38,42
Ontario,Town of Canandaigua 5,Attorney General,,REP,Michael Henry,362,52,25
Ontario,Town of Canandaigua 6,Attorney General,,REP,Michael Henry,168,19,16
Ontario,Town of Canandaigua 7,Attorney General,,REP,Michael Henry,276,14,8
Ontario,Town of East Bloomfield 1,Attorney General,,REP,Michael Henry,265,21,9
Ontario,Town of East Bloomfield 2,Attorney General,,REP,Michael Henry,265,11,15
Ontario,Town of East Bloomfield 3,Attorney General,,REP,Michael Henry,224,17,12
Ontario,Town of Farmington 1,Attorney General,,REP,Michael Henry,364,25,11
Ontario,Town of Farmington 2,Attorney General,,REP,Michael Henry,284,27,11
Ontario,Town of Farmington 3,Attorney General,,REP,Michael Henry,221,17,11
Ontario,Town of Farmington 4,Attorney General,,REP,Michael Henry,259,18,7
Ontario,Town of Farmington 5,Attorney General,,REP,Michael Henry,117,17,4
Ontario,Town of Farmington 6,Attorney General,,REP,Michael Henry,450,78,24
Ontario,Town of Farmington 7,Attorney General,,REP,Michael Henry,313,41,19
Ontario,Town of Farmington 8,Attorney General,,REP,Michael Henry,164,25,11
Ontario,Town of Farmington 9,Attorney General,,REP,Michael Henry,166,7,7
Ontario,Town of Farmington 10,Attorney General,,REP,Michael Henry,128,4,9
Ontario,Town of Geneva 1,Attorney General,,REP,Michael Henry,166,30,12
Ontario,Town of Geneva 2,Attorney General,,REP,Michael Henry,192,33,7
Ontario,Town of Geneva 3,Attorney General,,REP,Michael Henry,198,29,16
Ontario,Town of Gorham 1,Attorney General,,REP,Michael Henry,243,9,10
Ontario,Town of Gorham 2,Attorney General,,REP,Michael Henry,263,10,17
Ontario,Town of Gorham 3,Attorney General,,REP,Michael Henry,189,10,18
Ontario,Town of Gorham 4,Attorney General,,REP,Michael Henry,167,11,10
Ontario,Town of Hopewell 1,Attorney General,,REP,Michael Henry,295,18,12
Ontario,Town of Hopewell 2,Attorney General,,REP,Michael Henry,104,13,5
Ontario,Town of Hopewell 3,Attorney General,,REP,Michael Henry,194,11,14
Ontario,Town of Manchester 1,Attorney General,,REP,Michael Henry,222,7,9
Ontario,Town of Manchester 2,Attorney General,,REP,Michael Henry,145,7,2
Ontario,Town of Manchester 3,Attorney General,,REP,Michael Henry,287,7,7
Ontario,Town of Manchester 4,Attorney General,,REP,Michael Henry,298,8,19
Ontario,Town of Manchester 5,Attorney General,,REP,Michael Henry,123,3,3
Ontario,Town of Manchester 6,Attorney General,,REP,Michael Henry,156,5,9
Ontario,Town of Manchester 7,Attorney General,,REP,Michael Henry,144,4,2
Ontario,Town of Manchester 8,Attorney General,,REP,Michael Henry,159,7,8
Ontario,Town of Naples 1,Attorney General,,REP,Michael Henry,332,5,12
Ontario,Town of Naples 2,Attorney General,,REP,Michael Henry,143,5,7
Ontario,Town of Phelps 1,Attorney General,,REP,Michael Henry,203,16,6
Ontario,Town of Phelps 2,Attorney General,,REP,Michael Henry,301,11,11
Ontario,Town of Phelps 3,Attorney General,,REP,Michael Henry,249,16,7
Ontario,Town of Phelps 4,Attorney General,,REP,Michael Henry,263,13,5
Ontario,Town of Phelps 5,Attorney General,,REP,Michael Henry,208,4,16
Ontario,Town of Phelps 6,Attorney General,,REP,Michael Henry,224,17,11
Ontario,Town of Richmond 1,Attorney General,,REP,Michael Henry,227,6,10
Ontario,Town of Richmond 2,Attorney General,,REP,Michael Henry,236,10,19
Ontario,Town of Richmond 3,Attorney General,,REP,Michael Henry,326,9,13
Ontario,Town of South Bristol 1,Attorney General,,REP,Michael Henry,124,18,15
Ontario,Town of South Bristol 2,Attorney General,,REP,Michael Henry,211,5,8
Ontario,Town of Seneca 1,Attorney General,,REP,Michael Henry,157,5,6
Ontario,Town of Seneca 2,Attorney General,,REP,Michael Henry,190,9,9
Ontario,Town of Seneca 3,Attorney General,,REP,Michael Henry,232,12,8
Ontario,Town of Victor 1,Attorney General,,REP,Michael Henry,220,73,14
Ontario,Town of Victor 2,Attorney General,,REP,Michael Henry,332,69,16
Ontario,Town of Victor 3,Attorney General,,REP,Michael Henry,201,37,17
Ontario,Town of Victor 4,Attorney General,,REP,Michael Henry,143,43,5
Ontario,Town of Victor 5,Attorney General,,REP,Michael Henry,310,80,36
Ontario,Town of Victor 6,Attorney General,,REP,Michael Henry,261,94,10
Ontario,Town of Victor 7,Attorney General,,REP,Michael Henry,168,68,20
Ontario,Town of Victor 8,Attorney General,,REP,Michael Henry,190,54,7
Ontario,Town of Victor 9,Attorney General,,REP,Michael Henry,257,58,13
Ontario,Town of Victor 10,Attorney General,,REP,Michael Henry,180,85,20
Ontario,Town of Victor 11,Attorney General,,REP,Michael Henry,176,16,10
Ontario,Town of Victor 12,Attorney General,,REP,Michael Henry,155,63,10
Ontario,Town of West Bloomfield 1,Attorney General,,REP,Michael Henry,296,16,12
Ontario,Town of West Bloomfield 2,Attorney General,,REP,Michael Henry,241,20,12
Ontario,Cumulative,Attorney General,,REP,Michael Henry,0,0,0
Ontario,City of Canandaigua Ward 1 1,Attorney General,,CON,Michael Henry,25,6,4
Ontario,City of Canandaigua Ward 1 2,Attorney General,,CON,Michael Henry,26,6,5
Ontario,City of Canandaigua Ward 2 1,Attorney General,,CON,Michael Henry,17,5,0
Ontario,City of Canandaigua Ward 2 2,Attorney General,,CON,Michael Henry,21,6,5
Ontario,City of Canandaigua Ward 3 1,Attorney General,,CON,Michael Henry,30,3,1
Ontario,City of Canandaigua Ward 3 2,Attorney General,,CON,Michael Henry,25,4,6
Ontario,City of Canandaigua Ward 4 1,Attorney General,,CON,Michael Henry,26,4,6
Ontario,City of Canandaigua Ward 4 2,Attorney General,,CON,Michael Henry,35,4,4
Ontario,City of Geneva Ward 1 1,Attorney General,,CON,Michael Henry,4,2,5
Ontario,City of Geneva Ward 1 2,Attorney General,,CON,Michael Henry,8,2,0
Ontario,City of Geneva Ward 2 1,Attorney General,,CON,Michael Henry,11,3,0
Ontario,City of Geneva Ward 2 2,Attorney General,,CON,Michael Henry,18,3,0
Ontario,City of Geneva Ward 3 1,Attorney General,,CON,Michael Henry,9,6,2
Ontario,City of Geneva Ward 3 2,Attorney General,,CON,Michael Henry,15,3,2
Ontario,City of Geneva Ward 4 1,Attorney General,,CON,Michael Henry,7,1,0
Ontario,City of Geneva Ward 4 2,Attorney General,,CON,Michael Henry,16,3,1
Ontario,City of Geneva Ward 5 1,Attorney General,,CON,Michael Henry,4,2,1
Ontario,City of Geneva Ward 5 2,Attorney General,,CON,Michael Henry,7,1,0
Ontario,City of Geneva Ward 6 1,Attorney General,,CON,Michael Henry,6,0,0
Ontario,City of Geneva Ward 6 2,Attorney General,,CON,Michael Henry,5,2,0
Ontario,Town of Bristol 1,Attorney General,,CON,Michael Henry,44,8,4
Ontario,Town of Bristol 2,Attorney General,,CON,Michael Henry,69,2,3
Ontario,Town of Canadice 1,Attorney General,,CON,Michael Henry,44,3,2
Ontario,Town of Canadice 2,Attorney General,,CON,Michael Henry,48,3,2
Ontario,Town of Canandaigua 1,Attorney General,,CON,Michael Henry,34,6,1
Ontario,Town of Canandaigua 2,Attorney General,,CON,Michael Henry,57,3,4
Ontario,Town of Canandaigua 3,Attorney General,,CON,Michael Henry,92,7,5
Ontario,Town of Canandaigua 4,Attorney General,,CON,Michael Henry,51,2,9
Ontario,Town of Canandaigua 5,Attorney General,,CON,Michael Henry,50,8,5
Ontario,Town of Canandaigua 6,Attorney General,,CON,Michael Henry,31,2,3
Ontario,Town of Canandaigua 7,Attorney General,,CON,Michael Henry,65,2,1
Ontario,Town of East Bloomfield 1,Attorney General,,CON,Michael Henry,57,5,1
Ontario,Town of East Bloomfield 2,Attorney General,,CON,Michael Henry,47,3,0
Ontario,Town of East Bloomfield 3,Attorney General,,CON,Michael Henry,40,1,6
Ontario,Town of Farmington 1,Attorney General,,CON,Michael Henry,56,1,1
Ontario,Town of Farmington 2,Attorney General,,CON,Michael Henry,51,2,4
Ontario,Town of Farmington 3,Attorney General,,CON,Michael Henry,34,4,2
Ontario,Town of Farmington 4,Attorney General,,CON,Michael Henry,40,4,0
Ontario,Town of Farmington 5,Attorney General,,CON,Michael Henry,25,2,0
Ontario,Town of Farmington 6,Attorney General,,CON,Michael Henry,67,6,1
Ontario,Town of Farmington 7,Attorney General,,CON,Michael Henry,46,5,1
Ontario,Town of Farmington 8,Attorney General,,CON,Michael Henry,22,0,2
Ontario,Town of Farmington 9,Attorney General,,CON,Michael Henry,27,2,0
Ontario,Town of Farmington 10,Attorney General,,CON,Michael Henry,20,3,2
Ontario,Town of Geneva 1,Attorney General,,CON,Michael Henry,16,2,0
Ontario,Town of Geneva 2,Attorney General,,CON,Michael Henry,30,5,4
Ontario,Town of Geneva 3,Attorney General,,CON,Michael Henry,24,7,3
Ontario,Town of Gorham 1,Attorney General,,CON,Michael Henry,38,0,4
Ontario,Town of Gorham 2,Attorney General,,CON,Michael Henry,37,1,2
Ontario,Town of Gorham 3,Attorney General,,CON,Michael Henry,40,2,1
Ontario,Town of Gorham 4,Attorney General,,CON,Michael Henry,33,1,5
Ontario,Town of Hopewell 1,Attorney General,,CON,Michael Henry,47,6,1
Ontario,Town of Hopewell 2,Attorney General,,CON,Michael Henry,25,3,1
Ontario,Town of Hopewell 3,Attorney General,,CON,Michael Henry,36,0,4
Ontario,Town of Manchester 1,Attorney General,,CON,Michael Henry,33,0,4
Ontario,Town of Manchester 2,Attorney General,,CON,Michael Henry,30,0,0
Ontario,Town of Manchester 3,Attorney General,,CON,Michael Henry,45,4,2
Ontario,Town of Manchester 4,Attorney General,,CON,Michael Henry,69,2,1
Ontario,Town of Manchester 5,Attorney General,,CON,Michael Henry,11,0,2
