county,precinct,office,district,party,candidate,early_voting,election_day,absentee
Otsego,Otego 2,Attorney General,,REP,Michael Henry,10,323,25
Otsego,Otsego 1,Attorney General,,REP,Michael Henry,16,125,9
Otsego,Otsego 2,Attorney General,,REP,Michael Henry,22,163,22
Otsego,Otsego  3,Attorney General,,REP,Michael Henry,31,239,21
Otsego,Pittsfield 1,Attorney General,,REP,Michael Henry,6,237,14
Otsego,Pittsfield 2,Attorney General,,REP,Michael Henry,2,49,2
Otsego,Plainfield 1,Attorney General,,REP,Michael Henry,4,250,20
Otsego,Richfield 1,Attorney General,,REP,Michael Henry,3,205,29
Otsego,Richfield 2,Attorney General,,REP,Michael Henry,4,289,28
Otsego,Roseboom 1,Attorney General,,REP,Michael Henry,6,162,8
Otsego,Springfield 1,Attorney General,,REP,Michael Henry,6,265,17
Otsego,Unadilla 1,Attorney General,,REP,Michael Henry,8,268,13
Otsego,Unadilla  2,Attorney General,,REP,Michael Henry,11,362,18
Otsego,Unadilla 3,Attorney General,,REP,Michael Henry,7,161,5
Otsego,Westford 1,Attorney General,,REP,Michael Henry,18,209,9
Otsego,Worcester 1,Attorney General,,REP,Michael Henry,2,198,12
Otsego,Worcester 2,Attorney General,,REP,Michael Henry,5,141,14
Otsego,Worcester 3,Attorney General,,REP,Michael Henry,9,158,24
Otsego,Ward 1 1,Attorney General,,CON,Michael Henry,2,20,4
Otsego,Ward 2 1,Attorney General,,CON,Michael Henry,2,9,2
Otsego,Ward 3 1,Attorney General,,CON,Michael Henry,0,6,3
Otsego,Ward 4 1,Attorney General,,CON,Michael Henry,0,4,1
Otsego,Ward 5 1,Attorney General,,CON,Michael Henry,4,11,1
Otsego,Ward 6 1,Attorney General,,CON,Michael Henry,2,12,3
Otsego,Ward 7 1,Attorney General,,CON,Michael Henry,2,4,1
Otsego,Ward 8 1,Attorney General,,CON,Michael Henry,0,6,2
Otsego,Burlington 1,Attorney General,,CON,Michael Henry,3,26,1
Otsego,Butternuts 1,Attorney General,,CON,Michael Henry,0,14,3
Otsego,Butternuts  2,Attorney General,,CON,Michael Henry,1,18,4
Otsego,Cherry Valley 1,Attorney General,,CON,Michael Henry,0,25,3
Otsego,Decatur 1,Attorney General,,CON,Michael Henry,1,14,1
Otsego,Edmeston 1,Attorney General,,CON,Michael Henry,2,33,2
Otsego,Exeter 1,Attorney General,,CON,Michael Henry,1,11,2
Otsego,Hartwick 1,Attorney General,,CON,Michael Henry,1,48,5
Otsego,Hartwick 2,Attorney General,,CON,Michael Henry,2,21,0
Otsego,Laurens  1,Attorney General,,CON,Michael Henry,0,25,1
Otsego,Laurens  2,Attorney General,,CON,Michael Henry,2,19,1
Otsego,Maryland 1,Attorney General,,CON,Michael Henry,2,10,0
Otsego,Maryland  2,Attorney General,,CON,Michael Henry,0,27,3
Otsego,Middlefield 1,Attorney General,,CON,Michael Henry,0,14,2
Otsego,Middlefield 2,Attorney General,,CON,Michael Henry,8,19,1
Otsego,Milford 1,Attorney General,,CON,Michael Henry,1,12,0
Otsego,Milford 2,Attorney General,,CON,Michael Henry,2,34,2
Otsego,Morris 1,Attorney General,,CON,Michael Henry,1,30,4
Otsego,New Lisbon 1,Attorney General,,CON,Michael Henry,3,31,3
Otsego,Oneonta 1,Attorney General,,CON,Michael Henry,6,23,11
Otsego,Oneonta 2,Attorney General,,CON,Michael Henry,3,21,1
Otsego,Oneonta  3,Attorney General,,CON,Michael Henry,4,20,2
Otsego,Oneonta  4,Attorney General,,CON,Michael Henry,2,19,0
Otsego,Otego 1,Attorney General,,CON,Michael Henry,2,28,1
Otsego,Otego 2,Attorney General,,CON,Michael Henry,2,38,1
Otsego,Otsego 1,Attorney General,,CON,Michael Henry,2,10,3
Otsego,Otsego 2,Attorney General,,CON,Michael Henry,4,16,5
Otsego,Otsego  3,Attorney General,,CON,Michael Henry,9,31,3
Otsego,Pittsfield 1,Attorney General,,CON,Michael Henry,0,14,1
Otsego,Pittsfield 2,Attorney General,,CON,Michael Henry,0,3,0
Otsego,Plainfield 1,Attorney General,,CON,Michael Henry,0,20,5
Otsego,Richfield 1,Attorney General,,CON,Michael Henry,2,19,3
Otsego,Richfield 2,Attorney General,,CON,Michael Henry,1,25,3
Otsego,Roseboom 1,Attorney General,,CON,Michael Henry,0,12,2
Otsego,Springfield 1,Attorney General,,CON,Michael Henry,1,36,2
Otsego,Unadilla 1,Attorney General,,CON,Michael Henry,0,18,1
Otsego,Unadilla  2,Attorney General,,CON,Michael Henry,0,19,0
Otsego,Unadilla 3,Attorney General,,CON,Michael Henry,0,13,1
Otsego,Westford 1,Attorney General,,CON,Michael Henry,2,31,0
Otsego,Worcester 1,Attorney General,,CON,Michael Henry,0,21,4
Otsego,Worcester 2,Attorney General,,CON,Michael Henry,0,17,0
Otsego,Worcester 3,Attorney General,,CON,Michael Henry,0,19,0
Otsego,Ward 1 1,Attorney General,,WOR,Letitia A. James,14,17,1
Otsego,Ward 2 1,Attorney General,,WOR,Letitia A. James,12,11,3
Otsego,Ward 3 1,Attorney General,,WOR,Letitia A. James,5,19,3
Otsego,Ward 4 1,Attorney General,,WOR,Letitia A. James,11,10,2
Otsego,Ward 5 1,Attorney General,,WOR,Letitia A. James,10,13,0
Otsego,Ward 6 1,Attorney General,,WOR,Letitia A. James,9,15,1
Otsego,Ward 7 1,Attorney General,,WOR,Letitia A. James,5,12,8
Otsego,Ward 8 1,Attorney General,,WOR,Letitia A. James,8,20,1
Otsego,Burlington 1,Attorney General,,WOR,Letitia A. James,0,10,1
Otsego,Butternuts 1,Attorney General,,WOR,Letitia A. James,0,8,0
Otsego,Butternuts  2,Attorney General,,WOR,Letitia A. James,2,10,4
Otsego,Cherry Valley 1,Attorney General,,WOR,Letitia A. James,1,25,1
Otsego,Decatur 1,Attorney General,,WOR,Letitia A. James,0,7,0
Otsego,Edmeston 1,Attorney General,,WOR,Letitia A. James,2,17,3
Otsego,Exeter 1,Attorney General,,WOR,Letitia A. James,2,8,0
Otsego,Hartwick 1,Attorney General,,WOR,Letitia A. James,1,16,0
Otsego,Hartwick 2,Attorney General,,WOR,Letitia A. James,1,4,1
Otsego,Laurens  1,Attorney General,,WOR,Letitia A. James,0,12,2
Otsego,Laurens  2,Attorney General,,WOR,Letitia A. James,7,8,2
Otsego,Maryland 1,Attorney General,,WOR,Letitia A. James,2,6,1
Otsego,Maryland  2,Attorney General,,WOR,Letitia A. James,1,4,2
Otsego,Middlefield 1,Attorney General,,WOR,Letitia A. James,3,9,5
Otsego,Middlefield 2,Attorney General,,WOR,Letitia A. James,5,16,2
Otsego,Milford 1,Attorney General,,WOR,Letitia A. James,5,4,2
Otsego,Milford 2,Attorney General,,WOR,Letitia A. James,5,16,3
Otsego,Morris 1,Attorney General,,WOR,Letitia A. James,7,22,1
Otsego,New Lisbon 1,Attorney General,,WOR,Letitia A. James,3,15,0
Otsego,Oneonta 1,Attorney General,,WOR,Letitia A. James,13,13,1
Otsego,Oneonta 2,Attorney General,,WOR,Letitia A. James,10,8,2
Otsego,Oneonta  3,Attorney General,,WOR,Letitia A. James,1,9,0
Otsego,Oneonta  4,Attorney General,,WOR,Letitia A. James,3,7,0
Otsego,Otego 1,Attorney General,,WOR,Letitia A. James,0,7,2
Otsego,Otego 2,Attorney General,,WOR,Letitia A. James,5,21,1
Otsego,Otsego 1,Attorney General,,WOR,Letitia A. James,7,12,4
Otsego,Otsego 2,Attorney General,,WOR,Letitia A. James,8,13,3
Otsego,Otsego  3,Attorney General,,WOR,Letitia A. James,3,13,2
Otsego,Pittsfield 1,Attorney General,,WOR,Letitia A. James,0,10,1
Otsego,Pittsfield 2,Attorney General,,WOR,Letitia A. James,0,0,0
Otsego,Plainfield 1,Attorney General,,WOR,Letitia A. James,0,6,0
Otsego,Richfield 1,Attorney General,,WOR,Letitia A. James,1,11,0
Otsego,Richfield 2,Attorney General,,WOR,Letitia A. James,3,6,2
Otsego,Roseboom 1,Attorney General,,WOR,Letitia A. James,3,11,3
Otsego,Springfield 1,Attorney General,,WOR,Letitia A. James,1,10,1
Otsego,Unadilla 1,Attorney General,,WOR,Letitia A. James,2,5,2
Otsego,Unadilla  2,Attorney General,,WOR,Letitia A. James,1,12,2
Otsego,Unadilla 3,Attorney General,,WOR,Letitia A. James,1,5,1
Otsego,Westford 1,Attorney General,,WOR,Letitia A. James,5,12,0
Otsego,Worcester 1,Attorney General,,WOR,Letitia A. James,3,6,0
Otsego,Worcester 2,Attorney General,,WOR,Letitia A. James,1,7,1
Otsego,Worcester 3,Attorney General,,WOR,Letitia A. James,1,5,0
Otsego,Ward 1 1,Attorney General,,,Undervotes,0,4,0
Otsego,Ward 2 1,Attorney General,,,Undervotes,2,1,0
Otsego,Ward 3 1,Attorney General,,,Undervotes,1,3,0
Otsego,Ward 4 1,Attorney General,,,Undervotes,1,2,1
Otsego,Ward 5 1,Attorney General,,,Undervotes,1,2,1
Otsego,Ward 6 1,Attorney General,,,Undervotes,5,8,0
Otsego,Ward 7 1,Attorney General,,,Undervotes,0,5,0
Otsego,Ward 8 1,Attorney General,,,Undervotes,0,6,2
Otsego,Burlington 1,Attorney General,,,Undervotes,3,12,2
Otsego,Butternuts 1,Attorney General,,,Undervotes,0,4,1
Otsego,Butternuts  2,Attorney General,,,Undervotes,0,8,3
Otsego,Cherry Valley 1,Attorney General,,,Undervotes,0,19,1
Otsego,Decatur 1,Attorney General,,,Undervotes,0,12,0
Otsego,Edmeston 1,Attorney General,,,Undervotes,0,20,3
Otsego,Exeter 1,Attorney General,,,Undervotes,0,4,0
Otsego,Hartwick 1,Attorney General,,,Undervotes,2,18,1
Otsego,Hartwick 2,Attorney General,,,Undervotes,0,3,0
Otsego,Laurens  1,Attorney General,,,Undervotes,0,10,0
Otsego,Laurens  2,Attorney General,,,Undervotes,0,10,0
Otsego,Maryland 1,Attorney General,,,Undervotes,0,7,0
Otsego,Maryland  2,Attorney General,,,Undervotes,0,15,1
Otsego,Middlefield 1,Attorney General,,,Undervotes,0,5,1
Otsego,Middlefield 2,Attorney General,,,Undervotes,4,10,0
Otsego,Milford 1,Attorney General,,,Undervotes,0,9,0
Otsego,Milford 2,Attorney General,,,Undervotes,0,17,0
Otsego,Morris 1,Attorney General,,,Undervotes,3,7,1
Otsego,New Lisbon 1,Attorney General,,,Undervotes,1,15,0
Otsego,Oneonta 1,Attorney General,,,Undervotes,0,7,5
Otsego,Oneonta 2,Attorney General,,,Undervotes,4,9,0
Otsego,Oneonta  3,Attorney General,,,Undervotes,0,3,0
Otsego,Oneonta  4,Attorney General,,,Undervotes,0,5,1
Otsego,Otego 1,Attorney General,,,Undervotes,0,8,0
Otsego,Otego 2,Attorney General,,,Undervotes,1,5,1
Otsego,Otsego 1,Attorney General,,,Undervotes,0,9,2
Otsego,Otsego 2,Attorney General,,,Undervotes,3,4,4
Otsego,Otsego  3,Attorney General,,,Undervotes,0,15,2
Otsego,Pittsfield 1,Attorney General,,,Undervotes,0,7,1
Otsego,Pittsfield 2,Attorney General,,,Undervotes,0,3,0
Otsego,Plainfield 1,Attorney General,,,Undervotes,0,8,1
Otsego,Richfield 1,Attorney General,,,Undervotes,0,10,0
Otsego,Richfield 2,Attorney General,,,Undervotes,0,18,1
Otsego,Roseboom 1,Attorney General,,,Undervotes,0,10,1
Otsego,Springfield 1,Attorney General,,,Undervotes,0,13,3
Otsego,Unadilla 1,Attorney General,,,Undervotes,0,10,0
Otsego,Unadilla  2,Attorney General,,,Undervotes,0,14,1
Otsego,Unadilla 3,Attorney General,,,Undervotes,0,5,0
Otsego,Westford 1,Attorney General,,,Undervotes,0,11,1
Otsego,Worcester 1,Attorney General,,,Undervotes,0,5,0
Otsego,Worcester 2,Attorney General,,,Undervotes,0,7,1
Otsego,Worcester 3,Attorney General,,,Undervotes,0,8,1
Otsego,Ward 1 1,Attorney General,,,Overvotes,0,0,0
Otsego,Ward 2 1,Attorney General,,,Overvotes,0,0,0
Otsego,Ward 3 1,Attorney General,,,Overvotes,0,0,0
Otsego,Ward 4 1,Attorney General,,,Overvotes,0,0,0
Otsego,Ward 5 1,Attorney General,,,Overvotes,0,0,0
Otsego,Ward 6 1,Attorney General,,,Overvotes,0,0,0
Otsego,Ward 7 1,Attorney General,,,Overvotes,0,0,0
Otsego,Ward 8 1,Attorney General,,,Overvotes,0,0,0
Otsego,Burlington 1,Attorney General,,,Overvotes,0,0,0
Otsego,Butternuts 1,Attorney General,,,Overvotes,0,0,0
Otsego,Butternuts  2,Attorney General,,,Overvotes,0,0,0
Otsego,Cherry Valley 1,Attorney General,,,Overvotes,0,0,0
Otsego,Decatur 1,Attorney General,,,Overvotes,0,0,0
Otsego,Edmeston 1,Attorney General,,,Overvotes,0,0,0
Otsego,Exeter 1,Attorney General,,,Overvotes,0,0,0
Otsego,Hartwick 1,Attorney General,,,Overvotes,0,0,0
Otsego,Hartwick 2,Attorney General,,,Overvotes,0,0,0
Otsego,Laurens  1,Attorney General,,,Overvotes,0,0,0
Otsego,Laurens  2,Attorney General,,,Overvotes,0,0,0
Otsego,Maryland 1,Attorney General,,,Overvotes,0,0,0
Otsego,Maryland  2,Attorney General,,,Overvotes,0,0,0
Otsego,Middlefield 1,Attorney General,,,Overvotes,0,0,0
Otsego,Middlefield 2,Attorney General,,,Overvotes,0,0,0
Otsego,Milford 1,Attorney General,,,Overvotes,0,1,0
Otsego,Milford 2,Attorney General,,,Overvotes,0,0,0
Otsego,Morris 1,Attorney General,,,Overvotes,0,0,0
Otsego,New Lisbon 1,Attorney General,,,Overvotes,0,0,0
Otsego,Oneonta 1,Attorney General,,,Overvotes,0,0,0
Otsego,Oneonta 2,Attorney General,,,Overvotes,0,0,0
Otsego,Oneonta  3,Attorney General,,,Overvotes,0,0,0
Otsego,Oneonta  4,Attorney General,,,Overvotes,0,0,0
Otsego,Otego 1,Attorney General,,,Overvotes,0,0,0
Otsego,Otego 2,Attorney General,,,Overvotes,0,2,0
Otsego,Otsego 1,Attorney General,,,Overvotes,0,0,0
Otsego,Otsego 2,Attorney General,,,Overvotes,0,0,0
Otsego,Otsego  3,Attorney General,,,Overvotes,0,0,0
Otsego,Pittsfield 1,Attorney General,,,Overvotes,0,0,0
Otsego,Pittsfield 2,Attorney General,,,Overvotes,0,0,0
Otsego,Plainfield 1,Attorney General,,,Overvotes,0,0,0
Otsego,Richfield 1,Attorney General,,,Overvotes,0,0,0
Otsego,Richfield 2,Attorney General,,,Overvotes,0,0,0
Otsego,Roseboom 1,Attorney General,,,Overvotes,0,0,0
Otsego,Springfield 1,Attorney General,,,Overvotes,0,0,1
Otsego,Unadilla 1,Attorney General,,,Overvotes,0,0,0
Otsego,Unadilla  2,Attorney General,,,Overvotes,0,0,0
Otsego,Unadilla 3,Attorney General,,,Overvotes,0,0,0
Otsego,Westford 1,Attorney General,,,Overvotes,0,0,0
Otsego,Worcester 1,Attorney General,,,Overvotes,0,0,0
Otsego,Worcester 2,Attorney General,,,Overvotes,0,0,0
Otsego,Worcester 3,Attorney General,,,Overvotes,0,0,0
Otsego,Ward 1 1,Attorney General,,,Write-In,0,0,0
Otsego,Ward 2 1,Attorney General,,,Write-In,1,0,0
Otsego,Ward 3 1,Attorney General,,,Write-In,0,0,0
Otsego,Ward 4 1,Attorney General,,,Write-In,0,0,0
Otsego,Ward 5 1,Attorney General,,,Write-In,0,0,0
Otsego,Ward 6 1,Attorney General,,,Write-In,0,0,0
Otsego,Ward 7 1,Attorney General,,,Write-In,0,0,0
Otsego,Ward 8 1,Attorney General,,,Write-In,0,0,0
Otsego,Burlington 1,Attorney General,,,Write-In,0,0,0
Otsego,Butternuts 1,Attorney General,,,Write-In,0,0,0
Otsego,Butternuts  2,Attorney General,,,Write-In,0,0,0
Otsego,Cherry Valley 1,Attorney General,,,Write-In,0,1,0
Otsego,Decatur 1,Attorney General,,,Write-In,0,0,0
Otsego,Edmeston 1,Attorney General,,,Write-In,0,0,0
Otsego,Exeter 1,Attorney General,,,Write-In,0,1,0
Otsego,Hartwick 1,Attorney General,,,Write-In,0,0,0
Otsego,Hartwick 2,Attorney General,,,Write-In,0,0,0
Otsego,Laurens  1,Attorney General,,,Write-In,0,0,0
Otsego,Laurens  2,Attorney General,,,Write-In,0,0,0
Otsego,Maryland 1,Attorney General,,,Write-In,0,0,0
Otsego,Maryland  2,Attorney General,,,Write-In,0,1,1
Otsego,Middlefield 1,Attorney General,,,Write-In,0,0,0
Otsego,Middlefield 2,Attorney General,,,Write-In,0,1,0
Otsego,Milford 1,Attorney General,,,Write-In,0,0,0
Otsego,Milford 2,Attorney General,,,Write-In,0,0,0
Otsego,Morris 1,Attorney General,,,Write-In,0,0,0
Otsego,New Lisbon 1,Attorney General,,,Write-In,0,0,0
Otsego,Oneonta 1,Attorney General,,,Write-In,0,0,0
Otsego,Oneonta 2,Attorney General,,,Write-In,0,0,0
Otsego,Oneonta  3,Attorney General,,,Write-In,0,0,0
Otsego,Oneonta  4,Attorney General,,,Write-In,0,0,0
Otsego,Otego 1,Attorney General,,,Write-In,0,0,0
Otsego,Otego 2,Attorney General,,,Write-In,0,0,0
Otsego,Otsego 1,Attorney General,,,Write-In,0,0,0
Otsego,Otsego 2,Attorney General,,,Write-In,0,0,0
Otsego,Otsego  3,Attorney General,,,Write-In,0,0,0
Otsego,Pittsfield 1,Attorney General,,,Write-In,0,0,0
Otsego,Pittsfield 2,Attorney General,,,Write-In,0,0,0
Otsego,Plainfield 1,Attorney General,,,Write-In,0,0,0
Otsego,Richfield 1,Attorney General,,,Write-In,0,0,0
Otsego,Richfield 2,Attorney General,,,Write-In,0,1,0
Otsego,Roseboom 1,Attorney General,,,Write-In,0,0,0
Otsego,Springfield 1,Attorney General,,,Write-In,0,0,1
Otsego,Unadilla 1,Attorney General,,,Write-In,0,0,0
Otsego,Unadilla  2,Attorney General,,,Write-In,0,0,0
Otsego,Unadilla 3,Attorney General,,,Write-In,0,1,0
Otsego,Westford 1,Attorney General,,,Write-In,0,0,0
Otsego,Worcester 1,Attorney General,,,Write-In,0,1,0
Otsego,Worcester 2,Attorney General,,,Write-In,0,0,0
Otsego,Worcester 3,Attorney General,,,Write-In,0,0,0
Otsego,Ward 1 1,U.S. Senate,,DEM,Charles E. Schumer,133,187,23
Otsego,Ward 2 1,U.S. Senate,,DEM,Charles E. Schumer,107,162,27
Otsego,Ward 3 1,U.S. Senate,,DEM,Charles E. Schumer,74,63,26
Otsego,Ward 4 1,U.S. Senate,,DEM,Charles E. Schumer,61,87,23
Otsego,Ward 5 1,U.S. Senate,,DEM,Charles E. Schumer,62,92,24
Otsego,Ward 6 1,U.S. Senate,,DEM,Charles E. Schumer,86,108,38
Otsego,Ward 7 1,U.S. Senate,,DEM,Charles E. Schumer,61,94,6
Otsego,Ward 8 1,U.S. Senate,,DEM,Charles E. Schumer,48,86,21
Otsego,Burlington 1,U.S. Senate,,DEM,Charles E. Schumer,5,86,17
Otsego,Butternuts 1,U.S. Senate,,DEM,Charles E. Schumer,8,56,19
Otsego,Butternuts  2,U.S. Senate,,DEM,Charles E. Schumer,23,117,40
Otsego,Cherry Valley 1,U.S. Senate,,DEM,Charles E. Schumer,22,193,32
Otsego,Decatur 1,U.S. Senate,,DEM,Charles E. Schumer,2,28,5
Otsego,Edmeston 1,U.S. Senate,,DEM,Charles E. Schumer,16,149,16
Otsego,Exeter 1,U.S. Senate,,DEM,Charles E. Schumer,13,83,7
Otsego,Hartwick 1,U.S. Senate,,DEM,Charles E. Schumer,37,171,19
Otsego,Hartwick 2,U.S. Senate,,DEM,Charles E. Schumer,28,74,8
Otsego,Laurens  1,U.S. Senate,,DEM,Charles E. Schumer,26,100,25
Otsego,Laurens  2,U.S. Senate,,DEM,Charles E. Schumer,45,114,19
Otsego,Maryland 1,U.S. Senate,,DEM,Charles E. Schumer,16,60,11
Otsego,Maryland  2,U.S. Senate,,DEM,Charles E. Schumer,14,86,15
Otsego,Middlefield 1,U.S. Senate,,DEM,Charles E. Schumer,101,124,32
Otsego,Middlefield 2,U.S. Senate,,DEM,Charles E. Schumer,78,133,16
Otsego,Milford 1,U.S. Senate,,DEM,Charles E. Schumer,41,108,15
Otsego,Milford 2,U.S. Senate,,DEM,Charles E. Schumer,65,184,28
Otsego,Morris 1,U.S. Senate,,DEM,Charles E. Schumer,29,173,28
Otsego,New Lisbon 1,U.S. Senate,,DEM,Charles E. Schumer,18,126,15
Otsego,Oneonta 1,U.S. Senate,,DEM,Charles E. Schumer,68,193,47
Otsego,Oneonta 2,U.S. Senate,,DEM,Charles E. Schumer,98,184,34
Otsego,Oneonta  3,U.S. Senate,,DEM,Charles E. Schumer,82,132,22
Otsego,Oneonta  4,U.S. Senate,,DEM,Charles E. Schumer,43,90,19
Otsego,Otego 1,U.S. Senate,,DEM,Charles E. Schumer,11,109,13
Otsego,Otego 2,U.S. Senate,,DEM,Charles E. Schumer,27,153,23
Otsego,Otsego 1,U.S. Senate,,DEM,Charles E. Schumer,116,251,45
Otsego,Otsego 2,U.S. Senate,,DEM,Charles E. Schumer,88,188,43
Otsego,Otsego  3,U.S. Senate,,DEM,Charles E. Schumer,78,193,22
Otsego,Pittsfield 1,U.S. Senate,,DEM,Charles E. Schumer,2,97,8
Otsego,Pittsfield 2,U.S. Senate,,DEM,Charles E. Schumer,1,5,5
Otsego,Plainfield 1,U.S. Senate,,DEM,Charles E. Schumer,3,61,8
Otsego,Richfield 1,U.S. Senate,,DEM,Charles E. Schumer,17,92,15
Otsego,Richfield 2,U.S. Senate,,DEM,Charles E. Schumer,7,92,11
Otsego,Roseboom 1,U.S. Senate,,DEM,Charles E. Schumer,15,92,10
Otsego,Springfield 1,U.S. Senate,,DEM,Charles E. Schumer,21,141,27
Otsego,Unadilla 1,U.S. Senate,,DEM,Charles E. Schumer,14,93,18
Otsego,Unadilla  2,U.S. Senate,,DEM,Charles E. Schumer,15,159,28
Otsego,Unadilla 3,U.S. Senate,,DEM,Charles E. Schumer,28,146,20
Otsego,Westford 1,U.S. Senate,,DEM,Charles E. Schumer,14,79,9
Otsego,Worcester 1,U.S. Senate,,DEM,Charles E. Schumer,15,65,11
Otsego,Worcester 2,U.S. Senate,,DEM,Charles E. Schumer,7,34,13
Otsego,Worcester 3,U.S. Senate,,DEM,Charles E. Schumer,13,76,8
Otsego,Ward 1 1,U.S. Senate,,REP,Joe Pinion,26,137,7
Otsego,Ward 2 1,U.S. Senate,,REP,Joe Pinion,12,48,6
Otsego,Ward 3 1,U.S. Senate,,REP,Joe Pinion,7,23,5
Otsego,Ward 4 1,U.S. Senate,,REP,Joe Pinion,9,46,3
Otsego,Ward 5 1,U.S. Senate,,REP,Joe Pinion,15,102,12
Otsego,Ward 6 1,U.S. Senate,,REP,Joe Pinion,26,144,24
Otsego,Ward 7 1,U.S. Senate,,REP,Joe Pinion,11,52,12
Otsego,Ward 8 1,U.S. Senate,,REP,Joe Pinion,8,45,8
Otsego,Burlington 1,U.S. Senate,,REP,Joe Pinion,25,296,18
Otsego,Butternuts 1,U.S. Senate,,REP,Joe Pinion,3,119,33
Otsego,Butternuts  2,U.S. Senate,,REP,Joe Pinion,6,208,45
Otsego,Cherry Valley 1,U.S. Senate,,REP,Joe Pinion,17,221,10
Otsego,Decatur 1,U.S. Senate,,REP,Joe Pinion,3,89,3
Otsego,Edmeston 1,U.S. Senate,,REP,Joe Pinion,3,389,22
Otsego,Exeter 1,U.S. Senate,,REP,Joe Pinion,7,194,10
Otsego,Hartwick 1,U.S. Senate,,REP,Joe Pinion,12,246,10
Otsego,Hartwick 2,U.S. Senate,,REP,Joe Pinion,31,118,6
Otsego,Laurens  1,U.S. Senate,,REP,Joe Pinion,15,195,13
Otsego,Laurens  2,U.S. Senate,,REP,Joe Pinion,20,254,20
Otsego,Maryland 1,U.S. Senate,,REP,Joe Pinion,7,164,12
Otsego,Maryland  2,U.S. Senate,,REP,Joe Pinion,16,262,9
Otsego,Middlefield 1,U.S. Senate,,REP,Joe Pinion,9,90,12
Otsego,Middlefield 2,U.S. Senate,,REP,Joe Pinion,39,219,18
Otsego,Milford 1,U.S. Senate,,REP,Joe Pinion,23,199,13
Otsego,Milford 2,U.S. Senate,,REP,Joe Pinion,33,345,22
Otsego,Morris 1,U.S. Senate,,REP,Joe Pinion,15,342,16
Otsego,New Lisbon 1,U.S. Senate,,REP,Joe Pinion,13,249,23
Otsego,Oneonta 1,U.S. Senate,,REP,Joe Pinion,33,198,23
Otsego,Oneonta 2,U.S. Senate,,REP,Joe Pinion,39,187,20
Otsego,Oneonta  3,U.S. Senate,,REP,Joe Pinion,18,143,9
Otsego,Oneonta  4,U.S. Senate,,REP,Joe Pinion,26,146,13
Otsego,Otego 1,U.S. Senate,,REP,Joe Pinion,21,304,15
Otsego,Otego 2,U.S. Senate,,REP,Joe Pinion,11,312,24
Otsego,Otsego 1,U.S. Senate,,REP,Joe Pinion,15,110,9
Otsego,Otsego 2,U.S. Senate,,REP,Joe Pinion,19,159,19
Otsego,Otsego  3,U.S. Senate,,REP,Joe Pinion,29,237,21
Otsego,Pittsfield 1,U.S. Senate,,REP,Joe Pinion,6,232,13
Otsego,Pittsfield 2,U.S. Senate,,REP,Joe Pinion,2,44,2
Otsego,Plainfield 1,U.S. Senate,,REP,Joe Pinion,4,244,18
Otsego,Richfield 1,U.S. Senate,,REP,Joe Pinion,3,195,24
Otsego,Richfield 2,U.S. Senate,,REP,Joe Pinion,5,280,26
Otsego,Roseboom 1,U.S. Senate,,REP,Joe Pinion,6,160,7
Otsego,Springfield 1,U.S. Senate,,REP,Joe Pinion,6,251,17
Otsego,Unadilla 1,U.S. Senate,,REP,Joe Pinion,8,262,12
Otsego,Unadilla  2,U.S. Senate,,REP,Joe Pinion,10,348,19
Otsego,Unadilla 3,U.S. Senate,,REP,Joe Pinion,7,155,4
Otsego,Westford 1,U.S. Senate,,REP,Joe Pinion,18,201,9
Otsego,Worcester 1,U.S. Senate,,REP,Joe Pinion,2,197,12
Otsego,Worcester 2,U.S. Senate,,REP,Joe Pinion,5,137,12
Otsego,Worcester 3,U.S. Senate,,REP,Joe Pinion,8,157,25
Otsego,Ward 1 1,U.S. Senate,,CON,Joe Pinion,3,17,4
Otsego,Ward 2 1,U.S. Senate,,CON,Joe Pinion,2,8,2
Otsego,Ward 3 1,U.S. Senate,,CON,Joe Pinion,0,6,2
Otsego,Ward 4 1,U.S. Senate,,CON,Joe Pinion,1,3,0
Otsego,Ward 5 1,U.S. Senate,,CON,Joe Pinion,3,9,0
Otsego,Ward 6 1,U.S. Senate,,CON,Joe Pinion,3,13,2
Otsego,Ward 7 1,U.S. Senate,,CON,Joe Pinion,2,3,1
Otsego,Ward 8 1,U.S. Senate,,CON,Joe Pinion,0,5,2
Otsego,Burlington 1,U.S. Senate,,CON,Joe Pinion,3,24,1
Otsego,Butternuts 1,U.S. Senate,,CON,Joe Pinion,0,16,3
Otsego,Butternuts  2,U.S. Senate,,CON,Joe Pinion,1,16,4
Otsego,Cherry Valley 1,U.S. Senate,,CON,Joe Pinion,0,27,3
Otsego,Decatur 1,U.S. Senate,,CON,Joe Pinion,1,15,1
Otsego,Edmeston 1,U.S. Senate,,CON,Joe Pinion,2,34,2
Otsego,Exeter 1,U.S. Senate,,CON,Joe Pinion,1,12,2
Otsego,Hartwick 1,U.S. Senate,,CON,Joe Pinion,1,44,5
Otsego,Hartwick 2,U.S. Senate,,CON,Joe Pinion,2,20,0
Otsego,Laurens  1,U.S. Senate,,CON,Joe Pinion,0,21,1
Otsego,Laurens  2,U.S. Senate,,CON,Joe Pinion,2,17,1
Otsego,Maryland 1,U.S. Senate,,CON,Joe Pinion,2,13,0
Otsego,Maryland  2,U.S. Senate,,CON,Joe Pinion,0,21,3
