county,precinct,office,district,party,candidate,early_voting,election_day,absentee
Otsego,Worcester 1,Comptroller,,DEM,Thomas P. DiNapoli,14,78,11
Otsego,Worcester 2,Comptroller,,DEM,Thomas P. DiNapoli,7,39,11
Otsego,Worcester 3,Comptroller,,DEM,Thomas P. DiNapoli,12,87,9
Otsego,Ward 1 1,Comptroller,,REP,Paul Rodriguez,24,133,7
Otsego,Ward 2 1,Comptroller,,REP,Paul Rodriguez,10,44,8
Otsego,Ward 3 1,Comptroller,,REP,Paul Rodriguez,7,23,5
Otsego,Ward 4 1,Comptroller,,REP,Paul Rodriguez,10,43,4
Otsego,Ward 5 1,Comptroller,,REP,Paul Rodriguez,14,92,12
Otsego,Ward 6 1,Comptroller,,REP,Paul Rodriguez,27,131,23
Otsego,Ward 7 1,Comptroller,,REP,Paul Rodriguez,12,47,11
Otsego,Ward 8 1,Comptroller,,REP,Paul Rodriguez,5,43,7
Otsego,Burlington 1,Comptroller,,REP,Paul Rodriguez,25,282,17
Otsego,Butternuts 1,Comptroller,,REP,Paul Rodriguez,3,113,32
Otsego,Butternuts  2,Comptroller,,REP,Paul Rodriguez,6,202,40
Otsego,Cherry Valley 1,Comptroller,,REP,Paul Rodriguez,16,208,10
Otsego,Decatur 1,Comptroller,,REP,Paul Rodriguez,2,88,4
Otsego,Edmeston 1,Comptroller,,REP,Paul Rodriguez,5,396,20
Otsego,Exeter 1,Comptroller,,REP,Paul Rodriguez,9,198,9
Otsego,Hartwick 1,Comptroller,,REP,Paul Rodriguez,14,240,9
Otsego,Hartwick 2,Comptroller,,REP,Paul Rodriguez,31,110,7
Otsego,Laurens  1,Comptroller,,REP,Paul Rodriguez,15,189,14
Otsego,Laurens  2,Comptroller,,REP,Paul Rodriguez,20,228,14
Otsego,Maryland 1,Comptroller,,REP,Paul Rodriguez,9,165,10
Otsego,Maryland  2,Comptroller,,REP,Paul Rodriguez,16,264,10
Otsego,Middlefield 1,Comptroller,,REP,Paul Rodriguez,9,90,12
Otsego,Middlefield 2,Comptroller,,REP,Paul Rodriguez,39,211,19
Otsego,Milford 1,Comptroller,,REP,Paul Rodriguez,21,179,11
Otsego,Milford 2,Comptroller,,REP,Paul Rodriguez,33,333,20
Otsego,Morris 1,Comptroller,,REP,Paul Rodriguez,15,341,16
Otsego,New Lisbon 1,Comptroller,,REP,Paul Rodriguez,12,246,22
Otsego,Oneonta 1,Comptroller,,REP,Paul Rodriguez,30,177,22
Otsego,Oneonta 2,Comptroller,,REP,Paul Rodriguez,41,186,20
Otsego,Oneonta  3,Comptroller,,REP,Paul Rodriguez,18,142,7
Otsego,Oneonta  4,Comptroller,,REP,Paul Rodriguez,25,138,10
Otsego,Otego 1,Comptroller,,REP,Paul Rodriguez,21,298,17
Otsego,Otego 2,Comptroller,,REP,Paul Rodriguez,8,293,24
Otsego,Otsego 1,Comptroller,,REP,Paul Rodriguez,16,115,9
Otsego,Otsego 2,Comptroller,,REP,Paul Rodriguez,20,154,19
Otsego,Otsego  3,Comptroller,,REP,Paul Rodriguez,25,220,22
Otsego,Pittsfield 1,Comptroller,,REP,Paul Rodriguez,6,230,12
Otsego,Pittsfield 2,Comptroller,,REP,Paul Rodriguez,2,46,3
Otsego,Plainfield 1,Comptroller,,REP,Paul Rodriguez,4,244,15
Otsego,Richfield 1,Comptroller,,REP,Paul Rodriguez,3,186,26
Otsego,Richfield 2,Comptroller,,REP,Paul Rodriguez,6,291,27
Otsego,Roseboom 1,Comptroller,,REP,Paul Rodriguez,5,153,8
Otsego,Springfield 1,Comptroller,,REP,Paul Rodriguez,6,238,15
Otsego,Unadilla 1,Comptroller,,REP,Paul Rodriguez,8,258,11
Otsego,Unadilla  2,Comptroller,,REP,Paul Rodriguez,8,354,17
Otsego,Unadilla 3,Comptroller,,REP,Paul Rodriguez,6,162,4
Otsego,Westford 1,Comptroller,,REP,Paul Rodriguez,19,203,9
Otsego,Worcester 1,Comptroller,,REP,Paul Rodriguez,2,188,10
Otsego,Worcester 2,Comptroller,,REP,Paul Rodriguez,4,134,13
Otsego,Worcester 3,Comptroller,,REP,Paul Rodriguez,9,146,23
Otsego,Ward 1 1,Comptroller,,CON,Paul Rodriguez,3,18,4
Otsego,Ward 2 1,Comptroller,,CON,Paul Rodriguez,2,8,3
Otsego,Ward 3 1,Comptroller,,CON,Paul Rodriguez,1,6,2
Otsego,Ward 4 1,Comptroller,,CON,Paul Rodriguez,0,3,0
Otsego,Ward 5 1,Comptroller,,CON,Paul Rodriguez,3,7,0
Otsego,Ward 6 1,Comptroller,,CON,Paul Rodriguez,2,12,3
Otsego,Ward 7 1,Comptroller,,CON,Paul Rodriguez,2,2,0
Otsego,Ward 8 1,Comptroller,,CON,Paul Rodriguez,0,5,3
Otsego,Burlington 1,Comptroller,,CON,Paul Rodriguez,3,25,1
Otsego,Butternuts 1,Comptroller,,CON,Paul Rodriguez,0,14,3
Otsego,Butternuts  2,Comptroller,,CON,Paul Rodriguez,1,19,5
Otsego,Cherry Valley 1,Comptroller,,CON,Paul Rodriguez,0,28,3
Otsego,Decatur 1,Comptroller,,CON,Paul Rodriguez,1,14,1
Otsego,Edmeston 1,Comptroller,,CON,Paul Rodriguez,2,33,2
Otsego,Exeter 1,Comptroller,,CON,Paul Rodriguez,1,9,2
Otsego,Hartwick 1,Comptroller,,CON,Paul Rodriguez,0,44,5
Otsego,Hartwick 2,Comptroller,,CON,Paul Rodriguez,2,18,0
Otsego,Laurens  1,Comptroller,,CON,Paul Rodriguez,0,25,1
Otsego,Laurens  2,Comptroller,,CON,Paul Rodriguez,2,19,1
Otsego,Maryland 1,Comptroller,,CON,Paul Rodriguez,2,11,1
Otsego,Maryland  2,Comptroller,,CON,Paul Rodriguez,0,21,3
Otsego,Middlefield 1,Comptroller,,CON,Paul Rodriguez,2,13,0
Otsego,Middlefield 2,Comptroller,,CON,Paul Rodriguez,7,20,0
Otsego,Milford 1,Comptroller,,CON,Paul Rodriguez,1,14,0
Otsego,Milford 2,Comptroller,,CON,Paul Rodriguez,1,30,2
Otsego,Morris 1,Comptroller,,CON,Paul Rodriguez,1,27,3
Otsego,New Lisbon 1,Comptroller,,CON,Paul Rodriguez,3,30,3
Otsego,Oneonta 1,Comptroller,,CON,Paul Rodriguez,6,22,7
Otsego,Oneonta 2,Comptroller,,CON,Paul Rodriguez,2,14,2
Otsego,Oneonta  3,Comptroller,,CON,Paul Rodriguez,5,19,2
Otsego,Oneonta  4,Comptroller,,CON,Paul Rodriguez,2,13,0
Otsego,Otego 1,Comptroller,,CON,Paul Rodriguez,1,27,0
Otsego,Otego 2,Comptroller,,CON,Paul Rodriguez,1,34,0
Otsego,Otsego 1,Comptroller,,CON,Paul Rodriguez,3,10,2
Otsego,Otsego 2,Comptroller,,CON,Paul Rodriguez,4,14,4
Otsego,Otsego  3,Comptroller,,CON,Paul Rodriguez,9,27,3
Otsego,Pittsfield 1,Comptroller,,CON,Paul Rodriguez,0,14,0
Otsego,Pittsfield 2,Comptroller,,CON,Paul Rodriguez,0,4,0
Otsego,Plainfield 1,Comptroller,,CON,Paul Rodriguez,0,21,4
Otsego,Richfield 1,Comptroller,,CON,Paul Rodriguez,2,19,3
Otsego,Richfield 2,Comptroller,,CON,Paul Rodriguez,0,24,3
Otsego,Roseboom 1,Comptroller,,CON,Paul Rodriguez,0,12,1
Otsego,Springfield 1,Comptroller,,CON,Paul Rodriguez,0,39,2
Otsego,Unadilla 1,Comptroller,,CON,Paul Rodriguez,0,18,1
Otsego,Unadilla  2,Comptroller,,CON,Paul Rodriguez,0,21,0
Otsego,Unadilla 3,Comptroller,,CON,Paul Rodriguez,0,10,3
Otsego,Westford 1,Comptroller,,CON,Paul Rodriguez,1,29,0
Otsego,Worcester 1,Comptroller,,CON,Paul Rodriguez,0,19,4
Otsego,Worcester 2,Comptroller,,CON,Paul Rodriguez,1,15,0
Otsego,Worcester 3,Comptroller,,CON,Paul Rodriguez,0,17,1
Otsego,Ward 1 1,Comptroller,,WOR,Thomas P. DiNapoli,16,20,1
Otsego,Ward 2 1,Comptroller,,WOR,Thomas P. DiNapoli,12,13,2
Otsego,Ward 3 1,Comptroller,,WOR,Thomas P. DiNapoli,5,19,4
Otsego,Ward 4 1,Comptroller,,WOR,Thomas P. DiNapoli,11,10,2
Otsego,Ward 5 1,Comptroller,,WOR,Thomas P. DiNapoli,8,17,0
Otsego,Ward 6 1,Comptroller,,WOR,Thomas P. DiNapoli,8,13,0
Otsego,Ward 7 1,Comptroller,,WOR,Thomas P. DiNapoli,6,15,8
Otsego,Ward 8 1,Comptroller,,WOR,Thomas P. DiNapoli,8,20,0
Otsego,Burlington 1,Comptroller,,WOR,Thomas P. DiNapoli,0,17,0
Otsego,Butternuts 1,Comptroller,,WOR,Thomas P. DiNapoli,0,6,0
Otsego,Butternuts  2,Comptroller,,WOR,Thomas P. DiNapoli,2,14,4
Otsego,Cherry Valley 1,Comptroller,,WOR,Thomas P. DiNapoli,1,29,2
Otsego,Decatur 1,Comptroller,,WOR,Thomas P. DiNapoli,0,13,0
Otsego,Edmeston 1,Comptroller,,WOR,Thomas P. DiNapoli,2,16,2
Otsego,Exeter 1,Comptroller,,WOR,Thomas P. DiNapoli,1,6,0
Otsego,Hartwick 1,Comptroller,,WOR,Thomas P. DiNapoli,1,24,0
Otsego,Hartwick 2,Comptroller,,WOR,Thomas P. DiNapoli,1,4,1
Otsego,Laurens  1,Comptroller,,WOR,Thomas P. DiNapoli,0,14,2
Otsego,Laurens  2,Comptroller,,WOR,Thomas P. DiNapoli,6,15,2
Otsego,Maryland 1,Comptroller,,WOR,Thomas P. DiNapoli,2,3,1
Otsego,Maryland  2,Comptroller,,WOR,Thomas P. DiNapoli,1,11,2
Otsego,Middlefield 1,Comptroller,,WOR,Thomas P. DiNapoli,3,12,6
Otsego,Middlefield 2,Comptroller,,WOR,Thomas P. DiNapoli,4,15,2
Otsego,Milford 1,Comptroller,,WOR,Thomas P. DiNapoli,5,13,2
Otsego,Milford 2,Comptroller,,WOR,Thomas P. DiNapoli,6,19,2
Otsego,Morris 1,Comptroller,,WOR,Thomas P. DiNapoli,8,25,1
Otsego,New Lisbon 1,Comptroller,,WOR,Thomas P. DiNapoli,3,17,0
Otsego,Oneonta 1,Comptroller,,WOR,Thomas P. DiNapoli,14,22,4
Otsego,Oneonta 2,Comptroller,,WOR,Thomas P. DiNapoli,11,13,3
Otsego,Oneonta  3,Comptroller,,WOR,Thomas P. DiNapoli,0,11,0
Otsego,Oneonta  4,Comptroller,,WOR,Thomas P. DiNapoli,3,9,1
Otsego,Otego 1,Comptroller,,WOR,Thomas P. DiNapoli,2,10,2
Otsego,Otego 2,Comptroller,,WOR,Thomas P. DiNapoli,6,34,1
Otsego,Otsego 1,Comptroller,,WOR,Thomas P. DiNapoli,7,15,5
Otsego,Otsego 2,Comptroller,,WOR,Thomas P. DiNapoli,10,14,5
Otsego,Otsego  3,Comptroller,,WOR,Thomas P. DiNapoli,6,25,2
Otsego,Pittsfield 1,Comptroller,,WOR,Thomas P. DiNapoli,0,10,4
Otsego,Pittsfield 2,Comptroller,,WOR,Thomas P. DiNapoli,0,1,0
Otsego,Plainfield 1,Comptroller,,WOR,Thomas P. DiNapoli,0,7,1
Otsego,Richfield 1,Comptroller,,WOR,Thomas P. DiNapoli,1,11,0
Otsego,Richfield 2,Comptroller,,WOR,Thomas P. DiNapoli,3,8,2
Otsego,Roseboom 1,Comptroller,,WOR,Thomas P. DiNapoli,3,12,3
Otsego,Springfield 1,Comptroller,,WOR,Thomas P. DiNapoli,1,18,2
Otsego,Unadilla 1,Comptroller,,WOR,Thomas P. DiNapoli,2,10,3
Otsego,Unadilla  2,Comptroller,,WOR,Thomas P. DiNapoli,1,14,3
Otsego,Unadilla 3,Comptroller,,WOR,Thomas P. DiNapoli,1,9,2
Otsego,Westford 1,Comptroller,,WOR,Thomas P. DiNapoli,5,12,0
Otsego,Worcester 1,Comptroller,,WOR,Thomas P. DiNapoli,3,4,0
Otsego,Worcester 2,Comptroller,,WOR,Thomas P. DiNapoli,1,11,2
Otsego,Worcester 3,Comptroller,,WOR,Thomas P. DiNapoli,1,8,0
Otsego,Ward 1 1,Comptroller,,,Undervotes,3,5,0
Otsego,Ward 2 1,Comptroller,,,Undervotes,1,3,0
Otsego,Ward 3 1,Comptroller,,,Undervotes,1,3,0
Otsego,Ward 4 1,Comptroller,,,Undervotes,1,2,2
Otsego,Ward 5 1,Comptroller,,,Undervotes,2,3,2
Otsego,Ward 6 1,Comptroller,,,Undervotes,6,10,1
Otsego,Ward 7 1,Comptroller,,,Undervotes,0,7,0
Otsego,Ward 8 1,Comptroller,,,Undervotes,1,8,1
Otsego,Burlington 1,Comptroller,,,Undervotes,2,13,1
Otsego,Butternuts 1,Comptroller,,,Undervotes,0,5,2
Otsego,Butternuts  2,Comptroller,,,Undervotes,0,5,2
Otsego,Cherry Valley 1,Comptroller,,,Undervotes,0,15,1
Otsego,Decatur 1,Comptroller,,,Undervotes,0,9,0
Otsego,Edmeston 1,Comptroller,,,Undervotes,0,24,4
Otsego,Exeter 1,Comptroller,,,Undervotes,0,8,0
Otsego,Hartwick 1,Comptroller,,,Undervotes,3,21,2
Otsego,Hartwick 2,Comptroller,,,Undervotes,1,3,0
Otsego,Laurens  1,Comptroller,,,Undervotes,0,8,1
Otsego,Laurens  2,Comptroller,,,Undervotes,0,6,1
Otsego,Maryland 1,Comptroller,,,Undervotes,0,8,0
Otsego,Maryland  2,Comptroller,,,Undervotes,0,15,2
Otsego,Middlefield 1,Comptroller,,,Undervotes,0,4,1
Otsego,Middlefield 2,Comptroller,,,Undervotes,2,12,0
Otsego,Milford 1,Comptroller,,,Undervotes,0,7,0
Otsego,Milford 2,Comptroller,,,Undervotes,2,16,0
Otsego,Morris 1,Comptroller,,,Undervotes,2,8,2
Otsego,New Lisbon 1,Comptroller,,,Undervotes,1,12,0
Otsego,Oneonta 1,Comptroller,,,Undervotes,0,10,5
Otsego,Oneonta 2,Comptroller,,,Undervotes,1,10,2
Otsego,Oneonta  3,Comptroller,,,Undervotes,0,2,0
Otsego,Oneonta  4,Comptroller,,,Undervotes,1,6,1
Otsego,Otego 1,Comptroller,,,Undervotes,0,10,1
Otsego,Otego 2,Comptroller,,,Undervotes,2,5,0
Otsego,Otsego 1,Comptroller,,,Undervotes,1,8,2
Otsego,Otsego 2,Comptroller,,,Undervotes,2,3,5
Otsego,Otsego  3,Comptroller,,,Undervotes,1,15,2
Otsego,Pittsfield 1,Comptroller,,,Undervotes,0,9,1
Otsego,Pittsfield 2,Comptroller,,,Undervotes,0,2,1
Otsego,Plainfield 1,Comptroller,,,Undervotes,0,10,2
Otsego,Richfield 1,Comptroller,,,Undervotes,0,14,0
Otsego,Richfield 2,Comptroller,,,Undervotes,0,17,2
Otsego,Roseboom 1,Comptroller,,,Undervotes,0,9,1
Otsego,Springfield 1,Comptroller,,,Undervotes,0,11,3
Otsego,Unadilla 1,Comptroller,,,Undervotes,0,14,1
Otsego,Unadilla  2,Comptroller,,,Undervotes,0,11,1
Otsego,Unadilla 3,Comptroller,,,Undervotes,1,5,0
Otsego,Westford 1,Comptroller,,,Undervotes,0,10,1
Otsego,Worcester 1,Comptroller,,,Undervotes,0,6,1
Otsego,Worcester 2,Comptroller,,,Undervotes,0,8,1
Otsego,Worcester 3,Comptroller,,,Undervotes,0,6,1
Otsego,Ward 1 1,Comptroller,,,Overvotes,0,0,0
Otsego,Ward 2 1,Comptroller,,,Overvotes,0,0,0
Otsego,Ward 3 1,Comptroller,,,Overvotes,0,0,0
Otsego,Ward 4 1,Comptroller,,,Overvotes,0,0,0
Otsego,Ward 5 1,Comptroller,,,Overvotes,0,0,0
Otsego,Ward 6 1,Comptroller,,,Overvotes,0,0,0
Otsego,Ward 7 1,Comptroller,,,Overvotes,0,0,0
Otsego,Ward 8 1,Comptroller,,,Overvotes,0,0,0
Otsego,Burlington 1,Comptroller,,,Overvotes,0,0,0
Otsego,Butternuts 1,Comptroller,,,Overvotes,0,1,0
Otsego,Butternuts  2,Comptroller,,,Overvotes,0,0,0
Otsego,Cherry Valley 1,Comptroller,,,Overvotes,0,0,0
Otsego,Decatur 1,Comptroller,,,Overvotes,0,0,0
Otsego,Edmeston 1,Comptroller,,,Overvotes,0,0,0
Otsego,Exeter 1,Comptroller,,,Overvotes,0,0,0
Otsego,Hartwick 1,Comptroller,,,Overvotes,0,0,0
Otsego,Hartwick 2,Comptroller,,,Overvotes,0,0,0
Otsego,Laurens  1,Comptroller,,,Overvotes,0,0,0
Otsego,Laurens  2,Comptroller,,,Overvotes,0,0,0
Otsego,Maryland 1,Comptroller,,,Overvotes,0,0,0
Otsego,Maryland  2,Comptroller,,,Overvotes,0,0,0
Otsego,Middlefield 1,Comptroller,,,Overvotes,0,0,0
Otsego,Middlefield 2,Comptroller,,,Overvotes,0,0,0
Otsego,Milford 1,Comptroller,,,Overvotes,0,1,0
Otsego,Milford 2,Comptroller,,,Overvotes,0,0,0
Otsego,Morris 1,Comptroller,,,Overvotes,0,0,0
Otsego,New Lisbon 1,Comptroller,,,Overvotes,0,0,0
Otsego,Oneonta 1,Comptroller,,,Overvotes,0,1,0
Otsego,Oneonta 2,Comptroller,,,Overvotes,0,0,0
Otsego,Oneonta  3,Comptroller,,,Overvotes,0,0,0
Otsego,Oneonta  4,Comptroller,,,Overvotes,0,0,0
Otsego,Otego 1,Comptroller,,,Overvotes,0,1,0
Otsego,Otego 2,Comptroller,,,Overvotes,0,1,0
Otsego,Otsego 1,Comptroller,,,Overvotes,0,0,0
Otsego,Otsego 2,Comptroller,,,Overvotes,0,0,0
Otsego,Otsego  3,Comptroller,,,Overvotes,0,0,0
Otsego,Pittsfield 1,Comptroller,,,Overvotes,0,0,0
Otsego,Pittsfield 2,Comptroller,,,Overvotes,0,0,0
Otsego,Plainfield 1,Comptroller,,,Overvotes,0,0,0
Otsego,Richfield 1,Comptroller,,,Overvotes,0,0,0
Otsego,Richfield 2,Comptroller,,,Overvotes,0,0,0
Otsego,Roseboom 1,Comptroller,,,Overvotes,0,0,0
Otsego,Springfield 1,Comptroller,,,Overvotes,0,0,1
Otsego,Unadilla 1,Comptroller,,,Overvotes,0,0,0
Otsego,Unadilla  2,Comptroller,,,Overvotes,0,0,0
Otsego,Unadilla 3,Comptroller,,,Overvotes,0,0,0
Otsego,Westford 1,Comptroller,,,Overvotes,0,0,0
Otsego,Worcester 1,Comptroller,,,Overvotes,0,0,0
Otsego,Worcester 2,Comptroller,,,Overvotes,0,0,0
Otsego,Worcester 3,Comptroller,,,Overvotes,0,0,0
Otsego,Ward 1 1,Comptroller,,,Write-In,0,0,0
Otsego,Ward 2 1,Comptroller,,,Write-In,0,0,0
Otsego,Ward 3 1,Comptroller,,,Write-In,0,0,0
Otsego,Ward 4 1,Comptroller,,,Write-In,0,0,0
Otsego,Ward 5 1,Comptroller,,,Write-In,0,0,0
Otsego,Ward 6 1,Comptroller,,,Write-In,0,0,0
Otsego,Ward 7 1,Comptroller,,,Write-In,0,0,0
Otsego,Ward 8 1,Comptroller,,,Write-In,0,0,0
Otsego,Burlington 1,Comptroller,,,Write-In,0,0,0
Otsego,Butternuts 1,Comptroller,,,Write-In,0,0,0
Otsego,Butternuts  2,Comptroller,,,Write-In,0,0,0
Otsego,Cherry Valley 1,Comptroller,,,Write-In,0,1,0
Otsego,Decatur 1,Comptroller,,,Write-In,0,0,0
Otsego,Edmeston 1,Comptroller,,,Write-In,0,0,0
Otsego,Exeter 1,Comptroller,,,Write-In,0,1,0
Otsego,Hartwick 1,Comptroller,,,Write-In,0,0,0
Otsego,Hartwick 2,Comptroller,,,Write-In,0,0,0
Otsego,Laurens  1,Comptroller,,,Write-In,0,0,0
Otsego,Laurens  2,Comptroller,,,Write-In,1,0,0
Otsego,Maryland 1,Comptroller,,,Write-In,0,0,0
Otsego,Maryland  2,Comptroller,,,Write-In,0,0,1
Otsego,Middlefield 1,Comptroller,,,Write-In,0,0,0
Otsego,Middlefield 2,Comptroller,,,Write-In,0,1,0
Otsego,Milford 1,Comptroller,,,Write-In,0,1,0
Otsego,Milford 2,Comptroller,,,Write-In,0,0,0
Otsego,Morris 1,Comptroller,,,Write-In,0,0,0
Otsego,New Lisbon 1,Comptroller,,,Write-In,0,0,0
Otsego,Oneonta 1,Comptroller,,,Write-In,0,0,0
Otsego,Oneonta 2,Comptroller,,,Write-In,0,0,0
Otsego,Oneonta  3,Comptroller,,,Write-In,0,0,0
Otsego,Oneonta  4,Comptroller,,,Write-In,0,0,0
Otsego,Otego 1,Comptroller,,,Write-In,0,0,0
Otsego,Otego 2,Comptroller,,,Write-In,0,0,0
Otsego,Otsego 1,Comptroller,,,Write-In,0,0,0
Otsego,Otsego 2,Comptroller,,,Write-In,0,0,0
Otsego,Otsego  3,Comptroller,,,Write-In,0,0,0
Otsego,Pittsfield 1,Comptroller,,,Write-In,0,0,0
Otsego,Pittsfield 2,Comptroller,,,Write-In,0,0,0
Otsego,Plainfield 1,Comptroller,,,Write-In,0,0,0
Otsego,Richfield 1,Comptroller,,,Write-In,0,0,0
Otsego,Richfield 2,Comptroller,,,Write-In,0,0,0
Otsego,Roseboom 1,Comptroller,,,Write-In,0,0,0
Otsego,Springfield 1,Comptroller,,,Write-In,0,0,1
Otsego,Unadilla 1,Comptroller,,,Write-In,0,0,0
Otsego,Unadilla  2,Comptroller,,,Write-In,0,0,0
Otsego,Unadilla 3,Comptroller,,,Write-In,0,0,0
Otsego,Westford 1,Comptroller,,,Write-In,0,0,0
Otsego,Worcester 1,Comptroller,,,Write-In,0,1,0
Otsego,Worcester 2,Comptroller,,,Write-In,0,0,0
Otsego,Worcester 3,Comptroller,,,Write-In,0,0,0
Otsego,Ward 1 1,Attorney General,,DEM,Letitia A. James,137,183,23
Otsego,Ward 2 1,Attorney General,,DEM,Letitia A. James,105,160,24
Otsego,Ward 3 1,Attorney General,,DEM,Letitia A. James,74,63,25
Otsego,Ward 4 1,Attorney General,,DEM,Letitia A. James,61,83,23
Otsego,Ward 5 1,Attorney General,,DEM,Letitia A. James,62,93,20
Otsego,Ward 6 1,Attorney General,,DEM,Letitia A. James,89,105,38
Otsego,Ward 7 1,Attorney General,,DEM,Letitia A. James,63,93,6
Otsego,Ward 8 1,Attorney General,,DEM,Letitia A. James,49,88,17
Otsego,Burlington 1,Attorney General,,DEM,Letitia A. James,4,82,13
Otsego,Butternuts 1,Attorney General,,DEM,Letitia A. James,8,57,18
Otsego,Butternuts  2,Attorney General,,DEM,Letitia A. James,23,112,41
Otsego,Cherry Valley 1,Attorney General,,DEM,Letitia A. James,22,186,30
Otsego,Decatur 1,Attorney General,,DEM,Letitia A. James,2,29,5
Otsego,Edmeston 1,Attorney General,,DEM,Letitia A. James,15,137,17
Otsego,Exeter 1,Attorney General,,DEM,Letitia A. James,13,78,8
Otsego,Hartwick 1,Attorney General,,DEM,Letitia A. James,36,166,18
Otsego,Hartwick 2,Attorney General,,DEM,Letitia A. James,27,68,7
Otsego,Laurens  1,Attorney General,,DEM,Letitia A. James,26,91,24
Otsego,Laurens  2,Attorney General,,DEM,Letitia A. James,43,114,20
Otsego,Maryland 1,Attorney General,,DEM,Letitia A. James,13,60,9
Otsego,Maryland  2,Attorney General,,DEM,Letitia A. James,14,69,12
Otsego,Middlefield 1,Attorney General,,DEM,Letitia A. James,99,122,30
Otsego,Middlefield 2,Attorney General,,DEM,Letitia A. James,76,124,15
Otsego,Milford 1,Attorney General,,DEM,Letitia A. James,40,105,16
Otsego,Milford 2,Attorney General,,DEM,Letitia A. James,65,175,26
Otsego,Morris 1,Attorney General,,DEM,Letitia A. James,27,164,26
Otsego,New Lisbon 1,Attorney General,,DEM,Letitia A. James,17,119,15
Otsego,Oneonta 1,Attorney General,,DEM,Letitia A. James,69,187,44
Otsego,Oneonta 2,Attorney General,,DEM,Letitia A. James,93,175,33
Otsego,Oneonta  3,Attorney General,,DEM,Letitia A. James,82,124,19
Otsego,Oneonta  4,Attorney General,,DEM,Letitia A. James,41,84,18
Otsego,Otego 1,Attorney General,,DEM,Letitia A. James,11,100,10
Otsego,Otego 2,Attorney General,,DEM,Letitia A. James,28,147,20
Otsego,Otsego 1,Attorney General,,DEM,Letitia A. James,116,245,40
Otsego,Otsego 2,Attorney General,,DEM,Letitia A. James,84,183,35
Otsego,Otsego  3,Attorney General,,DEM,Letitia A. James,78,195,22
Otsego,Pittsfield 1,Attorney General,,DEM,Letitia A. James,2,94,6
Otsego,Pittsfield 2,Attorney General,,DEM,Letitia A. James,1,3,5
Otsego,Plainfield 1,Attorney General,,DEM,Letitia A. James,3,57,9
Otsego,Richfield 1,Attorney General,,DEM,Letitia A. James,17,78,11
Otsego,Richfield 2,Attorney General,,DEM,Letitia A. James,8,83,9
Otsego,Roseboom 1,Attorney General,,DEM,Letitia A. James,15,85,9
Otsego,Springfield 1,Attorney General,,DEM,Letitia A. James,20,132,23
Otsego,Unadilla 1,Attorney General,,DEM,Letitia A. James,14,91,18
Otsego,Unadilla  2,Attorney General,,DEM,Letitia A. James,14,151,28
Otsego,Unadilla 3,Attorney General,,DEM,Letitia A. James,29,145,20
Otsego,Westford 1,Attorney General,,DEM,Letitia A. James,14,76,7
Otsego,Worcester 1,Attorney General,,DEM,Letitia A. James,14,65,10
Otsego,Worcester 2,Attorney General,,DEM,Letitia A. James,7,35,11
Otsego,Worcester 3,Attorney General,,DEM,Letitia A. James,12,74,9
Otsego,Ward 1 1,Attorney General,,REP,Michael Henry,25,143,8
Otsego,Ward 2 1,Attorney General,,REP,Michael Henry,13,49,8
Otsego,Ward 3 1,Attorney General,,REP,Michael Henry,7,23,5
Otsego,Ward 4 1,Attorney General,,REP,Michael Henry,10,47,4
Otsego,Ward 5 1,Attorney General,,REP,Michael Henry,14,104,12
Otsego,Ward 6 1,Attorney General,,REP,Michael Henry,25,147,24
Otsego,Ward 7 1,Attorney General,,REP,Michael Henry,10,54,12
Otsego,Ward 8 1,Attorney General,,REP,Michael Henry,9,45,8
Otsego,Burlington 1,Attorney General,,REP,Michael Henry,25,300,19
Otsego,Butternuts 1,Attorney General,,REP,Michael Henry,3,121,33
Otsego,Butternuts  2,Attorney General,,REP,Michael Henry,6,216,43
Otsego,Cherry Valley 1,Attorney General,,REP,Michael Henry,17,220,11
Otsego,Decatur 1,Attorney General,,REP,Michael Henry,3,97,4
Otsego,Edmeston 1,Attorney General,,REP,Michael Henry,4,402,20
Otsego,Exeter 1,Attorney General,,REP,Michael Henry,8,198,9
Otsego,Hartwick 1,Attorney General,,REP,Michael Henry,13,256,9
Otsego,Hartwick 2,Attorney General,,REP,Michael Henry,33,124,7
Otsego,Laurens  1,Attorney General,,REP,Michael Henry,15,200,13
Otsego,Laurens  2,Attorney General,,REP,Michael Henry,22,257,19
Otsego,Maryland 1,Attorney General,,REP,Michael Henry,10,167,12
Otsego,Maryland  2,Attorney General,,REP,Michael Henry,17,279,11
Otsego,Middlefield 1,Attorney General,,REP,Michael Henry,11,96,13
Otsego,Middlefield 2,Attorney General,,REP,Michael Henry,40,225,19
Otsego,Milford 1,Attorney General,,REP,Michael Henry,24,204,12
Otsego,Milford 2,Attorney General,,REP,Michael Henry,33,351,23
Otsego,Morris 1,Attorney General,,REP,Michael Henry,15,357,19
Otsego,New Lisbon 1,Attorney General,,REP,Michael Henry,14,253,22
Otsego,Oneonta 1,Attorney General,,REP,Michael Henry,32,203,25
Otsego,Oneonta 2,Attorney General,,REP,Michael Henry,44,200,23
Otsego,Oneonta  3,Attorney General,,REP,Michael Henry,18,152,10
Otsego,Oneonta  4,Attorney General,,REP,Michael Henry,28,150,14
Otsego,Otego 1,Attorney General,,REP,Michael Henry,22,315,19
