Orleans,precinct,office,district,party,candidate,votes
Orleans,Town of Shelby 1 LD 1,State Comptroller,,REP,Paul Rodriguez,221
Orleans,Town of Shelby 2 LD 1,State Comptroller,,REP,Paul Rodriguez,192
Orleans,Town of Shelby 3 LD 2,State Comptroller,,REP,Paul Rodriguez,134
Orleans,Town of Shelby 4 LD 1,State Comptroller,,REP,Paul Rodriguez,284
Orleans,Town of Yates 1 LD 2,State Comptroller,,REP,Paul Rodriguez,338
Orleans,Town of Yates 2 LD 2,State Comptroller,,REP,Paul Rodriguez,278
Orleans,Town of Albion 1 LD 3,State Comptroller,,CON,Paul Rodriguez,22
Orleans,Town of Albion 2 LD 3,State Comptroller,,CON,Paul Rodriguez,31
Orleans,Town of Albion 3 LD 3,State Comptroller,,CON,Paul Rodriguez,21
Orleans,Town of Albion 4 LD 3,State Comptroller,,CON,Paul Rodriguez,14
Orleans,Town of Albion 5 LD 3,State Comptroller,,CON,Paul Rodriguez,29
Orleans,Town of Albion 6 LD 3,State Comptroller,,CON,Paul Rodriguez,28
Orleans,Town of Barre 1 LD 1,State Comptroller,,CON,Paul Rodriguez,47
Orleans,Town of Barre 2 LD 1,State Comptroller,,CON,Paul Rodriguez,38
Orleans,Town of Carlton 1 LD 4,State Comptroller,,CON,Paul Rodriguez,61
Orleans,Town of Carlton 2 LD 4,State Comptroller,,CON,Paul Rodriguez,44
Orleans,Town of Carlton 3 LD 4,State Comptroller,,CON,Paul Rodriguez,30
Orleans,Town of Clarendon 1 LD 1,State Comptroller,,CON,Paul Rodriguez,94
Orleans,Town of Clarendon 2 LD 1,State Comptroller,,CON,Paul Rodriguez,44
Orleans,Town of Clarendon 3 LD 1,State Comptroller,,CON,Paul Rodriguez,47
Orleans,Town of Gaines 1 LD 3,State Comptroller,,CON,Paul Rodriguez,19
Orleans,Town of Gaines 2 LD 3,State Comptroller,,CON,Paul Rodriguez,41
Orleans,Town of Gaines 3 LD 3,State Comptroller,,CON,Paul Rodriguez,15
Orleans,Town of Gaines 4 LD 3,State Comptroller,,CON,Paul Rodriguez,19
Orleans,Town of Kendall 1 LD 4,State Comptroller,,CON,Paul Rodriguez,38
Orleans,Town of Kendall 2 LD 4,State Comptroller,,CON,Paul Rodriguez,51
Orleans,Town of Kendall 3 LD 4,State Comptroller,,CON,Paul Rodriguez,28
Orleans,Town of Murray 1 LD 4,State Comptroller,,CON,Paul Rodriguez,25
Orleans,Town of Murray 2 LD 4,State Comptroller,,CON,Paul Rodriguez,15
Orleans,Town of Murray 3 LD 4,State Comptroller,,CON,Paul Rodriguez,17
Orleans,Town of Murray 4 LD 4,State Comptroller,,CON,Paul Rodriguez,35
Orleans,Town of Murray 5 LD 4,State Comptroller,,CON,Paul Rodriguez,25
Orleans,Town of Murray 6 LD 4,State Comptroller,,CON,Paul Rodriguez,33
Orleans,Town of Ridgeway 1 LD 2,State Comptroller,,CON,Paul Rodriguez,32
Orleans,Town of Ridgeway 2 LD 2,State Comptroller,,CON,Paul Rodriguez,22
Orleans,Town of Ridgeway 3 LD 2,State Comptroller,,CON,Paul Rodriguez,26
Orleans,Town of Ridgeway 4 LD 2,State Comptroller,,CON,Paul Rodriguez,25
Orleans,Town of Ridgeway 5 LD 2,State Comptroller,,CON,Paul Rodriguez,16
Orleans,Town of Ridgeway 6 LD 2,State Comptroller,,CON,Paul Rodriguez,40
Orleans,Town of Ridgeway 7 LD 2,State Comptroller,,CON,Paul Rodriguez,22
Orleans,Town of Shelby 1 LD 1,State Comptroller,,CON,Paul Rodriguez,40
Orleans,Town of Shelby 2 LD 1,State Comptroller,,CON,Paul Rodriguez,30
Orleans,Town of Shelby 3 LD 2,State Comptroller,,CON,Paul Rodriguez,20
Orleans,Town of Shelby 4 LD 1,State Comptroller,,CON,Paul Rodriguez,39
Orleans,Town of Yates 1 LD 2,State Comptroller,,CON,Paul Rodriguez,70
Orleans,Town of Yates 2 LD 2,State Comptroller,,CON,Paul Rodriguez,35
Orleans,Town of Albion 1 LD 3,State Comptroller,,WOR,Thomas P. DiNapoli,7
Orleans,Town of Albion 2 LD 3,State Comptroller,,WOR,Thomas P. DiNapoli,16
Orleans,Town of Albion 3 LD 3,State Comptroller,,WOR,Thomas P. DiNapoli,8
Orleans,Town of Albion 4 LD 3,State Comptroller,,WOR,Thomas P. DiNapoli,10
Orleans,Town of Albion 5 LD 3,State Comptroller,,WOR,Thomas P. DiNapoli,5
Orleans,Town of Albion 6 LD 3,State Comptroller,,WOR,Thomas P. DiNapoli,16
Orleans,Town of Barre 1 LD 1,State Comptroller,,WOR,Thomas P. DiNapoli,8
Orleans,Town of Barre 2 LD 1,State Comptroller,,WOR,Thomas P. DiNapoli,9
Orleans,Town of Carlton 1 LD 4,State Comptroller,,WOR,Thomas P. DiNapoli,19
Orleans,Town of Carlton 2 LD 4,State Comptroller,,WOR,Thomas P. DiNapoli,12
Orleans,Town of Carlton 3 LD 4,State Comptroller,,WOR,Thomas P. DiNapoli,9
Orleans,Town of Clarendon 1 LD 1,State Comptroller,,WOR,Thomas P. DiNapoli,21
Orleans,Town of Clarendon 2 LD 1,State Comptroller,,WOR,Thomas P. DiNapoli,9
Orleans,Town of Clarendon 3 LD 1,State Comptroller,,WOR,Thomas P. DiNapoli,12
Orleans,Town of Gaines 1 LD 3,State Comptroller,,WOR,Thomas P. DiNapoli,8
Orleans,Town of Gaines 2 LD 3,State Comptroller,,WOR,Thomas P. DiNapoli,8
Orleans,Town of Gaines 3 LD 3,State Comptroller,,WOR,Thomas P. DiNapoli,5
Orleans,Town of Gaines 4 LD 3,State Comptroller,,WOR,Thomas P. DiNapoli,11
Orleans,Town of Kendall 1 LD 4,State Comptroller,,WOR,Thomas P. DiNapoli,8
Orleans,Town of Kendall 2 LD 4,State Comptroller,,WOR,Thomas P. DiNapoli,7
Orleans,Town of Kendall 3 LD 4,State Comptroller,,WOR,Thomas P. DiNapoli,7
Orleans,Town of Murray 1 LD 4,State Comptroller,,WOR,Thomas P. DiNapoli,8
Orleans,Town of Murray 2 LD 4,State Comptroller,,WOR,Thomas P. DiNapoli,7
Orleans,Town of Murray 3 LD 4,State Comptroller,,WOR,Thomas P. DiNapoli,8
Orleans,Town of Murray 4 LD 4,State Comptroller,,WOR,Thomas P. DiNapoli,11
Orleans,Town of Murray 5 LD 4,State Comptroller,,WOR,Thomas P. DiNapoli,3
Orleans,Town of Murray 6 LD 4,State Comptroller,,WOR,Thomas P. DiNapoli,5
Orleans,Town of Ridgeway 1 LD 2,State Comptroller,,WOR,Thomas P. DiNapoli,8
Orleans,Town of Ridgeway 2 LD 2,State Comptroller,,WOR,Thomas P. DiNapoli,13
Orleans,Town of Ridgeway 3 LD 2,State Comptroller,,WOR,Thomas P. DiNapoli,7
Orleans,Town of Ridgeway 4 LD 2,State Comptroller,,WOR,Thomas P. DiNapoli,1
Orleans,Town of Ridgeway 5 LD 2,State Comptroller,,WOR,Thomas P. DiNapoli,9
Orleans,Town of Ridgeway 6 LD 2,State Comptroller,,WOR,Thomas P. DiNapoli,19
Orleans,Town of Ridgeway 7 LD 2,State Comptroller,,WOR,Thomas P. DiNapoli,7
Orleans,Town of Shelby 1 LD 1,State Comptroller,,WOR,Thomas P. DiNapoli,9
Orleans,Town of Shelby 2 LD 1,State Comptroller,,WOR,Thomas P. DiNapoli,8
Orleans,Town of Shelby 3 LD 2,State Comptroller,,WOR,Thomas P. DiNapoli,10
Orleans,Town of Shelby 4 LD 1,State Comptroller,,WOR,Thomas P. DiNapoli,15
Orleans,Town of Yates 1 LD 2,State Comptroller,,WOR,Thomas P. DiNapoli,13
Orleans,Town of Yates 2 LD 2,State Comptroller,,WOR,Thomas P. DiNapoli,11
Orleans,Town of Albion 1 LD 3,State Comptroller,,,Write-Ins,0
Orleans,Town of Albion 2 LD 3,State Comptroller,,,Write-Ins,0
Orleans,Town of Albion 3 LD 3,State Comptroller,,,Write-Ins,0
Orleans,Town of Albion 4 LD 3,State Comptroller,,,Write-Ins,0
Orleans,Town of Albion 5 LD 3,State Comptroller,,,Write-Ins,0
Orleans,Town of Albion 6 LD 3,State Comptroller,,,Write-Ins,0
Orleans,Town of Barre 1 LD 1,State Comptroller,,,Write-Ins,0
Orleans,Town of Barre 2 LD 1,State Comptroller,,,Write-Ins,0
Orleans,Town of Carlton 1 LD 4,State Comptroller,,,Write-Ins,2
Orleans,Town of Carlton 2 LD 4,State Comptroller,,,Write-Ins,0
Orleans,Town of Carlton 3 LD 4,State Comptroller,,,Write-Ins,0
Orleans,Town of Clarendon 1 LD 1,State Comptroller,,,Write-Ins,0
Orleans,Town of Clarendon 2 LD 1,State Comptroller,,,Write-Ins,1
Orleans,Town of Clarendon 3 LD 1,State Comptroller,,,Write-Ins,0
Orleans,Town of Gaines 1 LD 3,State Comptroller,,,Write-Ins,0
Orleans,Town of Gaines 2 LD 3,State Comptroller,,,Write-Ins,0
Orleans,Town of Gaines 3 LD 3,State Comptroller,,,Write-Ins,0
Orleans,Town of Gaines 4 LD 3,State Comptroller,,,Write-Ins,0
Orleans,Town of Kendall 1 LD 4,State Comptroller,,,Write-Ins,2
Orleans,Town of Kendall 2 LD 4,State Comptroller,,,Write-Ins,0
Orleans,Town of Kendall 3 LD 4,State Comptroller,,,Write-Ins,0
Orleans,Town of Murray 1 LD 4,State Comptroller,,,Write-Ins,0
Orleans,Town of Murray 2 LD 4,State Comptroller,,,Write-Ins,0
Orleans,Town of Murray 3 LD 4,State Comptroller,,,Write-Ins,0
Orleans,Town of Murray 4 LD 4,State Comptroller,,,Write-Ins,0
Orleans,Town of Murray 5 LD 4,State Comptroller,,,Write-Ins,0
Orleans,Town of Murray 6 LD 4,State Comptroller,,,Write-Ins,0
Orleans,Town of Ridgeway 1 LD 2,State Comptroller,,,Write-Ins,0
Orleans,Town of Ridgeway 2 LD 2,State Comptroller,,,Write-Ins,0
Orleans,Town of Ridgeway 3 LD 2,State Comptroller,,,Write-Ins,0
Orleans,Town of Ridgeway 4 LD 2,State Comptroller,,,Write-Ins,0
Orleans,Town of Ridgeway 5 LD 2,State Comptroller,,,Write-Ins,0
Orleans,Town of Ridgeway 6 LD 2,State Comptroller,,,Write-Ins,0
Orleans,Town of Ridgeway 7 LD 2,State Comptroller,,,Write-Ins,0
Orleans,Town of Shelby 1 LD 1,State Comptroller,,,Write-Ins,0
Orleans,Town of Shelby 2 LD 1,State Comptroller,,,Write-Ins,0
Orleans,Town of Shelby 3 LD 2,State Comptroller,,,Write-Ins,0
Orleans,Town of Shelby 4 LD 1,State Comptroller,,,Write-Ins,0
Orleans,Town of Yates 1 LD 2,State Comptroller,,,Write-Ins,1
Orleans,Town of Yates 2 LD 2,State Comptroller,,,Write-Ins,0
Orleans,Town of Albion 1 LD 3,State Comptroller,,,Undervotes,11
Orleans,Town of Albion 2 LD 3,State Comptroller,,,Undervotes,16
Orleans,Town of Albion 3 LD 3,State Comptroller,,,Undervotes,17
Orleans,Town of Albion 4 LD 3,State Comptroller,,,Undervotes,6
Orleans,Town of Albion 5 LD 3,State Comptroller,,,Undervotes,8
Orleans,Town of Albion 6 LD 3,State Comptroller,,,Undervotes,19
Orleans,Town of Barre 1 LD 1,State Comptroller,,,Undervotes,16
Orleans,Town of Barre 2 LD 1,State Comptroller,,,Undervotes,19
Orleans,Town of Carlton 1 LD 4,State Comptroller,,,Undervotes,22
Orleans,Town of Carlton 2 LD 4,State Comptroller,,,Undervotes,9
Orleans,Town of Carlton 3 LD 4,State Comptroller,,,Undervotes,16
Orleans,Town of Clarendon 1 LD 1,State Comptroller,,,Undervotes,19
Orleans,Town of Clarendon 2 LD 1,State Comptroller,,,Undervotes,14
Orleans,Town of Clarendon 3 LD 1,State Comptroller,,,Undervotes,12
Orleans,Town of Gaines 1 LD 3,State Comptroller,,,Undervotes,17
Orleans,Town of Gaines 2 LD 3,State Comptroller,,,Undervotes,7
Orleans,Town of Gaines 3 LD 3,State Comptroller,,,Undervotes,2
Orleans,Town of Gaines 4 LD 3,State Comptroller,,,Undervotes,19
Orleans,Town of Kendall 1 LD 4,State Comptroller,,,Undervotes,12
Orleans,Town of Kendall 2 LD 4,State Comptroller,,,Undervotes,9
Orleans,Town of Kendall 3 LD 4,State Comptroller,,,Undervotes,11
Orleans,Town of Murray 1 LD 4,State Comptroller,,,Undervotes,8
Orleans,Town of Murray 2 LD 4,State Comptroller,,,Undervotes,10
Orleans,Town of Murray 3 LD 4,State Comptroller,,,Undervotes,9
Orleans,Town of Murray 4 LD 4,State Comptroller,,,Undervotes,13
Orleans,Town of Murray 5 LD 4,State Comptroller,,,Undervotes,3
Orleans,Town of Murray 6 LD 4,State Comptroller,,,Undervotes,9
Orleans,Town of Ridgeway 1 LD 2,State Comptroller,,,Undervotes,9
Orleans,Town of Ridgeway 2 LD 2,State Comptroller,,,Undervotes,14
Orleans,Town of Ridgeway 3 LD 2,State Comptroller,,,Undervotes,16
Orleans,Town of Ridgeway 4 LD 2,State Comptroller,,,Undervotes,15
Orleans,Town of Ridgeway 5 LD 2,State Comptroller,,,Undervotes,12
Orleans,Town of Ridgeway 6 LD 2,State Comptroller,,,Undervotes,3
Orleans,Town of Ridgeway 7 LD 2,State Comptroller,,,Undervotes,8
Orleans,Town of Shelby 1 LD 1,State Comptroller,,,Undervotes,18
Orleans,Town of Shelby 2 LD 1,State Comptroller,,,Undervotes,16
Orleans,Town of Shelby 3 LD 2,State Comptroller,,,Undervotes,13
Orleans,Town of Shelby 4 LD 1,State Comptroller,,,Undervotes,16
Orleans,Town of Yates 1 LD 2,State Comptroller,,,Undervotes,17
Orleans,Town of Yates 2 LD 2,State Comptroller,,,Undervotes,22
Orleans,Town of Albion 1 LD 3,State Comptroller,,,Overvotes,0
Orleans,Town of Albion 2 LD 3,State Comptroller,,,Overvotes,0
Orleans,Town of Albion 3 LD 3,State Comptroller,,,Overvotes,0
Orleans,Town of Albion 4 LD 3,State Comptroller,,,Overvotes,0
Orleans,Town of Albion 5 LD 3,State Comptroller,,,Overvotes,0
Orleans,Town of Albion 6 LD 3,State Comptroller,,,Overvotes,1
Orleans,Town of Barre 1 LD 1,State Comptroller,,,Overvotes,0
Orleans,Town of Barre 2 LD 1,State Comptroller,,,Overvotes,0
Orleans,Town of Carlton 1 LD 4,State Comptroller,,,Overvotes,0
Orleans,Town of Carlton 2 LD 4,State Comptroller,,,Overvotes,0
Orleans,Town of Carlton 3 LD 4,State Comptroller,,,Overvotes,0
Orleans,Town of Clarendon 1 LD 1,State Comptroller,,,Overvotes,0
Orleans,Town of Clarendon 2 LD 1,State Comptroller,,,Overvotes,1
Orleans,Town of Clarendon 3 LD 1,State Comptroller,,,Overvotes,0
Orleans,Town of Gaines 1 LD 3,State Comptroller,,,Overvotes,0
Orleans,Town of Gaines 2 LD 3,State Comptroller,,,Overvotes,1
Orleans,Town of Gaines 3 LD 3,State Comptroller,,,Overvotes,0
Orleans,Town of Gaines 4 LD 3,State Comptroller,,,Overvotes,0
Orleans,Town of Kendall 1 LD 4,State Comptroller,,,Overvotes,0
Orleans,Town of Kendall 2 LD 4,State Comptroller,,,Overvotes,0
Orleans,Town of Kendall 3 LD 4,State Comptroller,,,Overvotes,0
Orleans,Town of Murray 1 LD 4,State Comptroller,,,Overvotes,0
Orleans,Town of Murray 2 LD 4,State Comptroller,,,Overvotes,1
Orleans,Town of Murray 3 LD 4,State Comptroller,,,Overvotes,0
Orleans,Town of Murray 4 LD 4,State Comptroller,,,Overvotes,0
Orleans,Town of Murray 5 LD 4,State Comptroller,,,Overvotes,0
Orleans,Town of Murray 6 LD 4,State Comptroller,,,Overvotes,0
Orleans,Town of Ridgeway 1 LD 2,State Comptroller,,,Overvotes,0
Orleans,Town of Ridgeway 2 LD 2,State Comptroller,,,Overvotes,0
Orleans,Town of Ridgeway 3 LD 2,State Comptroller,,,Overvotes,1
Orleans,Town of Ridgeway 4 LD 2,State Comptroller,,,Overvotes,0
Orleans,Town of Ridgeway 5 LD 2,State Comptroller,,,Overvotes,0
Orleans,Town of Ridgeway 6 LD 2,State Comptroller,,,Overvotes,0
Orleans,Town of Ridgeway 7 LD 2,State Comptroller,,,Overvotes,0
Orleans,Town of Shelby 1 LD 1,State Comptroller,,,Overvotes,0
Orleans,Town of Shelby 2 LD 1,State Comptroller,,,Overvotes,0
Orleans,Town of Shelby 3 LD 2,State Comptroller,,,Overvotes,0
Orleans,Town of Shelby 4 LD 1,State Comptroller,,,Overvotes,2
Orleans,Town of Yates 1 LD 2,State Comptroller,,,Overvotes,0
Orleans,Town of Yates 2 LD 2,State Comptroller,,,Overvotes,0
Orleans,Town of Albion 1 LD 3,Attorney General,,DEM,Letitia A. James,52
Orleans,Town of Albion 2 LD 3,Attorney General,,DEM,Letitia A. James,112
Orleans,Town of Albion 3 LD 3,Attorney General,,DEM,Letitia A. James,64
Orleans,Town of Albion 4 LD 3,Attorney General,,DEM,Letitia A. James,79
Orleans,Town of Albion 5 LD 3,Attorney General,,DEM,Letitia A. James,64
Orleans,Town of Albion 6 LD 3,Attorney General,,DEM,Letitia A. James,97
Orleans,Town of Barre 1 LD 1,Attorney General,,DEM,Letitia A. James,59
Orleans,Town of Barre 2 LD 1,Attorney General,,DEM,Letitia A. James,50
Orleans,Town of Carlton 1 LD 4,Attorney General,,DEM,Letitia A. James,90
Orleans,Town of Carlton 2 LD 4,Attorney General,,DEM,Letitia A. James,75
Orleans,Town of Carlton 3 LD 4,Attorney General,,DEM,Letitia A. James,91
Orleans,Town of Clarendon 1 LD 1,Attorney General,,DEM,Letitia A. James,119
Orleans,Town of Clarendon 2 LD 1,Attorney General,,DEM,Letitia A. James,84
Orleans,Town of Clarendon 3 LD 1,Attorney General,,DEM,Letitia A. James,66
Orleans,Town of Gaines 1 LD 3,Attorney General,,DEM,Letitia A. James,83
Orleans,Town of Gaines 2 LD 3,Attorney General,,DEM,Letitia A. James,66
Orleans,Town of Gaines 3 LD 3,Attorney General,,DEM,Letitia A. James,31
Orleans,Town of Gaines 4 LD 3,Attorney General,,DEM,Letitia A. James,97
Orleans,Town of Kendall 1 LD 4,Attorney General,,DEM,Letitia A. James,101
Orleans,Town of Kendall 2 LD 4,Attorney General,,DEM,Letitia A. James,71
Orleans,Town of Kendall 3 LD 4,Attorney General,,DEM,Letitia A. James,51
Orleans,Town of Murray 1 LD 4,Attorney General,,DEM,Letitia A. James,37
Orleans,Town of Murray 2 LD 4,Attorney General,,DEM,Letitia A. James,61
Orleans,Town of Murray 3 LD 4,Attorney General,,DEM,Letitia A. James,72
Orleans,Town of Murray 4 LD 4,Attorney General,,DEM,Letitia A. James,93
Orleans,Town of Murray 5 LD 4,Attorney General,,DEM,Letitia A. James,27
Orleans,Town of Murray 6 LD 4,Attorney General,,DEM,Letitia A. James,63
Orleans,Town of Ridgeway 1 LD 2,Attorney General,,DEM,Letitia A. James,61
Orleans,Town of Ridgeway 2 LD 2,Attorney General,,DEM,Letitia A. James,97
Orleans,Town of Ridgeway 3 LD 2,Attorney General,,DEM,Letitia A. James,54
Orleans,Town of Ridgeway 4 LD 2,Attorney General,,DEM,Letitia A. James,78
Orleans,Town of Ridgeway 5 LD 2,Attorney General,,DEM,Letitia A. James,119
Orleans,Town of Ridgeway 6 LD 2,Attorney General,,DEM,Letitia A. James,66
Orleans,Town of Ridgeway 7 LD 2,Attorney General,,DEM,Letitia A. James,63
Orleans,Town of Shelby 1 LD 1,Attorney General,,DEM,Letitia A. James,76
Orleans,Town of Shelby 2 LD 1,Attorney General,,DEM,Letitia A. James,99
Orleans,Town of Shelby 3 LD 2,Attorney General,,DEM,Letitia A. James,117
Orleans,Town of Shelby 4 LD 1,Attorney General,,DEM,Letitia A. James,119
Orleans,Town of Yates 1 LD 2,Attorney General,,DEM,Letitia A. James,100
Orleans,Town of Yates 2 LD 2,Attorney General,,DEM,Letitia A. James,75
Orleans,Town of Albion 1 LD 3,Attorney General,,REP,Michael Henry,148
Orleans,Town of Albion 2 LD 3,Attorney General,,REP,Michael Henry,172
Orleans,Town of Albion 3 LD 3,Attorney General,,REP,Michael Henry,149
Orleans,Town of Albion 4 LD 3,Attorney General,,REP,Michael Henry,88
Orleans,Town of Albion 5 LD 3,Attorney General,,REP,Michael Henry,180
Orleans,Town of Albion 6 LD 3,Attorney General,,REP,Michael Henry,283
Orleans,Town of Barre 1 LD 1,Attorney General,,REP,Michael Henry,253
Orleans,Town of Barre 2 LD 1,Attorney General,,REP,Michael Henry,258
Orleans,Town of Carlton 1 LD 4,Attorney General,,REP,Michael Henry,271
Orleans,Town of Carlton 2 LD 4,Attorney General,,REP,Michael Henry,226
Orleans,Town of Carlton 3 LD 4,Attorney General,,REP,Michael Henry,235
Orleans,Town of Clarendon 1 LD 1,Attorney General,,REP,Michael Henry,393
Orleans,Town of Clarendon 2 LD 1,Attorney General,,REP,Michael Henry,244
Orleans,Town of Clarendon 3 LD 1,Attorney General,,REP,Michael Henry,331
Orleans,Town of Gaines 1 LD 3,Attorney General,,REP,Michael Henry,151
Orleans,Town of Gaines 2 LD 3,Attorney General,,REP,Michael Henry,166
Orleans,Town of Gaines 3 LD 3,Attorney General,,REP,Michael Henry,155
Orleans,Town of Gaines 4 LD 3,Attorney General,,REP,Michael Henry,163
Orleans,Town of Kendall 1 LD 4,Attorney General,,REP,Michael Henry,297
Orleans,Town of Kendall 2 LD 4,Attorney General,,REP,Michael Henry,228
Orleans,Town of Kendall 3 LD 4,Attorney General,,REP,Michael Henry,235
Orleans,Town of Murray 1 LD 4,Attorney General,,REP,Michael Henry,170
Orleans,Town of Murray 2 LD 4,Attorney General,,REP,Michael Henry,147
Orleans,Town of Murray 3 LD 4,Attorney General,,REP,Michael Henry,189
Orleans,Town of Murray 4 LD 4,Attorney General,,REP,Michael Henry,253
Orleans,Town of Murray 5 LD 4,Attorney General,,REP,Michael Henry,147
Orleans,Town of Murray 6 LD 4,Attorney General,,REP,Michael Henry,177
Orleans,Town of Ridgeway 1 LD 2,Attorney General,,REP,Michael Henry,196
Orleans,Town of Ridgeway 2 LD 2,Attorney General,,REP,Michael Henry,190
Orleans,Town of Ridgeway 3 LD 2,Attorney General,,REP,Michael Henry,184
Orleans,Town of Ridgeway 4 LD 2,Attorney General,,REP,Michael Henry,117
Orleans,Town of Ridgeway 5 LD 2,Attorney General,,REP,Michael Henry,141
Orleans,Town of Ridgeway 6 LD 2,Attorney General,,REP,Michael Henry,272
Orleans,Town of Ridgeway 7 LD 2,Attorney General,,REP,Michael Henry,203
Orleans,Town of Shelby 1 LD 1,Attorney General,,REP,Michael Henry,226
Orleans,Town of Shelby 2 LD 1,Attorney General,,REP,Michael Henry,207
Orleans,Town of Shelby 3 LD 2,Attorney General,,REP,Michael Henry,144
Orleans,Town of Shelby 4 LD 1,Attorney General,,REP,Michael Henry,294
Orleans,Town of Yates 1 LD 2,Attorney General,,REP,Michael Henry,353
Orleans,Town of Yates 2 LD 2,Attorney General,,REP,Michael Henry,290
Orleans,Town of Albion 1 LD 3,Attorney General,,CON,Michael Henry,25
Orleans,Town of Albion 2 LD 3,Attorney General,,CON,Michael Henry,31
Orleans,Town of Albion 3 LD 3,Attorney General,,CON,Michael Henry,24
Orleans,Town of Albion 4 LD 3,Attorney General,,CON,Michael Henry,18
Orleans,Town of Albion 5 LD 3,Attorney General,,CON,Michael Henry,30
Orleans,Town of Albion 6 LD 3,Attorney General,,CON,Michael Henry,32
Orleans,Town of Barre 1 LD 1,Attorney General,,CON,Michael Henry,53
Orleans,Town of Barre 2 LD 1,Attorney General,,CON,Michael Henry,41
Orleans,Town of Carlton 1 LD 4,Attorney General,,CON,Michael Henry,62
Orleans,Town of Carlton 2 LD 4,Attorney General,,CON,Michael Henry,45
Orleans,Town of Carlton 3 LD 4,Attorney General,,CON,Michael Henry,35
Orleans,Town of Clarendon 1 LD 1,Attorney General,,CON,Michael Henry,93
Orleans,Town of Clarendon 2 LD 1,Attorney General,,CON,Michael Henry,44
Orleans,Town of Clarendon 3 LD 1,Attorney General,,CON,Michael Henry,48
Orleans,Town of Gaines 1 LD 3,Attorney General,,CON,Michael Henry,21
Orleans,Town of Gaines 2 LD 3,Attorney General,,CON,Michael Henry,42
Orleans,Town of Gaines 3 LD 3,Attorney General,,CON,Michael Henry,16
Orleans,Town of Gaines 4 LD 3,Attorney General,,CON,Michael Henry,23
Orleans,Town of Kendall 1 LD 4,Attorney General,,CON,Michael Henry,35
Orleans,Town of Kendall 2 LD 4,Attorney General,,CON,Michael Henry,48
Orleans,Town of Kendall 3 LD 4,Attorney General,,CON,Michael Henry,31
Orleans,Town of Murray 1 LD 4,Attorney General,,CON,Michael Henry,31
Orleans,Town of Murray 2 LD 4,Attorney General,,CON,Michael Henry,16
Orleans,Town of Murray 3 LD 4,Attorney General,,CON,Michael Henry,20
Orleans,Town of Murray 4 LD 4,Attorney General,,CON,Michael Henry,36
Orleans,Town of Murray 5 LD 4,Attorney General,,CON,Michael Henry,26
Orleans,Town of Murray 6 LD 4,Attorney General,,CON,Michael Henry,35
Orleans,Town of Ridgeway 1 LD 2,Attorney General,,CON,Michael Henry,37
Orleans,Town of Ridgeway 2 LD 2,Attorney General,,CON,Michael Henry,29
Orleans,Town of Ridgeway 3 LD 2,Attorney General,,CON,Michael Henry,25
Orleans,Town of Ridgeway 4 LD 2,Attorney General,,CON,Michael Henry,24
Orleans,Town of Ridgeway 5 LD 2,Attorney General,,CON,Michael Henry,17
Orleans,Town of Ridgeway 6 LD 2,Attorney General,,CON,Michael Henry,44
Orleans,Town of Ridgeway 7 LD 2,Attorney General,,CON,Michael Henry,25
Orleans,Town of Shelby 1 LD 1,Attorney General,,CON,Michael Henry,47
Orleans,Town of Shelby 2 LD 1,Attorney General,,CON,Michael Henry,33
Orleans,Town of Shelby 3 LD 2,Attorney General,,CON,Michael Henry,22
Orleans,Town of Shelby 4 LD 1,Attorney General,,CON,Michael Henry,46
Orleans,Town of Yates 1 LD 2,Attorney General,,CON,Michael Henry,70
Orleans,Town of Yates 2 LD 2,Attorney General,,CON,Michael Henry,36
Orleans,Town of Albion 1 LD 3,Attorney General,,WOR,Letitia A. James,8
Orleans,Town of Albion 2 LD 3,Attorney General,,WOR,Letitia A. James,14
Orleans,Town of Albion 3 LD 3,Attorney General,,WOR,Letitia A. James,7
Orleans,Town of Albion 4 LD 3,Attorney General,,WOR,Letitia A. James,4
Orleans,Town of Albion 5 LD 3,Attorney General,,WOR,Letitia A. James,4
Orleans,Town of Albion 6 LD 3,Attorney General,,WOR,Letitia A. James,9
Orleans,Town of Barre 1 LD 1,Attorney General,,WOR,Letitia A. James,2
Orleans,Town of Barre 2 LD 1,Attorney General,,WOR,Letitia A. James,7
Orleans,Town of Carlton 1 LD 4,Attorney General,,WOR,Letitia A. James,11
Orleans,Town of Carlton 2 LD 4,Attorney General,,WOR,Letitia A. James,10
Orleans,Town of Carlton 3 LD 4,Attorney General,,WOR,Letitia A. James,6
Orleans,Town of Clarendon 1 LD 1,Attorney General,,WOR,Letitia A. James,16
Orleans,Town of Clarendon 2 LD 1,Attorney General,,WOR,Letitia A. James,5
Orleans,Town of Clarendon 3 LD 1,Attorney General,,WOR,Letitia A. James,9
Orleans,Town of Gaines 1 LD 3,Attorney General,,WOR,Letitia A. James,8
Orleans,Town of Gaines 2 LD 3,Attorney General,,WOR,Letitia A. James,6
Orleans,Town of Gaines 3 LD 3,Attorney General,,WOR,Letitia A. James,6
Orleans,Town of Gaines 4 LD 3,Attorney General,,WOR,Letitia A. James,5
Orleans,Town of Kendall 1 LD 4,Attorney General,,WOR,Letitia A. James,4
Orleans,Town of Kendall 2 LD 4,Attorney General,,WOR,Letitia A. James,4
Orleans,Town of Kendall 3 LD 4,Attorney General,,WOR,Letitia A. James,5
