county,precinct,office,district,candidate,party,votes,early_voting,absentee,election_day
Seneca,Town of Romulus 2 LD 1,U.S. Senate,,Joe Pinion,REP,115,10,3,102
Seneca,Town of Romulus 3 LD 1,U.S. Senate,,Joe Pinion,REP,97,13,2,82
Seneca,Town of Seneca Falls 1 LD 1,U.S. Senate,,Joe Pinion,REP,141,12,8,121
Seneca,Town of Seneca Falls 2 LD 1,U.S. Senate,,Joe Pinion,REP,160,8,7,145
Seneca,Town of Seneca Falls 3 LD 1,U.S. Senate,,Joe Pinion,REP,92,9,5,78
Seneca,Town of Seneca Falls 4 LD 1,U.S. Senate,,Joe Pinion,REP,243,24,11,208
Seneca,Town of Seneca Falls 5 LD 1,U.S. Senate,,Joe Pinion,REP,179,15,4,160
Seneca,Town of Seneca Falls 6 LD 1,U.S. Senate,,Joe Pinion,REP,151,12,9,130
Seneca,Town of Seneca Falls 7 LD 1,U.S. Senate,,Joe Pinion,REP,90,11,6,73
Seneca,Town of Seneca Falls 8 LD 1,U.S. Senate,,Joe Pinion,REP,295,34,17,244
Seneca,Town of Tyre 1 LD 1,U.S. Senate,,Joe Pinion,REP,211,12,13,186
Seneca,Town of Varick 1 LD 1,U.S. Senate,,Joe Pinion,REP,316,28,14,274
Seneca,Town of Waterloo 1 LD 1,U.S. Senate,,Joe Pinion,REP,247,21,14,212
Seneca,Town of Waterloo 2 LD 1,U.S. Senate,,Joe Pinion,REP,255,40,13,202
Seneca,Town of Waterloo 3 LD 1,U.S. Senate,,Joe Pinion,REP,176,22,6,148
Seneca,Town of Waterloo 4 LD 1,U.S. Senate,,Joe Pinion,REP,413,31,16,366
Seneca,Town of Waterloo 5 LD 1,U.S. Senate,,Joe Pinion,REP,189,28,10,151
Seneca,Town of Covert 1 LD 1,U.S. Senate,,Joe Pinion,CON,25,0,1,24
Seneca,Town of Covert 2 LD 1,U.S. Senate,,Joe Pinion,CON,23,0,0,23
Seneca,Town of Fayette 1 LD 1,U.S. Senate,,Joe Pinion,CON,26,1,2,23
Seneca,Town of Fayette 2 LD 1,U.S. Senate,,Joe Pinion,CON,38,3,0,35
Seneca,Town of Fayette 3 LD 1,U.S. Senate,,Joe Pinion,CON,31,7,2,22
Seneca,Town of Junius 1 LD 1,U.S. Senate,,Joe Pinion,CON,27,2,0,25
Seneca,Town of Lodi 1 LD 1,U.S. Senate,,Joe Pinion,CON,39,0,2,37
Seneca,Town of Ovid 1 LD 1,U.S. Senate,,Joe Pinion,CON,20,2,0,18
Seneca,Town of Ovid 2 LD 1,U.S. Senate,,Joe Pinion,CON,31,2,2,27
Seneca,Town of Romulus 1 LD 1,U.S. Senate,,Joe Pinion,CON,19,1,3,15
Seneca,Town of Romulus 2 LD 1,U.S. Senate,,Joe Pinion,CON,19,0,3,16
Seneca,Town of Romulus 3 LD 1,U.S. Senate,,Joe Pinion,CON,11,1,0,10
Seneca,Town of Seneca Falls 1 LD 1,U.S. Senate,,Joe Pinion,CON,19,1,0,18
Seneca,Town of Seneca Falls 2 LD 1,U.S. Senate,,Joe Pinion,CON,24,1,1,22
Seneca,Town of Seneca Falls 3 LD 1,U.S. Senate,,Joe Pinion,CON,10,0,0,10
Seneca,Town of Seneca Falls 4 LD 1,U.S. Senate,,Joe Pinion,CON,13,1,0,12
Seneca,Town of Seneca Falls 5 LD 1,U.S. Senate,,Joe Pinion,CON,13,3,0,10
Seneca,Town of Seneca Falls 6 LD 1,U.S. Senate,,Joe Pinion,CON,16,2,1,13
Seneca,Town of Seneca Falls 7 LD 1,U.S. Senate,,Joe Pinion,CON,13,2,0,11
Seneca,Town of Seneca Falls 8 LD 1,U.S. Senate,,Joe Pinion,CON,44,5,2,37
Seneca,Town of Tyre 1 LD 1,U.S. Senate,,Joe Pinion,CON,30,3,2,25
Seneca,Town of Varick 1 LD 1,U.S. Senate,,Joe Pinion,CON,47,4,3,40
Seneca,Town of Waterloo 1 LD 1,U.S. Senate,,Joe Pinion,CON,26,1,0,25
Seneca,Town of Waterloo 2 LD 1,U.S. Senate,,Joe Pinion,CON,40,13,0,27
Seneca,Town of Waterloo 3 LD 1,U.S. Senate,,Joe Pinion,CON,21,7,1,13
Seneca,Town of Waterloo 4 LD 1,U.S. Senate,,Joe Pinion,CON,38,6,2,30
Seneca,Town of Waterloo 5 LD 1,U.S. Senate,,Joe Pinion,CON,18,3,0,15
Seneca,Town of Covert 1 LD 1,U.S. Senate,,Charles E. Schumer,WOR,37,3,2,32
Seneca,Town of Covert 2 LD 1,U.S. Senate,,Charles E. Schumer,WOR,35,0,2,33
Seneca,Town of Fayette 1 LD 1,U.S. Senate,,Charles E. Schumer,WOR,21,1,0,20
Seneca,Town of Fayette 2 LD 1,U.S. Senate,,Charles E. Schumer,WOR,16,2,2,12
Seneca,Town of Fayette 3 LD 1,U.S. Senate,,Charles E. Schumer,WOR,18,3,7,8
Seneca,Town of Junius 1 LD 1,U.S. Senate,,Charles E. Schumer,WOR,17,1,0,16
Seneca,Town of Lodi 1 LD 1,U.S. Senate,,Charles E. Schumer,WOR,20,2,1,17
Seneca,Town of Ovid 1 LD 1,U.S. Senate,,Charles E. Schumer,WOR,22,1,0,21
Seneca,Town of Ovid 2 LD 1,U.S. Senate,,Charles E. Schumer,WOR,12,0,0,12
Seneca,Town of Romulus 1 LD 1,U.S. Senate,,Charles E. Schumer,WOR,2,1,1,0
Seneca,Town of Romulus 2 LD 1,U.S. Senate,,Charles E. Schumer,WOR,11,0,3,8
Seneca,Town of Romulus 3 LD 1,U.S. Senate,,Charles E. Schumer,WOR,6,0,1,5
Seneca,Town of Seneca Falls 1 LD 1,U.S. Senate,,Charles E. Schumer,WOR,17,10,0,7
Seneca,Town of Seneca Falls 2 LD 1,U.S. Senate,,Charles E. Schumer,WOR,18,2,1,15
Seneca,Town of Seneca Falls 3 LD 1,U.S. Senate,,Charles E. Schumer,WOR,9,0,2,7
Seneca,Town of Seneca Falls 4 LD 1,U.S. Senate,,Charles E. Schumer,WOR,13,2,3,8
Seneca,Town of Seneca Falls 5 LD 1,U.S. Senate,,Charles E. Schumer,WOR,10,3,0,7
Seneca,Town of Seneca Falls 6 LD 1,U.S. Senate,,Charles E. Schumer,WOR,8,2,0,6
Seneca,Town of Seneca Falls 7 LD 1,U.S. Senate,,Charles E. Schumer,WOR,11,3,1,7
Seneca,Town of Seneca Falls 8 LD 1,U.S. Senate,,Charles E. Schumer,WOR,20,4,0,16
Seneca,Town of Tyre 1 LD 1,U.S. Senate,,Charles E. Schumer,WOR,11,2,3,6
Seneca,Town of Varick 1 LD 1,U.S. Senate,,Charles E. Schumer,WOR,15,2,1,12
Seneca,Town of Waterloo 1 LD 1,U.S. Senate,,Charles E. Schumer,WOR,17,4,0,13
Seneca,Town of Waterloo 2 LD 1,U.S. Senate,,Charles E. Schumer,WOR,14,5,0,9
Seneca,Town of Waterloo 3 LD 1,U.S. Senate,,Charles E. Schumer,WOR,10,1,2,7
Seneca,Town of Waterloo 4 LD 1,U.S. Senate,,Charles E. Schumer,WOR,21,2,1,18
Seneca,Town of Waterloo 5 LD 1,U.S. Senate,,Charles E. Schumer,WOR,14,2,3,9
Seneca,Town of Covert 1 LD 1,U.S. Senate,,Diane Sare,LAR,4,1,0,3
Seneca,Town of Covert 2 LD 1,U.S. Senate,,Diane Sare,LAR,0,0,0,0
Seneca,Town of Fayette 1 LD 1,U.S. Senate,,Diane Sare,LAR,4,0,0,4
Seneca,Town of Fayette 2 LD 1,U.S. Senate,,Diane Sare,LAR,8,0,0,8
Seneca,Town of Fayette 3 LD 1,U.S. Senate,,Diane Sare,LAR,2,0,1,1
Seneca,Town of Junius 1 LD 1,U.S. Senate,,Diane Sare,LAR,6,0,0,6
Seneca,Town of Lodi 1 LD 1,U.S. Senate,,Diane Sare,LAR,3,0,1,2
Seneca,Town of Ovid 1 LD 1,U.S. Senate,,Diane Sare,LAR,3,0,0,3
Seneca,Town of Ovid 2 LD 1,U.S. Senate,,Diane Sare,LAR,3,0,0,3
Seneca,Town of Romulus 1 LD 1,U.S. Senate,,Diane Sare,LAR,1,0,0,1
Seneca,Town of Romulus 2 LD 1,U.S. Senate,,Diane Sare,LAR,2,0,0,2
Seneca,Town of Romulus 3 LD 1,U.S. Senate,,Diane Sare,LAR,3,1,0,2
Seneca,Town of Seneca Falls 1 LD 1,U.S. Senate,,Diane Sare,LAR,2,0,0,2
Seneca,Town of Seneca Falls 2 LD 1,U.S. Senate,,Diane Sare,LAR,6,0,0,6
Seneca,Town of Seneca Falls 3 LD 1,U.S. Senate,,Diane Sare,LAR,2,0,0,2
Seneca,Town of Seneca Falls 4 LD 1,U.S. Senate,,Diane Sare,LAR,8,0,0,8
Seneca,Town of Seneca Falls 5 LD 1,U.S. Senate,,Diane Sare,LAR,2,0,0,2
Seneca,Town of Seneca Falls 6 LD 1,U.S. Senate,,Diane Sare,LAR,4,0,0,4
Seneca,Town of Seneca Falls 7 LD 1,U.S. Senate,,Diane Sare,LAR,1,0,1,0
Seneca,Town of Seneca Falls 8 LD 1,U.S. Senate,,Diane Sare,LAR,2,0,0,2
Seneca,Town of Tyre 1 LD 1,U.S. Senate,,Diane Sare,LAR,1,0,0,1
Seneca,Town of Varick 1 LD 1,U.S. Senate,,Diane Sare,LAR,2,0,0,2
Seneca,Town of Waterloo 1 LD 1,U.S. Senate,,Diane Sare,LAR,4,1,0,3
Seneca,Town of Waterloo 2 LD 1,U.S. Senate,,Diane Sare,LAR,4,0,0,4
Seneca,Town of Waterloo 3 LD 1,U.S. Senate,,Diane Sare,LAR,5,1,0,4
Seneca,Town of Waterloo 4 LD 1,U.S. Senate,,Diane Sare,LAR,2,0,0,2
Seneca,Town of Waterloo 5 LD 1,U.S. Senate,,Diane Sare,LAR,0,0,0,0
Seneca,Town of Covert 1 LD 1,U.S. Senate,,Under Votes,,8,0,0,8
Seneca,Town of Covert 2 LD 1,U.S. Senate,,Under Votes,,2,0,0,2
Seneca,Town of Fayette 1 LD 1,U.S. Senate,,Under Votes,,10,1,0,9
Seneca,Town of Fayette 2 LD 1,U.S. Senate,,Under Votes,,8,2,0,6
Seneca,Town of Fayette 3 LD 1,U.S. Senate,,Under Votes,,10,4,0,6
Seneca,Town of Junius 1 LD 1,U.S. Senate,,Under Votes,,4,0,0,4
Seneca,Town of Lodi 1 LD 1,U.S. Senate,,Under Votes,,11,0,0,11
Seneca,Town of Ovid 1 LD 1,U.S. Senate,,Under Votes,,3,0,0,3
Seneca,Town of Ovid 2 LD 1,U.S. Senate,,Under Votes,,1,0,0,1
Seneca,Town of Romulus 1 LD 1,U.S. Senate,,Under Votes,,2,1,0,1
Seneca,Town of Romulus 2 LD 1,U.S. Senate,,Under Votes,,1,0,0,1
Seneca,Town of Romulus 3 LD 1,U.S. Senate,,Under Votes,,3,0,0,3
Seneca,Town of Seneca Falls 1 LD 1,U.S. Senate,,Under Votes,,2,1,0,1
Seneca,Town of Seneca Falls 2 LD 1,U.S. Senate,,Under Votes,,6,1,0,5
Seneca,Town of Seneca Falls 3 LD 1,U.S. Senate,,Under Votes,,0,0,0,0
Seneca,Town of Seneca Falls 4 LD 1,U.S. Senate,,Under Votes,,8,0,1,7
Seneca,Town of Seneca Falls 5 LD 1,U.S. Senate,,Under Votes,,6,0,0,6
Seneca,Town of Seneca Falls 6 LD 1,U.S. Senate,,Under Votes,,5,0,0,5
Seneca,Town of Seneca Falls 7 LD 1,U.S. Senate,,Under Votes,,1,0,1,0
Seneca,Town of Seneca Falls 8 LD 1,U.S. Senate,,Under Votes,,5,0,0,5
Seneca,Town of Tyre 1 LD 1,U.S. Senate,,Under Votes,,7,1,2,4
Seneca,Town of Varick 1 LD 1,U.S. Senate,,Under Votes,,9,1,0,8
Seneca,Town of Waterloo 1 LD 1,U.S. Senate,,Under Votes,,5,0,0,5
Seneca,Town of Waterloo 2 LD 1,U.S. Senate,,Under Votes,,8,0,0,8
Seneca,Town of Waterloo 3 LD 1,U.S. Senate,,Under Votes,,6,0,0,6
Seneca,Town of Waterloo 4 LD 1,U.S. Senate,,Under Votes,,10,0,1,9
Seneca,Town of Waterloo 5 LD 1,U.S. Senate,,Under Votes,,3,0,1,2
Seneca,Town of Covert 1 LD 1,U.S. Senate,,Over Votes,,0,0,0,0
Seneca,Town of Covert 2 LD 1,U.S. Senate,,Over Votes,,1,0,0,1
Seneca,Town of Fayette 1 LD 1,U.S. Senate,,Over Votes,,0,0,0,0
Seneca,Town of Fayette 2 LD 1,U.S. Senate,,Over Votes,,0,0,0,0
Seneca,Town of Fayette 3 LD 1,U.S. Senate,,Over Votes,,0,0,0,0
Seneca,Town of Junius 1 LD 1,U.S. Senate,,Over Votes,,0,0,0,0
Seneca,Town of Lodi 1 LD 1,U.S. Senate,,Over Votes,,0,0,0,0
Seneca,Town of Ovid 1 LD 1,U.S. Senate,,Over Votes,,0,0,0,0
Seneca,Town of Ovid 2 LD 1,U.S. Senate,,Over Votes,,0,0,0,0
Seneca,Town of Romulus 1 LD 1,U.S. Senate,,Over Votes,,0,0,0,0
Seneca,Town of Romulus 2 LD 1,U.S. Senate,,Over Votes,,0,0,0,0
Seneca,Town of Romulus 3 LD 1,U.S. Senate,,Over Votes,,0,0,0,0
Seneca,Town of Seneca Falls 1 LD 1,U.S. Senate,,Over Votes,,1,0,0,1
Seneca,Town of Seneca Falls 2 LD 1,U.S. Senate,,Over Votes,,0,0,0,0
Seneca,Town of Seneca Falls 3 LD 1,U.S. Senate,,Over Votes,,0,0,0,0
Seneca,Town of Seneca Falls 4 LD 1,U.S. Senate,,Over Votes,,0,0,0,0
Seneca,Town of Seneca Falls 5 LD 1,U.S. Senate,,Over Votes,,1,0,0,1
Seneca,Town of Seneca Falls 6 LD 1,U.S. Senate,,Over Votes,,0,0,0,0
Seneca,Town of Seneca Falls 7 LD 1,U.S. Senate,,Over Votes,,0,0,0,0
Seneca,Town of Seneca Falls 8 LD 1,U.S. Senate,,Over Votes,,0,0,0,0
Seneca,Town of Tyre 1 LD 1,U.S. Senate,,Over Votes,,0,0,0,0
Seneca,Town of Varick 1 LD 1,U.S. Senate,,Over Votes,,0,0,0,0
Seneca,Town of Waterloo 1 LD 1,U.S. Senate,,Over Votes,,0,0,0,0
Seneca,Town of Waterloo 2 LD 1,U.S. Senate,,Over Votes,,0,0,0,0
Seneca,Town of Waterloo 3 LD 1,U.S. Senate,,Over Votes,,0,0,0,0
Seneca,Town of Waterloo 4 LD 1,U.S. Senate,,Over Votes,,0,0,0,0
Seneca,Town of Waterloo 5 LD 1,U.S. Senate,,Over Votes,,0,0,0,0
Seneca,Town of Covert 1 LD 1,U.S. Senate,,Write-ins,,0,0,0,0
Seneca,Town of Covert 2 LD 1,U.S. Senate,,Write-ins,,1,0,0,1
Seneca,Town of Fayette 1 LD 1,U.S. Senate,,Write-ins,,0,0,0,0
Seneca,Town of Fayette 2 LD 1,U.S. Senate,,Write-ins,,0,0,0,0
Seneca,Town of Fayette 3 LD 1,U.S. Senate,,Write-ins,,1,0,0,1
Seneca,Town of Junius 1 LD 1,U.S. Senate,,Write-ins,,1,0,0,1
Seneca,Town of Lodi 1 LD 1,U.S. Senate,,Write-ins,,0,0,0,0
Seneca,Town of Ovid 1 LD 1,U.S. Senate,,Write-ins,,0,0,0,0
Seneca,Town of Ovid 2 LD 1,U.S. Senate,,Write-ins,,0,0,0,0
Seneca,Town of Romulus 1 LD 1,U.S. Senate,,Write-ins,,0,0,0,0
Seneca,Town of Romulus 2 LD 1,U.S. Senate,,Write-ins,,0,0,0,0
Seneca,Town of Romulus 3 LD 1,U.S. Senate,,Write-ins,,0,0,0,0
Seneca,Town of Seneca Falls 1 LD 1,U.S. Senate,,Write-ins,,0,0,0,0
Seneca,Town of Seneca Falls 2 LD 1,U.S. Senate,,Write-ins,,0,0,0,0
Seneca,Town of Seneca Falls 3 LD 1,U.S. Senate,,Write-ins,,0,0,0,0
Seneca,Town of Seneca Falls 4 LD 1,U.S. Senate,,Write-ins,,0,0,0,0
Seneca,Town of Seneca Falls 5 LD 1,U.S. Senate,,Write-ins,,0,0,0,0
Seneca,Town of Seneca Falls 6 LD 1,U.S. Senate,,Write-ins,,0,0,0,0
Seneca,Town of Seneca Falls 7 LD 1,U.S. Senate,,Write-ins,,0,0,0,0
Seneca,Town of Seneca Falls 8 LD 1,U.S. Senate,,Write-ins,,0,0,0,0
Seneca,Town of Tyre 1 LD 1,U.S. Senate,,Write-ins,,0,0,0,0
Seneca,Town of Varick 1 LD 1,U.S. Senate,,Write-ins,,1,0,0,1
Seneca,Town of Waterloo 1 LD 1,U.S. Senate,,Write-ins,,1,0,0,1
Seneca,Town of Waterloo 2 LD 1,U.S. Senate,,Write-ins,,1,1,0,0
Seneca,Town of Waterloo 3 LD 1,U.S. Senate,,Write-ins,,0,0,0,0
Seneca,Town of Waterloo 4 LD 1,U.S. Senate,,Write-ins,,1,0,0,1
Seneca,Town of Waterloo 5 LD 1,U.S. Senate,,Write-ins,,0,0,0,0
Seneca,Town of Covert 1 LD 1,U.S. House,24,Steven Holden,DEM,311,17,32,262
Seneca,Town of Covert 2 LD 1,U.S. House,24,Steven Holden,DEM,245,5,20,220
Seneca,Town of Fayette 1 LD 1,U.S. House,24,Steven Holden,DEM,170,23,15,132
Seneca,Town of Fayette 2 LD 1,U.S. House,24,Steven Holden,DEM,189,28,15,146
Seneca,Town of Fayette 3 LD 1,U.S. House,24,Steven Holden,DEM,190,29,25,136
Seneca,Town of Junius 1 LD 1,U.S. House,24,Steven Holden,DEM,86,15,4,67
Seneca,Town of Lodi 1 LD 1,U.S. House,24,Steven Holden,DEM,257,22,15,220
Seneca,Town of Ovid 1 LD 1,U.S. House,24,Steven Holden,DEM,161,11,13,137
Seneca,Town of Ovid 2 LD 1,U.S. House,24,Steven Holden,DEM,151,12,19,120
Seneca,Town of Romulus 1 LD 1,U.S. House,24,Steven Holden,DEM,76,17,8,51
Seneca,Town of Romulus 2 LD 1,U.S. House,24,Steven Holden,DEM,146,22,11,113
Seneca,Town of Romulus 3 LD 1,U.S. House,24,Steven Holden,DEM,86,9,7,70
Seneca,Town of Seneca Falls 1 LD 1,U.S. House,24,Steven Holden,DEM,203,65,17,121
Seneca,Town of Seneca Falls 2 LD 1,U.S. House,24,Steven Holden,DEM,247,53,19,175
Seneca,Town of Seneca Falls 3 LD 1,U.S. House,24,Steven Holden,DEM,129,21,9,99
Seneca,Town of Seneca Falls 4 LD 1,U.S. House,24,Steven Holden,DEM,203,45,19,139
Seneca,Town of Seneca Falls 5 LD 1,U.S. House,24,Steven Holden,DEM,145,28,10,107
Seneca,Town of Seneca Falls 6 LD 1,U.S. House,24,Steven Holden,DEM,185,46,10,129
Seneca,Town of Seneca Falls 7 LD 1,U.S. House,24,Steven Holden,DEM,132,38,4,90
Seneca,Town of Seneca Falls 8 LD 1,U.S. House,24,Steven Holden,DEM,210,59,17,134
Seneca,Town of Tyre 1 LD 1,U.S. House,24,Steven Holden,DEM,99,14,8,77
Seneca,Town of Varick 1 LD 1,U.S. House,24,Steven Holden,DEM,230,35,25,170
Seneca,Town of Waterloo 1 LD 1,U.S. House,24,Steven Holden,DEM,181,48,10,123
Seneca,Town of Waterloo 2 LD 1,U.S. House,24,Steven Holden,DEM,163,40,18,105
Seneca,Town of Waterloo 3 LD 1,U.S. House,24,Steven Holden,DEM,127,26,18,83
Seneca,Town of Waterloo 4 LD 1,U.S. House,24,Steven Holden,DEM,193,18,12,163
Seneca,Town of Waterloo 5 LD 1,U.S. House,24,Steven Holden,DEM,124,24,18,82
Seneca,Town of Covert 1 LD 1,U.S. House,24,Claudia Tenney,REP,227,7,9,211
Seneca,Town of Covert 2 LD 1,U.S. House,24,Claudia Tenney,REP,188,7,3,178
Seneca,Town of Fayette 1 LD 1,U.S. House,24,Claudia Tenney,REP,211,11,10,190
Seneca,Town of Fayette 2 LD 1,U.S. House,24,Claudia Tenney,REP,278,19,9,250
Seneca,Town of Fayette 3 LD 1,U.S. House,24,Claudia Tenney,REP,324,30,16,278
Seneca,Town of Junius 1 LD 1,U.S. House,24,Claudia Tenney,REP,285,19,11,255
Seneca,Town of Lodi 1 LD 1,U.S. House,24,Claudia Tenney,REP,334,10,14,310
Seneca,Town of Ovid 1 LD 1,U.S. House,24,Claudia Tenney,REP,210,1,8,201
Seneca,Town of Ovid 2 LD 1,U.S. House,24,Claudia Tenney,REP,220,7,4,209
Seneca,Town of Romulus 1 LD 1,U.S. House,24,Claudia Tenney,REP,123,4,1,118
Seneca,Town of Romulus 2 LD 1,U.S. House,24,Claudia Tenney,REP,121,10,4,107
Seneca,Town of Romulus 3 LD 1,U.S. House,24,Claudia Tenney,REP,104,12,2,90
Seneca,Town of Seneca Falls 1 LD 1,U.S. House,24,Claudia Tenney,REP,153,16,10,127
Seneca,Town of Seneca Falls 2 LD 1,U.S. House,24,Claudia Tenney,REP,178,10,9,159
Seneca,Town of Seneca Falls 3 LD 1,U.S. House,24,Claudia Tenney,REP,97,9,4,84
Seneca,Town of Seneca Falls 4 LD 1,U.S. House,24,Claudia Tenney,REP,249,25,11,213
Seneca,Town of Seneca Falls 5 LD 1,U.S. House,24,Claudia Tenney,REP,181,15,4,162
Seneca,Town of Seneca Falls 6 LD 1,U.S. House,24,Claudia Tenney,REP,158,14,11,133
Seneca,Town of Seneca Falls 7 LD 1,U.S. House,24,Claudia Tenney,REP,105,18,8,79
Seneca,Town of Seneca Falls 8 LD 1,U.S. House,24,Claudia Tenney,REP,303,38,16,249
Seneca,Town of Tyre 1 LD 1,U.S. House,24,Claudia Tenney,REP,214,11,13,190
Seneca,Town of Varick 1 LD 1,U.S. House,24,Claudia Tenney,REP,331,29,14,288
Seneca,Town of Waterloo 1 LD 1,U.S. House,24,Claudia Tenney,REP,251,24,14,213
Seneca,Town of Waterloo 2 LD 1,U.S. House,24,Claudia Tenney,REP,267,46,13,208
Seneca,Town of Waterloo 3 LD 1,U.S. House,24,Claudia Tenney,REP,194,24,8,162
Seneca,Town of Waterloo 4 LD 1,U.S. House,24,Claudia Tenney,REP,422,30,17,375
Seneca,Town of Waterloo 5 LD 1,U.S. House,24,Claudia Tenney,REP,193,29,12,152
Seneca,Town of Covert 1 LD 1,U.S. House,24,Claudia Tenney,CON,28,0,1,27
Seneca,Town of Covert 2 LD 1,U.S. House,24,Claudia Tenney,CON,21,0,0,21
Seneca,Town of Fayette 1 LD 1,U.S. House,24,Claudia Tenney,CON,33,2,2,29
Seneca,Town of Fayette 2 LD 1,U.S. House,24,Claudia Tenney,CON,46,3,0,43
Seneca,Town of Fayette 3 LD 1,U.S. House,24,Claudia Tenney,CON,32,8,2,22
Seneca,Town of Junius 1 LD 1,U.S. House,24,Claudia Tenney,CON,29,3,0,26
Seneca,Town of Lodi 1 LD 1,U.S. House,24,Claudia Tenney,CON,39,0,3,36
Seneca,Town of Ovid 1 LD 1,U.S. House,24,Claudia Tenney,CON,23,2,0,21
Seneca,Town of Ovid 2 LD 1,U.S. House,24,Claudia Tenney,CON,32,2,3,27
Seneca,Town of Romulus 1 LD 1,U.S. House,24,Claudia Tenney,CON,18,1,3,14
Seneca,Town of Romulus 2 LD 1,U.S. House,24,Claudia Tenney,CON,19,0,3,16
Seneca,Town of Romulus 3 LD 1,U.S. House,24,Claudia Tenney,CON,13,2,1,10
Seneca,Town of Seneca Falls 1 LD 1,U.S. House,24,Claudia Tenney,CON,20,1,2,17
Seneca,Town of Seneca Falls 2 LD 1,U.S. House,24,Claudia Tenney,CON,23,1,0,22
Seneca,Town of Seneca Falls 3 LD 1,U.S. House,24,Claudia Tenney,CON,10,0,0,10
Seneca,Town of Seneca Falls 4 LD 1,U.S. House,24,Claudia Tenney,CON,19,1,0,18
Seneca,Town of Seneca Falls 5 LD 1,U.S. House,24,Claudia Tenney,CON,14,2,0,12
Seneca,Town of Seneca Falls 6 LD 1,U.S. House,24,Claudia Tenney,CON,15,2,1,12
Seneca,Town of Seneca Falls 7 LD 1,U.S. House,24,Claudia Tenney,CON,10,1,0,9
Seneca,Town of Seneca Falls 8 LD 1,U.S. House,24,Claudia Tenney,CON,44,7,1,36
Seneca,Town of Tyre 1 LD 1,U.S. House,24,Claudia Tenney,CON,34,3,5,26
Seneca,Town of Varick 1 LD 1,U.S. House,24,Claudia Tenney,CON,48,4,3,41
Seneca,Town of Waterloo 1 LD 1,U.S. House,24,Claudia Tenney,CON,32,1,1,30
Seneca,Town of Waterloo 2 LD 1,U.S. House,24,Claudia Tenney,CON,34,12,0,22
Seneca,Town of Waterloo 3 LD 1,U.S. House,24,Claudia Tenney,CON,22,4,1,17
Seneca,Town of Waterloo 4 LD 1,U.S. House,24,Claudia Tenney,CON,43,7,1,35
Seneca,Town of Waterloo 5 LD 1,U.S. House,24,Claudia Tenney,CON,25,5,2,18
Seneca,Town of Covert 1 LD 1,U.S. House,24,Under Votes,,12,0,1,11
Seneca,Town of Covert 2 LD 1,U.S. House,24,Under Votes,,7,0,0,7
Seneca,Town of Fayette 1 LD 1,U.S. House,24,Under Votes,,16,2,1,13
Seneca,Town of Fayette 2 LD 1,U.S. House,24,Under Votes,,10,0,1,9
Seneca,Town of Fayette 3 LD 1,U.S. House,24,Under Votes,,13,6,0,7
Seneca,Town of Junius 1 LD 1,U.S. House,24,Under Votes,,10,0,0,10
Seneca,Town of Lodi 1 LD 1,U.S. House,24,Under Votes,,13,0,1,12
Seneca,Town of Ovid 1 LD 1,U.S. House,24,Under Votes,,8,0,1,7
Seneca,Town of Ovid 2 LD 1,U.S. House,24,Under Votes,,6,0,0,6
Seneca,Town of Romulus 1 LD 1,U.S. House,24,Under Votes,,2,1,0,1
Seneca,Town of Romulus 2 LD 1,U.S. House,24,Under Votes,,1,0,0,1
Seneca,Town of Romulus 3 LD 1,U.S. House,24,Under Votes,,2,0,0,2
Seneca,Town of Seneca Falls 1 LD 1,U.S. House,24,Under Votes,,6,0,1,5
Seneca,Town of Seneca Falls 2 LD 1,U.S. House,24,Under Votes,,8,0,0,8
Seneca,Town of Seneca Falls 3 LD 1,U.S. House,24,Under Votes,,6,0,1,5
Seneca,Town of Seneca Falls 4 LD 1,U.S. House,24,Under Votes,,12,1,0,11
Seneca,Town of Seneca Falls 5 LD 1,U.S. House,24,Under Votes,,8,1,0,7
Seneca,Town of Seneca Falls 6 LD 1,U.S. House,24,Under Votes,,6,0,0,6
Seneca,Town of Seneca Falls 7 LD 1,U.S. House,24,Under Votes,,1,0,1,0
Seneca,Town of Seneca Falls 8 LD 1,U.S. House,24,Under Votes,,16,1,3,12
Seneca,Town of Tyre 1 LD 1,U.S. House,24,Under Votes,,12,1,2,9
Seneca,Town of Varick 1 LD 1,U.S. House,24,Under Votes,,9,1,1,7
Seneca,Town of Waterloo 1 LD 1,U.S. House,24,Under Votes,,18,1,0,17
Seneca,Town of Waterloo 2 LD 1,U.S. House,24,Under Votes,,9,2,0,7
Seneca,Town of Waterloo 3 LD 1,U.S. House,24,Under Votes,,4,1,1,2
Seneca,Town of Waterloo 4 LD 1,U.S. House,24,Under Votes,,19,2,3,14
Seneca,Town of Waterloo 5 LD 1,U.S. House,24,Under Votes,,7,0,1,6
Seneca,Town of Covert 1 LD 1,U.S. House,24,Over Votes,,0,0,0,0
Seneca,Town of Covert 2 LD 1,U.S. House,24,Over Votes,,0,0,0,0
Seneca,Town of Fayette 1 LD 1,U.S. House,24,Over Votes,,0,0,0,0
Seneca,Town of Fayette 2 LD 1,U.S. House,24,Over Votes,,0,0,0,0
Seneca,Town of Fayette 3 LD 1,U.S. House,24,Over Votes,,0,0,0,0
Seneca,Town of Junius 1 LD 1,U.S. House,24,Over Votes,,0,0,0,0
Seneca,Town of Lodi 1 LD 1,U.S. House,24,Over Votes,,0,0,0,0
