county,precinct,office,district,party,candidate,election_day_votes,absentee
Herikimer,MANHEIM 2,Attorney General,,REP,Michael Henry,172,0
Herikimer,NEWPORT 1,Attorney General,,REP,Michael Henry,474,11
Herikimer,NEWPORT 2,Attorney General,,REP,Michael Henry,60,0
Herikimer,NORWAY 1,Attorney General,,REP,Michael Henry,223,6
Herikimer,OHIO 1,Attorney General,,REP,Michael Henry,303,6
Herikimer,RUSSIA 1,Attorney General,,REP,Michael Henry,408,19
Herikimer,RUSSIA 2,Attorney General,,REP,Michael Henry,166,9
Herikimer,SALISBURY 1,Attorney General,,REP,Michael Henry,350,12
Herikimer,SALISBURY 2,Attorney General,,REP,Michael Henry,110,2
Herikimer,SCHUYLER 1,Attorney General,,REP,Michael Henry,449,11
Herikimer,SCHUYLER 2,Attorney General,,REP,Michael Henry,321,5
Herikimer,STARK 1,Attorney General,,REP,Michael Henry,162,4
Herikimer,T LITTLE FALLS 1,Attorney General,,REP,Michael Henry,376,10
Herikimer,WARREN 1,Attorney General,,REP,Michael Henry,246,2
Herikimer,WEBB 1,Attorney General,,REP,Michael Henry,376,23
Herikimer,WEBB 2,Attorney General,,REP,Michael Henry,87,2
Herikimer,WINFIELD 1,Attorney General,,REP,Michael Henry,464,15
Herikimer,Early Voting,Attorney General,,REP,Michael Henry,501,0
Herikimer,Mail-in Ballots,Attorney General,,REP,Michael Henry,552,0
Herikimer,C LITTLE FALLS W1,Attorney General,,CON,Michael Henry,15,1
Herikimer,C LITTLE FALLS W2,Attorney General,,CON,Michael Henry,25,0
Herikimer,C LITTLE FALLS W3,Attorney General,,CON,Michael Henry,10,0
Herikimer,C LITTLE FALLS W4,Attorney General,,CON,Michael Henry,15,1
Herikimer,COLUMBIA 1 ,Attorney General,,CON,Michael Henry,54,0
Herikimer,COLUMBIA 2,Attorney General,,CON,Michael Henry,12,0
Herikimer,DANUBE 1,Attorney General,,CON,Michael Henry,28,0
Herikimer,FAIRFIELD 1,Attorney General,,CON,Michael Henry,43,1
Herikimer,FRANKFORT 1,Attorney General,,CON,Michael Henry,13,0
Herikimer,FRANKFORT2,Attorney General,,CON,Michael Henry,17,1
Herikimer,FRANKFORT 3,Attorney General,,CON,Michael Henry,57,0
Herikimer,FRANKFORT 4,Attorney General,,CON,Michael Henry,81,4
Herikimer,GERMAN FLATTS 1,Attorney General,,CON,Michael Henry,9,1
Herikimer,GERMAN FLATTS 2,Attorney General,,CON,Michael Henry,13,0
Herikimer,GERMAN FLATTS 3,Attorney General,,CON,Michael Henry,37,1
Herikimer,GERMAN FLATTS 4,Attorney General,,CON,Michael Henry,16,1
Herikimer,GERMAN FLATTS 5,Attorney General,,CON,Michael Henry,27,0
Herikimer,GERMAN FLATTS 6,Attorney General,,CON,Michael Henry,28,0
Herikimer,GERMAN FLATTS 7,Attorney General,,CON,Michael Henry,15,0
Herikimer,GERMAN FLATTS 8,Attorney General,,CON,Michael Henry,51,5
Herikimer,HERKIMER 1,Attorney General,,CON,Michael Henry,39,0
Herikimer,HERKIMER 2,Attorney General,,CON,Michael Henry,23,0
Herikimer,HERKIMER 3,Attorney General,,CON,Michael Henry,24,1
Herikimer,HERKIMER 5,Attorney General,,CON,Michael Henry,41,1
Herikimer,HERKIMER 4,Attorney General,,CON,Michael Henry,24,1
Herikimer,LITCHFIELD 1,Attorney General,,CON,Michael Henry,60,0
Herikimer,MANHEIM 1,Attorney General,,CON,Michael Henry,71,0
Herikimer,MANHEIM 2,Attorney General,,CON,Michael Henry,20,0
Herikimer,NEWPORT 1,Attorney General,,CON,Michael Henry,43,2
Herikimer,NEWPORT 2,Attorney General,,CON,Michael Henry,5,0
Herikimer,NORWAY 1,Attorney General,,CON,Michael Henry,16,0
Herikimer,OHIO 1,Attorney General,,CON,Michael Henry,17,2
Herikimer,RUSSIA 1,Attorney General,,CON,Michael Henry,59,1
Herikimer,RUSSIA 2,Attorney General,,CON,Michael Henry,24,4
Herikimer,SALISBURY 1,Attorney General,,CON,Michael Henry,343,3
Herikimer,SALISBURY 2,Attorney General,,CON,Michael Henry,12,0
Herikimer,SCHUYLER 1,Attorney General,,CON,Michael Henry,34,0
Herikimer,SCHUYLER 2,Attorney General,,CON,Michael Henry,26,1
Herikimer,STARK 1,Attorney General,,CON,Michael Henry,13,0
Herikimer,T LITTLE FALLS 1,Attorney General,,CON,Michael Henry,37,3
Herikimer,WARREN 1,Attorney General,,CON,Michael Henry,37,2
Herikimer,WEBB 1,Attorney General,,CON,Michael Henry,33,1
Herikimer,WEBB 2,Attorney General,,CON,Michael Henry,8,0
Herikimer,WINFIELD 1,Attorney General,,CON,Michael Henry,56,0
Herikimer,Early Voting,Attorney General,,CON,Michael Henry,60,0
Herikimer,Mail-in Ballots,Attorney General,,CON,Michael Henry,85,0
Herikimer,C LITTLE FALLS W1,Attorney General,,,Write-In,0,
Herikimer,C LITTLE FALLS W2,Attorney General,,,Write-In,1,
Herikimer,C LITTLE FALLS W3,Attorney General,,,Write-In,0,
Herikimer,C LITTLE FALLS W4,Attorney General,,,Write-In,0,
Herikimer,COLUMBIA 1 ,Attorney General,,,Write-In,0,
Herikimer,COLUMBIA 2,Attorney General,,,Write-In,0,
Herikimer,DANUBE 1,Attorney General,,,Write-In,0,
Herikimer,FAIRFIELD 1,Attorney General,,,Write-In,0,
Herikimer,FRANKFORT 1,Attorney General,,,Write-In,0,
Herikimer,FRANKFORT2,Attorney General,,,Write-In,0,
Herikimer,FRANKFORT 3,Attorney General,,,Write-In,1,
Herikimer,FRANKFORT 4,Attorney General,,,Write-In,0,
Herikimer,GERMAN FLATTS 1,Attorney General,,,Write-In,0,
Herikimer,GERMAN FLATTS 2,Attorney General,,,Write-In,0,
Herikimer,GERMAN FLATTS 3,Attorney General,,,Write-In,0,
Herikimer,GERMAN FLATTS 4,Attorney General,,,Write-In,1,
Herikimer,GERMAN FLATTS 5,Attorney General,,,Write-In,0,
Herikimer,GERMAN FLATTS 6,Attorney General,,,Write-In,0,
Herikimer,GERMAN FLATTS 7,Attorney General,,,Write-In,0,
Herikimer,GERMAN FLATTS 8,Attorney General,,,Write-In,0,
Herikimer,HERKIMER 1,Attorney General,,,Write-In,1,
Herikimer,HERKIMER 2,Attorney General,,,Write-In,0,
Herikimer,HERKIMER 3,Attorney General,,,Write-In,0,
Herikimer,HERKIMER 5,Attorney General,,,Write-In,0,
Herikimer,HERKIMER 4,Attorney General,,,Write-In,0,
Herikimer,LITCHFIELD 1,Attorney General,,,Write-In,0,
Herikimer,MANHEIM 1,Attorney General,,,Write-In,0,
Herikimer,MANHEIM 2,Attorney General,,,Write-In,0,
Herikimer,NEWPORT 1,Attorney General,,,Write-In,0,
Herikimer,NEWPORT 2,Attorney General,,,Write-In,0,
Herikimer,NORWAY 1,Attorney General,,,Write-In,0,
Herikimer,OHIO 1,Attorney General,,,Write-In,0,
Herikimer,RUSSIA 1,Attorney General,,,Write-In,0,
Herikimer,RUSSIA 2,Attorney General,,,Write-In,0,
Herikimer,SALISBURY 1,Attorney General,,,Write-In,1,
Herikimer,SALISBURY 2,Attorney General,,,Write-In,0,
Herikimer,SCHUYLER 1,Attorney General,,,Write-In,0,
Herikimer,SCHUYLER 2,Attorney General,,,Write-In,0,
Herikimer,STARK 1,Attorney General,,,Write-In,0,
Herikimer,T LITTLE FALLS 1,Attorney General,,,Write-In,0,
Herikimer,WARREN 1,Attorney General,,,Write-In,0,
Herikimer,WEBB 1,Attorney General,,,Write-In,0,
Herikimer,WEBB 2,Attorney General,,,Write-In,0,
Herikimer,WINFIELD 1,Attorney General,,,Write-In,0,
Herikimer,Early Voting,Attorney General,,,Write-In,0,
Herikimer,Mail-in Ballots,Attorney General,,,Write-In,0,
Herikimer,C LITTLE FALLS W1,Attorney General,,,Void,0,
Herikimer,C LITTLE FALLS W2,Attorney General,,,Void,0,
Herikimer,C LITTLE FALLS W3,Attorney General,,,Void,0,
Herikimer,C LITTLE FALLS W4,Attorney General,,,Void,0,
Herikimer,COLUMBIA 1 ,Attorney General,,,Void,0,
Herikimer,COLUMBIA 2,Attorney General,,,Void,0,
Herikimer,DANUBE 1,Attorney General,,,Void,0,
Herikimer,FAIRFIELD 1,Attorney General,,,Void,0,
Herikimer,FRANKFORT 1,Attorney General,,,Void,0,
Herikimer,FRANKFORT2,Attorney General,,,Void,0,
Herikimer,FRANKFORT 3,Attorney General,,,Void,0,
Herikimer,FRANKFORT 4,Attorney General,,,Void,0,
Herikimer,GERMAN FLATTS 1,Attorney General,,,Void,0,
Herikimer,GERMAN FLATTS 2,Attorney General,,,Void,0,
Herikimer,GERMAN FLATTS 3,Attorney General,,,Void,0,
Herikimer,GERMAN FLATTS 4,Attorney General,,,Void,0,
Herikimer,GERMAN FLATTS 5,Attorney General,,,Void,0,
Herikimer,GERMAN FLATTS 6,Attorney General,,,Void,0,
Herikimer,GERMAN FLATTS 7,Attorney General,,,Void,0,
Herikimer,GERMAN FLATTS 8,Attorney General,,,Void,0,
Herikimer,HERKIMER 1,Attorney General,,,Void,0,
Herikimer,HERKIMER 2,Attorney General,,,Void,0,
Herikimer,HERKIMER 3,Attorney General,,,Void,0,
Herikimer,HERKIMER 5,Attorney General,,,Void,0,
Herikimer,HERKIMER 4,Attorney General,,,Void,1,
Herikimer,LITCHFIELD 1,Attorney General,,,Void,0,
Herikimer,MANHEIM 1,Attorney General,,,Void,0,
Herikimer,MANHEIM 2,Attorney General,,,Void,0,
Herikimer,NEWPORT 1,Attorney General,,,Void,0,
Herikimer,NEWPORT 2,Attorney General,,,Void,0,
Herikimer,NORWAY 1,Attorney General,,,Void,0,
Herikimer,OHIO 1,Attorney General,,,Void,0,
Herikimer,RUSSIA 1,Attorney General,,,Void,0,
Herikimer,RUSSIA 2,Attorney General,,,Void,0,
Herikimer,SALISBURY 1,Attorney General,,,Void,0,
Herikimer,SALISBURY 2,Attorney General,,,Void,0,
Herikimer,SCHUYLER 1,Attorney General,,,Void,0,
Herikimer,SCHUYLER 2,Attorney General,,,Void,0,
Herikimer,STARK 1,Attorney General,,,Void,0,
Herikimer,T LITTLE FALLS 1,Attorney General,,,Void,0,
Herikimer,WARREN 1,Attorney General,,,Void,1,
Herikimer,WEBB 1,Attorney General,,,Void,0,
Herikimer,WEBB 2,Attorney General,,,Void,0,
Herikimer,WINFIELD 1,Attorney General,,,Void,0,
Herikimer,Early Voting,Attorney General,,,Void,0,
Herikimer,Mail-in Ballots,Attorney General,,,Void,0,
Herikimer,C LITTLE FALLS W1,Attorney General,,,Blank,13,
Herikimer,C LITTLE FALLS W2,Attorney General,,,Blank,21,
Herikimer,C LITTLE FALLS W3,Attorney General,,,Blank,8,
Herikimer,C LITTLE FALLS W4,Attorney General,,,Blank,8,
Herikimer,COLUMBIA 1 ,Attorney General,,,Blank,11,
Herikimer,COLUMBIA 2,Attorney General,,,Blank,7,
Herikimer,DANUBE 1,Attorney General,,,Blank,5,
Herikimer,FAIRFIELD 1,Attorney General,,,Blank,31,
Herikimer,FRANKFORT 1,Attorney General,,,Blank,16,
Herikimer,FRANKFORT2,Attorney General,,,Blank,18,
Herikimer,FRANKFORT 3,Attorney General,,,Blank,23,
Herikimer,FRANKFORT 4,Attorney General,,,Blank,30,
Herikimer,GERMAN FLATTS 1,Attorney General,,,Blank,5,
Herikimer,GERMAN FLATTS 2,Attorney General,,,Blank,11,
Herikimer,GERMAN FLATTS 3,Attorney General,,,Blank,22,
Herikimer,GERMAN FLATTS 4,Attorney General,,,Blank,11,
Herikimer,GERMAN FLATTS 5,Attorney General,,,Blank,22,
Herikimer,GERMAN FLATTS 6,Attorney General,,,Blank,6,
Herikimer,GERMAN FLATTS 7,Attorney General,,,Blank,8,
Herikimer,GERMAN FLATTS 8,Attorney General,,,Blank,25,
Herikimer,HERKIMER 1,Attorney General,,,Blank,29,
Herikimer,HERKIMER 2,Attorney General,,,Blank,10,
Herikimer,HERKIMER 3,Attorney General,,,Blank,13,
Herikimer,HERKIMER 5,Attorney General,,,Blank,34,
Herikimer,HERKIMER 4,Attorney General,,,Blank,11,
Herikimer,LITCHFIELD 1,Attorney General,,,Blank,14,
Herikimer,MANHEIM 1,Attorney General,,,Blank,28,
Herikimer,MANHEIM 2,Attorney General,,,Blank,12,
Herikimer,NEWPORT 1,Attorney General,,,Blank,14,
Herikimer,NEWPORT 2,Attorney General,,,Blank,1,
Herikimer,NORWAY 1,Attorney General,,,Blank,18,
Herikimer,OHIO 1,Attorney General,,,Blank,19,
Herikimer,RUSSIA 1,Attorney General,,,Blank,27,
Herikimer,RUSSIA 2,Attorney General,,,Blank,8,
Herikimer,SALISBURY 1,Attorney General,,,Blank,7,
Herikimer,SALISBURY 2,Attorney General,,,Blank,4,
Herikimer,SCHUYLER 1,Attorney General,,,Blank,13,
Herikimer,SCHUYLER 2,Attorney General,,,Blank,17,
Herikimer,STARK 1,Attorney General,,,Blank,8,
Herikimer,T LITTLE FALLS 1,Attorney General,,,Blank,39,
Herikimer,WARREN 1,Attorney General,,,Blank,12,
Herikimer,WEBB 1,Attorney General,,,Blank,30,
Herikimer,WEBB 2,Attorney General,,,Blank,4,
Herikimer,WINFIELD 1,Attorney General,,,Blank,21,
Herikimer,Early Voting,Attorney General,,,Blank,35,
Herikimer,Mail-in Ballots,Attorney General,,,Blank,49,
Herikimer,C LITTLE FALLS W1,U.S. Senate,,DEM,Charles E. Schumer,118,11
Herikimer,C LITTLE FALLS W2,U.S. Senate,,DEM,Charles E. Schumer,139,6
Herikimer,C LITTLE FALLS W3,U.S. Senate,,DEM,Charles E. Schumer,107,4
Herikimer,C LITTLE FALLS W4,U.S. Senate,,DEM,Charles E. Schumer,74,4
Herikimer,COLUMBIA 1 ,U.S. Senate,,DEM,Charles E. Schumer,71,4
Herikimer,COLUMBIA 2,U.S. Senate,,DEM,Charles E. Schumer,22,0
Herikimer,DANUBE 1,U.S. Senate,,DEM,Charles E. Schumer,59,2
Herikimer,FAIRFIELD 1,U.S. Senate,,DEM,Charles E. Schumer,87,4
Herikimer,FRANKFORT 1,U.S. Senate,,DEM,Charles E. Schumer,51,6
Herikimer,FRANKFORT2,U.S. Senate,,DEM,Charles E. Schumer,79,4
Herikimer,FRANKFORT 3,U.S. Senate,,DEM,Charles E. Schumer,228,8
Herikimer,FRANKFORT 4,U.S. Senate,,DEM,Charles E. Schumer,215,8
Herikimer,GERMAN FLATTS 1,U.S. Senate,,DEM,Charles E. Schumer,29,6
Herikimer,GERMAN FLATTS 2,U.S. Senate,,DEM,Charles E. Schumer,69,2
Herikimer,GERMAN FLATTS 3,U.S. Senate,,DEM,Charles E. Schumer,192,3
Herikimer,GERMAN FLATTS 4,U.S. Senate,,DEM,Charles E. Schumer,74,8
Herikimer,GERMAN FLATTS 5,U.S. Senate,,DEM,Charles E. Schumer,178,3
Herikimer,GERMAN FLATTS 6,U.S. Senate,,DEM,Charles E. Schumer,143,5
Herikimer,GERMAN FLATTS 7,U.S. Senate,,DEM,Charles E. Schumer,33,1
Herikimer,GERMAN FLATTS 8,U.S. Senate,,DEM,Charles E. Schumer,254,9
Herikimer,HERKIMER 1,U.S. Senate,,DEM,Charles E. Schumer,176,4
Herikimer,HERKIMER 2,U.S. Senate,,DEM,Charles E. Schumer,111,4
Herikimer,HERKIMER 3,U.S. Senate,,DEM,Charles E. Schumer,127,5
Herikimer,HERKIMER 5,U.S. Senate,,DEM,Charles E. Schumer,216,5
Herikimer,HERKIMER 4,U.S. Senate,,DEM,Charles E. Schumer,113,1
Herikimer,LITCHFIELD 1,U.S. Senate,,DEM,Charles E. Schumer,101,0
Herikimer,MANHEIM 1,U.S. Senate,,DEM,Charles E. Schumer,155,1
Herikimer,MANHEIM 2,U.S. Senate,,DEM,Charles E. Schumer,80,5
Herikimer,NEWPORT 1,U.S. Senate,,DEM,Charles E. Schumer,162,4
Herikimer,NEWPORT 2,U.S. Senate,,DEM,Charles E. Schumer,23,0
Herikimer,NORWAY 1,U.S. Senate,,DEM,Charles E. Schumer,49,3
Herikimer,OHIO 1,U.S. Senate,,DEM,Charles E. Schumer,75,3
Herikimer,RUSSIA 1,U.S. Senate,,DEM,Charles E. Schumer,137,1
Herikimer,RUSSIA 2,U.S. Senate,,DEM,Charles E. Schumer,41,6
Herikimer,SALISBURY 1,U.S. Senate,,DEM,Charles E. Schumer,56,3
Herikimer,SALISBURY 2,U.S. Senate,,DEM,Charles E. Schumer,34,2
Herikimer,SCHUYLER 1,U.S. Senate,,DEM,Charles E. Schumer,196,4
Herikimer,SCHUYLER 2,U.S. Senate,,DEM,Charles E. Schumer,106,3
Herikimer,STARK 1,U.S. Senate,,DEM,Charles E. Schumer,74,3
Herikimer,T LITTLE FALLS 1,U.S. Senate,,DEM,Charles E. Schumer,120,1
Herikimer,WARREN 1,U.S. Senate,,DEM,Charles E. Schumer,65,2
Herikimer,WEBB 1,U.S. Senate,,DEM,Charles E. Schumer,306,8
Herikimer,WEBB 2,U.S. Senate,,DEM,Charles E. Schumer,44,3
Herikimer,WINFIELD 1,U.S. Senate,,DEM,Charles E. Schumer,165,5
Herikimer,Early Voting,U.S. Senate,,DEM,Charles E. Schumer,598,0
Herikimer,Mail-in Ballots,U.S. Senate,,DEM,Charles E. Schumer,634,0
Herikimer,C LITTLE FALLS W1,U.S. Senate,,WOR,Charles E. Schumer,9,0
Herikimer,C LITTLE FALLS W2,U.S. Senate,,WOR,Charles E. Schumer,12,3
Herikimer,C LITTLE FALLS W3,U.S. Senate,,WOR,Charles E. Schumer,7,0
Herikimer,C LITTLE FALLS W4,U.S. Senate,,WOR,Charles E. Schumer,5,4
Herikimer,COLUMBIA 1 ,U.S. Senate,,WOR,Charles E. Schumer,7,0
Herikimer,COLUMBIA 2,U.S. Senate,,WOR,Charles E. Schumer,4,0
Herikimer,DANUBE 1,U.S. Senate,,WOR,Charles E. Schumer,6,0
Herikimer,FAIRFIELD 1,U.S. Senate,,WOR,Charles E. Schumer,11,0
Herikimer,FRANKFORT 1,U.S. Senate,,WOR,Charles E. Schumer,7,0
Herikimer,FRANKFORT2,U.S. Senate,,WOR,Charles E. Schumer,7,1
Herikimer,FRANKFORT 3,U.S. Senate,,WOR,Charles E. Schumer,21,1
Herikimer,FRANKFORT 4,U.S. Senate,,WOR,Charles E. Schumer,24,0
Herikimer,GERMAN FLATTS 1,U.S. Senate,,WOR,Charles E. Schumer,4,0
Herikimer,GERMAN FLATTS 2,U.S. Senate,,WOR,Charles E. Schumer,13,1
Herikimer,GERMAN FLATTS 3,U.S. Senate,,WOR,Charles E. Schumer,24,1
Herikimer,GERMAN FLATTS 4,U.S. Senate,,WOR,Charles E. Schumer,8,1
Herikimer,GERMAN FLATTS 5,U.S. Senate,,WOR,Charles E. Schumer,18,1
Herikimer,GERMAN FLATTS 6,U.S. Senate,,WOR,Charles E. Schumer,16,0
Herikimer,GERMAN FLATTS 7,U.S. Senate,,WOR,Charles E. Schumer,3,1
Herikimer,GERMAN FLATTS 8,U.S. Senate,,WOR,Charles E. Schumer,28,1
Herikimer,HERKIMER 1,U.S. Senate,,WOR,Charles E. Schumer,18,0
Herikimer,HERKIMER 2,U.S. Senate,,WOR,Charles E. Schumer,6,0
Herikimer,HERKIMER 3,U.S. Senate,,WOR,Charles E. Schumer,12,0
Herikimer,HERKIMER 5,U.S. Senate,,WOR,Charles E. Schumer,19,1
Herikimer,HERKIMER 4,U.S. Senate,,WOR,Charles E. Schumer,12,0
Herikimer,LITCHFIELD 1,U.S. Senate,,WOR,Charles E. Schumer,19,0
Herikimer,MANHEIM 1,U.S. Senate,,WOR,Charles E. Schumer,16,1
Herikimer,MANHEIM 2,U.S. Senate,,WOR,Charles E. Schumer,9,0
Herikimer,NEWPORT 1,U.S. Senate,,WOR,Charles E. Schumer,22,2
Herikimer,NEWPORT 2,U.S. Senate,,WOR,Charles E. Schumer,1,0
Herikimer,NORWAY 1,U.S. Senate,,WOR,Charles E. Schumer,9,0
Herikimer,OHIO 1,U.S. Senate,,WOR,Charles E. Schumer,6,1
Herikimer,RUSSIA 1,U.S. Senate,,WOR,Charles E. Schumer,25,0
Herikimer,RUSSIA 2,U.S. Senate,,WOR,Charles E. Schumer,9,0
Herikimer,SALISBURY 1,U.S. Senate,,WOR,Charles E. Schumer,13,3
Herikimer,SALISBURY 2,U.S. Senate,,WOR,Charles E. Schumer,4,0
Herikimer,SCHUYLER 1,U.S. Senate,,WOR,Charles E. Schumer,12,0
Herikimer,SCHUYLER 2,U.S. Senate,,WOR,Charles E. Schumer,14,0
Herikimer,STARK 1,U.S. Senate,,WOR,Charles E. Schumer,6,1
Herikimer,T LITTLE FALLS 1,U.S. Senate,,WOR,Charles E. Schumer,15,0
Herikimer,WARREN 1,U.S. Senate,,WOR,Charles E. Schumer,7,0
Herikimer,WEBB 1,U.S. Senate,,WOR,Charles E. Schumer,26,0
Herikimer,WEBB 2,U.S. Senate,,WOR,Charles E. Schumer,1,0
Herikimer,WINFIELD 1,U.S. Senate,,WOR,Charles E. Schumer,14,1
Herikimer,Early Voting,U.S. Senate,,WOR,Charles E. Schumer,38,0
Herikimer,Mail-in Ballots,U.S. Senate,,WOR,Charles E. Schumer,47,0
Herikimer,C LITTLE FALLS W1,U.S. Senate,,REP,Joe Pinion,167,7
Herikimer,C LITTLE FALLS W2,U.S. Senate,,REP,Joe Pinion,162,4
Herikimer,C LITTLE FALLS W3,U.S. Senate,,REP,Joe Pinion,112,4
Herikimer,C LITTLE FALLS W4,U.S. Senate,,REP,Joe Pinion,80,3
Herikimer,COLUMBIA 1 ,U.S. Senate,,REP,Joe Pinion,330,9
Herikimer,COLUMBIA 2,U.S. Senate,,REP,Joe Pinion,107,0
Herikimer,DANUBE 1,U.S. Senate,,REP,Joe Pinion,236,3
Herikimer,FAIRFIELD 1,U.S. Senate,,REP,Joe Pinion,388,8
Herikimer,FRANKFORT 1,U.S. Senate,,REP,Joe Pinion,175,5
Herikimer,FRANKFORT2,U.S. Senate,,REP,Joe Pinion,179,8
Herikimer,FRANKFORT 3,U.S. Senate,,REP,Joe Pinion,584,6
Herikimer,FRANKFORT 4,U.S. Senate,,REP,Joe Pinion,671,10
Herikimer,GERMAN FLATTS 1,U.S. Senate,,REP,Joe Pinion,111,9
Herikimer,GERMAN FLATTS 2,U.S. Senate,,REP,Joe Pinion,166,6
Herikimer,GERMAN FLATTS 3,U.S. Senate,,REP,Joe Pinion,509,2
Herikimer,GERMAN FLATTS 4,U.S. Senate,,REP,Joe Pinion,139,10
Herikimer,GERMAN FLATTS 5,U.S. Senate,,REP,Joe Pinion,319,8
Herikimer,GERMAN FLATTS 6,U.S. Senate,,REP,Joe Pinion,245,3
Herikimer,GERMAN FLATTS 7,U.S. Senate,,REP,Joe Pinion,103,0
Herikimer,GERMAN FLATTS 8,U.S. Senate,,REP,Joe Pinion,526,12
Herikimer,HERKIMER 1,U.S. Senate,,REP,Joe Pinion,431,15
Herikimer,HERKIMER 2,U.S. Senate,,REP,Joe Pinion,155,4
Herikimer,HERKIMER 3,U.S. Senate,,REP,Joe Pinion,170,5
Herikimer,HERKIMER 5,U.S. Senate,,REP,Joe Pinion,403,11
Herikimer,HERKIMER 4,U.S. Senate,,REP,Joe Pinion,215,6
Herikimer,LITCHFIELD 1,U.S. Senate,,REP,Joe Pinion,395,5
Herikimer,MANHEIM 1,U.S. Senate,,REP,Joe Pinion,448,14
Herikimer,MANHEIM 2,U.S. Senate,,REP,Joe Pinion,164,0
Herikimer,NEWPORT 1,U.S. Senate,,REP,Joe Pinion,455,10
Herikimer,NEWPORT 2,U.S. Senate,,REP,Joe Pinion,57,0
Herikimer,NORWAY 1,U.S. Senate,,REP,Joe Pinion,221,5
Herikimer,OHIO 1,U.S. Senate,,REP,Joe Pinion,292,6
Herikimer,RUSSIA 1,U.S. Senate,,REP,Joe Pinion,393,18
Herikimer,RUSSIA 2,U.S. Senate,,REP,Joe Pinion,169,7
Herikimer,SALISBURY 1,U.S. Senate,,REP,Joe Pinion,343,10
Herikimer,SALISBURY 2,U.S. Senate,,REP,Joe Pinion,107,2
Herikimer,SCHUYLER 1,U.S. Senate,,REP,Joe Pinion,427,10
Herikimer,SCHUYLER 2,U.S. Senate,,REP,Joe Pinion,302,5
Herikimer,STARK 1,U.S. Senate,,REP,Joe Pinion,159,4
Herikimer,T LITTLE FALLS 1,U.S. Senate,,REP,Joe Pinion,364,10
Herikimer,WARREN 1,U.S. Senate,,REP,Joe Pinion,240,2
Herikimer,WEBB 1,U.S. Senate,,REP,Joe Pinion,360,22
Herikimer,WEBB 2,U.S. Senate,,REP,Joe Pinion,84,2
Herikimer,WINFIELD 1,U.S. Senate,,REP,Joe Pinion,456,16
Herikimer,Early Voting,U.S. Senate,,REP,Joe Pinion,492,0
Herikimer,Mail-in Ballots,U.S. Senate,,REP,Joe Pinion,514,0
Herikimer,C LITTLE FALLS W1,U.S. Senate,,CON,Joe Pinion,14,1
Herikimer,C LITTLE FALLS W2,U.S. Senate,,CON,Joe Pinion,25,0
Herikimer,C LITTLE FALLS W3,U.S. Senate,,CON,Joe Pinion,12,0
Herikimer,C LITTLE FALLS W4,U.S. Senate,,CON,Joe Pinion,15,1
Herikimer,COLUMBIA 1 ,U.S. Senate,,CON,Joe Pinion,53,0
Herikimer,COLUMBIA 2,U.S. Senate,,CON,Joe Pinion,10,0
Herikimer,DANUBE 1,U.S. Senate,,CON,Joe Pinion,27,0
Herikimer,FAIRFIELD 1,U.S. Senate,,CON,Joe Pinion,35,1
Herikimer,FRANKFORT 1,U.S. Senate,,CON,Joe Pinion,11,0
Herikimer,FRANKFORT2,U.S. Senate,,CON,Joe Pinion,17,0
Herikimer,FRANKFORT 3,U.S. Senate,,CON,Joe Pinion,54,6
Herikimer,FRANKFORT 4,U.S. Senate,,CON,Joe Pinion,94,3
Herikimer,GERMAN FLATTS 1,U.S. Senate,,CON,Joe Pinion,10,1
Herikimer,GERMAN FLATTS 2,U.S. Senate,,CON,Joe Pinion,9,0
Herikimer,GERMAN FLATTS 3,U.S. Senate,,CON,Joe Pinion,34,0
Herikimer,GERMAN FLATTS 4,U.S. Senate,,CON,Joe Pinion,13,1
Herikimer,GERMAN FLATTS 5,U.S. Senate,,CON,Joe Pinion,24,0
Herikimer,GERMAN FLATTS 6,U.S. Senate,,CON,Joe Pinion,25,0
Herikimer,GERMAN FLATTS 7,U.S. Senate,,CON,Joe Pinion,13,0
Herikimer,GERMAN FLATTS 8,U.S. Senate,,CON,Joe Pinion,51,3
Herikimer,HERKIMER 1,U.S. Senate,,CON,Joe Pinion,39,0
Herikimer,HERKIMER 2,U.S. Senate,,CON,Joe Pinion,212,0
Herikimer,HERKIMER 3,U.S. Senate,,CON,Joe Pinion,19,0
Herikimer,HERKIMER 5,U.S. Senate,,CON,Joe Pinion,36,1
Herikimer,HERKIMER 4,U.S. Senate,,CON,Joe Pinion,24,1
Herikimer,LITCHFIELD 1,U.S. Senate,,CON,Joe Pinion,52,0
Herikimer,MANHEIM 1,U.S. Senate,,CON,Joe Pinion,71,0
Herikimer,MANHEIM 2,U.S. Senate,,CON,Joe Pinion,18,0
Herikimer,NEWPORT 1,U.S. Senate,,CON,Joe Pinion,38,1
Herikimer,NEWPORT 2,U.S. Senate,,CON,Joe Pinion,5,0
Herikimer,NORWAY 1,U.S. Senate,,CON,Joe Pinion,15,1
Herikimer,OHIO 1,U.S. Senate,,CON,Joe Pinion,15,1
Herikimer,RUSSIA 1,U.S. Senate,,CON,Joe Pinion,57,0
Herikimer,RUSSIA 2,U.S. Senate,,CON,Joe Pinion,21,3
Herikimer,SALISBURY 1,U.S. Senate,,CON,Joe Pinion,27,1
Herikimer,SALISBURY 2,U.S. Senate,,CON,Joe Pinion,10,0
