county,precinct,office,candidate,party,votes
Onondaga,Syracuse - Ward 13 03,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Syracuse - Ward 13 03,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 13 03,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 13 05,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,0
Onondaga,Syracuse - Ward 13 05,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 13 05,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Syracuse - Ward 13 05,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 13 05,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 13 07,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,1
Onondaga,Syracuse - Ward 13 07,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 13 07,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,1
Onondaga,Syracuse - Ward 13 07,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 13 07,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 13 09,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,0
Onondaga,Syracuse - Ward 13 09,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 13 09,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Syracuse - Ward 13 09,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 13 09,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 14 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,1
Onondaga,Syracuse - Ward 14 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 14 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,1
Onondaga,Syracuse - Ward 14 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 14 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 14 04,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,0
Onondaga,Syracuse - Ward 14 04,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 14 04,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Syracuse - Ward 14 04,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 14 04,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 14 09,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,0
Onondaga,Syracuse - Ward 14 09,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 14 09,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Syracuse - Ward 14 09,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 14 09,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 15 03,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,0
Onondaga,Syracuse - Ward 15 03,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 15 03,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Syracuse - Ward 15 03,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 15 03,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 16 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,0
Onondaga,Syracuse - Ward 16 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 16 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Syracuse - Ward 16 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 16 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 16 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,0
Onondaga,Syracuse - Ward 16 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 16 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Syracuse - Ward 16 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 16 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 16 04,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,1
Onondaga,Syracuse - Ward 16 04,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 16 04,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,1
Onondaga,Syracuse - Ward 16 04,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 16 04,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 16 05,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,0
Onondaga,Syracuse - Ward 16 05,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 16 05,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Syracuse - Ward 16 05,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 16 05,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 17 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,0
Onondaga,Syracuse - Ward 17 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 17 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Syracuse - Ward 17 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 17 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 17 18,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,0
Onondaga,Syracuse - Ward 17 18,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 17 18,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Syracuse - Ward 17 18,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 17 18,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 17 19,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,0
Onondaga,Syracuse - Ward 17 19,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 17 19,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Syracuse - Ward 17 19,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 17 19,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Geddes 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,7
Onondaga,Geddes 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,5
Onondaga,Geddes 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,1
Onondaga,Geddes 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Geddes 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,1
Onondaga,Geddes 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,5
Onondaga,Geddes 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,4
Onondaga,Geddes 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,1
Onondaga,Geddes 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Geddes 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Geddes 05,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,3
Onondaga,Geddes 05,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,1
Onondaga,Geddes 05,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,2
Onondaga,Geddes 05,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Geddes 05,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Geddes 06,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,6
Onondaga,Geddes 06,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,5
Onondaga,Geddes 06,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,1
Onondaga,Geddes 06,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Geddes 06,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Geddes 09,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,0
Onondaga,Geddes 09,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Geddes 09,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Geddes 09,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Geddes 09,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Geddes 10,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,0
Onondaga,Geddes 10,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Geddes 10,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Geddes 10,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Geddes 10,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Geddes 15,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,2
Onondaga,Geddes 15,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,1
Onondaga,Geddes 15,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,1
Onondaga,Geddes 15,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Geddes 15,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Geddes 16,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,2
Onondaga,Geddes 16,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,1
Onondaga,Geddes 16,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,1
Onondaga,Geddes 16,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Geddes 16,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Van Buren 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,0
Onondaga,Van Buren 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Van Buren 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Van Buren 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Van Buren 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Van Buren 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,6
Onondaga,Van Buren 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,3
Onondaga,Van Buren 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,3
Onondaga,Van Buren 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Van Buren 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Van Buren 04,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,7
Onondaga,Van Buren 04,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,5
Onondaga,Van Buren 04,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,1
Onondaga,Van Buren 04,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Van Buren 04,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,1
Onondaga,Van Buren 05,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,4
Onondaga,Van Buren 05,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,3
Onondaga,Van Buren 05,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,1
Onondaga,Van Buren 05,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Van Buren 05,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Van Buren 06,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,9
Onondaga,Van Buren 06,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,6
Onondaga,Van Buren 06,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,3
Onondaga,Van Buren 06,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Van Buren 06,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Van Buren 09,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,3
Onondaga,Van Buren 09,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Van Buren 09,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,1
Onondaga,Van Buren 09,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Van Buren 09,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,2
Onondaga,Clay 13,COUNTY COMMITTEE - TOWN OF CLAY DISTRICT 13,Ballots,CON,2
Onondaga,Clay 13,COUNTY COMMITTEE - TOWN OF CLAY DISTRICT 13,Lisa M Cayea,CON,0
Onondaga,Clay 13,COUNTY COMMITTEE - TOWN OF CLAY DISTRICT 13,Samantha Ann McGee,CON,0
Onondaga,Clay 13,COUNTY COMMITTEE - TOWN OF CLAY DISTRICT 13,Jean E Hillje,CON,2
Onondaga,Clay 13,COUNTY COMMITTEE - TOWN OF CLAY DISTRICT 13,Donald L Hillje,CON,2
Onondaga,Clay 13,COUNTY COMMITTEE - TOWN OF CLAY DISTRICT 13,Write-ins,CON,0
Onondaga,Clay 13,COUNTY COMMITTEE - TOWN OF CLAY DISTRICT 13,Voids/Blanks,CON,0
Onondaga,Clay 13th District,COUNTY COMMITTEE - TOWN OF CLAY DISTRICT 13,Ballots,CON,2
Onondaga,Clay 13th District,COUNTY COMMITTEE - TOWN OF CLAY DISTRICT 13,Lisa M Cayea,CON,0
Onondaga,Clay 13th District,COUNTY COMMITTEE - TOWN OF CLAY DISTRICT 13,Samantha Ann McGee,CON,0
Onondaga,Clay 13th District,COUNTY COMMITTEE - TOWN OF CLAY DISTRICT 13,Jean E Hillje,CON,2
Onondaga,Clay 13th District,COUNTY COMMITTEE - TOWN OF CLAY DISTRICT 13,Donald L Hillje,CON,2
Onondaga,Clay 13th District,COUNTY COMMITTEE - TOWN OF CLAY DISTRICT 13,Write-ins,CON,0
Onondaga,Clay 13th District,COUNTY COMMITTEE - TOWN OF CLAY DISTRICT 13,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 01 01,CITY COURT JUDGE,Ballots,WOR,0
Onondaga,Syracuse - Ward 01 01,CITY COURT JUDGE,Shadia Tadros,WOR,0
Onondaga,Syracuse - Ward 01 01,CITY COURT JUDGE,Ann L Magnarelli,WOR,0
Onondaga,Syracuse - Ward 01 01,CITY COURT JUDGE,Write-ins,WOR,0
Onondaga,Syracuse - Ward 01 01,CITY COURT JUDGE,Voids/Blanks,WOR,0
Onondaga,Syracuse - Ward 01 03,CITY COURT JUDGE,Ballots,WOR,0
Onondaga,Syracuse - Ward 01 03,CITY COURT JUDGE,Shadia Tadros,WOR,0
Onondaga,Syracuse - Ward 01 03,CITY COURT JUDGE,Ann L Magnarelli,WOR,0
