county,precinct,office,candidate,party,votes
Onondaga,Cicero 05,ATTORNEY GENERAL,Leecia R Eve,DEM,1
Onondaga,Cicero 05,ATTORNEY GENERAL,Zephyr Teachout,DEM,23
Onondaga,Cicero 05,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Cicero 05,ATTORNEY GENERAL,Voids/Blanks,DEM,5
Onondaga,Cicero 08,ATTORNEY GENERAL,Ballots,DEM,0
Onondaga,Cicero 08,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,0
Onondaga,Cicero 08,ATTORNEY GENERAL,Letitia A James,DEM,0
Onondaga,Cicero 08,ATTORNEY GENERAL,Leecia R Eve,DEM,0
Onondaga,Cicero 08,ATTORNEY GENERAL,Zephyr Teachout,DEM,0
Onondaga,Cicero 08,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Cicero 08,ATTORNEY GENERAL,Voids/Blanks,DEM,0
Onondaga,Cicero 09,ATTORNEY GENERAL,Ballots,DEM,114
Onondaga,Cicero 09,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,69
Onondaga,Cicero 09,ATTORNEY GENERAL,Letitia A James,DEM,21
Onondaga,Cicero 09,ATTORNEY GENERAL,Leecia R Eve,DEM,2
Onondaga,Cicero 09,ATTORNEY GENERAL,Zephyr Teachout,DEM,19
Onondaga,Cicero 09,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Cicero 09,ATTORNEY GENERAL,Voids/Blanks,DEM,3
Onondaga,Cicero 12,ATTORNEY GENERAL,Ballots,DEM,131
Onondaga,Cicero 12,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,67
Onondaga,Cicero 12,ATTORNEY GENERAL,Letitia A James,DEM,23
Onondaga,Cicero 12,ATTORNEY GENERAL,Leecia R Eve,DEM,4
Onondaga,Cicero 12,ATTORNEY GENERAL,Zephyr Teachout,DEM,32
Onondaga,Cicero 12,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Cicero 12,ATTORNEY GENERAL,Voids/Blanks,DEM,5
Onondaga,Cicero 13,ATTORNEY GENERAL,Ballots,DEM,86
Onondaga,Cicero 13,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,58
Onondaga,Cicero 13,ATTORNEY GENERAL,Letitia A James,DEM,11
Onondaga,Cicero 13,ATTORNEY GENERAL,Leecia R Eve,DEM,1
Onondaga,Cicero 13,ATTORNEY GENERAL,Zephyr Teachout,DEM,14
Onondaga,Cicero 13,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Cicero 13,ATTORNEY GENERAL,Voids/Blanks,DEM,2
Onondaga,Cicero 15,ATTORNEY GENERAL,Ballots,DEM,342
Onondaga,Cicero 15,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,194
Onondaga,Cicero 15,ATTORNEY GENERAL,Letitia A James,DEM,59
Onondaga,Cicero 15,ATTORNEY GENERAL,Leecia R Eve,DEM,12
Onondaga,Cicero 15,ATTORNEY GENERAL,Zephyr Teachout,DEM,69
Onondaga,Cicero 15,ATTORNEY GENERAL,Write-ins,DEM,1
Onondaga,Cicero 15,ATTORNEY GENERAL,Voids/Blanks,DEM,7
Onondaga,Cicero 22,ATTORNEY GENERAL,Ballots,DEM,0
Onondaga,Cicero 22,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,0
Onondaga,Cicero 22,ATTORNEY GENERAL,Letitia A James,DEM,0
Onondaga,Cicero 22,ATTORNEY GENERAL,Leecia R Eve,DEM,0
Onondaga,Cicero 22,ATTORNEY GENERAL,Zephyr Teachout,DEM,0
Onondaga,Cicero 22,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Cicero 22,ATTORNEY GENERAL,Voids/Blanks,DEM,0
Onondaga,Cicero 24,ATTORNEY GENERAL,Ballots,DEM,0
Onondaga,Cicero 24,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,0
Onondaga,Cicero 24,ATTORNEY GENERAL,Letitia A James,DEM,0
Onondaga,Cicero 24,ATTORNEY GENERAL,Leecia R Eve,DEM,0
Onondaga,Cicero 24,ATTORNEY GENERAL,Zephyr Teachout,DEM,0
Onondaga,Cicero 24,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Cicero 24,ATTORNEY GENERAL,Voids/Blanks,DEM,0
Onondaga,Cicero 25,ATTORNEY GENERAL,Ballots,DEM,93
Onondaga,Cicero 25,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,55
Onondaga,Cicero 25,ATTORNEY GENERAL,Letitia A James,DEM,19
Onondaga,Cicero 25,ATTORNEY GENERAL,Leecia R Eve,DEM,3
Onondaga,Cicero 25,ATTORNEY GENERAL,Zephyr Teachout,DEM,15
Onondaga,Cicero 25,ATTORNEY GENERAL,Write-ins,DEM,1
Onondaga,Cicero 25,ATTORNEY GENERAL,Voids/Blanks,DEM,0
Onondaga,Cicero 26,ATTORNEY GENERAL,Ballots,DEM,0
Onondaga,Cicero 26,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,0
Onondaga,Cicero 26,ATTORNEY GENERAL,Letitia A James,DEM,0
Onondaga,Cicero 26,ATTORNEY GENERAL,Leecia R Eve,DEM,0
Onondaga,Cicero 26,ATTORNEY GENERAL,Zephyr Teachout,DEM,0
Onondaga,Cicero 26,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Cicero 26,ATTORNEY GENERAL,Voids/Blanks,DEM,0
Onondaga,Clay 01,ATTORNEY GENERAL,Ballots,DEM,129
Onondaga,Clay 01,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,67
Onondaga,Clay 01,ATTORNEY GENERAL,Letitia A James,DEM,20
Onondaga,Clay 01,ATTORNEY GENERAL,Leecia R Eve,DEM,2
Onondaga,Clay 01,ATTORNEY GENERAL,Zephyr Teachout,DEM,36
Onondaga,Clay 01,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Clay 01,ATTORNEY GENERAL,Voids/Blanks,DEM,4
Onondaga,Clay 02,ATTORNEY GENERAL,Ballots,DEM,109
Onondaga,Clay 02,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,55
Onondaga,Clay 02,ATTORNEY GENERAL,Letitia A James,DEM,16
Onondaga,Clay 02,ATTORNEY GENERAL,Leecia R Eve,DEM,4
Onondaga,Clay 02,ATTORNEY GENERAL,Zephyr Teachout,DEM,31
Onondaga,Clay 02,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Clay 02,ATTORNEY GENERAL,Voids/Blanks,DEM,3
Onondaga,Clay 03,ATTORNEY GENERAL,Ballots,DEM,86
Onondaga,Clay 03,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,48
Onondaga,Clay 03,ATTORNEY GENERAL,Letitia A James,DEM,13
Onondaga,Clay 03,ATTORNEY GENERAL,Leecia R Eve,DEM,2
Onondaga,Clay 03,ATTORNEY GENERAL,Zephyr Teachout,DEM,19
Onondaga,Clay 03,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Clay 03,ATTORNEY GENERAL,Voids/Blanks,DEM,4
Onondaga,Clay 04,ATTORNEY GENERAL,Ballots,DEM,139
Onondaga,Clay 04,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,67
Onondaga,Clay 04,ATTORNEY GENERAL,Letitia A James,DEM,29
Onondaga,Clay 04,ATTORNEY GENERAL,Leecia R Eve,DEM,4
Onondaga,Clay 04,ATTORNEY GENERAL,Zephyr Teachout,DEM,36
Onondaga,Clay 04,ATTORNEY GENERAL,Write-ins,DEM,1
Onondaga,Clay 04,ATTORNEY GENERAL,Voids/Blanks,DEM,2
Onondaga,Clay 05,ATTORNEY GENERAL,Ballots,DEM,66
Onondaga,Clay 05,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,34
Onondaga,Clay 05,ATTORNEY GENERAL,Letitia A James,DEM,8
Onondaga,Clay 05,ATTORNEY GENERAL,Leecia R Eve,DEM,6
Onondaga,Clay 05,ATTORNEY GENERAL,Zephyr Teachout,DEM,17
Onondaga,Clay 05,ATTORNEY GENERAL,Write-ins,DEM,1
Onondaga,Clay 05,ATTORNEY GENERAL,Voids/Blanks,DEM,0
Onondaga,Clay 06,ATTORNEY GENERAL,Ballots,DEM,257
Onondaga,Clay 06,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,138
Onondaga,Clay 06,ATTORNEY GENERAL,Letitia A James,DEM,52
Onondaga,Clay 06,ATTORNEY GENERAL,Leecia R Eve,DEM,9
Onondaga,Clay 06,ATTORNEY GENERAL,Zephyr Teachout,DEM,52
Onondaga,Clay 06,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Clay 06,ATTORNEY GENERAL,Voids/Blanks,DEM,6
Onondaga,Clay 08,ATTORNEY GENERAL,Ballots,DEM,275
Onondaga,Clay 08,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,145
Onondaga,Clay 08,ATTORNEY GENERAL,Letitia A James,DEM,48
Onondaga,Clay 08,ATTORNEY GENERAL,Leecia R Eve,DEM,11
Onondaga,Clay 08,ATTORNEY GENERAL,Zephyr Teachout,DEM,64
Onondaga,Clay 08,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Clay 08,ATTORNEY GENERAL,Voids/Blanks,DEM,7
Onondaga,Clay 10,ATTORNEY GENERAL,Ballots,DEM,105
Onondaga,Clay 10,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,67
Onondaga,Clay 10,ATTORNEY GENERAL,Letitia A James,DEM,13
Onondaga,Clay 10,ATTORNEY GENERAL,Leecia R Eve,DEM,3
Onondaga,Clay 10,ATTORNEY GENERAL,Zephyr Teachout,DEM,18
Onondaga,Clay 10,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Clay 10,ATTORNEY GENERAL,Voids/Blanks,DEM,4
Onondaga,Clay 11,ATTORNEY GENERAL,Ballots,DEM,45
Onondaga,Clay 11,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,25
Onondaga,Clay 11,ATTORNEY GENERAL,Letitia A James,DEM,7
Onondaga,Clay 11,ATTORNEY GENERAL,Leecia R Eve,DEM,1
Onondaga,Clay 11,ATTORNEY GENERAL,Zephyr Teachout,DEM,12
Onondaga,Clay 11,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Clay 11,ATTORNEY GENERAL,Voids/Blanks,DEM,0
Onondaga,Clay 12,ATTORNEY GENERAL,Ballots,DEM,128
Onondaga,Clay 12,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,85
Onondaga,Clay 12,ATTORNEY GENERAL,Letitia A James,DEM,15
Onondaga,Clay 12,ATTORNEY GENERAL,Leecia R Eve,DEM,1
Onondaga,Clay 12,ATTORNEY GENERAL,Zephyr Teachout,DEM,24
Onondaga,Clay 12,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Clay 12,ATTORNEY GENERAL,Voids/Blanks,DEM,3
Onondaga,Clay 13,ATTORNEY GENERAL,Ballots,DEM,247
Onondaga,Clay 13,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,133
Onondaga,Clay 13,ATTORNEY GENERAL,Letitia A James,DEM,43
Onondaga,Clay 13,ATTORNEY GENERAL,Leecia R Eve,DEM,10
Onondaga,Clay 13,ATTORNEY GENERAL,Zephyr Teachout,DEM,57
Onondaga,Clay 13,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Clay 13,ATTORNEY GENERAL,Voids/Blanks,DEM,4
Onondaga,Clay 14,ATTORNEY GENERAL,Ballots,DEM,99
Onondaga,Clay 14,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,50
Onondaga,Clay 14,ATTORNEY GENERAL,Letitia A James,DEM,12
Onondaga,Clay 14,ATTORNEY GENERAL,Leecia R Eve,DEM,4
Onondaga,Clay 14,ATTORNEY GENERAL,Zephyr Teachout,DEM,30
Onondaga,Clay 14,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Clay 14,ATTORNEY GENERAL,Voids/Blanks,DEM,3
Onondaga,Clay 15,ATTORNEY GENERAL,Ballots,DEM,208
Onondaga,Clay 15,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,80
Onondaga,Clay 15,ATTORNEY GENERAL,Letitia A James,DEM,49
Onondaga,Clay 15,ATTORNEY GENERAL,Leecia R Eve,DEM,6
Onondaga,Clay 15,ATTORNEY GENERAL,Zephyr Teachout,DEM,66
Onondaga,Clay 15,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Clay 15,ATTORNEY GENERAL,Voids/Blanks,DEM,7
Onondaga,Clay 16,ATTORNEY GENERAL,Ballots,DEM,95
Onondaga,Clay 16,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,54
Onondaga,Clay 16,ATTORNEY GENERAL,Letitia A James,DEM,13
Onondaga,Clay 16,ATTORNEY GENERAL,Leecia R Eve,DEM,3
Onondaga,Clay 16,ATTORNEY GENERAL,Zephyr Teachout,DEM,22
Onondaga,Clay 16,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Clay 16,ATTORNEY GENERAL,Voids/Blanks,DEM,3
Onondaga,Clay 23,ATTORNEY GENERAL,Ballots,DEM,82
Onondaga,Clay 23,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,48
Onondaga,Clay 23,ATTORNEY GENERAL,Letitia A James,DEM,13
Onondaga,Clay 23,ATTORNEY GENERAL,Leecia R Eve,DEM,4
Onondaga,Clay 23,ATTORNEY GENERAL,Zephyr Teachout,DEM,17
Onondaga,Clay 23,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Clay 23,ATTORNEY GENERAL,Voids/Blanks,DEM,0
Onondaga,Clay 28,ATTORNEY GENERAL,Ballots,DEM,169
Onondaga,Clay 28,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,87
Onondaga,Clay 28,ATTORNEY GENERAL,Letitia A James,DEM,32
Onondaga,Clay 28,ATTORNEY GENERAL,Leecia R Eve,DEM,6
Onondaga,Clay 28,ATTORNEY GENERAL,Zephyr Teachout,DEM,42
Onondaga,Clay 28,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Clay 28,ATTORNEY GENERAL,Voids/Blanks,DEM,2
Onondaga,Clay 30,ATTORNEY GENERAL,Ballots,DEM,123
Onondaga,Clay 30,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,53
Onondaga,Clay 30,ATTORNEY GENERAL,Letitia A James,DEM,26
Onondaga,Clay 30,ATTORNEY GENERAL,Leecia R Eve,DEM,5
Onondaga,Clay 30,ATTORNEY GENERAL,Zephyr Teachout,DEM,38
Onondaga,Clay 30,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Clay 30,ATTORNEY GENERAL,Voids/Blanks,DEM,1
Onondaga,Clay 40,ATTORNEY GENERAL,Ballots,DEM,58
Onondaga,Clay 40,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,31
Onondaga,Clay 40,ATTORNEY GENERAL,Letitia A James,DEM,12
Onondaga,Clay 40,ATTORNEY GENERAL,Leecia R Eve,DEM,2
Onondaga,Clay 40,ATTORNEY GENERAL,Zephyr Teachout,DEM,12
Onondaga,Clay 40,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Clay 40,ATTORNEY GENERAL,Voids/Blanks,DEM,1
Onondaga,Dewitt 01,ATTORNEY GENERAL,Ballots,DEM,83
Onondaga,Dewitt 01,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,38
Onondaga,Dewitt 01,ATTORNEY GENERAL,Letitia A James,DEM,9
Onondaga,Dewitt 01,ATTORNEY GENERAL,Leecia R Eve,DEM,5
Onondaga,Dewitt 01,ATTORNEY GENERAL,Zephyr Teachout,DEM,27
Onondaga,Dewitt 01,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Dewitt 01,ATTORNEY GENERAL,Voids/Blanks,DEM,4
Onondaga,Dewitt 02,ATTORNEY GENERAL,Ballots,DEM,316
Onondaga,Dewitt 02,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,85
Onondaga,Dewitt 02,ATTORNEY GENERAL,Letitia A James,DEM,47
Onondaga,Dewitt 02,ATTORNEY GENERAL,Leecia R Eve,DEM,9
Onondaga,Dewitt 02,ATTORNEY GENERAL,Zephyr Teachout,DEM,166
Onondaga,Dewitt 02,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Dewitt 02,ATTORNEY GENERAL,Voids/Blanks,DEM,9
Onondaga,Dewitt 03,ATTORNEY GENERAL,Ballots,DEM,212
Onondaga,Dewitt 03,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,63
Onondaga,Dewitt 03,ATTORNEY GENERAL,Letitia A James,DEM,30
Onondaga,Dewitt 03,ATTORNEY GENERAL,Leecia R Eve,DEM,3
Onondaga,Dewitt 03,ATTORNEY GENERAL,Zephyr Teachout,DEM,107
Onondaga,Dewitt 03,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Dewitt 03,ATTORNEY GENERAL,Voids/Blanks,DEM,9
Onondaga,Dewitt 04,ATTORNEY GENERAL,Ballots,DEM,213
Onondaga,Dewitt 04,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,78
Onondaga,Dewitt 04,ATTORNEY GENERAL,Letitia A James,DEM,32
Onondaga,Dewitt 04,ATTORNEY GENERAL,Leecia R Eve,DEM,6
Onondaga,Dewitt 04,ATTORNEY GENERAL,Zephyr Teachout,DEM,87
Onondaga,Dewitt 04,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Dewitt 04,ATTORNEY GENERAL,Voids/Blanks,DEM,10
Onondaga,Dewitt 07,ATTORNEY GENERAL,Ballots,DEM,37
Onondaga,Dewitt 07,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,24
Onondaga,Dewitt 07,ATTORNEY GENERAL,Letitia A James,DEM,6
Onondaga,Dewitt 07,ATTORNEY GENERAL,Leecia R Eve,DEM,2
Onondaga,Dewitt 07,ATTORNEY GENERAL,Zephyr Teachout,DEM,5
Onondaga,Dewitt 07,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Dewitt 07,ATTORNEY GENERAL,Voids/Blanks,DEM,0
Onondaga,Dewitt 09,ATTORNEY GENERAL,Ballots,DEM,107
Onondaga,Dewitt 09,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,50
Onondaga,Dewitt 09,ATTORNEY GENERAL,Letitia A James,DEM,21
Onondaga,Dewitt 09,ATTORNEY GENERAL,Leecia R Eve,DEM,5
Onondaga,Dewitt 09,ATTORNEY GENERAL,Zephyr Teachout,DEM,28
Onondaga,Dewitt 09,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Dewitt 09,ATTORNEY GENERAL,Voids/Blanks,DEM,3
Onondaga,Dewitt 10,ATTORNEY GENERAL,Ballots,DEM,230
Onondaga,Dewitt 10,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,86
Onondaga,Dewitt 10,ATTORNEY GENERAL,Letitia A James,DEM,48
Onondaga,Dewitt 10,ATTORNEY GENERAL,Leecia R Eve,DEM,10
Onondaga,Dewitt 10,ATTORNEY GENERAL,Zephyr Teachout,DEM,77
Onondaga,Dewitt 10,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Dewitt 10,ATTORNEY GENERAL,Voids/Blanks,DEM,9
Onondaga,Dewitt 12,ATTORNEY GENERAL,Ballots,DEM,155
Onondaga,Dewitt 12,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,91
Onondaga,Dewitt 12,ATTORNEY GENERAL,Letitia A James,DEM,19
Onondaga,Dewitt 12,ATTORNEY GENERAL,Leecia R Eve,DEM,6
Onondaga,Dewitt 12,ATTORNEY GENERAL,Zephyr Teachout,DEM,31
Onondaga,Dewitt 12,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Dewitt 12,ATTORNEY GENERAL,Voids/Blanks,DEM,8
Onondaga,Dewitt 13,ATTORNEY GENERAL,Ballots,DEM,92
Onondaga,Dewitt 13,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,55
Onondaga,Dewitt 13,ATTORNEY GENERAL,Letitia A James,DEM,12
Onondaga,Dewitt 13,ATTORNEY GENERAL,Leecia R Eve,DEM,5
Onondaga,Dewitt 13,ATTORNEY GENERAL,Zephyr Teachout,DEM,17
Onondaga,Dewitt 13,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Dewitt 13,ATTORNEY GENERAL,Voids/Blanks,DEM,3
Onondaga,Dewitt 14,ATTORNEY GENERAL,Ballots,DEM,191
Onondaga,Dewitt 14,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,49
Onondaga,Dewitt 14,ATTORNEY GENERAL,Letitia A James,DEM,50
Onondaga,Dewitt 14,ATTORNEY GENERAL,Leecia R Eve,DEM,12
Onondaga,Dewitt 14,ATTORNEY GENERAL,Zephyr Teachout,DEM,76
Onondaga,Dewitt 14,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Dewitt 14,ATTORNEY GENERAL,Voids/Blanks,DEM,4
Onondaga,Dewitt 15,ATTORNEY GENERAL,Ballots,DEM,128
Onondaga,Dewitt 15,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,44
Onondaga,Dewitt 15,ATTORNEY GENERAL,Letitia A James,DEM,31
Onondaga,Dewitt 15,ATTORNEY GENERAL,Leecia R Eve,DEM,3
Onondaga,Dewitt 15,ATTORNEY GENERAL,Zephyr Teachout,DEM,48
Onondaga,Dewitt 15,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Dewitt 15,ATTORNEY GENERAL,Voids/Blanks,DEM,2
Onondaga,Dewitt 19,ATTORNEY GENERAL,Ballots,DEM,116
Onondaga,Dewitt 19,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,50
Onondaga,Dewitt 19,ATTORNEY GENERAL,Letitia A James,DEM,24
Onondaga,Dewitt 19,ATTORNEY GENERAL,Leecia R Eve,DEM,0
Onondaga,Dewitt 19,ATTORNEY GENERAL,Zephyr Teachout,DEM,35
Onondaga,Dewitt 19,ATTORNEY GENERAL,Write-ins,DEM,1
Onondaga,Dewitt 19,ATTORNEY GENERAL,Voids/Blanks,DEM,6
Onondaga,Elbridge 01,ATTORNEY GENERAL,Ballots,DEM,130
Onondaga,Elbridge 01,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,77
Onondaga,Elbridge 01,ATTORNEY GENERAL,Letitia A James,DEM,17
Onondaga,Elbridge 01,ATTORNEY GENERAL,Leecia R Eve,DEM,3
Onondaga,Elbridge 01,ATTORNEY GENERAL,Zephyr Teachout,DEM,30
Onondaga,Elbridge 01,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Elbridge 01,ATTORNEY GENERAL,Voids/Blanks,DEM,3
Onondaga,Elbridge 02,ATTORNEY GENERAL,Ballots,DEM,84
Onondaga,Elbridge 02,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,43
Onondaga,Elbridge 02,ATTORNEY GENERAL,Letitia A James,DEM,15
Onondaga,Elbridge 02,ATTORNEY GENERAL,Leecia R Eve,DEM,2
Onondaga,Elbridge 02,ATTORNEY GENERAL,Zephyr Teachout,DEM,24
Onondaga,Elbridge 02,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Elbridge 02,ATTORNEY GENERAL,Voids/Blanks,DEM,0
Onondaga,Fabius 01,ATTORNEY GENERAL,Ballots,DEM,105
Onondaga,Fabius 01,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,37
Onondaga,Fabius 01,ATTORNEY GENERAL,Letitia A James,DEM,12
Onondaga,Fabius 01,ATTORNEY GENERAL,Leecia R Eve,DEM,4
Onondaga,Fabius 01,ATTORNEY GENERAL,Zephyr Teachout,DEM,48
Onondaga,Fabius 01,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Fabius 01,ATTORNEY GENERAL,Voids/Blanks,DEM,4
Onondaga,Geddes 01,ATTORNEY GENERAL,Ballots,DEM,214
Onondaga,Geddes 01,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,114
Onondaga,Geddes 01,ATTORNEY GENERAL,Letitia A James,DEM,28
Onondaga,Geddes 01,ATTORNEY GENERAL,Leecia R Eve,DEM,7
Onondaga,Geddes 01,ATTORNEY GENERAL,Zephyr Teachout,DEM,58
Onondaga,Geddes 01,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Geddes 01,ATTORNEY GENERAL,Voids/Blanks,DEM,7
Onondaga,Geddes 02,ATTORNEY GENERAL,Ballots,DEM,116
Onondaga,Geddes 02,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,60
Onondaga,Geddes 02,ATTORNEY GENERAL,Letitia A James,DEM,14
Onondaga,Geddes 02,ATTORNEY GENERAL,Leecia R Eve,DEM,2
Onondaga,Geddes 02,ATTORNEY GENERAL,Zephyr Teachout,DEM,39
Onondaga,Geddes 02,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Geddes 02,ATTORNEY GENERAL,Voids/Blanks,DEM,1
Onondaga,Geddes 05,ATTORNEY GENERAL,Ballots,DEM,124
Onondaga,Geddes 05,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,72
Onondaga,Geddes 05,ATTORNEY GENERAL,Letitia A James,DEM,23
Onondaga,Geddes 05,ATTORNEY GENERAL,Leecia R Eve,DEM,1
Onondaga,Geddes 05,ATTORNEY GENERAL,Zephyr Teachout,DEM,27
Onondaga,Geddes 05,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Geddes 05,ATTORNEY GENERAL,Voids/Blanks,DEM,1
Onondaga,Geddes 06,ATTORNEY GENERAL,Ballots,DEM,197
Onondaga,Geddes 06,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,96
Onondaga,Geddes 06,ATTORNEY GENERAL,Letitia A James,DEM,20
Onondaga,Geddes 06,ATTORNEY GENERAL,Leecia R Eve,DEM,4
Onondaga,Geddes 06,ATTORNEY GENERAL,Zephyr Teachout,DEM,74
Onondaga,Geddes 06,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Geddes 06,ATTORNEY GENERAL,Voids/Blanks,DEM,3
Onondaga,Geddes 09,ATTORNEY GENERAL,Ballots,DEM,0
Onondaga,Geddes 09,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,0
Onondaga,Geddes 09,ATTORNEY GENERAL,Letitia A James,DEM,0
Onondaga,Geddes 09,ATTORNEY GENERAL,Leecia R Eve,DEM,0
Onondaga,Geddes 09,ATTORNEY GENERAL,Zephyr Teachout,DEM,0
Onondaga,Geddes 09,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Geddes 09,ATTORNEY GENERAL,Voids/Blanks,DEM,0
Onondaga,Geddes 10,ATTORNEY GENERAL,Ballots,DEM,0
Onondaga,Geddes 10,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,0
Onondaga,Geddes 10,ATTORNEY GENERAL,Letitia A James,DEM,0
Onondaga,Geddes 10,ATTORNEY GENERAL,Leecia R Eve,DEM,0
Onondaga,Geddes 10,ATTORNEY GENERAL,Zephyr Teachout,DEM,0
Onondaga,Geddes 10,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Geddes 10,ATTORNEY GENERAL,Voids/Blanks,DEM,0
Onondaga,Geddes 15,ATTORNEY GENERAL,Ballots,DEM,81
Onondaga,Geddes 15,ATTORNEY GENERAL,Sean Patrick Maloney,DEM,48
Onondaga,Geddes 15,ATTORNEY GENERAL,Letitia A James,DEM,14
Onondaga,Geddes 15,ATTORNEY GENERAL,Leecia R Eve,DEM,1
Onondaga,Geddes 15,ATTORNEY GENERAL,Zephyr Teachout,DEM,16
Onondaga,Geddes 15,ATTORNEY GENERAL,Write-ins,DEM,0
Onondaga,Geddes 15,ATTORNEY GENERAL,Voids/Blanks,DEM,2
