county,precinct,office,district,party,candidate,election_day,absentee,votes,,,,,,,,,,,,
Herkimer,Town of German Flatts 12,U.S. Senate,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 13,U.S. Senate,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 14,U.S. Senate,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Herkimer 1,U.S. Senate,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Herkimer 2,U.S. Senate,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Herkimer 3,U.S. Senate,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Herkimer 4,U.S. Senate,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Herkimer 5,U.S. Senate,,,Void,,,1,,,,,,,,,,,,
Herkimer,Town of Herkimer 6,U.S. Senate,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Herkimer 7,U.S. Senate,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Herkimer 8,U.S. Senate,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Herkimer 9,U.S. Senate,,,Void,,,1,,,,,,,,,,,,
Herkimer,Town of Litchfield 1,U.S. Senate,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Little Falls 1,U.S. Senate,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Manheim 1,U.S. Senate,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Manheim 2,U.S. Senate,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Manheim 3,U.S. Senate,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Newport 1,U.S. Senate,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Norway 1,U.S. Senate,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Ohio 1,U.S. Senate,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Russia 1,U.S. Senate,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Russia 2,U.S. Senate,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Russia 3,U.S. Senate,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Salisbury 1,U.S. Senate,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Schuyler 1,U.S. Senate,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Schuyler 2,U.S. Senate,,,Void,,,1,,,,,,,,,,,,
Herkimer,Town of Schuyler 3,U.S. Senate,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Stark 1,U.S. Senate,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Warren 1,U.S. Senate,,,Void,,,1,,,,,,,,,,,,
Herkimer,Town of Webb 1,U.S. Senate,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Webb 2,U.S. Senate,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Winfield 1,U.S. Senate,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Winfield 2,U.S. Senate,,,Void,,,0,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 1 1,U.S. Senate,,,Blanks,,,25,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 2 1,U.S. Senate,,,Blanks,,,23,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 1,U.S. Senate,,,Blanks,,,4,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 2,U.S. Senate,,,Blanks,,,18,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 4 1,U.S. Senate,,,Blanks,,,17,,,,,,,,,,,,
Herkimer,Town of Columbia 1,U.S. Senate,,,Blanks,,,28,,,,,,,,,,,,
Herkimer,Town of Columbia 2,U.S. Senate,,,Blanks,,,9,,,,,,,,,,,,
Herkimer,Town of Danube 1,U.S. Senate,,,Blanks,,,26,,,,,,,,,,,,
Herkimer,Town of Fairfield 1,U.S. Senate,,,Blanks,,,38,,,,,,,,,,,,
Herkimer,Town of Frankfort 1,U.S. Senate,,,Blanks,,,24,,,,,,,,,,,,
Herkimer,Town of Frankfort 2,U.S. Senate,,,Blanks,,,45,,,,,,,,,,,,
Herkimer,Town of Frankfort 3,U.S. Senate,,,Blanks,,,36,,,,,,,,,,,,
Herkimer,Town of Frankfort 4,U.S. Senate,,,Blanks,,,25,,,,,,,,,,,,
Herkimer,Town of Frankfort 5,U.S. Senate,,,Blanks,,,55,,,,,,,,,,,,
Herkimer,Town of Frankfort 6,U.S. Senate,,,Blanks,,,63,,,,,,,,,,,,
Herkimer,Town of German Flatts 1,U.S. Senate,,,Blanks,,,33,,,,,,,,,,,,
Herkimer,Town of German Flatts 2,U.S. Senate,,,Blanks,,,20,,,,,,,,,,,,
Herkimer,Town of German Flatts 3,U.S. Senate,,,Blanks,,,25,,,,,,,,,,,,
Herkimer,Town of German Flatts 4,U.S. Senate,,,Blanks,,,8,,,,,,,,,,,,
Herkimer,Town of German Flatts 5,U.S. Senate,,,Blanks,,,3,,,,,,,,,,,,
Herkimer,Town of German Flatts 6,U.S. Senate,,,Blanks,,,13,,,,,,,,,,,,
Herkimer,Town of German Flatts 7,U.S. Senate,,,Blanks,,,11,,,,,,,,,,,,
Herkimer,Town of German Flatts 8,U.S. Senate,,,Blanks,,,8,,,,,,,,,,,,
Herkimer,Town of German Flatts 9,U.S. Senate,,,Blanks,,,15,,,,,,,,,,,,
Herkimer,Town of German Flatts 10,U.S. Senate,,,Blanks,,,10,,,,,,,,,,,,
Herkimer,Town of German Flatts 11,U.S. Senate,,,Blanks,,,21,,,,,,,,,,,,
Herkimer,Town of German Flatts 12,U.S. Senate,,,Blanks,,,13,,,,,,,,,,,,
Herkimer,Town of German Flatts 13,U.S. Senate,,,Blanks,,,25,,,,,,,,,,,,
Herkimer,Town of German Flatts 14,U.S. Senate,,,Blanks,,,22,,,,,,,,,,,,
Herkimer,Town of Herkimer 1,U.S. Senate,,,Blanks,,,56,,,,,,,,,,,,
Herkimer,Town of Herkimer 2,U.S. Senate,,,Blanks,,,18,,,,,,,,,,,,
Herkimer,Town of Herkimer 3,U.S. Senate,,,Blanks,,,21,,,,,,,,,,,,
Herkimer,Town of Herkimer 4,U.S. Senate,,,Blanks,,,21,,,,,,,,,,,,
Herkimer,Town of Herkimer 5,U.S. Senate,,,Blanks,,,34,,,,,,,,,,,,
Herkimer,Town of Herkimer 6,U.S. Senate,,,Blanks,,,56,,,,,,,,,,,,
Herkimer,Town of Herkimer 7,U.S. Senate,,,Blanks,,,16,,,,,,,,,,,,
Herkimer,Town of Herkimer 8,U.S. Senate,,,Blanks,,,18,,,,,,,,,,,,
Herkimer,Town of Herkimer 9,U.S. Senate,,,Blanks,,,17,,,,,,,,,,,,
Herkimer,Town of Litchfield 1,U.S. Senate,,,Blanks,,,26,,,,,,,,,,,,
Herkimer,Town of Little Falls 1,U.S. Senate,,,Blanks,,,56,,,,,,,,,,,,
Herkimer,Town of Manheim 1,U.S. Senate,,,Blanks,,,7,,,,,,,,,,,,
Herkimer,Town of Manheim 2,U.S. Senate,,,Blanks,,,44,,,,,,,,,,,,
Herkimer,Town of Manheim 3,U.S. Senate,,,Blanks,,,20,,,,,,,,,,,,
Herkimer,Town of Newport 1,U.S. Senate,,,Blanks,,,56,,,,,,,,,,,,
Herkimer,Town of Norway 1,U.S. Senate,,,Blanks,,,23,,,,,,,,,,,,
Herkimer,Town of Ohio 1,U.S. Senate,,,Blanks,,,17,,,,,,,,,,,,
Herkimer,Town of Russia 1,U.S. Senate,,,Blanks,,,18,,,,,,,,,,,,
Herkimer,Town of Russia 2,U.S. Senate,,,Blanks,,,4,,,,,,,,,,,,
Herkimer,Town of Russia 3,U.S. Senate,,,Blanks,,,9,,,,,,,,,,,,
Herkimer,Town of Salisbury 1,U.S. Senate,,,Blanks,,,32,,,,,,,,,,,,
Herkimer,Town of Schuyler 1,U.S. Senate,,,Blanks,,,18,,,,,,,,,,,,
Herkimer,Town of Schuyler 2,U.S. Senate,,,Blanks,,,42,,,,,,,,,,,,
Herkimer,Town of Schuyler 3,U.S. Senate,,,Blanks,,,31,,,,,,,,,,,,
Herkimer,Town of Stark 1,U.S. Senate,,,Blanks,,,7,,,,,,,,,,,,
Herkimer,Town of Warren 1,U.S. Senate,,,Blanks,,,22,,,,,,,,,,,,
Herkimer,Town of Webb 1,U.S. Senate,,,Blanks,,,28,,,,,,,,,,,,
Herkimer,Town of Webb 2,U.S. Senate,,,Blanks,,,8,,,,,,,,,,,,
Herkimer,Town of Winfield 1,U.S. Senate,,,Blanks,,,22,,,,,,,,,,,,
Herkimer,Town of Winfield 2,U.S. Senate,,,Blanks,,,26,,,,,,,,,,,,
Herkimer,Town of Manheim 1 LD 10,U.S. House,21,DEM,Tedra L. Cobb,34,1,35,,,,,,,,,,,,
Herkimer,Town of Manheim 2 LD 10,U.S. House,21,DEM,Tedra L. Cobb,175,13,188,,,,,,,,,,,,
Herkimer,Town of Ohio 1 LD 15,U.S. House,21,DEM,Tedra L. Cobb,64,14,78,,,,,,,,,,,,
Herkimer,Town of Russia 1 LD 17,U.S. House,21,DEM,Tedra L. Cobb,133,17,150,,,,,,,,,,,,
Herkimer,Town of Russia 2 LD 15,U.S. House,21,DEM,Tedra L. Cobb,53,3,56,,,,,,,,,,,,
Herkimer,Town of Salisbury 1 LD 16,U.S. House,21,DEM,Tedra L. Cobb,87,3,90,,,,,,,,,,,,
Herkimer,Town of Webb 1 LD 15,U.S. House,21,DEM,Tedra L. Cobb,312,41,353,,,,,,,,,,,,
Herkimer,Town of Webb 2 LD 15,U.S. House,21,DEM,Tedra L. Cobb,38,16,54,,,,,,,,,,,,
Herkimer,Town of Manheim 1 LD 10,U.S. House,21,WOR,Tedra L. Cobb,1,0,1,,,,,,,,,,,,
Herkimer,Town of Manheim 2 LD 10,U.S. House,21,WOR,Tedra L. Cobb,4,0,4,,,,,,,,,,,,
Herkimer,Town of Ohio 1 LD 15,U.S. House,21,WOR,Tedra L. Cobb,4,0,4,,,,,,,,,,,,
Herkimer,Town of Russia 1 LD 17,U.S. House,21,WOR,Tedra L. Cobb,2,0,2,,,,,,,,,,,,
Herkimer,Town of Russia 2 LD 15,U.S. House,21,WOR,Tedra L. Cobb,1,0,1,,,,,,,,,,,,
Herkimer,Town of Salisbury 1 LD 16,U.S. House,21,WOR,Tedra L. Cobb,3,4,7,,,,,,,,,,,,
Herkimer,Town of Webb 1 LD 15,U.S. House,21,WOR,Tedra L. Cobb,12,1,13,,,,,,,,,,,,
Herkimer,Town of Webb 2 LD 15,U.S. House,21,WOR,Tedra L. Cobb,1,0,1,,,,,,,,,,,,
Herkimer,Town of Manheim 1 LD 10,U.S. House,21,WEP,Tedra L. Cobb,1,0,1,,,,,,,,,,,,
Herkimer,Town of Manheim 2 LD 10,U.S. House,21,WEP,Tedra L. Cobb,4,0,4,,,,,,,,,,,,
Herkimer,Town of Ohio 1 LD 15,U.S. House,21,WEP,Tedra L. Cobb,3,0,3,,,,,,,,,,,,
Herkimer,Town of Russia 1 LD 17,U.S. House,21,WEP,Tedra L. Cobb,1,0,1,,,,,,,,,,,,
Herkimer,Town of Russia 2 LD 15,U.S. House,21,WEP,Tedra L. Cobb,1,0,1,,,,,,,,,,,,
Herkimer,Town of Salisbury 1 LD 16,U.S. House,21,WEP,Tedra L. Cobb,4,0,4,,,,,,,,,,,,
Herkimer,Town of Webb 1 LD 15,U.S. House,21,WEP,Tedra L. Cobb,9,0,9,,,,,,,,,,,,
Herkimer,Town of Webb 2 LD 15,U.S. House,21,WEP,Tedra L. Cobb,1,0,1,,,,,,,,,,,,
Herkimer,Town of Manheim 1 LD 10,U.S. House,21,REP,Elise M. Stefanik,77,3,80,,,,,,,,,,,,
Herkimer,Town of Manheim 2 LD 10,U.S. House,21,REP,Elise M. Stefanik,333,20,353,,,,,,,,,,,,
Herkimer,Town of Ohio 1 LD 15,U.S. House,21,REP,Elise M. Stefanik,258,15,273,,,,,,,,,,,,
Herkimer,Town of Russia 1 LD 17,U.S. House,21,REP,Elise M. Stefanik,286,22,308,,,,,,,,,,,,
Herkimer,Town of Russia 2 LD 15,U.S. House,21,REP,Elise M. Stefanik,167,10,177,,,,,,,,,,,,
Herkimer,Town of Salisbury 1 LD 16,U.S. House,21,REP,Elise M. Stefanik,388,18,406,,,,,,,,,,,,
Herkimer,Town of Webb 1 LD 15,U.S. House,21,REP,Elise M. Stefanik,363,33,396,,,,,,,,,,,,
Herkimer,Town of Webb 2 LD 15,U.S. House,21,REP,Elise M. Stefanik,73,16,89,,,,,,,,,,,,
Herkimer,Town of Manheim 1 LD 10,U.S. House,21,CON,Elise M. Stefanik,8,1,9,,,,,,,,,,,,
Herkimer,Town of Manheim 2 LD 10,U.S. House,21,CON,Elise M. Stefanik,41,3,44,,,,,,,,,,,,
Herkimer,Town of Ohio 1 LD 15,U.S. House,21,CON,Elise M. Stefanik,21,0,21,,,,,,,,,,,,
Herkimer,Town of Russia 1 LD 17,U.S. House,21,CON,Elise M. Stefanik,36,5,41,,,,,,,,,,,,
Herkimer,Town of Russia 2 LD 15,U.S. House,21,CON,Elise M. Stefanik,17,2,19,,,,,,,,,,,,
Herkimer,Town of Salisbury 1 LD 16,U.S. House,21,CON,Elise M. Stefanik,30,2,32,,,,,,,,,,,,
Herkimer,Town of Webb 1 LD 15,U.S. House,21,CON,Elise M. Stefanik,19,7,26,,,,,,,,,,,,
Herkimer,Town of Webb 2 LD 15,U.S. House,21,CON,Elise M. Stefanik,7,1,8,,,,,,,,,,,,
Herkimer,Town of Manheim 1 LD 10,U.S. House,21,IND,Elise M. Stefanik,1,0,1,,,,,,,,,,,,
Herkimer,Town of Manheim 2 LD 10,U.S. House,21,IND,Elise M. Stefanik,6,0,6,,,,,,,,,,,,
Herkimer,Town of Ohio 1 LD 15,U.S. House,21,IND,Elise M. Stefanik,1,0,1,,,,,,,,,,,,
Herkimer,Town of Russia 1 LD 17,U.S. House,21,IND,Elise M. Stefanik,7,0,7,,,,,,,,,,,,
Herkimer,Town of Russia 2 LD 15,U.S. House,21,IND,Elise M. Stefanik,3,1,4,,,,,,,,,,,,
Herkimer,Town of Salisbury 1 LD 16,U.S. House,21,IND,Elise M. Stefanik,4,2,6,,,,,,,,,,,,
Herkimer,Town of Webb 1 LD 15,U.S. House,21,IND,Elise M. Stefanik,9,0,9,,,,,,,,,,,,
Herkimer,Town of Webb 2 LD 15,U.S. House,21,IND,Elise M. Stefanik,3,0,3,,,,,,,,,,,,
Herkimer,Town of Manheim 1 LD 10,U.S. House,21,REF,Elise M. Stefanik,1,0,1,,,,,,,,,,,,
Herkimer,Town of Manheim 2 LD 10,U.S. House,21,REF,Elise M. Stefanik,3,0,3,,,,,,,,,,,,
Herkimer,Town of Ohio 1 LD 15,U.S. House,21,REF,Elise M. Stefanik,0,0,0,,,,,,,,,,,,
Herkimer,Town of Russia 1 LD 17,U.S. House,21,REF,Elise M. Stefanik,3,0,3,,,,,,,,,,,,
Herkimer,Town of Russia 2 LD 15,U.S. House,21,REF,Elise M. Stefanik,0,0,0,,,,,,,,,,,,
Herkimer,Town of Salisbury 1 LD 16,U.S. House,21,REF,Elise M. Stefanik,2,0,2,,,,,,,,,,,,
Herkimer,Town of Webb 1 LD 15,U.S. House,21,REF,Elise M. Stefanik,1,0,1,,,,,,,,,,,,
Herkimer,Town of Webb 2 LD 15,U.S. House,21,REF,Elise M. Stefanik,0,0,0,,,,,,,,,,,,
Herkimer,Town of Manheim 1 LD 10,U.S. House,21,GRE,Lynn Kahn,0,0,0,,,,,,,,,,,,
Herkimer,Town of Manheim 2 LD 10,U.S. House,21,GRE,Lynn Kahn,7,1,8,,,,,,,,,,,,
Herkimer,Town of Ohio 1 LD 15,U.S. House,21,GRE,Lynn Kahn,6,0,6,,,,,,,,,,,,
Herkimer,Town of Russia 1 LD 17,U.S. House,21,GRE,Lynn Kahn,3,0,3,,,,,,,,,,,,
Herkimer,Town of Russia 2 LD 15,U.S. House,21,GRE,Lynn Kahn,1,0,1,,,,,,,,,,,,
Herkimer,Town of Salisbury 1 LD 16,U.S. House,21,GRE,Lynn Kahn,5,0,5,,,,,,,,,,,,
Herkimer,Town of Webb 1 LD 15,U.S. House,21,GRE,Lynn Kahn,6,0,6,,,,,,,,,,,,
Herkimer,Town of Webb 2 LD 15,U.S. House,21,GRE,Lynn Kahn,1,0,1,,,,,,,,,,,,
Herkimer,Town of Manheim 1 LD 10,U.S. House,21,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Manheim 2 LD 10,U.S. House,21,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Ohio 1 LD 15,U.S. House,21,,Write-ins,,,1,,,,,,,,,,,,
Herkimer,Town of Russia 1 LD 17,U.S. House,21,,Write-ins,,,1,,,,,,,,,,,,
Herkimer,Town of Russia 2 LD 15,U.S. House,21,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Salisbury 1 LD 16,U.S. House,21,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Webb 1 LD 15,U.S. House,21,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Webb 2 LD 15,U.S. House,21,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Manheim 1 LD 10,U.S. House,21,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Manheim 2 LD 10,U.S. House,21,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Ohio 1 LD 15,U.S. House,21,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Russia 1 LD 17,U.S. House,21,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Russia 2 LD 15,U.S. House,21,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Salisbury 1 LD 16,U.S. House,21,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Webb 1 LD 15,U.S. House,21,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Webb 2 LD 15,U.S. House,21,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Manheim 1 LD 10,U.S. House,21,,Blanks,,,8,,,,,,,,,,,,
Herkimer,Town of Manheim 2 LD 10,U.S. House,21,,Blanks,,,25,,,,,,,,,,,,
Herkimer,Town of Ohio 1 LD 15,U.S. House,21,,Blanks,,,16,,,,,,,,,,,,
Herkimer,Town of Russia 1 LD 17,U.S. House,21,,Blanks,,,25,,,,,,,,,,,,
Herkimer,Town of Russia 2 LD 15,U.S. House,21,,Blanks,,,8,,,,,,,,,,,,
Herkimer,Town of Salisbury 1 LD 16,U.S. House,21,,Blanks,,,35,,,,,,,,,,,,
Herkimer,Town of Webb 1 LD 15,U.S. House,21,,Blanks,,,19,,,,,,,,,,,,
Herkimer,Town of Webb 2 LD 15,U.S. House,21,,Blanks,,,5,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 1 1 LD 12,U.S. House,22,DEM,Anthony J. Brindisi,214,17,231,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 2 1 LD 12,U.S. House,22,DEM,Anthony J. Brindisi,252,27,279,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 1 LD 12,U.S. House,22,DEM,Anthony J. Brindisi,46,11,57,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 2 LD 10,U.S. House,22,DEM,Anthony J. Brindisi,134,4,138,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 4 1 LD 12,U.S. House,22,DEM,Anthony J. Brindisi,140,18,158,,,,,,,,,,,,
Herkimer,Town of Columbia 1 LD 7,U.S. House,22,DEM,Anthony J. Brindisi,110,10,120,,,,,,,,,,,,
Herkimer,Town of Columbia 2 LD 13,U.S. House,22,DEM,Anthony J. Brindisi,35,0,35,,,,,,,,,,,,
Herkimer,Town of Danube 1 LD 14,U.S. House,22,DEM,Anthony J. Brindisi,99,1,100,,,,,,,,,,,,
Herkimer,Town of Fairfield 1 LD 16,U.S. House,22,DEM,Anthony J. Brindisi,142,16,158,,,,,,,,,,,,
Herkimer,Town of Frankfort 1 LD 8,U.S. House,22,DEM,Anthony J. Brindisi,133,17,150,,,,,,,,,,,,
Herkimer,Town of Frankfort 2 LD 9,U.S. House,22,DEM,Anthony J. Brindisi,168,10,178,,,,,,,,,,,,
Herkimer,Town of Frankfort 3 LD 9,U.S. House,22,DEM,Anthony J. Brindisi,143,4,147,,,,,,,,,,,,
Herkimer,Town of Frankfort 4 LD 8,U.S. House,22,DEM,Anthony J. Brindisi,145,17,162,,,,,,,,,,,,
Herkimer,Town of Frankfort 5 LD 8,U.S. House,22,DEM,Anthony J. Brindisi,271,25,296,,,,,,,,,,,,
Herkimer,Town of Frankfort 6 LD 9,U.S. House,22,DEM,Anthony J. Brindisi,286,22,308,,,,,,,,,,,,
Herkimer,Town of German Flatts 1 LD 7,U.S. House,22,DEM,Anthony J. Brindisi,152,16,168,,,,,,,,,,,,
Herkimer,Town of German Flatts 2 LD 1,U.S. House,22,DEM,Anthony J. Brindisi,160,6,166,,,,,,,,,,,,
Herkimer,Town of German Flatts 3 LD 4,U.S. House,22,DEM,Anthony J. Brindisi,184,19,203,,,,,,,,,,,,
Herkimer,Town of German Flatts 4 LD 5,U.S. House,22,DEM,Anthony J. Brindisi,57,1,58,,,,,,,,,,,,
Herkimer,Town of German Flatts 5 LD 6,U.S. House,22,DEM,Anthony J. Brindisi,43,3,46,,,,,,,,,,,,
Herkimer,Town of German Flatts 6 LD 6,U.S. House,22,DEM,Anthony J. Brindisi,103,5,108,,,,,,,,,,,,
Herkimer,Town of German Flatts 7 LD 4,U.S. House,22,DEM,Anthony J. Brindisi,85,8,93,,,,,,,,,,,,
Herkimer,Town of German Flatts 8 LD 5,U.S. House,22,DEM,Anthony J. Brindisi,104,4,108,,,,,,,,,,,,
Herkimer,Town of German Flatts 9 LD 4,U.S. House,22,DEM,Anthony J. Brindisi,107,4,111,,,,,,,,,,,,
Herkimer,Town of German Flatts 10 LD 5,U.S. House,22,DEM,Anthony J. Brindisi,61,5,66,,,,,,,,,,,,
Herkimer,Town of German Flatts 11 LD 6,U.S. House,22,DEM,Anthony J. Brindisi,186,9,195,,,,,,,,,,,,
Herkimer,Town of German Flatts 12 LD 6,U.S. House,22,DEM,Anthony J. Brindisi,155,10,165,,,,,,,,,,,,
Herkimer,Town of German Flatts 13 LD 5,U.S. House,22,DEM,Anthony J. Brindisi,185,15,200,,,,,,,,,,,,
Herkimer,Town of German Flatts 14 LD 5,U.S. House,22,DEM,Anthony J. Brindisi,91,5,96,,,,,,,,,,,,
Herkimer,Town of Herkimer 1 LD 2,U.S. House,22,DEM,Anthony J. Brindisi,229,13,242,,,,,,,,,,,,
Herkimer,Town of Herkimer 2 LD 2,U.S. House,22,DEM,Anthony J. Brindisi,93,20,113,,,,,,,,,,,,
Herkimer,Town of Herkimer 3 LD 2,U.S. House,22,DEM,Anthony J. Brindisi,110,8,118,,,,,,,,,,,,
Herkimer,Town of Herkimer 4 LD 2,U.S. House,22,DEM,Anthony J. Brindisi,96,16,112,,,,,,,,,,,,
Herkimer,Town of Herkimer 5 LD 1,U.S. House,22,DEM,Anthony J. Brindisi,138,14,152,,,,,,,,,,,,
Herkimer,Town of Herkimer 6 LD 3,U.S. House,22,DEM,Anthony J. Brindisi,257,32,289,,,,,,,,,,,,
Herkimer,Town of Herkimer 7 LD 3,U.S. House,22,DEM,Anthony J. Brindisi,131,7,138,,,,,,,,,,,,
Herkimer,Town of Herkimer 8 LD 1,U.S. House,22,DEM,Anthony J. Brindisi,138,16,154,,,,,,,,,,,,
Herkimer,Town of Herkimer 9 LD 3,U.S. House,22,DEM,Anthony J. Brindisi,159,19,178,,,,,,,,,,,,
Herkimer,Town of Litchfield 1 LD 13,U.S. House,22,DEM,Anthony J. Brindisi,191,11,202,,,,,,,,,,,,
Herkimer,Town of Little Falls 1 LD 14,U.S. House,22,DEM,Anthony J. Brindisi,216,21,237,,,,,,,,,,,,
Herkimer,Town of Manheim 3 LD 10,U.S. House,22,DEM,Anthony J. Brindisi,103,8,111,,,,,,,,,,,,
Herkimer,Town of Newport 1 LD 17,U.S. House,22,DEM,Anthony J. Brindisi,293,23,316,,,,,,,,,,,,
Herkimer,Town of Norway 1 LD 16,U.S. House,22,DEM,Anthony J. Brindisi,79,7,86,,,,,,,,,,,,
Herkimer,Town of Russia 3 LD 17,U.S. House,22,DEM,Anthony J. Brindisi,44,4,48,,,,,,,,,,,,
Herkimer,Town of Schuyler 1 LD 11,U.S. House,22,DEM,Anthony J. Brindisi,164,7,171,,,,,,,,,,,,
Herkimer,Town of Schuyler 2 LD 11,U.S. House,22,DEM,Anthony J. Brindisi,151,13,164,,,,,,,,,,,,
Herkimer,Town of Schuyler 3 LD 11,U.S. House,22,DEM,Anthony J. Brindisi,136,7,143,,,,,,,,,,,,
Herkimer,Town of Stark 1 LD 14,U.S. House,22,DEM,Anthony J. Brindisi,90,5,95,,,,,,,,,,,,
Herkimer,Town of Warren 1 LD 7,U.S. House,22,DEM,Anthony J. Brindisi,88,14,102,,,,,,,,,,,,
Herkimer,Town of Winfield 1 LD 13,U.S. House,22,DEM,Anthony J. Brindisi,121,12,133,,,,,,,,,,,,
Herkimer,Town of Winfield 2 LD 13,U.S. House,22,DEM,Anthony J. Brindisi,122,11,133,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 1 1 LD 12,U.S. House,22,WOR,Anthony J. Brindisi,2,3,5,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 2 1 LD 12,U.S. House,22,WOR,Anthony J. Brindisi,6,1,7,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 1 LD 12,U.S. House,22,WOR,Anthony J. Brindisi,4,0,4,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 2 LD 10,U.S. House,22,WOR,Anthony J. Brindisi,3,0,3,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 4 1 LD 12,U.S. House,22,WOR,Anthony J. Brindisi,3,1,4,,,,,,,,,,,,
Herkimer,Town of Columbia 1 LD 7,U.S. House,22,WOR,Anthony J. Brindisi,4,1,5,,,,,,,,,,,,
Herkimer,Town of Columbia 2 LD 13,U.S. House,22,WOR,Anthony J. Brindisi,2,0,2,,,,,,,,,,,,
Herkimer,Town of Danube 1 LD 14,U.S. House,22,WOR,Anthony J. Brindisi,1,0,1,,,,,,,,,,,,
Herkimer,Town of Fairfield 1 LD 16,U.S. House,22,WOR,Anthony J. Brindisi,5,2,7,,,,,,,,,,,,
Herkimer,Town of Frankfort 1 LD 8,U.S. House,22,WOR,Anthony J. Brindisi,4,0,4,,,,,,,,,,,,
Herkimer,Town of Frankfort 2 LD 9,U.S. House,22,WOR,Anthony J. Brindisi,5,0,5,,,,,,,,,,,,
Herkimer,Town of Frankfort 3 LD 9,U.S. House,22,WOR,Anthony J. Brindisi,5,0,5,,,,,,,,,,,,
Herkimer,Town of Frankfort 4 LD 8,U.S. House,22,WOR,Anthony J. Brindisi,2,0,2,,,,,,,,,,,,
Herkimer,Town of Frankfort 5 LD 8,U.S. House,22,WOR,Anthony J. Brindisi,5,0,5,,,,,,,,,,,,
Herkimer,Town of Frankfort 6 LD 9,U.S. House,22,WOR,Anthony J. Brindisi,8,0,8,,,,,,,,,,,,
Herkimer,Town of German Flatts 1 LD 7,U.S. House,22,WOR,Anthony J. Brindisi,12,1,13,,,,,,,,,,,,
Herkimer,Town of German Flatts 2 LD 1,U.S. House,22,WOR,Anthony J. Brindisi,4,0,4,,,,,,,,,,,,
Herkimer,Town of German Flatts 3 LD 4,U.S. House,22,WOR,Anthony J. Brindisi,7,0,7,,,,,,,,,,,,
Herkimer,Town of German Flatts 4 LD 5,U.S. House,22,WOR,Anthony J. Brindisi,3,0,3,,,,,,,,,,,,
